Well Name,Depth,GR,AC,DEN,CNL,Facies
JY52-3HF,2814.409,160.344,203.544,2.68,13.719,2
JY52-3HF,2814.428,163.986,204.516,2.679,15.404,2
JY52-3HF,2814.447,163.059,205.294,2.679,16.145,2
JY52-3HF,2814.466,159.834,206.408,2.68,15.654,2
JY52-3HF,2814.485,157.858,207.475,2.682,14.437,2
JY52-3HF,2814.504,158.481,207.636,2.684,13.633,2
JY52-3HF,2814.523,160.107,206.351,2.684,13.785,2
JY52-3HF,2814.542,159.616,203.752,2.681,14.316,2
JY52-3HF,2814.561,157.662,200.89,2.674,13.969,2
JY52-3HF,2814.824,153.499,220.417,2.67,12.617,2
JY52-3HF,2814.843,163.232,220.732,2.675,16.378,2
JY52-3HF,2814.862,166.417,216.866,2.669,19.03,2
JY52-3HF,2814.88,160.998,210.203,2.653,18.02,2
JY52-3HF,2815.047,172.808,221.635,2.689,20.43,2
JY52-3HF,2815.065,171.724,217.792,2.681,18.659,2
JY52-3HF,2815.083,168.113,212.229,2.675,17.329,2
JY52-3HF,2815.102,162.276,206.156,2.672,16.098,2
JY52-3HF,2815.12,154.942,200.749,2.671,14.501,2
JY52-3HF,2815.742,177.162,236.927,2.704,22.41,2
JY52-3HF,2815.759,177.912,236.556,2.707,21.245,2
JY52-3HF,2815.828,160.883,215.754,2.685,18.421,2
JY52-3HF,2816.125,134.435,200.252,2.577,12.852,2
JY52-3HF,2816.144,132.304,200.535,2.569,11.98,2
JY52-3HF,2817.155,156.921,200.227,2.679,11.656,2
JY52-3HF,2817.243,159.466,224.647,2.687,15.504,2
JY52-3HF,2817.258,167.3,231.568,2.694,19.275,2
JY52-3HF,2817.273,172.765,234.641,2.699,22.012,2
JY52-3HF,2817.287,176.632,234.155,2.703,22.828,2
JY52-3HF,2817.445,159.972,197.832,2.668,10.548,2
JY52-3HF,2817.642,129.108,206.656,2.64,12.552,2
JY52-3HF,2817.666,157.098,239.245,2.687,17.642,2
JY52-3HF,2817.674,157.769,248.832,2.671,17.938,2
JY52-3HF,2817.682,151.84,251.635,2.642,15.466,2
JY52-3HF,2817.69,142.207,247.339,2.612,11.979,2
JY52-3HF,2817.698,133.517,238.853,2.593,9.807,2
JY52-3HF,2817.72,133.422,220.291,2.611,12.365,2
JY52-3HF,2817.728,134.276,216.904,2.625,12.776,2
JY52-3HF,2817.81,111.268,240.994,2.604,8.346,2
JY52-3HF,2817.915,157.344,218.519,2.657,12.693,2
JY52-3HF,2817.921,169.764,221.273,2.667,17.407,2
