Well Name,Depth,GR,AC,DEN,K
JY37-4HF,3459.75,183.873,208.278,2.691,3.585
JY37-4HF,3459.875,180.341,208.016,2.71,3.461
JY37-4HF,3460,177.226,209.396,2.712,3.309
JY37-4HF,3460.125,175.106,211.779,2.7,3.174
JY37-4HF,3460.25,173.976,214.363,2.682,3.066
JY37-4HF,3467.125,178.775,208.816,2.71,3.163
JY37-4HF,3467.25,174.626,204.203,2.737,3.123
JY37-4HF,3467.375,170.947,202.492,2.748,3.097
JY37-4HF,3467.5,169.924,204.14,2.744,3.087
JY37-4HF,3467.625,172.889,208.919,2.728,3.082
JY37-4HF,3467.75,177.58,215.493,2.704,3.068
JY37-4HF,3472.625,192.44,232.135,2.635,2.657
JY37-4HF,3472.75,189.097,230.669,2.638,2.618
JY37-4HF,3472.875,184.713,228.979,2.642,2.608
JY37-4HF,3475.375,197.83,219.691,2.672,3.829
JY37-4HF,3475.5,198.65,220.655,2.691,3.712
JY37-4HF,3483.375,182.115,219.903,2.765,2.766
JY37-4HF,3483.5,185.066,222.579,2.724,2.861
JY37-4HF,3488.625,174.023,213.399,2.702,3.073
JY37-4HF,3488.75,173.319,213.523,2.708,3.016
JY37-4HF,3488.875,173.452,213.991,2.699,2.957
JY37-4HF,3491.125,170.453,221.844,2.696,2.869
JY37-4HF,3493.375,190.091,226.931,2.66,3.939
JY37-4HF,3493.5,191.749,226.482,2.653,3.878
JY37-5HF,3274,188.777,214.961,2.724,4.18
JY37-5HF,3274.125,187.499,214.798,2.722,4.124
JY37-5HF,3274.25,187.961,214.592,2.726,4.152
JY37-5HF,3274.375,189.155,214.344,2.735,4.24
JY37-5HF,3274.5,190.067,214.107,2.743,4.368
JY37-5HF,3274.625,190.19,213.995,2.742,4.507
JY37-5HF,3274.75,189.625,214.118,2.734,4.636
JY37-5HF,3274.875,189.294,214.626,2.725,4.753
JY37-5HF,3275,190.597,215.468,2.726,4.829
JY37-5HF,3275.125,192.046,216.528,2.736,4.833
JY37-5HF,3275.25,191.571,217.554,2.742,4.766
JY37-5HF,3275.375,189.588,218.322,2.743,4.654
JY37-5HF,3275.5,188.474,218.682,2.748,4.505
JY37-5HF,3275.625,189.298,218.627,2.756,4.331
JY37-5HF,3275.75,190.397,218.288,2.758,4.157
JY37-5HF,3275.875,191.068,217.8,2.75,3.989
JY37-5HF,3276,191.541,217.319,2.738,3.836
JY37-5HF,3276.125,190.86,216.911,2.733,3.671
JY37-5HF,3276.25,187.929,216.611,2.737,3.472
JY37-5HF,3276.375,183.347,216.422,2.741,3.293
JY37-5HF,3276.5,180.079,216.346,2.74,3.228
JY37-5HF,3276.625,180.111,216.335,2.735,3.313
JY37-5HF,3276.75,182.476,216.251,2.73,3.545
JY37-5HF,3276.875,184.247,215.92,2.726,3.825
JY37-5HF,3277,183.842,215.108,2.719,4.054
JY37-5HF,3277.125,183.253,213.725,2.711,4.213
JY37-5HF,3277.25,184.28,211.751,2.708,4.334
JY37-5HF,3277.375,185.799,209.439,2.715,4.408
JY37-5HF,3277.5,185.292,207.142,2.727,4.423
JY37-5HF,3277.625,182.911,205.249,2.739,4.382
JY37-5HF,3277.75,181.126,203.988,2.745,4.331
JY37-5HF,3277.875,181.347,203.372,2.746,4.327
JY37-5HF,3278,183.422,203.301,2.746,4.381
JY37-5HF,3278.125,185.955,203.43,2.746,4.474
JY37-5HF,3278.25,187.604,203.547,2.742,4.548
JY37-5HF,3278.375,187.777,203.514,2.733,4.587
JY37-5HF,3278.5,186.68,203.355,2.726,4.6
JY37-5HF,3278.625,185.033,203.128,2.724,4.582
JY37-5HF,3278.75,184.152,202.899,2.727,4.532
JY37-5HF,3278.875,185.361,202.668,2.732,4.47
JY37-5HF,3279,187.851,202.385,2.737,4.398
JY37-5HF,3279.125,188.946,202.02,2.74,4.359
JY37-5HF,3279.25,187,201.624,2.744,4.351
JY37-5HF,3279.375,182.992,201.336,2.748,4.339
JY37-5HF,3279.5,179.625,201.299,2.752,4.302
JY37-5HF,3279.625,178.564,201.61,2.754,4.254
JY37-5HF,3279.75,179.806,202.349,2.755,4.196
JY37-5HF,3279.875,181.367,203.402,2.753,4.161
JY37-5HF,3280,181.549,204.675,2.749,4.154
JY37-5HF,3280.125,180.73,206.067,2.744,4.171
JY37-5HF,3280.25,181.097,207.507,2.743,4.208
JY37-5HF,3280.375,183.444,208.958,2.743,4.29
JY37-5HF,3280.5,186.537,210.387,2.745,4.378
JY37-5HF,3280.625,187.893,211.767,2.745,4.431
JY37-5HF,3280.75,187.242,213.043,2.744,4.461
JY37-5HF,3280.875,185.881,214.171,2.746,4.485
JY37-5HF,3281,184.775,215.138,2.749,4.485
JY37-5HF,3281.125,183.97,215.927,2.75,4.473
JY37-5HF,3281.25,185.016,216.568,2.745,4.471
JY37-5HF,3281.375,188.563,217.054,2.739,4.482
JY37-5HF,3281.5,192.511,217.336,2.738,4.478
JY37-5HF,3281.625,193.562,217.375,2.743,4.447
JY37-5HF,3281.75,192.266,217.107,2.749,4.422
JY37-5HF,3281.875,191.022,216.516,2.752,4.417
JY37-5HF,3282,190.717,215.681,2.755,4.408
JY37-5HF,3282.125,190.114,214.669,2.76,4.388
JY37-5HF,3282.25,189.042,213.563,2.764,4.385
JY37-5HF,3282.375,188.584,212.398,2.764,4.409
JY37-5HF,3282.5,188.634,211.148,2.761,4.448
JY37-5HF,3282.625,188.351,209.788,2.761,4.49
JY37-5HF,3282.75,187.396,208.337,2.765,4.556
JY37-5HF,3282.875,186.362,206.891,2.768,4.646
JY37-5HF,3283,185.606,205.61,2.766,4.721
JY37-5HF,3283.125,185.06,204.645,2.763,4.763
JY37-5HF,3283.25,184.592,204.128,2.762,4.757
JY37-5HF,3283.375,184.665,204.009,2.763,4.704
JY37-5HF,3283.5,185.395,204.225,2.764,4.596
JY37-5HF,3283.625,186.569,204.619,2.763,4.448
JY37-5HF,3283.75,186.945,205.046,2.764,4.267
JY37-5HF,3283.875,186.112,205.4,2.767,4.084
JY37-5HF,3284,184.871,205.634,2.771,3.92
JY37-5HF,3284.125,184.422,205.746,2.771,3.798
JY37-5HF,3284.25,184.644,205.747,2.766,3.729
JY37-5HF,3284.375,185.064,205.698,2.759,3.701
JY37-5HF,3284.5,185.487,205.663,2.753,3.698
JY37-5HF,3284.625,186.132,205.743,2.75,3.713
JY37-5HF,3284.75,187.114,206.012,2.751,3.777
JY37-5HF,3284.875,188.404,206.541,2.755,3.873
JY37-5HF,3285,188.815,207.354,2.76,3.985
JY37-5HF,3285.125,186.458,208.366,2.76,4.15
JY37-5HF,3285.25,182.271,209.449,2.752,4.329
JY37-5HF,3285.375,179.17,210.376,2.738,4.414
JY37-5HF,3285.5,178.342,210.943,2.724,4.401
JY37-5HF,3285.625,178.812,210.885,2.716,4.385
JY37-5HF,3285.75,179.781,210.119,2.716,4.389
JY37-5HF,3285.875,181.437,208.675,2.722,4.393
JY37-5HF,3286,183.143,206.658,2.733,4.396
JY37-5HF,3286.125,182.754,204.483,2.746,4.4
JY37-5HF,3286.25,179.7,202.533,2.756,4.38
JY37-5HF,3286.375,175.155,201.287,2.759,4.305
JY37-5HF,3286.5,172.124,200.944,2.755,4.199
JY37-5HF,3286.625,172.26,201.616,2.75,4.058
JY37-5HF,3286.75,175.244,203.086,2.751,3.816
JY37-5HF,3286.875,179.093,204.923,2.754,3.529
JY37-5HF,3287,182.202,206.709,2.753,3.31
JY37-5HF,3287.125,183.678,208.111,2.746,3.226
JY37-5HF,3287.25,183.763,209.065,2.739,3.234
JY37-5HF,3287.375,183.257,209.693,2.739,3.297
JY37-5HF,3287.5,182.931,210.36,2.744,3.412
JY37-5HF,3287.625,183.04,211.337,2.748,3.568
JY37-5HF,3287.75,183.65,212.809,2.75,3.768
JY37-5HF,3287.875,184.389,214.623,2.749,3.979
JY37-5HF,3288,185.714,216.522,2.748,4.152
JY37-5HF,3288.125,188.206,218.086,2.749,4.274
JY37-5HF,3288.25,191.16,219.019,2.753,4.334
JY37-5HF,3288.375,193.48,219.062,2.756,4.334
JY37-5HF,3288.5,194.341,218.178,2.754,4.307
JY37-5HF,3288.625,193.972,216.533,2.747,4.285
JY37-5HF,3288.75,192.563,214.308,2.741,4.255
JY37-5HF,3288.875,188.829,211.892,2.738,4.223
JY37-5HF,3289,182.747,209.621,2.735,4.212
JY37-5HF,3289.125,175.463,207.879,2.734,4.208
JY37-5HF,3289.25,169.858,206.786,2.735,4.192
JY37-5HF,3289.375,167.82,206.382,2.736,4.162
JY37-5HF,3289.5,169.789,206.607,2.734,4.117
JY37-5HF,3289.625,173.641,207.21,2.732,4.06
JY37-5HF,3289.75,176.776,208.031,2.732,4.036
JY37-5HF,3289.875,177.812,208.947,2.737,4.058
JY37-5HF,3290,177.935,209.914,2.739,4.114
JY37-5HF,3290.125,178.731,210.934,2.737,4.185
JY37-5HF,3290.25,181.348,212.019,2.732,4.279
JY37-5HF,3290.375,186.007,213.16,2.731,4.406
JY37-5HF,3290.5,191.92,214.302,2.735,4.54
JY37-5HF,3290.625,196.183,215.346,2.74,4.62
JY37-5HF,3290.75,196.712,216.192,2.747,4.646
JY37-5HF,3290.875,193.753,216.682,2.756,4.643
JY37-5HF,3291,189.963,216.776,2.764,4.567
JY37-5HF,3291.125,187.258,216.463,2.768,4.425
JY37-5HF,3291.25,185.862,215.82,2.766,4.26
JY37-5HF,3291.375,185.552,215.002,2.761,4.135
JY37-5HF,3291.5,186.116,214.14,2.757,4.043
JY37-5HF,3291.625,187.771,213.358,2.755,3.982
JY37-5HF,3291.75,189.804,212.684,2.76,3.956
JY37-5HF,3291.875,190.654,212.106,2.768,3.981
JY37-5HF,3292,189.72,211.602,2.775,4.081
JY37-5HF,3292.125,188.126,211.178,2.776,4.196
JY37-5HF,3292.25,188.11,210.877,2.77,4.284
JY37-5HF,3292.375,190.978,210.74,2.761,4.365
JY37-5HF,3292.5,194.105,210.822,2.752,4.433
JY37-5HF,3292.625,194.894,211.17,2.747,4.442
JY37-5HF,3292.75,193.141,211.727,2.748,4.369
JY37-5HF,3292.875,191.21,212.45,2.753,4.286
JY37-5HF,3293,190.581,213.25,2.758,4.206
JY37-5HF,3293.125,190.413,214.026,2.757,4.115
JY37-5HF,3293.25,190.744,214.687,2.753,4.01
JY37-5HF,3293.375,191.67,215.204,2.749,3.929
JY37-5HF,3293.5,192.155,215.606,2.747,3.909
JY37-5HF,3293.625,192.1,215.937,2.748,3.949
JY37-5HF,3293.75,192.724,216.235,2.749,4.06
JY37-5HF,3293.875,194.388,216.463,2.75,4.227
JY37-5HF,3294,196.017,216.464,2.753,4.401
JY37-5HF,3294.125,195.452,216.091,2.753,4.527
JY37-5HF,3294.25,192.753,215.22,2.753,4.623
JY37-5HF,3294.375,190.702,213.829,2.752,4.69
JY37-5HF,3294.5,193.143,212.117,2.756,4.772
JY37-5HF,3294.625,199.037,210.298,2.764,4.888
JY37-5HF,3294.75,203.074,208.62,2.772,4.953
JY37-5HF,3294.875,201.117,207.179,2.773,4.917
JY37-5HF,3295,195.706,205.973,2.769,4.835
JY37-5HF,3295.125,191.819,204.883,2.763,4.771
JY37-5HF,3295.25,190.837,203.842,2.761,4.707
JY37-5HF,3295.375,191.492,202.878,2.762,4.637
JY37-5HF,3295.5,193.185,202.105,2.765,4.543
JY37-5HF,3295.625,195.525,201.677,2.766,4.425
JY37-5HF,3295.75,197.163,201.767,2.766,4.314
JY37-5HF,3295.875,196.786,202.292,2.763,4.244
JY37-5HF,3296,195.914,203.115,2.759,4.209
JY37-5HF,3296.125,195.92,203.981,2.753,4.195
JY37-5HF,3296.25,196.178,204.669,2.747,4.2
JY37-5HF,3296.375,195.254,204.997,2.741,4.211
JY37-5HF,3296.5,192.648,204.921,2.736,4.219
JY37-5HF,3296.625,190.291,204.509,2.733,4.22
JY37-5HF,3296.75,189.706,203.814,2.737,4.212
JY37-5HF,3296.875,190.819,202.941,2.745,4.192
JY37-5HF,3297,191.58,201.959,2.752,4.21
JY37-5HF,3297.125,190.35,200.934,2.752,4.262
JY37-5HF,3297.25,188.151,199.943,2.747,4.334
JY37-5HF,3297.375,188.237,199.067,2.742,4.374
JY37-5HF,3297.5,191.432,198.422,2.74,4.369
JY37-5HF,3297.625,194.107,198.036,2.744,4.293
JY37-5HF,3297.75,194.019,197.896,2.749,4.186
JY37-5HF,3297.875,192.395,197.886,2.751,4.071
JY37-5HF,3298,192.99,197.855,2.754,3.995
JY37-5HF,3298.125,195.53,197.66,2.761,3.973
JY37-5HF,3298.25,196.803,197.26,2.769,4.051
JY37-5HF,3298.375,195.71,196.737,2.772,4.232
JY37-5HF,3298.5,193.4,196.271,2.768,4.474
JY37-5HF,3298.625,190.748,196.059,2.761,4.675
JY37-5HF,3298.75,188.579,196.22,2.756,4.814
JY37-5HF,3298.875,187.574,196.842,2.748,4.877
JY37-5HF,3299,187.857,197.814,2.735,4.824
JY37-5HF,3299.125,188.601,199.046,2.723,4.691
JY37-5HF,3299.25,189.056,200.429,2.722,4.507
JY37-5HF,3299.375,189.309,201.882,2.736,4.318
JY37-5HF,3299.5,190.031,203.376,2.756,4.167
JY37-5HF,3299.625,191.068,204.914,2.771,4.076
JY37-5HF,3299.75,191.525,206.519,2.774,4.03
JY37-5HF,3299.875,191.051,208.212,2.77,4.034
JY37-5HF,3300,189.548,209.959,2.768,4.09
JY37-5HF,3300.125,187.9,211.709,2.768,4.16
JY37-5HF,3300.25,187.049,213.342,2.768,4.202
JY37-5HF,3300.375,186.935,214.716,2.769,4.198
JY37-5HF,3300.5,186.89,215.704,2.774,4.164
JY37-5HF,3300.625,186.529,216.212,2.778,4.124
JY37-5HF,3300.75,186.234,216.344,2.779,4.1
JY37-5HF,3300.875,187.692,216.217,2.776,4.085
JY37-5HF,3301,191.788,216.046,2.771,4.093
JY37-5HF,3301.125,196.035,216.014,2.767,4.129
JY37-5HF,3301.25,197.747,216.227,2.766,4.157
JY37-5HF,3301.375,195.311,216.652,2.769,4.141
JY37-5HF,3301.5,191.704,217.191,2.774,4.113
JY37-5HF,3301.625,190.03,217.747,2.776,4.093
JY37-5HF,3301.75,190.733,218.266,2.773,4.098
JY37-5HF,3301.875,191.559,218.75,2.768,4.131
JY37-5HF,3302,191.222,219.235,2.765,4.189
JY37-5HF,3302.125,191.068,219.746,2.766,4.264
JY37-5HF,3302.25,192.89,220.263,2.768,4.372
JY37-5HF,3302.375,196.421,220.706,2.769,4.505
JY37-5HF,3302.5,198.116,221.022,2.765,4.618
JY37-5HF,3302.625,196.856,221.18,2.756,4.702
JY37-5HF,3302.75,194.569,221.204,2.746,4.754
JY37-5HF,3302.875,193.771,221.131,2.74,4.754
JY37-5HF,3303,193.72,220.97,2.736,4.681
JY37-5HF,3303.125,192.627,220.694,2.734,4.563
JY37-5HF,3303.25,191.37,220.255,2.734,4.434
JY37-5HF,3303.375,191.716,219.599,2.733,4.309
JY37-5HF,3303.5,193.65,218.805,2.728,4.188
JY37-5HF,3303.625,195.53,218.001,2.717,4.103
JY37-5HF,3303.75,195.416,217.387,2.708,4.079
JY37-5HF,3303.875,192.902,217.084,2.709,4.139
JY37-5HF,3304,189.773,217.165,2.709,4.233
JY37-5HF,3304.125,187.593,217.58,2.709,4.29
JY37-5HF,3304.25,186.534,218.165,2.714,4.316
JY37-5HF,3304.375,186.959,218.769,2.72,4.328
JY37-5HF,3304.5,189.74,219.274,2.72,4.311
JY37-5HF,3304.625,193.431,219.64,2.718,4.302
JY37-5HF,3304.75,195.763,219.834,2.719,4.331
JY37-5HF,3304.875,195.932,219.867,2.722,4.38
JY37-5HF,3305,195.307,219.711,2.724,4.433
JY37-5HF,3305.125,194.442,219.221,2.725,4.521
JY37-5HF,3305.25,193.78,218.31,2.73,4.61
JY37-5HF,3305.375,193.64,216.898,2.734,4.634
JY37-5HF,3305.5,193.677,214.993,2.735,4.575
JY37-5HF,3305.625,193.707,212.807,2.734,4.474
JY37-5HF,3305.75,193.785,210.615,2.739,4.369
JY37-5HF,3305.875,193.343,208.808,2.75,4.258
JY37-5HF,3306,191.339,207.634,2.758,4.14
JY37-5HF,3306.125,188.374,207.316,2.76,4.07
JY37-5HF,3306.25,185.307,207.787,2.757,4.14
JY37-5HF,3306.375,182.361,208.846,2.752,4.352
JY37-5HF,3306.5,180.92,210.233,2.75,4.645
JY37-5HF,3306.625,182.657,211.598,2.75,4.995
JY37-5HF,3306.75,185.808,212.744,2.751,5.294
JY37-5HF,3306.875,187.721,213.555,2.752,5.468
JY37-5HF,3307,187.991,214.117,2.755,5.511
JY37-5HF,3307.125,188.943,214.541,2.756,5.5
JY37-5HF,3307.25,190.971,214.985,2.753,5.429
JY37-5HF,3307.375,191.492,215.519,2.745,5.295
JY37-5HF,3307.5,189.541,216.12,2.738,5.114
JY37-5HF,3307.625,186.824,216.668,2.735,4.903
JY37-5HF,3307.75,186.239,217.055,2.735,4.656
JY37-5HF,3307.875,187.928,217.167,2.737,4.357
JY37-5HF,3308,190.395,216.992,2.739,4.118
JY37-5HF,3308.125,192.37,216.575,2.741,3.984
JY37-5HF,3308.25,193.265,216.002,2.743,3.915
JY37-5HF,3308.375,192.641,215.394,2.744,3.876
JY37-5HF,3308.5,190.932,214.821,2.745,3.88
JY37-5HF,3308.625,189.291,214.373,2.746,3.884
JY37-5HF,3308.75,188.857,214.108,2.746,3.862
JY37-5HF,3308.875,189.124,214.078,2.745,3.812
JY37-5HF,3309,189.236,214.291,2.745,3.777
JY37-5HF,3309.125,188.727,214.701,2.748,3.807
JY37-5HF,3309.25,188.341,215.24,2.755,3.906
JY37-5HF,3309.375,189.086,215.791,2.763,4.081
JY37-5HF,3309.5,190.838,216.293,2.767,4.306
JY37-5HF,3309.625,192.891,216.745,2.766,4.549
JY37-5HF,3309.75,193.988,217.213,2.759,4.737
JY37-5HF,3309.875,194.268,217.763,2.752,4.869
JY37-5HF,3310,194.469,218.427,2.746,4.952
JY37-5HF,3310.125,194.729,219.119,2.745,5.023
JY37-5HF,3310.25,194.291,219.712,2.747,5.098
JY37-5HF,3310.375,192.707,220.05,2.749,5.17
JY37-5HF,3310.5,191.268,220.091,2.752,5.214
JY37-5HF,3310.625,191.636,219.834,2.755,5.23
JY37-5HF,3310.75,193.413,219.413,2.756,5.23
JY37-5HF,3310.875,193.977,218.972,2.754,5.181
JY37-5HF,3311,192.629,218.626,2.749,5.07
JY37-5HF,3311.125,190.831,218.408,2.743,4.934
JY37-5HF,3311.25,190.198,218.288,2.735,4.828
JY37-5HF,3311.375,190.623,218.205,2.727,4.744
JY37-5HF,3311.5,190.197,218.093,2.725,4.673
JY37-5HF,3311.625,189.179,217.934,2.727,4.624
JY37-5HF,3311.75,189.667,217.757,2.73,4.626
JY37-5HF,3311.875,192.016,217.624,2.733,4.677
JY37-5HF,3312,193.143,217.609,2.735,4.704
JY37-5HF,3312.125,190.132,217.769,2.737,4.611
JY37-5HF,3312.25,185.743,218.101,2.736,4.488
JY37-5HF,3312.375,184.43,218.591,2.734,4.463
JY37-5HF,3312.5,187.525,219.167,2.734,4.511
JY37-5HF,3312.625,191.252,219.761,2.74,4.53
JY37-5HF,3312.75,193.2,220.316,2.75,4.51
JY37-5HF,3312.875,193.415,220.82,2.759,4.478
JY37-5HF,3313,193.285,221.291,2.761,4.448
JY37-5HF,3313.125,193.575,221.761,2.757,4.418
JY37-5HF,3313.25,193.92,222.255,2.752,4.371
JY37-5HF,3313.375,193.443,222.764,2.75,4.317
JY37-5HF,3313.5,192.129,223.223,2.754,4.275
JY37-5HF,3313.625,191.182,223.563,2.758,4.26
JY37-5HF,3313.75,191.088,223.715,2.758,4.259
JY37-5HF,3313.875,191.925,223.653,2.755,4.256
JY37-5HF,3314,193.165,223.419,2.753,4.252
JY37-5HF,3314.125,194.21,223.085,2.753,4.266
JY37-5HF,3314.25,194.5,222.761,2.753,4.305
JY37-5HF,3314.375,194.134,222.508,2.751,4.363
JY37-5HF,3314.5,194.166,222.354,2.749,4.425
JY37-5HF,3314.625,194.834,222.26,2.75,4.486
JY37-5HF,3314.75,194.407,222.181,2.754,4.555
JY37-5HF,3314.875,192.356,222.065,2.757,4.651
JY37-5HF,3315,190.34,221.919,2.757,4.748
JY37-5HF,3315.125,190.162,221.793,2.758,4.83
JY37-5HF,3315.25,191.754,221.769,2.759,4.918
JY37-5HF,3315.375,193.411,221.875,2.756,4.992
JY37-5HF,3315.5,194.767,222.109,2.75,5.041
JY37-5HF,3315.625,195.281,222.396,2.746,5.051
JY37-5HF,3315.75,194.37,222.65,2.744,5.019
JY37-5HF,3315.875,192.54,222.79,2.745,4.932
JY37-5HF,3316,191.777,222.831,2.749,4.771
JY37-5HF,3316.125,193.008,222.845,2.755,4.529
JY37-5HF,3316.25,195.347,222.933,2.758,4.264
JY37-5HF,3316.375,196.674,223.132,2.753,4.051
JY37-5HF,3316.5,196.446,223.422,2.747,3.897
JY37-5HF,3316.625,195.005,223.705,2.746,3.766
JY37-5HF,3316.75,194.01,223.865,2.751,3.697
JY37-5HF,3316.875,194.092,223.803,2.757,3.701
JY37-5HF,3317,194.511,223.506,2.758,3.763
JY37-5HF,3317.125,194.139,223.031,2.755,3.843
JY37-5HF,3317.25,193.908,222.425,2.75,3.941
JY37-5HF,3317.375,196.073,221.739,2.747,4.086
JY37-5HF,3317.5,199.212,220.975,2.746,4.263
JY37-5HF,3317.625,200.591,220.071,2.746,4.403
JY37-5HF,3317.75,199.656,218.985,2.746,4.491
JY37-5HF,3317.875,198.552,217.679,2.746,4.567
JY37-5HF,3318,197.724,216.106,2.745,4.644
JY37-5HF,3318.125,195.62,214.277,2.745,4.704
JY37-5HF,3318.25,193.033,212.164,2.746,4.723
JY37-5HF,3318.375,192.521,209.735,2.744,4.665
JY37-5HF,3318.5,193.596,206.991,2.737,4.572
JY37-5HF,3318.625,193.382,203.904,2.728,4.483
JY37-5HF,3318.75,189.101,200.546,2.719,4.317
JY37-5HF,3318.875,181.895,197.049,2.715,4.02
JY37-5HF,3319,174.31,193.6,2.718,3.711
JY37-5HF,3319.125,168.969,190.427,2.723,3.52
JY37-5HF,3321.75,178.728,188.848,2.698,3.509
JY37-5HF,3321.875,177.171,188.782,2.692,3.615
JY37-5HF,3327.25,178.864,192.764,2.725,4.452
JY37-5HF,3327.375,181.809,194.428,2.728,4.59
JY37-5HF,3327.5,182.136,195.74,2.73,4.625
JY37-5HF,3327.625,180.917,196.579,2.731,4.638
JY37-5HF,3327.75,179.009,196.963,2.73,4.593
JY37-5HF,3327.875,177.414,197.092,2.725,4.524
JY37-5HF,3328,177.516,197.144,2.718,4.477
JY37-5HF,3328.125,179.867,197.296,2.714,4.455
JY37-5HF,3328.25,182.334,197.614,2.717,4.44
JY37-5HF,3328.375,183.242,198.102,2.727,4.418
JY37-5HF,3328.5,181.967,198.662,2.74,4.378
JY37-5HF,3328.625,179.843,199.181,2.749,4.329
JY37-5HF,3328.75,178.67,199.52,2.749,4.253
JY37-5HF,3328.875,178.958,199.621,2.742,4.145
JY37-5HF,3329,178.793,199.486,2.737,4.037
JY37-5HF,3329.125,177.221,199.219,2.735,3.953
JY37-5HF,3329.25,174.898,199.023,2.734,3.904
JY37-5HF,3329.375,173.473,199.078,2.734,3.887
JY37-5HF,3329.5,174.239,199.499,2.735,3.906
JY37-5HF,3329.625,176.5,200.199,2.736,3.973
JY37-5HF,3329.75,179.381,200.993,2.733,4.059
JY37-5HF,3329.875,180.645,201.587,2.725,4.116
JY37-5HF,3330,178.448,201.795,2.716,4.152
JY37-5HF,3330.125,173.775,201.481,2.712,4.159
JY37-5HF,3330.25,169.919,200.76,2.715,4.143
JY37-5HF,3330.375,169.126,199.797,2.726,4.102
JY37-5HF,3330.5,171.339,198.779,2.743,4.044
JY37-5HF,3330.625,175.686,197.841,2.761,4.006
JY37-5HF,3330.75,180.846,197.03,2.776,4.055
JY37-5HF,3331.375,177.146,194.46,2.765,3.978
JY37-5HF,3331.5,174.427,194.2,2.762,3.895
JY37-5HF,3331.625,173.46,194.073,2.755,3.842
JY37-5HF,3331.75,174.222,194.109,2.745,3.848
JY37-5HF,3331.875,176.564,194.355,2.731,3.942
JY37-5HF,3332,178.676,194.76,2.717,4.123
JY37-5HF,3332.125,179.603,195.243,2.71,4.276
JY37-5HF,3332.25,179.986,195.655,2.71,4.394
JY37-5HF,3332.375,181.649,195.871,2.71,4.472
JY37-5HF,3332.5,183.833,195.805,2.709,4.507
JY37-5HF,3332.625,184.209,195.466,2.708,4.466
JY37-5HF,3332.75,181.896,194.986,2.709,4.327
JY37-5HF,3332.875,178.135,194.53,2.707,4.17
JY37-5HF,3333.25,174.903,194.507,2.711,4.278
JY37-5HF,3333.375,177.482,194.843,2.72,4.4
JY37-5HF,3333.5,179.828,195.089,2.714,4.489
JY37-5HF,3333.625,180.086,194.997,2.707,4.51
JY37-5HF,3333.75,178.301,194.48,2.709,4.45
JY37-5HF,3333.875,177.189,193.52,2.718,4.353
JY37-5HF,3334,178.555,192.243,2.729,4.254
JY37-5HF,3334.125,181.219,190.943,2.74,4.203
JY37-5HF,3334.25,182.962,189.934,2.748,4.199
JY37-5HF,3334.375,182.744,189.514,2.753,4.241
JY37-5HF,3335.375,174.556,196.3,2.745,4.26
JY37-5HF,3335.5,175.852,196.582,2.743,4.064
JY37-5HF,3335.625,177.955,196.74,2.743,3.898
JY37-5HF,3335.75,181.567,196.708,2.744,3.819
JY37-5HF,3336.25,197.404,194.96,2.759,4.575
JY37-5HF,3336.375,197.347,194.846,2.753,4.616
JY37-5HF,3336.5,197.2,195.148,2.745,4.589
JY37-5HF,3336.625,197.13,195.792,2.74,4.508
JY37-5HF,3336.75,196.39,196.619,2.74,4.42
JY37-5HF,3336.875,193.159,197.392,2.745,4.329
JY37-5HF,3337,188.017,197.971,2.75,4.22
JY37-5HF,3337.125,183.279,198.339,2.752,4.128
JY37-5HF,3337.25,181.769,198.675,2.751,4.078
JY37-5HF,3337.375,183.283,199.181,2.751,4.075
JY37-5HF,3337.5,185.83,200.015,2.753,4.106
JY37-5HF,3338,183.941,204.68,2.763,3.951
JY37-5HF,3338.125,182.808,205.068,2.764,3.871
JY37-5HF,3338.375,181.717,204.295,2.75,3.83
JY37-5HF,3338.5,180.4,203.28,2.741,3.862
JY37-5HF,3338.625,179.299,202.048,2.737,3.912
JY37-5HF,3338.75,179.82,200.69,2.739,3.951
JY37-5HF,3338.875,181.471,199.336,2.746,3.978
JY37-5HF,3339,182.954,198.138,2.755,3.991
JY37-5HF,3339.375,181.846,197.361,2.763,3.866
JY37-5HF,3339.5,178.334,198.426,2.756,3.819
JY37-5HF,3339.625,176.552,199.985,2.748,3.84
JY37-5HF,3339.75,179.226,201.778,2.743,3.966
JY37-5HF,3339.875,184.423,203.508,2.74,4.173
JY37-5HF,3340,187.786,204.961,2.738,4.336
JY37-5HF,3340.125,188.817,206.089,2.737,4.411
JY37-5HF,3340.25,189.549,206.882,2.739,4.448
JY37-5HF,3340.375,191.335,207.501,2.748,4.487
JY37-5HF,3340.5,193.271,208.045,2.763,4.478
JY37-5HF,3340.625,194.781,208.564,2.775,4.409
JY37-5HF,3340.75,194.841,209.034,2.777,4.31
JY37-5HF,3340.875,192.414,209.402,2.77,4.193
JY37-5HF,3341,188.36,209.637,2.761,4.07
JY37-5HF,3341.125,185.182,209.729,2.753,3.999
JY37-5HF,3341.25,183.877,209.655,2.747,4.001
JY37-5HF,3341.375,184.111,209.391,2.74,4.032
JY37-5HF,3341.5,185.233,208.879,2.735,4.072
JY37-5HF,3341.625,186.257,208.072,2.732,4.123
JY37-5HF,3341.75,185.166,206.999,2.73,4.124
JY37-5HF,3341.875,181.257,205.775,2.726,4.027
JY37-5HF,3342,177.006,204.612,2.722,3.892
JY37-5HF,3342.125,175.274,203.761,2.722,3.8
