Well Name,Depth,GR,AC,DEN,K
JY54-6HF,2802.25,172.574,212.745,2.684,3.858
JY54-6HF,2802.375,172.707,214.347,2.687,3.84
JY54-6HF,2802.5,173.533,215.628,2.686,3.804
JY54-6HF,2802.625,174.79,216.268,2.687,3.752
JY54-6HF,2802.75,175.929,216.343,2.688,3.694
JY54-6HF,2802.875,175.83,216.142,2.684,3.639
JY54-6HF,2803.5,176.212,218.231,2.684,3.463
JY54-6HF,2804.625,192.085,228.268,2.69,3.814
JY54-6HF,2805,194.719,227.568,2.688,4.035
JY54-6HF,2805.125,190.151,228.153,2.683,4.148
JY54-6HF,2805.25,187.884,228.936,2.685,4.234
JY54-6HF,2806.5,187.775,232.921,2.71,3.83
JY54-6HF,2806.625,186.753,232.872,2.704,3.874
JY54-6HF,2806.75,186.572,232.904,2.697,3.943
JY54-6HF,2806.875,188.184,232.85,2.692,3.988
JY54-6HF,2807,190.404,232.331,2.692,3.975
JY54-6HF,2807.125,191.255,231.193,2.695,3.935
JY54-6HF,2808.375,191.494,223.422,2.709,4.68
JY54-6HF,2808.625,189.879,226.071,2.712,4.697
JY54-6HF,2808.75,190.076,227.176,2.712,4.695
JY54-6HF,2808.875,191.24,228.109,2.708,4.691
JY54-6HF,2809.625,195.393,227.664,2.704,4.472
JY54-6HF,2809.75,196.041,227.234,2.703,4.521
JY54-6HF,2809.875,196.871,227.037,2.706,4.585
JY54-6HF,2810.375,190.538,224.665,2.714,4.679
JY54-6HF,2810.75,192.083,223.407,2.7,4.64
JY54-6HF,2810.875,193.768,224.054,2.701,4.598
JY54-6HF,2811,196.582,224.787,2.698,4.529
JY54-6HF,2811.125,198.222,225.287,2.692,4.443
JY54-6HF,2811.25,197.834,225.682,2.687,4.344
JY54-6HF,2811.375,196.139,226.123,2.687,4.226
JY54-6HF,2811.5,195.023,226.721,2.69,4.089
JY54-6HF,2811.625,194.771,227.41,2.696,3.974
JY54-6HF,2812.25,193.96,227.959,2.698,3.656
JY54-6HF,2812.375,195.522,228.296,2.699,3.71
JY54-6HF,2812.5,196.38,228.844,2.702,3.767
JY54-6HF,2813.125,196.404,233.119,2.71,3.981
JY54-6HF,2813.25,197.031,233.155,2.708,4.132
JY54-6HF,2813.75,198.602,228.41,2.689,4.779
JY54-6HF,2813.875,202.136,226.405,2.689,4.869
JY54-6HF,2814,204.568,224.434,2.691,4.904
JY54-6HF,2814.125,204.295,222.712,2.694,4.926
JY54-6HF,2814.25,201.83,221.418,2.697,5.005
JY54-6HF,2814.375,199.754,220.67,2.7,5.124
JY54-6HF,2814.5,199.022,220.422,2.706,5.223
JY54-6HF,2814.625,198.475,220.409,2.713,5.282
JY54-6HF,2814.875,199.604,221.023,2.723,5.277
JY54-6HF,2815,200.22,221.665,2.727,5.166
JY54-6HF,2815.5,199.552,222.997,2.724,4.331
JY54-6HF,2815.75,205.058,223.606,2.719,4.479
JY54-6HF,2815.875,204.613,224.734,2.716,4.594
JY54-6HF,2816,201.461,226.006,2.712,4.652
JY54-6HF,2816.125,198,227.156,2.706,4.687
JY54-6HF,2816.25,195.732,228.02,2.703,4.712
JY54-6HF,2816.375,194.205,228.527,2.702,4.75
JY54-6HF,2816.75,198.5,227.579,2.701,5.203
JY54-6HF,2816.875,199.303,226.311,2.705,5.47
JY54-6HF,2817,196.157,224.61,2.708,5.617
JY54-6HF,2817.125,192.745,222.603,2.709,5.645
JY54-6HF,2817.25,191.856,220.462,2.711,5.607
JY54-6HF,2817.625,198.926,215.505,2.726,5.196
JY54-6HF,2817.75,201.518,214.916,2.732,4.994
JY54-6HF,2817.875,202.996,214.901,2.738,4.814
JY54-6HF,2818,203.709,215.047,2.742,4.684
JY54-6HF,2818.125,203.505,215.056,2.742,4.569
JY54-6HF,2818.25,201.316,214.892,2.739,4.418
JY54-6HF,2818.375,197.229,214.623,2.734,4.212
JY54-6HF,2818.75,192.634,214.425,2.717,3.961
JY54-6HF,2818.875,192.535,214.31,2.716,3.986
JY54-6HF,2819,193.144,213.974,2.72,4.025
JY54-6HF,2819.125,194.899,213.458,2.724,4.103
JY54-6HF,2819.25,196.544,212.952,2.722,4.229
JY54-6HF,2819.375,196.861,212.761,2.714,4.385
JY54-6HF,2819.5,196.076,212.867,2.706,4.511
JY54-6HF,2819.625,195.045,213.162,2.704,4.59
JY54-6HF,2819.75,193.76,213.511,2.707,4.641
JY54-6HF,2819.875,191.907,213.78,2.711,4.701
JY54-6HF,2820,190.279,213.903,2.714,4.774
JY54-6HF,2820.125,190.053,214.122,2.716,4.845
JY54-6HF,2820.25,190.705,214.652,2.72,4.917
JY54-6HF,2820.375,191.679,215.575,2.725,4.986
JY54-6HF,2820.5,192.288,216.867,2.726,5.024
JY54-6HF,2820.75,192.568,219.915,2.714,4.924
JY54-6HF,2820.875,192.461,221.468,2.712,4.807
JY54-6HF,2821,192.307,223.173,2.713,4.672
JY54-6HF,2821.125,193.272,225.103,2.711,4.532
JY54-6HF,2821.25,195.347,227.23,2.705,4.424
JY54-6HF,2821.375,196.783,229.221,2.701,4.372
JY54-6HF,2821.5,194.366,230.552,2.702,4.349
JY54-6HF,2821.625,194.366,231.194,2.704,4.339
JY54-6HF,2821.75,193.393,231.253,2.706,4.332
JY54-6HF,2821.875,192.254,230.88,2.709,4.305
JY54-6HF,2822.375,183.625,225.423,2.706,4.21
JY54-6HF,2822.625,175.335,221.384,2.682,4.328
JY54-6HF,2822.75,172.884,220.047,2.675,4.419
JY54-6HF,2822.875,171.615,219.285,2.673,4.496
JY54-6HF,2823,172.934,218.786,2.675,4.554
JY54-6HF,2823.125,177.271,218.482,2.681,4.608
JY54-6HF,2823.25,183.704,218.406,2.686,4.666
JY54-6HF,2823.375,189.732,218.68,2.691,4.705
JY54-6HF,2823.5,193.606,219.467,2.692,4.727
JY54-6HF,2823.625,194.57,220.343,2.689,4.713
JY54-6HF,2823.75,193.505,220.909,2.684,4.662
JY54-6HF,2823.875,192.145,220.934,2.68,4.586
JY54-6HF,2824,191.547,219.414,2.681,4.53
JY54-6HF,2824.125,190.348,220.085,2.688,4.504
JY54-6HF,2825.25,176.057,223.312,2.691,4.223
JY54-6HF,2825.375,175.398,223.854,2.691,4.042
JY54-6HF,2825.5,176.553,224.526,2.691,3.893
JY54-6HF,2825.625,180.156,225.198,2.69,3.762
JY54-6HF,2825.75,183.968,225.869,2.69,3.683
JY54-6HF,2825.875,186.921,226.657,2.691,3.703
JY54-6HF,2826,189.693,227.463,2.691,3.829
JY54-6HF,2826.125,192.767,228.099,2.689,4.128
JY54-6HF,2826.25,194.829,228.34,2.684,4.507
JY54-6HF,2826.375,194.4,227.937,2.675,4.812
JY54-6HF,2826.5,192.537,226.478,2.664,5.07
JY54-6HF,2826.625,191.329,224.487,2.654,5.3
JY54-6HF,2826.75,191.584,222.338,2.65,5.478
JY54-6HF,2826.875,192.46,220.319,2.656,5.586
JY54-6HF,2827,193.257,218.644,2.668,5.614
JY54-6HF,2827.125,193.301,217.569,2.681,5.566
JY54-6HF,2827.25,192.075,216.851,2.69,5.475
JY54-6HF,2827.375,189.294,216.628,2.695,5.287
JY54-6HF,2827.5,186.449,216.628,2.697,5.01
JY54-6HF,2829.5,195.061,225.219,2.715,4.398
JY54-6HF,2829.625,196.301,225.891,2.716,4.528
JY54-6HF,2830.125,190.631,233.008,2.717,4.526
JY54-6HF,2830.375,188.203,233.893,2.705,4.347
JY54-6HF,2830.5,188.548,234.01,2.699,4.294
JY54-6HF,2830.625,191.044,234.104,2.696,4.332
JY54-6HF,2830.875,195.065,234.396,2.69,4.554
JY54-6HF,2831.125,187.542,234.901,2.705,4.598
JY54-6HF,2831.25,183.8,235.408,2.7,4.563
JY54-6HF,2831.375,182.477,236.175,2.7,4.534
JY54-6HF,2831.5,183.924,237.143,2.692,4.523
JY54-6HF,2831.625,187.136,238.152,2.692,4.547
JY54-6HF,2831.75,189.909,238.913,2.694,4.604
JY54-6HF,2831.875,190.592,238.856,2.696,4.671
JY54-6HF,2832,188.971,238.112,2.7,4.725
JY54-6HF,2832.125,186.559,237.007,2.7,4.782
JY54-6HF,2832.25,185.118,235.925,2.698,4.826
JY54-6HF,2832.375,185.664,235.24,2.695,4.852
JY54-6HF,2832.625,191.327,235.699,2.691,4.842
JY54-6HF,2832.75,193.067,236.424,2.698,4.805
JY54-6HF,2832.875,192.543,237.352,2.712,4.77
JY54-6HF,2833,189.076,238.534,2.721,4.701
JY54-6HF,2833.125,184.45,240.11,2.721,4.548
JY54-6HF,2833.25,181.898,241.98,2.714,4.377
JY54-6HF,2833.375,183.928,243.484,2.706,4.23
JY54-6HF,2833.5,188.145,244.214,2.704,4.065
JY54-6HF,2833.625,190.617,244.001,2.707,3.918
JY54-6HF,2833.75,190.152,242.902,2.712,3.866
JY54-6HF,2833.875,189.447,241.244,2.717,3.877
JY54-6HF,2834.125,192.394,238.312,2.726,4.005
JY54-6HF,2834.25,192.26,237.203,2.726,4.124
JY54-6HF,2834.375,190.835,236.341,2.724,4.253
JY54-6HF,2835.5,190.811,249.005,2.728,3.87
JY54-6HF,2835.625,185.998,250.019,2.724,3.936
JY54-6HF,2835.75,182.982,250.75,2.72,4.041
JY54-6HF,2835.875,183.78,251.16,2.715,4.137
JY54-6HF,2836,187.746,251.059,2.71,4.289
JY54-6HF,2836.125,190.936,250.326,2.705,4.516
JY54-6HF,2836.25,190.242,249.012,2.703,4.739
JY54-6HF,2836.375,186.463,247.191,2.701,4.94
JY54-6HF,2836.5,183.996,244.963,2.699,5.115
JY54-6HF,2836.625,184.601,242.424,2.698,5.184
JY54-6HF,2836.75,186.533,239.912,2.701,5.145
JY54-6HF,2836.875,187.177,237.901,2.706,5.088
JY54-6HF,2837,186.304,236.608,2.71,5.014
JY54-6HF,2837.125,184.727,236.059,2.712,4.912
JY54-6HF,2837.25,183.384,236.111,2.711,4.792
JY54-6HF,2837.375,183.097,236.492,2.706,4.686
JY54-6HF,2837.5,184.328,236.865,2.698,4.608
JY54-6HF,2837.625,185.585,237.287,2.691,4.555
JY54-6HF,2837.75,185.097,238.019,2.689,4.521
JY54-6HF,2837.875,183.519,239.315,2.692,4.511
JY54-6HF,2838,183.036,241.325,2.696,4.514
JY54-6HF,2838.125,184.428,243.636,2.7,4.515
JY54-6HF,2838.25,186.387,245.654,2.702,4.512
JY54-6HF,2838.375,188.33,247.417,2.701,4.493
JY54-6HF,2838.5,190.989,249.123,2.698,4.448
JY54-6HF,2838.625,193.168,251.03,2.697,4.394
JY54-6HF,2838.75,193.516,253.267,2.699,4.37
JY54-6HF,2838.875,192.834,255.154,2.702,4.37
JY54-6HF,2839,192.786,255.966,2.705,4.383
JY54-6HF,2839.125,193.346,255.508,2.706,4.401
JY54-6HF,2839.25,192.779,253.956,2.705,4.429
JY54-6HF,2839.375,190.752,251.868,2.703,4.448
JY54-6HF,2839.5,188.296,249.935,2.703,4.435
JY54-6HF,2839.625,187.002,248.243,2.703,4.392
JY54-6HF,2839.75,187.109,246.928,2.705,4.352
JY54-6HF,2839.875,187.65,246.289,2.707,4.348
JY54-6HF,2840,187.442,246.695,2.71,4.381
JY54-6HF,2840.125,186.867,248.657,2.714,4.438
JY54-6HF,2840.25,186.377,251.851,2.719,4.523
JY54-6HF,2840.375,186.216,254.875,2.725,4.636
JY54-6HF,2840.5,186.494,256.938,2.726,4.751
JY54-6HF,2840.625,188.277,257.71,2.72,4.844
JY54-6HF,2840.75,190.628,257.381,2.705,4.893
JY54-6HF,2840.875,191.468,256.632,2.69,4.907
JY54-6HF,2841,190.382,255.573,2.682,4.89
JY54-6HF,2841.125,190.084,253.759,2.683,4.862
JY54-6HF,2841.25,191.349,250.951,2.69,4.827
JY54-6HF,2841.375,191.965,247.196,2.7,4.791
JY54-6HF,2841.5,190.825,243.034,2.704,4.768
JY54-6HF,2841.625,190.109,240.025,2.704,4.766
JY54-6HF,2841.75,190.807,238.569,2.701,4.748
JY54-6HF,2841.875,190.75,238.37,2.699,4.714
JY54-6HF,2842,189.325,238.87,2.696,4.697
JY54-6HF,2842.25,188.916,239.134,2.69,4.701
JY54-6HF,2842.375,189.959,238.281,2.687,4.695
JY54-6HF,2842.5,191.104,237.301,2.685,4.666
JY54-6HF,2842.625,192.828,236.531,2.686,4.589
JY54-6HF,2842.875,197.471,235.926,2.708,4.35
JY54-6HF,2843,198.834,235.375,2.72,4.206
JY54-6HF,2843.125,198.024,234.44,2.725,4.11
JY54-6HF,2844.5,198.886,240.031,2.703,5.186
JY54-6HF,2844.625,197.694,240.219,2.694,5.166
JY54-6HF,2844.75,197.514,239.151,2.688,5.087
JY54-6HF,2844.875,197.687,236.747,2.689,4.987
JY54-6HF,2845.25,175.597,224.704,2.686,3.955
JY54-6HF,2847.875,179.789,222.031,2.71,3.511
JY54-6HF,2848.25,184.536,226.469,2.717,4.079
JY54-6HF,2848.625,180.006,226.498,2.691,4.357
JY54-6HF,2848.75,184.791,227.791,2.679,4.479
JY54-6HF,2848.875,189.947,229.755,2.662,4.672
JY54-6HF,2849.25,195.688,235.048,2.653,4.844
JY54-6HF,2849.375,196.57,236.278,2.671,4.717
JY54-6HF,2849.5,197.569,237.692,2.688,4.568
JY54-6HF,2849.625,198.009,239.191,2.695,4.411
JY54-6HF,2849.75,197.907,240.442,2.695,4.261
JY54-6HF,2849.875,197.014,240.831,2.694,4.134
JY54-6HF,2850,195.862,240.315,2.696,4.06
JY54-6HF,2850.125,196.148,239.471,2.695,4.04
JY54-6HF,2850.25,195.637,238.667,2.691,4.061
JY54-6HF,2850.375,192.685,238.066,2.686,4.1
JY54-6HF,2850.5,190.936,237.542,2.687,4.145
JY54-6HF,2851.625,167.393,218.209,2.686,2.81
JY54-6HF,2852.625,169.036,227.386,2.656,2.279
JY54-6HF,2853.25,180.496,220.059,2.686,3.195
JY54-6HF,2854.375,180.42,216.679,2.696,3.692
JY54-6HF,2854.5,188.856,220.618,2.708,4.026
JY54-6HF,2854.625,187.839,225.045,2.711,4.089
JY54-6HF,2854.75,179.588,228.745,2.705,4.042
JY54-6HF,2854.875,167.077,230.053,2.69,3.814
JY54-6HF,2856.25,166.355,230.003,2.649,3.007
JY54-6HF,2856.5,188.738,236.751,2.667,3.889
JY54-6HF,2856.75,194.636,240.957,2.696,4.167
JY54-6HF,2856.875,194.171,242.047,2.708,4.306
JY54-6HF,2857,192.97,243.02,2.715,4.413
JY54-6HF,2857.125,192.535,243.858,2.715,4.497
JY54-6HF,2857.25,193.373,244.377,2.714,4.572
JY54-6HF,2857.375,195.317,244.362,2.711,4.618
JY54-6HF,2857.5,197.88,243.69,2.707,4.65
JY54-6HF,2857.625,200.335,242.624,2.699,4.662
JY54-6HF,2857.75,201.198,241.658,2.687,4.665
JY54-6HF,2857.875,200.53,241.182,2.676,4.693
JY54-6HF,2858,200.547,241.393,2.671,4.749
JY54-6HF,2858.125,202.237,242.226,2.674,4.823
JY54-6HF,2858.25,203.878,243.059,2.684,4.905
JY54-6HF,2858.375,203.522,243.404,2.696,4.957
JY54-6HF,2858.5,202.044,243.237,2.704,4.951
JY54-6HF,2858.625,201.063,242.402,2.708,4.931
JY54-6HF,2858.75,198.958,240.648,2.707,4.91
JY54-6HF,2858.875,192.993,237.499,2.7,4.759
JY54-6HF,2859,182.101,232.545,2.68,4.327
JY54-6HF,2865.25,167.887,220.388,2.65,3.841
JY54-6HF,2865.375,172.629,220.289,2.662,4.146
JY54-6HF,2865.5,176.4,221.125,2.674,4.372
JY54-6HF,2865.625,179.665,223.218,2.679,4.454
JY54-6HF,2865.75,184.501,226.496,2.679,4.482
JY54-6HF,2865.875,190.258,230.119,2.679,4.413
JY54-6HF,2866,194.306,232.711,2.685,4.301
JY54-6HF,2866.125,196.239,234.133,2.698,4.267
JY54-6HF,2866.25,197.019,234.728,2.713,4.321
JY54-6HF,2866.375,197.978,235,2.728,4.383
JY54-6HF,2866.5,198.916,235.454,2.739,4.444
JY54-6HF,2866.625,198.926,236.244,2.745,4.504
JY54-6HF,2866.75,197.649,236.925,2.745,4.548
JY54-6HF,2866.875,195.548,237.267,2.742,4.562
JY54-6HF,2867,194.023,237.179,2.737,4.55
JY54-6HF,2867.125,194.897,236.69,2.726,4.544
JY54-6HF,2867.25,196.717,235.958,2.711,4.575
JY54-6HF,2867.375,196.702,235.35,2.697,4.648
JY54-6HF,2867.5,195.617,234.994,2.685,4.73
JY54-6HF,2867.625,195.891,234.786,2.676,4.809
JY54-6HF,2867.75,198.382,234.485,2.672,4.894
JY54-6HF,2867.875,200.201,233.742,2.677,4.957
JY54-6HF,2868,199.024,232.047,2.69,4.972
JY54-6HF,2868.125,195.224,229.948,2.709,4.891
JY54-6HF,2868.25,191.015,228.191,2.731,4.713
JY54-6HF,2868.375,187.482,227.304,2.745,4.48
JY54-6HF,2868.5,185.008,227.536,2.745,4.303
JY54-6HF,2868.625,182.957,228.636,2.729,4.15
JY54-6HF,2868.75,180.026,229.438,2.702,4.019
JY54-6HF,2868.875,175.197,229.275,2.67,3.886
JY54-6HF,2870.375,181.717,223.298,2.683,2.994
JY54-6HF,2871.125,201.894,233.968,2.675,4.172
JY54-6HF,2871.25,204.515,234.346,2.696,4.373
JY54-6HF,2871.375,205.177,234.016,2.706,4.517
JY54-6HF,2871.5,202.61,233.155,2.708,4.601
JY54-6HF,2871.625,199.761,232.29,2.706,4.601
JY54-6HF,2871.75,199.747,231.536,2.703,4.584
JY54-6HF,2871.875,201.726,230.908,2.701,4.57
JY54-6HF,2872,202.15,230.357,2.702,4.548
JY54-6HF,2872.125,200.653,229.835,2.708,4.52
JY54-6HF,2872.25,198.619,229.372,2.718,4.492
JY54-6HF,2872.375,196.493,229.079,2.726,4.456
JY54-6HF,2872.5,194.416,229.064,2.728,4.414
JY54-6HF,2872.625,193.511,229.385,2.726,4.399
JY54-6HF,2872.75,193.789,230.019,2.724,4.429
JY54-6HF,2872.875,194.559,230.756,2.721,4.478
JY54-6HF,2873,195.725,231.244,2.716,4.533
JY54-6HF,2873.125,197.352,231.333,2.707,4.588
JY54-6HF,2873.25,197.613,231.035,2.698,4.634
JY54-6HF,2873.5,191.224,229.901,2.699,4.398
JY54-6HF,2873.625,190.311,229.439,2.707,4.165
JY54-6HF,2874,198.241,227.808,2.716,3.835
JY54-6HF,2874.125,198.577,227.001,2.711,3.88
JY54-6HF,2874.25,198.779,225.933,2.707,3.963
JY54-6HF,2874.375,199.368,224.577,2.706,4.072
JY54-6HF,2874.5,198.617,222.821,2.709,4.206
JY54-6HF,2874.625,193.646,220.546,2.714,4.331
JY54-6HF,2874.75,183.269,217.676,2.714,4.351
JY54-6HF,2874.875,168.579,214.19,2.708,4.179
JY54-6HF,2876.5,175.898,214.309,2.658,3.83
JY54-6HF,2876.75,195.1,224.892,2.658,4.615
JY54-6HF,2876.875,199.099,229.318,2.673,4.73
JY54-6HF,2877,201.508,232.41,2.693,4.794
JY54-6HF,2877.125,201.969,234.265,2.711,4.851
JY54-6HF,2877.25,201.347,235.376,2.715,4.898
JY54-6HF,2877.375,200.998,235.982,2.704,4.946
JY54-6HF,2877.5,202.557,236.236,2.682,4.982
JY54-6HF,2877.625,205.559,236.193,2.66,5.006
JY54-6HF,2877.875,212.18,235.34,2.646,5.036
JY54-6HF,2878,213.334,234.704,2.659,5.049
JY54-6HF,2878.125,211.25,233.977,2.679,5.072
JY54-6HF,2878.25,206.722,233.219,2.699,5.132
JY54-6HF,2878.375,201.709,232.573,2.714,5.204
JY54-6HF,2878.5,198.034,232.255,2.72,5.232
JY54-6HF,2878.625,195.757,232.293,2.712,5.214
JY54-6HF,2878.75,194.639,232.623,2.695,5.166
JY54-6HF,2878.875,196.686,233.121,2.678,5.051
JY54-6HF,2879,200.534,233.622,2.674,4.822
JY54-6HF,2879.125,202.782,233.86,2.681,4.549
JY54-6HF,2879.25,201.034,233.766,2.692,4.302
JY54-6HF,2879.375,198.451,233.318,2.701,4.114
JY54-6HF,2879.5,198.083,232.528,2.705,3.958
JY54-6HF,2879.625,198.413,231.464,2.704,3.871
JY54-6HF,2879.75,197.422,230.298,2.701,3.834
JY54-6HF,2879.875,196.314,229.238,2.698,3.831
JY54-6HF,2880,196.62,228.276,2.698,3.872
JY54-6HF,2880.125,197.643,227.448,2.702,3.941
JY54-6HF,2880.25,198.363,226.854,2.704,4.004
JY54-6HF,2880.375,199.093,226.644,2.701,4.052
JY54-6HF,2880.5,199.715,227.013,2.694,4.083
JY54-6HF,2880.625,199.49,227.61,2.686,4.09
JY54-6HF,2880.75,199.007,228.039,2.683,4.079
JY54-6HF,2880.875,198.158,228.045,2.686,4.068
JY54-6HF,2881.125,193.713,226.66,2.704,4.126
JY54-6HF,2881.25,194.045,226.059,2.711,4.22
JY54-6HF,2881.375,197.182,225.97,2.713,4.375
JY54-6HF,2881.5,199.66,226.257,2.709,4.559
JY54-6HF,2881.625,198.694,226.67,2.704,4.735
JY54-6HF,2881.75,196.966,226.919,2.698,4.873
JY54-6HF,2882,201.013,226.828,2.691,5.067
JY54-6HF,2882.125,203.111,227.203,2.69,5.132
JY54-6HF,2882.25,201.859,228.018,2.691,5.125
JY54-6HF,2882.375,198.669,229.16,2.692,5.008
JY54-6HF,2882.5,196.016,230.337,2.693,4.861
JY54-6HF,2882.625,194.044,231.104,2.696,4.756
JY54-6HF,2882.75,192.034,231.537,2.7,4.703
JY54-6HF,2882.875,191.43,231.831,2.703,4.677
JY54-6HF,2883,194.133,232.161,2.703,4.696
JY54-6HF,2883.125,199.128,232.648,2.701,4.78
JY54-6HF,2883.25,203.548,233.268,2.7,4.87
JY54-6HF,2883.375,204.558,233.742,2.695,4.927
JY54-6HF,2883.5,202.445,233.885,2.684,4.959
JY54-6HF,2883.625,199.174,233.644,2.67,4.992
JY54-6HF,2883.75,197.747,233.073,2.664,5.027
JY54-6HF,2883.875,199.157,232.343,2.671,5.064
JY54-6HF,2884,201.337,231.853,2.686,5.096
JY59-1HF,2946.875,165.101,209.001,2.704,3.556
JY59-1HF,2947.5,166.706,208.135,2.721,3.624
JY59-1HF,2947.625,164.546,208.128,2.72,3.578
JY59-1HF,2955,166.713,215.242,2.727,3.401
JY59-1HF,2955.625,166.516,218.151,2.723,3.37
JY59-1HF,2955.75,166.774,217.825,2.717,3.352
JY59-1HF,2955.875,166.284,217.283,2.712,3.355
JY59-1HF,2956,164.609,216.586,2.707,3.38
JY59-1HF,2957.625,164.709,209.766,2.71,3.529
JY59-1HF,2963.375,167.11,212.831,2.704,3.429
JY59-1HF,2963.5,166.645,212.798,2.702,3.506
JY59-1HF,2963.625,165.136,212.737,2.703,3.564
JY59-1HF,2963.75,163.423,212.663,2.704,3.607
JY59-1HF,2963.875,162.998,212.526,2.704,3.641
JY59-1HF,2964,164.071,212.33,2.703,3.655
JY59-1HF,2964.125,166.161,212.056,2.701,3.653
JY59-3HF,3100.7849,176.653,240.785,2.606,2.194
JY59-3HF,3100.9099,172.585,239.344,2.612,2.215
JY59-3HF,3101.0349,168.638,239.753,2.608,2.169
JY59-3HF,3101.1599,165.03,240.817,2.593,2.072
JY59-3HF,3112.4099,154.197,237.406,2.596,2.635
JY59-3HF,3116.2849,161.151,251.335,2.606,2.409
JY59-3HF,3116.4099,161.138,251.573,2.608,2.432
JY59-3HF,3123.5349,187.191,246.788,2.603,2.19
JY59-3HF,3123.6599,187.277,243.683,2.614,2.232
JY59-3HF,3123.7849,186.748,239.851,2.623,2.296
JY59-3HF,3123.9099,185.798,236.599,2.631,2.394
JY59-3HF,3124.0349,184.632,237.577,2.639,2.505
JY59-3HF,3124.1599,183.397,240.82,2.64,2.597
JY59-3HF,3125.5349,171.676,245.611,2.626,2.628
JY59-3HF,3125.6599,171.425,242.8,2.633,2.536
JY59-3HF,3125.7849,171.376,239.512,2.626,2.442
JY59-3HF,3125.9099,171.74,237.769,2.614,2.341
JY59-3HF,3126.2849,175.43,234.807,2.618,2.222
JY59-3HF,3126.4099,176.132,239.201,2.62,2.176
JY59-3HF,3126.5349,175.893,245.043,2.611,2.196
JY59-3HF,3138.4099,183.036,228.763,2.716,2.645
JY59-3HF,3138.5349,186.298,241.033,2.704,2.734
JY59-3HF,3139.2849,194.348,247.674,2.685,2.67
JY59-3HF,3139.4099,196.485,248.912,2.694,2.669
JY59-3HF,3139.5349,199.214,252.693,2.682,2.718
JY59-3HF,3139.6599,202.49,259.447,2.678,2.819
JY59-3HF,3139.7849,205.566,269.263,2.681,2.973
JY59-3HF,3139.9099,207.914,276.464,2.685,3.145
JY59-3HF,3140.0349,208.916,275.708,2.682,3.316
JY59-3HF,3140.1599,207.848,269.88,2.665,3.419
JY59-3HF,3140.2849,204.163,259.577,2.652,3.443
JY59-3HF,3142.9099,187.584,243.673,2.672,3.069
JY59-3HF,3143.0349,187.795,242.197,2.659,3.004
JY59-3HF,3145.4099,176.09,235.616,2.665,3.221
JY59-3HF,3145.5349,176.604,232.971,2.667,3.115
JY59-3HF,3145.6599,177.998,232.411,2.676,2.992
JY59-3HF,3145.7849,180.038,233.76,2.68,2.864
JY59-3HF,3145.9099,182.088,237.123,2.671,2.791
JY59-3HF,3146.0349,183.796,242.27,2.653,2.824
JY59-3HF,3150.5349,203.628,249.214,2.652,3.086
JY59-3HF,3150.9099,205.128,249.843,2.651,3.298
JY59-3HF,3151.2849,186.554,233.391,2.684,3.11
JY59-3HF,3151.4099,179.397,226.132,2.682,2.945
JY59-3HF,3152.5349,170.653,226.255,2.67,2.351
JY59-3HF,3152.6599,170.047,228.014,2.665,2.306
JY59-3HF,3152.7849,169.767,229.576,2.667,2.272
JY59-3HF,3152.9099,169.735,230.85,2.669,2.255
JY59-3HF,3153.0349,169.664,231.343,2.67,2.312
JY59-3HF,3153.1599,169.349,230.144,2.668,2.411
JY59-3HF,3153.2849,168.658,228.238,2.663,2.474
JY59-3HF,3153.4099,167.547,227.157,2.66,2.498
JY59-3HF,3153.5349,166.237,227.415,2.665,2.523
JY59-3HF,3153.6599,164.765,228.831,2.67,2.573
JY59-3HF,3153.7849,163.092,230.46,2.672,2.587
JY59-3HF,3153.9099,161.215,231.351,2.669,2.509
JY59-3HF,3154.0349,159.19,230.904,2.663,2.482
JY59-3HF,3154.1599,157.26,229.616,2.661,2.485
JY59-3HF,3154.2849,156.015,228.267,2.66,2.487
JY59-3HF,3154.4099,155.669,227.736,2.654,2.467
JY59-3HF,3154.5349,156.109,228.81,2.642,2.476
JY59-3HF,3154.6599,157.005,230.061,2.63,2.499
JY59-3HF,3154.7849,157.844,230.6,2.631,2.531
JY59-3HF,3154.9099,157.916,230.229,2.642,2.54
JY59-3HF,3155.0349,157.422,229.013,2.652,2.522
JY59-3HF,3155.1599,156.841,227.12,2.657,2.553
JY59-3HF,3155.5349,157.664,227.093,2.664,2.618
JY59-3HF,3155.6599,158.212,228.064,2.674,2.658
JY59-3HF,3156.1599,158.791,227.393,2.667,2.736
JY59-3HF,3156.2849,159.794,228.117,2.66,2.688
JY59-3HF,3156.4099,161.192,229.67,2.652,2.672
JY59-3HF,3156.5349,162.927,231.566,2.645,2.718
JY59-3HF,3156.6599,164.797,232.958,2.639,2.784
JY59-3HF,3156.7849,166.475,232.799,2.636,2.848
JY59-3HF,3156.9099,167.376,231.833,2.643,2.942
JY59-3HF,3157.0349,166.984,230.969,2.65,3.037
JY59-3HF,3157.1599,165.638,230.971,2.654,3.08
JY59-3HF,3157.2849,163.736,231.773,2.65,3.069
JY59-3HF,3157.4099,161.835,233.426,2.639,2.983
JY59-3HF,3157.5349,160.594,234.957,2.634,2.872
JY59-3HF,3157.6599,160.556,235.139,2.639,2.787
JY59-3HF,3157.7849,161.068,233.654,2.649,2.742
JY59-3HF,3157.9099,161.553,231.472,2.654,2.697
JY59-3HF,3158.0349,161.661,230.32,2.651,2.625
