Well Name,Depth,GR,AC,LLS,LLD,Facies
JY1,2328.75,158.065,249.654,29.542,32.602,2
JY1,2328.875,159.684,249.319,29.651,32.685,2
JY1,2329,162.541,248.831,28.727,31.654,2
JY1,2329.125,164.048,248.601,26.974,29.767,2
JY1,2329.25,164.565,248.978,25.375,28.088,2
JY1,2329.375,166.243,249.811,24.601,27.312,2
JY1,2329.5,168.884,250.231,25.017,27.791,2
JY1,2329.625,169.711,249.959,26.068,28.893,2
JY1,2329.75,167.949,249.916,26.81,29.581,2
JY1,2329.875,166.128,251.127,25.984,28.536,2
JY1,2330,167.316,253.521,23.323,25.537,2
JY1,2330.125,171.25,256.224,19.341,21.197,2
JY1,2330.25,175.569,258.08,15.355,16.958,2
JY1,2330.375,177.584,257.939,12.418,13.932,2
JY1,2330.5,176.305,255.191,11.262,12.89,2
JY1,2330.625,171.461,251.028,12.089,14.056,2
JY1,2330.75,165.113,247.519,15.048,17.593,2
JY1,2330.875,160.525,246.075,20.059,23.36,2
JY1,2331,159.954,246.597,25.21,29.146,2
JY1,2331.125,162.132,248.719,28.127,32.292,2
JY1,2331.25,164.869,251.619,27.223,31.104,2
JY1,2331.375,166.589,254.453,24.033,27.389,2
JY1,2331.5,167.075,256.388,20.332,23.142,2
JY1,2331.625,166.306,257.454,16.996,19.323,2
JY1,2331.75,164.795,258.192,13.806,15.714,2
JY1,2331.875,163.612,259.254,10.914,12.522,2
JY1,2332,164.165,260.737,9.019,10.521,2
JY1,2332.125,166.366,262.282,8.596,10.207,2
JY1,2332.25,168.227,263.295,10.034,12.003,2
JY1,2332.375,168.062,263.391,13.243,15.774,2
JY1,2332.5,166.701,262.475,17.338,20.475,2
JY1,2332.625,165.627,261.131,20.657,24.198,2
JY1,2332.75,165.107,260.078,22.115,25.762,2
JY1,2332.875,164.358,259.701,21.813,25.327,2
JY1,2333,163.834,259.625,20.549,23.839,2
JY1,2333.125,164.7,259.409,19.161,22.261,2
JY1,2333.25,166.522,258.825,18.206,21.232,2
JY1,2333.375,167.795,257.988,18.192,21.317,2
JY1,2333.5,167.555,257.077,19.35,22.741,2
JY1,2333.625,166.18,256.253,21.645,25.429,2
JY1,2333.75,163.982,255.617,24.29,28.463,2
JY1,2333.875,161.891,255.335,26.29,30.722,2
JY1,2334,160.389,255.765,27.057,31.562,2
JY1,2334.125,159.263,257.122,26.909,31.366,2
JY1,2334.25,158.526,259.192,26.271,30.625,2
JY1,2334.375,158.725,261.17,25.445,29.677,2
JY1,2334.5,160.255,262.397,24.685,28.802,2
JY1,2334.625,161.788,262.315,24.127,28.14,2
JY1,2334.75,161.744,261.022,23.7,27.602,2
JY1,2334.875,160.236,259.071,23.207,26.974,2
JY1,2335,158.778,257.428,22.587,26.196,2
JY1,2335.125,158.533,256.703,21.931,25.364,2
JY1,2335.25,159.289,257.001,21.209,24.424,2
JY1,2335.375,159.199,257.936,19.981,22.853,2
JY1,2335.5,157.434,258.943,17.566,19.923,2
JY1,2335.625,156.35,259.553,13.851,15.595,2
JY1,2335.75,158.093,259.684,9.683,10.902,2
JY1,2335.875,161.895,259.481,6.459,7.378,2
JY1,2336,164.851,259.277,4.892,5.761,2
JY1,2336.125,165.915,259.576,5.142,6.193,2
JY1,2336.25,165.748,260.74,7.058,8.483,2
JY1,2336.375,165.975,262.728,10.313,12.204,2
JY1,2336.5,167.686,265.017,13.393,15.612,2
JY1,2336.625,170.67,267.149,14.725,16.988,2
JY1,2336.75,173.633,268.684,14.095,16.179,2
JY1,2336.875,175.54,269.268,12.8,14.682,2
JY1,2337,176.41,268.665,11.833,13.593,2
JY1,2337.125,176.665,267.081,11.436,13.154,2
JY1,2337.25,176.018,264.896,11.451,13.171,2
JY1,2337.375,173.993,262.351,11.666,13.403,2
JY1,2337.5,170.53,259.766,11.781,13.531,2
JY1,2337.625,167.16,257.536,11.844,13.63,2
JY1,2337.75,166.167,255.883,12.213,14.094,2
JY1,2337.875,167.838,254.712,13.051,15.086,2
JY1,2338,171.421,254.144,14.211,16.439,2
JY1,2338.125,176.687,254.4,15.854,18.335,2
JY1,2338.25,183.425,255.286,18.166,20.956,2
JY1,2338.375,190.251,256.43,20.581,23.629,2
JY1,2338.5,195.283,257.385,21.916,25.017,2
JY1,2338.625,197.556,257.7,21.359,24.264,2
JY1,2338.75,197.576,256.985,19.278,21.846,2
JY1,2338.875,196.527,255.509,16.821,19.065,2
JY1,2339,195.907,254.056,14.993,16.991,2
JY1,2339.125,195.275,253.255,13.637,15.414,2
JY1,2339.25,191.87,253.229,12.041,13.569,2
JY1,2339.375,184.473,254.41,10.081,11.371,2
JY1,2339.5,176.694,258.418,8.364,9.504,2
JY1,2339.625,171.902,267.284,7.485,8.603,2
JY1,2339.75,170.125,281.099,7.603,8.827,2
JY1,2339.875,169,295.571,8.764,10.217,2
JY1,2340,167.375,304.407,10.734,12.508,2
JY1,2340.125,165.34,302.983,13.234,15.414,2
JY1,2340.25,162.575,291.011,16.804,19.59,2
JY1,2340.375,158.507,272.548,23.069,26.883,2
JY1,2340.5,153.12,253.806,33.322,38.711,2
JY1,2340.625,145.975,240.244,46.821,54.175,2
JY1,2340.75,135.607,232.306,61.029,70.411,1
JY1,2340.875,121.661,226.861,75.475,86.941,1
JY1,2341,106.112,220.37,92.181,106.056,1
JY1,2341.125,92.999,212.209,111.945,128.499,1
JY1,2341.25,85.939,204.098,130.051,148.746,2
JY1,2341.375,86.238,199.07,138.126,157.34,2
JY1,2341.5,92.871,199.85,131.534,149.301,1
JY1,2341.625,104.034,207.112,112.612,127.534,1
JY1,2341.75,117.25,219.048,90.211,102.112,1
JY1,2341.875,129.089,232.985,71.097,80.541,1
JY1,2342,137.184,245.938,57.561,65.27,2
JY1,2342.125,141.09,256.184,47.833,54.243,2
JY1,2342.25,142.754,263.351,40.169,45.522,2
JY1,2342.375,144.312,268.553,33.671,38.148,2
JY1,2342.5,147.481,272.657,28.301,32.108,2
JY1,2342.625,152.729,275.75,24.479,27.877,2
JY1,2342.75,158.922,277.193,22.576,25.841,2
JY1,2342.875,163.732,276.566,22.592,25.948,2
JY1,2343,165.822,274.444,24.217,27.795,2
JY1,2343.125,165.903,272.033,26.377,30.116,2
JY1,2343.25,166.055,270.187,27.229,30.852,2
JY1,2343.375,166.834,269.229,25.134,28.277,2
JY1,2343.5,166.847,268.848,20.486,22.984,2
JY1,2343.625,165.415,268.386,15.57,17.568,2
JY1,2343.75,164.364,267.5,12.623,14.457,2
JY1,2343.875,165.301,266.657,12.383,14.396,2
JY1,2344,167.604,266.287,14.91,17.427,2
JY1,2344.125,170.126,266.087,19.69,22.957,2
JY1,2344.25,172.477,265.401,25.338,29.398,2
JY1,2344.375,174.92,263.623,30.341,35.046,2
JY1,2344.5,177.945,260.563,33.844,38.96,2
JY1,2344.625,181.578,256.88,35.942,41.256,2
JY1,2344.75,184.975,254.17,36.697,42.009,2
JY1,2344.875,188.231,253.678,36.108,41.245,2
JY1,2345,193.387,255.279,34.398,39.251,2
JY1,2345.125,200.832,257.464,32.189,36.755,2
JY1,2345.25,206.775,258.182,30.419,34.822,2
JY1,2345.375,207.26,255.788,30.093,34.578,2
JY1,2345.5,202.811,250.415,31.927,36.81,2
JY1,2345.625,197.057,244.032,35.981,41.558,2
JY1,2345.75,193.221,239.319,41.968,48.466,2
JY1,2345.875,191.928,237.967,48.565,55.986,2
JY1,2346,192.647,240.126,53.471,61.474,2
JY1,2346.125,194.677,244.38,54.497,62.461,2
JY1,2346.25,197.221,248.545,51.229,58.538,2
JY1,2346.375,199.124,251.182,45.199,51.501,2
JY1,2346.5,199.304,252.422,38.33,43.539,2
JY1,2346.625,197.242,253.551,31.833,36.016,2
JY1,2346.75,193.714,255.669,25.818,29.081,2
JY1,2346.875,190.324,259.022,20.31,22.814,2
JY1,2347,187.831,263.22,15.774,17.755,2
JY1,2347.125,185.61,267.533,13.038,14.8,2
JY1,2347.25,183.376,271.151,12.547,14.382,2
JY1,2347.375,181.727,273.614,14.186,16.317,2
JY1,2347.5,180.413,275.074,17.362,19.883,2
JY1,2347.625,178.022,276.087,20.413,23.201,2
JY1,2347.75,174.662,276.98,21.424,24.185,2
JY1,2347.875,172.522,277.846,19.936,22.393,2
JY1,2348,173.402,278.626,17.11,19.162,2
JY1,2348.125,176.983,279.151,14.187,15.881,2
JY1,2348.25,181.213,279.322,11.764,13.209,2
JY1,2348.375,183.979,279.262,10.079,11.401,2
JY1,2348.5,184.442,279.249,9.412,10.749,2
JY1,2348.625,183.404,279.531,9.927,11.424,2
JY1,2348.75,182.863,280.197,11.695,13.488,2
JY1,2348.875,184.51,281.099,14.592,16.775,2
JY1,2349,188.53,281.834,17.853,20.418,2
JY1,2349.125,193.26,281.896,20.533,23.372,2
JY1,2349.25,196.45,280.971,22.323,25.295,2
JY1,2349.375,197.887,279.098,23.276,26.232,2
JY1,2349.5,199.298,276.668,22.973,25.729,2
JY1,2349.625,202.246,274.372,20.928,23.318,2
JY1,2349.75,206.445,272.912,17.626,19.604,2
JY1,2349.875,209.68,272.67,14.412,16.089,2
JY1,2350,209.773,273.427,12.452,14.018,2
JY1,2350.125,206.527,274.385,12.116,13.742,2
JY1,2350.25,200.711,274.556,13.142,14.935,2
JY1,2350.375,191.689,273.214,14.745,16.717,2
JY1,2350.5,178.932,269.829,16.048,18.141,2
JY1,2350.625,163.952,264.68,16.745,18.902,2
JY1,2350.75,151.202,259.291,17.206,19.424,2
JY1,2350.875,145.69,255.863,18.203,20.537,2
JY1,2351,149.458,255.863,20.099,22.553,2
JY1,2351.125,159.692,259.504,21.897,24.298,2
JY1,2351.25,171.346,265.88,21.289,23.308,2
JY1,2351.375,181.199,272.991,17.246,18.663,2
JY1,2351.5,188.002,278.623,11.525,12.422,2
JY1,2351.625,191.693,281.893,7.035,7.696,2
JY1,2351.75,193.416,283.431,5.109,5.801,2
JY1,2351.875,195.702,284.028,5.416,6.328,2
JY1,2352,200.074,284.068,7.611,8.926,2
JY1,2352.125,204.518,283.641,11.227,13.088,2
JY1,2352.25,205.83,282.611,15.626,18.1,2
JY1,2352.375,203.279,280.771,20.254,23.331,2
JY1,2352.5,198.474,277.878,24.699,28.309,2
JY1,2352.625,192.275,273.732,28.559,32.602,2
JY1,2352.75,183.399,268.255,31.803,36.217,2
JY1,2352.875,171.311,261.587,35.089,39.914,2
JY1,2353,158.304,254.315,39.243,44.584,2
JY1,2353.125,148.413,247.466,43.918,49.792,2
JY1,2353.25,143.777,242.215,47.778,54.046,2
JY1,2353.375,143.584,239.224,49.619,56.051,2
JY1,2353.5,145.663,238.348,49.615,56.056,2
JY1,2353.625,148.314,239.158,48.893,55.329,2
JY1,2353.75,150.738,241.06,48.721,55.264,2
JY1,2353.875,152.155,243.592,49.836,56.637,2
JY1,2354,152.327,246.374,52.064,59.205,2
JY1,2354.125,151.918,248.936,54.392,61.826,2
JY1,2354.25,151.229,250.7,55.943,63.55,2
JY1,2354.375,149.754,251.136,56.767,64.476,2
JY1,2354.5,147.365,250.018,57.469,65.28,2
JY1,2354.625,145.065,247.479,58.34,66.268,2
JY1,2354.75,143.667,244.478,59.175,67.2,2
JY1,2354.875,143.208,242.303,59.735,67.816,2
JY1,2355,143.342,241.818,59.921,68.018,2
JY1,2355.125,143.578,242.763,59.776,67.873,2
JY1,2355.25,143.105,244.337,59.497,67.613,2
JY1,2355.375,141.778,245.626,59.261,67.43,2
JY1,2355.5,140.544,245.836,59.039,67.257,2
JY1,2355.625,140.304,244.632,58.733,66.953,2
JY1,2355.75,140.137,242.49,58.468,66.657,2
JY1,2355.875,138.396,240.148,58.622,66.817,2
JY1,2356,135.603,237.908,59.468,67.748,2
JY1,2356.125,133.776,235.881,60.986,69.415,2
JY1,2356.25,133.906,234.376,62.773,71.349,2
JY1,2356.375,135.226,233.815,64.255,72.909,2
JY1,2356.5,136.855,234.202,64.822,73.429,2
JY1,2356.625,138.097,235.232,64.351,72.802,2
JY1,2356.75,138.369,236.583,63.188,71.438,2
JY1,2356.875,138.222,237.928,61.906,69.979,2
JY1,2357,139.551,239.007,60.923,68.879,2
JY1,2357.125,142.548,239.755,60.35,68.251,2
JY1,2357.25,145.066,240.28,60.124,68.025,2
JY1,2357.375,145.129,240.634,60.197,68.141,2
JY1,2357.5,143.361,240.677,60.645,68.673,2
JY1,2357.625,141.141,240.306,61.573,69.737,2
JY1,2357.75,138.563,239.535,63.048,71.403,2
JY1,2357.875,135.498,238.597,64.988,73.563,2
JY1,2358,133.341,237.741,66.906,75.66,2
JY1,2358.125,133.465,237.423,68.148,76.96,2
JY1,2358.25,135.794,238.059,68.193,76.883,2
JY1,2358.375,138.744,239.299,66.907,75.267,2
JY1,2358.5,141.021,240.411,63.841,71.607,2
JY1,2358.625,142.538,241.211,58.339,65.266,2
JY1,2358.75,143.86,241.588,51.135,57.171,2
JY1,2358.875,144.692,241.352,44.456,49.838,2
JY1,2359,143.925,240.716,40.502,45.646,2
JY1,2359.125,141.42,240.099,40.172,45.516,2
JY1,2359.25,138.661,239.647,43.819,49.785,2
JY1,2359.375,137.31,239.158,50.415,57.246,2
JY1,2359.5,137.3,238.548,57.685,65.334,2
JY1,2359.625,137.904,238.112,62.837,70.989,2
JY1,2359.75,138.667,238.085,65.146,73.488,2
JY1,2359.875,138.664,238.315,65.613,73.971,2
JY1,2360,137.747,238.522,65.321,73.628,2
JY1,2360.125,137.386,238.712,64.752,72.987,2
JY1,2360.25,138.579,238.771,64.199,72.387,2
JY1,2360.375,140.339,238.531,64.078,72.287,2
JY1,2360.5,140.692,237.797,64.549,72.84,2
JY1,2360.625,139.277,236.452,65.398,73.798,2
JY1,2360.75,137.551,235.087,66.209,74.695,2
JY1,2360.875,136.836,234.638,66.698,75.218,2
JY1,2361,137.61,235.183,66.638,75.118,2
JY1,2361.125,139.577,236.422,66.03,74.417,2
JY1,2361.25,141.532,238.076,65.077,73.35,2
JY1,2361.375,142.443,239.292,64.016,72.187,2
JY1,2361.5,141.958,239.565,62.994,71.098,2
JY1,2361.625,140.208,239.092,62.227,70.323,2
JY1,2361.75,137.653,238.072,62.048,70.213,2
JY1,2361.875,135.498,236.937,62.464,70.739,2
JY1,2362,134.886,236.544,63.096,71.461,2
JY1,2362.125,136.342,236.947,63.343,71.72,2
JY1,2362.25,139.321,237.912,62.801,71.094,2
JY1,2362.375,143.076,239.43,61.289,69.413,2
JY1,2362.5,146.809,241.132,59.26,67.209,2
JY1,2362.625,149.057,242.221,57.492,65.351,2
JY1,2362.75,148.882,242.294,56.721,64.641,2
JY1,2362.875,147.084,241.726,56.82,64.899,2
JY1,2363,145.984,241.428,57.226,65.476,2
JY1,2363.125,146.784,241.72,57.456,65.833,2
JY1,2363.25,148.477,242.313,57.617,66.118,2
JY1,2363.375,149.273,242.467,58.243,66.955,2
JY1,2363.5,148.634,241.244,59.872,68.947,2
JY1,2363.625,147.823,238.469,62.54,72.096,2
JY1,2363.75,148.592,235.622,65.731,75.761,2
JY1,2363.875,151.377,233.854,68.181,78.495,2
JY1,2364,154.398,233.461,68.869,79.19,2
JY1,2364.125,156.216,234.74,67.6,77.706,2
JY1,2364.25,156.664,237.18,65.605,75.464,2
JY1,2364.375,156.751,239.007,64.032,73.739,2
JY1,2364.5,156.743,239.716,63.278,72.937,2
JY1,2364.625,156.364,239.873,63.003,72.655,2
JY1,2364.75,156.165,239.725,62.859,72.5,2
JY1,2364.875,156.101,239.624,62.666,72.296,2
JY1,2365,155.235,239.706,62.547,72.206,2
JY1,2365.125,152.887,239.676,62.939,72.736,2
JY1,2365.25,148.925,239.338,64.243,74.299,2
JY1,2365.375,144.682,238.135,66.239,76.601,2
JY1,2365.5,141.71,236.235,68.143,78.716,2
JY1,2365.625,141.334,234.661,69.016,79.597,2
JY1,2365.75,143.695,234.015,68.389,78.755,2
JY1,2365.875,147.501,234.874,66.233,76.214,2
JY1,2366,150.997,237.534,63.369,72.948,2
JY1,2366.125,153.23,241.713,60.742,70.033,2
JY1,2366.25,153.99,246.741,59.281,68.494,2
JY1,2366.375,153.768,250.733,59.087,68.378,2
JY1,2366.5,153.363,251.642,59.586,68.958,2
JY1,2366.625,152.927,250.618,59.368,68.6,2
JY1,2366.75,152.334,248.165,57.423,66.194,2
JY1,2366.875,151.699,244.472,53.46,61.475,2
JY1,2367,151.661,241.27,48.139,55.267,2
JY1,2367.125,152.52,239.689,42.586,48.901,2
JY1,2367.25,153.682,239.145,38.434,44.239,2
JY1,2367.375,153.994,238.896,36.828,42.479,2
JY1,2367.5,153.38,237.925,37.622,43.316,2
JY1,2367.625,153.41,237.459,38.796,44.326,2
JY1,2367.75,157.005,239.414,37.565,42.479,2
JY1,2367.875,164.218,243.573,32.591,36.493,2
JY1,2368,173.31,248.411,25.197,28.072,2
JY1,2368.125,181.435,252.35,18.394,20.56,2
JY1,2368.25,188.806,252.714,14.282,16.16,2
JY1,2368.375,196.949,250.254,12.993,14.907,2
JY1,2368.5,204.078,247.522,13.752,15.917,2
JY1,2368.625,206.251,245.282,16.221,18.815,2
JY1,2368.75,199.543,243.563,19.933,23.081,2
JY1,2368.875,186.123,243.93,24.467,28.247,2
JY1,2369,171.748,245.393,29.437,33.867,2
JY1,2369.125,161.778,245.4,34.227,39.23,2
JY1,2369.25,157.538,243.901,38.202,43.634,2
JY1,2369.375,157.556,243.425,40.973,46.661,2
JY1,2369.5,158.865,243.294,42.775,48.565,2
JY1,2369.625,159.36,241.798,43.457,49.136,2
JY1,2369.75,158.639,240.057,41.96,47.227,2
JY1,2369.875,157.634,239.41,37.932,42.567,2
JY1,2370,157.27,241.05,32.43,36.437,2
JY1,2370.125,157.803,243.389,27.895,31.528,2
JY1,2370.25,158.708,243.629,25.76,29.348,2
JY1,2370.375,159.21,243.045,26.89,30.796,2
JY1,2370.5,158.624,241.762,30.998,35.499,2
JY1,2370.625,156.587,237.239,37.098,42.315,2
JY1,2370.75,153.507,232.952,43.18,49.01,2
JY1,2370.875,151.321,232.103,47.744,53.991,2
JY1,2371,151.764,233.136,50.79,57.297,2
JY1,2371.125,154.489,234.976,52.952,59.584,2
JY1,2371.25,156.379,237.528,54.133,60.662,2
JY1,2371.375,156.115,239.289,53.085,59.059,2
JY1,2371.5,154.924,240.014,47.918,52.78,2
JY1,2371.625,155.103,239.906,38.397,41.839,2
JY1,2371.75,156.882,239.322,26.591,28.79,2
JY1,2371.875,159.642,239.433,16.788,18.281,2
JY1,2372,162.721,240.404,11.234,12.553,2
JY1,2372.125,165.408,240.667,10.492,12.083,2
JY1,2372.25,166.385,240.214,13.593,15.829,2
JY1,2372.375,165.596,240.112,20.082,23.276,2
JY1,2372.5,163.513,239.581,28.131,32.348,2
JY1,2372.625,161.189,238.272,35.056,40.111,2
JY1,2372.75,158.368,237.708,40.215,45.921,2
JY1,2372.875,154.729,237.452,45.245,51.599,2
JY1,2373,150.943,236.563,50.857,57.878,2
JY1,2373.125,147.889,235.793,55.921,63.485,2
JY1,2373.25,146.198,235.045,59.322,67.229,2
JY1,2373.375,146.002,233.526,61.438,69.573,2
JY1,2373.5,147.011,232.611,63.188,71.552,2
JY1,2373.625,148.648,232.857,65.381,74.057,2
JY1,2373.75,149.41,232.103,68.299,77.348,2
JY1,2373.875,148.908,229.938,71.202,80.474,2
JY1,2374,148.131,228.377,71.67,80.683,2
JY1,2374.125,148.988,228.078,67.208,75.29,2
JY1,2374.25,151.485,228.111,57.499,64.185,2
JY1,2374.375,154.892,230.453,46.316,51.679,2
JY1,2374.5,159.051,236.324,37.438,41.945,2
JY1,2374.625,163.005,240.873,32.797,37,2
JY1,2374.75,163.811,241.316,31.863,36.185,2
JY1,2374.875,159.884,240.116,34.283,39.053,2
JY1,2375,153.385,237.816,38.683,43.978,2
JY1,2375.125,149.201,234.074,42.957,48.541,2
JY1,2375.25,147.989,231.824,43.762,49.036,2
JY1,2375.375,148.919,232.168,39.69,44.152,2
JY1,2375.5,151.989,233.287,32.11,35.62,2
JY1,2375.625,157.334,234.618,24.785,27.675,2
JY1,2375.75,162.664,237.052,20.6,23.349,2
JY1,2375.875,163.921,240.191,20.671,23.792,2
JY1,2376,160.271,242.799,25.571,29.605,2
JY1,2376.125,155.851,244.334,34.253,39.536,2
JY1,2376.25,154.384,244.383,43.869,50.316,2
JY1,2376.375,156.159,243.681,50.167,57.265,2
JY1,2376.5,157.536,243.005,52.409,59.689,2
JY1,2376.625,156.116,241.687,52.28,59.536,2
JY1,2376.75,152.667,239.886,52.286,59.583,2
JY1,2376.875,150.105,239.069,53.331,60.795,2
JY1,2377,150.037,239.046,55.623,63.357,2
JY1,2377.125,152.745,239.069,58.111,66.076,2
JY1,2377.25,156.022,240.06,59.606,67.655,2
JY1,2377.375,157.578,242.271,59.666,67.658,2
JY1,2377.5,156.158,243.389,59.309,67.21,2
JY1,2377.625,152.721,241.008,58.813,66.554,2
JY1,2377.75,149.047,237.915,57.138,64.506,2
JY1,2377.875,147.677,236.629,53.628,60.403,2
JY1,2378,150.002,237.36,48.704,54.793,2
JY1,2378.125,156.116,240.696,44.022,49.543,2
JY1,2378.25,162.566,246.423,40.712,45.877,2
JY1,2378.375,166.232,251.665,39.169,44.169,2
JY1,2378.5,166.688,255.85,38.468,43.319,2
JY1,2378.625,166.212,259.189,37.13,41.679,2
JY1,2378.75,165.919,261.049,33.734,37.772,2
JY1,2378.875,166.151,262.203,29.131,32.644,2
JY1,2379,166.711,263.578,25.132,28.316,2
JY1,2379.125,166.995,264.106,23.578,26.75,2
JY1,2379.25,165.944,263.259,24.649,28.043,2
JY1,2379.375,163.809,261.741,27.558,31.227,2
JY1,2379.5,161.753,260.36,29.75,33.459,2
JY1,2379.625,160.73,259.169,28.977,32.389,2
JY1,2379.75,160.802,258.234,24.956,27.884,2
JY1,2379.875,162.091,258.205,20.663,23.273,2
JY1,2380,164.183,259.438,18.675,21.325,2
JY1,2380.125,165.988,261.15,20.667,23.83,2
JY1,2380.25,166.16,262.83,26.499,30.579,2
JY1,2380.375,164.573,264.142,35.165,40.384,2
JY1,2380.5,162.002,264.476,43.609,49.79,2
JY1,2380.625,160.061,263.807,49.132,55.866,2
JY1,2380.75,159.24,263.135,51.315,58.242,2
JY1,2380.875,158.5,262.958,52.028,59.044,2
JY1,2381,156.02,262.495,53.008,60.178,2
JY1,2381.125,152.066,260.471,54.665,62.035,2
JY1,2381.25,148.649,257.362,56.032,63.48,2
JY1,2381.375,147.637,254.8,55.711,62.98,2
JY1,2381.5,149.197,253.574,53.025,59.878,2
JY1,2381.625,152.418,253.675,49.415,55.849,2
JY1,2381.75,155.404,255.617,46.587,52.791,2
JY1,2381.875,157.776,258.52,45.942,52.228,2
JY1,2382,160.422,260.839,47.397,53.987,2
JY1,2382.125,163.538,261.921,49.833,56.753,2
JY1,2382.25,165.422,262.62,51.075,58.103,2
JY1,2382.375,164.725,263.535,50.274,57.192,2
JY1,2382.5,162.929,264.335,48.533,55.331,2
JY1,2382.625,161.122,264.316,48.055,54.967,2
JY1,2382.75,159.393,263.532,49.484,56.729,2
JY1,2382.875,157.891,262.384,51.721,59.312,2
JY1,2383,157.379,261.311,52.751,60.458,2
JY1,2383.125,157.775,261.255,51.719,59.275,2
JY1,2383.25,158.544,262.285,49.247,56.543,2
JY1,2383.375,159.325,263.236,47.464,54.677,2
JY1,2383.5,159.567,262.623,47.811,55.258,2
JY1,2383.625,158.851,260.616,50.226,58.134,2
JY1,2383.75,157.976,258.576,52.786,61.104,2
JY1,2383.875,158.202,257.405,54.046,62.564,2
JY1,2384,159.231,257.136,53.893,62.443,2
JY1,2384.125,159.36,258.398,53.506,62.102,2
JY1,2384.25,158.172,260.544,54.046,62.847,2
JY1,2384.375,157.112,261.691,55.972,65.151,2
JY1,2384.5,158.441,261.465,58.567,68.153,2
JY1,2384.625,162.385,261.081,60.378,70.199,2
JY1,2384.75,167.153,261.108,60.673,70.527,2
JY1,2384.875,170.484,261.337,60.294,70.13,2
JY1,2385,171.894,261.213,60.382,70.262,2
JY1,2385.125,172.635,260.675,60.601,70.475,2
JY1,2385.25,173.839,260.032,60.012,69.716,2
JY1,2385.375,175.284,259.605,58.41,67.811,2
JY1,2385.5,176.081,259.563,56.569,65.673,2
JY1,2385.625,176.166,260.081,55.091,63.991,2
JY1,2385.75,176.081,261.318,54.358,63.195,2
JY1,2385.875,176.119,263.079,54.627,63.547,2
JY1,2386,176.09,264.394,55.731,64.808,2
JY1,2386.125,176.377,265.014,56.683,65.842,2
JY1,2386.25,177.285,265.5,56.908,66.036,2
JY1,2386.375,178.393,265.89,56.667,65.726,2
JY1,2386.5,178.762,266.06,56.517,65.536,2
JY1,2386.625,178.068,266.526,56.451,65.44,2
JY1,2386.75,177.421,267.261,56.334,65.279,2
JY1,2386.875,178.268,267.71,56.235,65.129,2
JY1,2387,180.12,267.723,56.192,65.012,2
JY1,2387.125,181.013,267.195,55.913,64.553,2
JY1,2387.25,179.6,266.001,54.602,62.81,2
JY1,2387.375,177.374,264.932,51.002,58.373,2
JY1,2387.5,176.818,264.935,44.595,50.79,2
JY1,2387.625,178.305,265.5,36.79,41.781,2
JY1,2387.75,179.643,264.634,29.981,34.07,2
JY1,2387.875,179.773,261.416,25.54,29.092,2
JY1,2388,181.385,257.139,23.021,26.286,2
JY1,2388.125,187.319,253.232,21.744,24.873,2
JY1,2388.25,195.833,250.195,21.343,24.432,2
JY1,2388.375,200.484,250.444,21.449,24.537,2
JY1,2388.5,198.151,255.102,21.491,24.557,2
JY1,2388.625,191.229,260.881,21.422,24.452,2
JY1,2388.75,184.637,264.345,21.324,24.312,2
JY1,2388.875,180.491,265.467,21.011,23.962,2
JY1,2389,178.262,263.899,20.759,23.755,2
JY1,2389.125,177.347,259.907,21.657,24.902,2
JY1,2389.25,179.185,255.669,24.735,28.474,2
JY1,2389.375,184.941,252.635,29.866,34.206,2
JY1,2389.5,192.68,250.7,35.092,39.817,2
JY1,2389.625,199.188,249.552,37.018,41.612,2
JY1,2389.75,202.651,249.149,34.094,38.074,2
JY1,2389.875,203.14,249.165,28.095,31.306,2
JY1,2390,201.672,249.277,22.706,25.311,2
JY1,2390.125,200.124,249.854,19.019,21.192,2
JY1,2390.25,200.902,251.94,16.054,17.864,2
JY1,2390.375,204.625,256.122,13.243,14.772,2
JY1,2390.5,208.148,261.98,11.144,12.55,2
JY1,2390.625,208.051,267.917,10.458,11.958,2
JY1,2390.75,203.331,272.45,11.96,13.84,2
JY1,2390.875,195.962,273.978,16.492,19.089,2
JY1,2391,189.219,270.951,23.262,26.744,2
JY1,2391.125,186.481,265.546,29.646,33.857,2
JY1,2391.25,190.095,262.469,33.238,37.803,2
JY1,2391.375,199.474,261.885,34.206,38.845,2
JY1,2391.5,209.72,262.508,34.021,38.645,2
JY1,2391.625,217.031,264.68,33.91,38.564,2
JY1,2391.75,220.236,266.753,34.211,38.972,2
JY1,2391.875,220.453,266.431,34.965,39.899,2
JY1,2392,218.102,265.096,35.988,41.115,2
JY1,2392.125,213.303,264.345,37.095,42.379,2
JY1,2392.25,207.078,263.512,38.137,43.461,2
JY1,2392.375,201.175,261.99,38.191,43.285,2
JY1,2392.5,197.053,261.059,35.633,40.121,2
JY1,2392.625,195.153,261.8,30.061,33.704,2
JY1,2392.75,194.452,262.876,23.698,26.624,2
JY1,2392.875,193.578,262.771,19.301,21.915,2
JY1,2393,192.333,261.505,18.627,21.455,2
JY1,2393.125,190.343,258.402,22.003,25.558,2
JY1,2393.25,187.242,252.763,29.581,34.329,2
JY1,2393.375,183.959,247.191,39.59,45.638,2
JY1,2393.5,182.704,244.488,47.653,54.467,2
JY1,2393.625,184.707,244.353,49.456,56.064,2
JY1,2393.75,188.016,245.429,44.147,49.758,2
JY1,2393.875,189.639,247.335,35.46,39.944,2
