Well Name,Depth,GR,AC,LLS,LLD,Facies
JY2,2531,162.544,75.925,30.495,29.417,2
JY2,2531.125,158.474,75.57,32.174,31.094,2
JY2,2531.25,154.69,74.728,34.971,33.482,1
JY2,2531.375,152.783,74.311,36.973,34.704,1
JY2,2531.5,152.661,74.926,35.772,32.851,1
JY2,2531.625,153.249,75.36,30.029,27.283,2
JY2,2531.75,154.309,75.442,22.769,20.977,2
JY2,2531.875,156.147,75.832,17.449,16.823,2
JY2,2532,158.062,76.122,16.552,16.734,2
JY2,2532.125,159.487,76.143,19.6,20.262,2
JY2,2532.25,159.673,76.319,25.77,26.628,2
JY2,2532.375,158.835,76.563,32.448,33.148,2
JY2,2532.5,158.024,76.755,36.706,37.058,1
JY2,2532.625,158.624,77.056,37.685,37.735,1
JY2,2532.75,160.382,77.424,37.264,37.181,1
JY2,2532.875,161.421,77.728,37.028,36.902,1
JY2,2533,159.674,77.869,37.341,37.191,1
JY2,2533.125,156.025,77.945,38.215,38.008,1
JY2,2533.25,153.176,78.096,39.522,39.179,1
JY2,2533.375,153.367,78.254,40.776,40.228,1
JY2,2533.5,156.161,78.439,41.39,40.659,1
JY2,2533.625,159.971,78.857,41.216,40.406,2
JY2,2533.75,163.502,79.127,40.792,40.01,2
JY2,2533.875,165.999,78.869,40.983,40.232,2
JY2,2534,166.258,77.971,42.133,41.312,2
JY2,2534.125,164.071,76.716,43.74,42.69,2
JY2,2534.25,160.455,75.83,44.768,43.332,2
JY2,2534.375,157.861,75.8,43.876,41.998,1
JY2,2534.5,157.978,76.514,40.536,38.423,1
JY2,2534.625,161.462,78.269,35.799,33.799,2
JY2,2534.75,166.47,80.357,31.632,30.024,2
JY2,2534.875,170.107,81.637,29.484,28.242,2
JY2,2535,170.005,82.089,29.376,28.307,2
JY2,2535.125,167.182,82.431,30.58,29.428,2
JY2,2535.25,164.229,82.889,31.605,30.216,2
JY2,2535.375,164.478,83.562,31.333,29.687,2
JY2,2535.5,167.797,84.412,29.64,27.755,2
JY2,2535.625,171.526,85.287,27.136,24.953,2
JY2,2535.75,172.935,85.599,23.466,21.092,2
JY2,2535.875,172.294,85.238,18.345,16.241,2
JY2,2536,171.32,84.895,13.118,11.72,2
JY2,2536.125,171.229,85.032,9.826,9.218,2
JY2,2536.25,171.635,85.304,9.411,9.354,2
JY2,2536.375,172.129,85.486,12.112,12.336,2
JY2,2536.5,171.924,85.609,18.127,18.284,2
JY2,2536.625,170.311,85.596,25.414,25.144,2
JY2,2536.75,167.419,85.388,31.394,30.49,2
JY2,2536.875,164.628,85.099,34.381,32.804,2
JY2,2537,162.64,84.78,34.879,32.568,2
JY2,2537.125,160.981,84.538,32.476,29.549,2
JY2,2537.25,159.316,84.481,26.667,23.743,2
JY2,2537.375,159.048,84.552,19.493,17.286,2
JY2,2537.5,161.669,84.74,14.024,12.841,2
JY2,2537.625,165.825,85.072,12.247,11.823,2
JY2,2537.75,168.883,85.444,14.416,14.323,2
JY2,2537.875,169.381,85.712,20.456,20.264,2
JY2,2538,168.25,85.825,28.104,27.483,2
JY2,2538.125,166.362,85.733,34.376,33.234,2
JY2,2538.25,163.617,85.185,37.336,35.86,2
JY2,2538.375,160.347,84.18,38.412,36.796,1
JY2,2538.5,158.05,83.308,39.039,37.346,1
JY2,2538.625,157.896,82.769,39.442,37.644,1
JY2,2538.75,159.079,82.44,39.048,37.136,1
JY2,2538.875,159.638,82.732,37.348,35.4,1
JY2,2539,159.334,83.671,34.534,32.733,2
JY2,2539.125,159.504,84.664,31.695,30.197,2
JY2,2539.25,161.123,85.404,29.97,28.827,2
JY2,2539.375,163.484,85.924,29.817,28.985,2
JY2,2539.5,165.434,86.061,31.146,30.544,2
JY2,2539.625,166.262,85.923,33.649,33.15,2
JY2,2539.75,165.886,85.681,36.269,35.77,2
JY2,2539.875,164.516,85.435,37.988,37.502,1
JY2,2540,162.697,85.353,38.419,38.084,2
JY2,2540.125,160.714,85.349,38.295,38.219,1
JY2,2540.25,158.615,85.102,38.275,38.449,1
JY2,2540.375,156.758,84.636,38.497,38.781,1
JY2,2540.5,155.842,84.194,38.383,38.642,1
JY2,2540.625,156.23,84.073,37.469,37.652,1
JY2,2540.75,157.874,84.386,36.028,36.19,2
JY2,2540.875,160.141,85.02,34.761,34.994,2
JY2,2541,161.811,85.67,34.385,34.79,2
JY2,2541.125,162.121,85.908,35.354,35.979,2
JY2,2541.25,161.057,85.351,37.508,38.31,2
JY2,2541.375,159.77,84.452,39.858,40.734,2
JY2,2541.5,159.293,83.849,41.211,42.125,2
JY2,2541.625,159.841,83.618,41.452,42.423,2
JY2,2541.75,160.091,83.573,41.223,42.266,2
JY2,2541.875,158.868,83.823,41.046,42.157,2
JY2,2542,157.286,84.15,41.201,42.386,1
JY2,2542.125,158.095,84.165,41.935,43.168,2
JY2,2542.25,161.939,84.029,42.958,44.156,2
JY2,2542.375,166.471,84.126,43.604,44.698,2
JY2,2542.5,169.704,84.357,43.609,44.617,2
JY2,2542.625,172.12,84.512,43.411,44.384,2
JY2,2542.75,174.716,84.515,43.43,44.398,2
JY2,2542.875,176.214,84.279,43.559,44.521,2
JY2,2543,175.43,83.813,43.547,44.51,2
JY2,2543.125,174.1,83.403,43.326,44.292,2
JY2,2543.25,173.907,83.249,42.989,43.937,2
JY2,2543.375,174.525,83.492,42.579,43.485,2
JY2,2543.5,174.276,84.076,42.189,43.057,2
JY2,2543.625,172.708,84.628,41.978,42.809,2
JY2,2543.75,170.621,84.743,41.946,42.709,2
JY2,2543.875,169.095,84.656,41.869,42.53,2
JY2,2544,169.706,84.656,41.603,42.162,2
JY2,2544.125,172.65,84.763,41.247,41.72,2
JY2,2544.25,175.701,85.142,41.062,41.457,2
JY2,2544.375,177.354,85.93,41.199,41.516,2
JY2,2544.5,178.49,86.544,41.67,41.926,2
JY2,2544.625,180.093,86.446,42.501,42.663,2
JY2,2544.75,181.492,85.776,43.516,43.349,2
JY2,2544.875,181.749,84.988,43.265,42.373,2
JY2,2545,182.139,84.417,39.44,37.791,2
JY2,2545.125,184.489,84.429,31.625,29.75,2
JY2,2545.25,188.535,84.821,22.839,21.434,2
JY2,2545.375,192.767,85.115,16.669,15.984,2
JY2,2545.5,196.559,85.231,14.356,14.225,2
JY2,2545.625,200.713,85.272,14.908,15.069,2
JY2,2545.75,204.498,84.969,17.294,17.545,2
JY2,2545.875,205.113,84.311,20.583,20.733,2
JY2,2546,201.214,83.653,23.583,23.5,2
JY2,2546.125,195.238,82.965,25.45,25.063,2
JY2,2546.25,191.809,82.165,25.697,25.03,2
JY2,2546.375,192.598,81.829,24.567,23.749,2
JY2,2546.5,196.654,82.601,22.712,21.932,2
JY2,2546.625,201.902,84.181,21.245,20.647,2
JY2,2546.75,207.044,85.92,20.982,20.57,2
JY2,2546.875,210.354,87.345,22.132,21.792,2
JY2,2547,210.481,88.109,24.192,23.73,2
JY2,2547.125,208.126,88.074,26.126,25.328,2
JY2,2547.25,205.839,87.727,26.683,25.419,2
JY2,2547.375,204.172,87.186,25.012,23.403,2
JY2,2547.5,201.157,86.129,21.39,19.802,2
JY2,2547.625,195.336,84.925,17.301,16.139,2
JY2,2547.75,188.104,84.052,14.703,14.107,2
JY2,2547.875,181.813,83.127,14.817,14.669,2
JY2,2548,177.706,81.871,18.066,18.067,2
JY2,2548.125,176.141,80.973,23.42,23.207,2
JY2,2548.25,176.815,80.655,28.717,27.952,2
JY2,2548.375,178.337,80.224,31.209,29.789,2
JY2,2548.5,179.26,79.836,29.744,27.929,2
JY2,2548.625,178.936,79.985,25.375,23.646,2
JY2,2548.75,178.128,80.213,20.754,19.492,2
JY2,2548.875,177.703,80.112,17.903,17.223,2
JY2,2549,177.802,79.834,17.897,17.737,2
JY2,2549.125,178.247,79.587,21.049,21.318,2
JY2,2549.25,179.598,79.461,27.289,27.831,2
JY2,2549.375,182.314,79.436,34.929,35.501,2
JY2,2549.5,185.289,79.412,41.005,41.448,2
JY2,2549.625,185.937,79.147,44.233,44.532,2
JY2,2549.75,182.712,78.496,45.417,45.582,2
JY2,2549.875,177.106,77.831,45.531,45.485,2
JY2,2550,172.903,77.514,44.068,43.789,2
JY2,2550.125,172.822,77.418,40.878,40.539,2
JY2,2550.25,176.346,77.643,37.301,37.173,2
JY2,2550.375,180.121,78.204,35.209,35.502,2
JY2,2550.5,181.137,78.134,35.869,36.621,2
JY2,2550.625,178.59,76.932,39.312,40.358,2
JY2,2550.75,174.21,75.794,44.058,45.081,2
JY2,2550.875,170.761,75.511,47.702,48.417,2
JY2,2551,169.957,75.714,48.715,48.915,2
JY2,2551.125,170.872,76.451,46.575,46.115,2
JY2,2551.25,171.551,78.031,41.283,40.203,2
JY2,2551.375,171.554,79.673,33.272,31.951,2
JY2,2551.5,172.318,80.503,24.817,23.817,2
JY2,2551.625,174.018,80.701,18.863,18.535,2
JY2,2551.75,174.802,80.626,17.121,17.548,2
JY2,2551.875,173.207,80.101,20.374,21.501,2
JY2,2552,169.993,78.991,29.047,30.608,2
JY2,2552.125,166.86,77.836,40.372,41.781,2
JY2,2552.25,164.17,77.221,48.15,48.899,2
JY2,2552.375,162.052,77.139,48.755,48.872,2
JY2,2552.5,161.283,77.389,44.527,44.468,2
JY2,2552.625,162.063,77.957,40.899,41,2
JY2,2552.75,163.441,78.59,39.785,39.974,2
JY2,2552.875,164.999,79.021,39.56,39.502,2
JY2,2553,168.692,79.466,37.471,36.978,1
JY2,2553.125,176.361,79.895,32.516,31.763,2
JY2,2553.25,186.225,79.922,26.339,25.75,2
JY2,2553.375,193.375,79.768,21.969,21.845,2
JY2,2553.5,193.74,79.675,21.25,21.567,2
JY2,2553.625,188.282,79.466,23.783,24.269,2
JY2,2553.75,181.862,79.455,27.499,27.863,2
JY2,2553.875,179.037,79.855,29.953,30.094,2
JY2,2554,179.965,80.005,30.187,30.286,2
JY2,2554.125,181.473,79.476,29.728,30.091,2
JY2,2554.25,180.543,78.656,31.27,32.1,2
JY2,2554.375,177.969,78.017,36.38,37.614,2
JY2,2554.5,177.358,77.79,43.765,45.069,2
JY2,2554.625,180.911,78.091,49.922,50.915,2
JY2,2554.75,186.905,78.909,52.12,52.688,2
JY2,2554.875,192.148,79.755,50.909,51.262,2
JY2,2555,195.55,80.127,49.168,49.592,2
JY2,2555.125,197.976,80.151,48.741,49.333,2
JY2,2555.25,200.003,80.26,49.401,50.091,2
JY2,2555.375,200.921,80.626,50.182,50.869,2
JY2,2555.5,199.852,81.088,50.426,50.97,2
JY2,2555.625,197.235,81.429,49.238,49.451,2
JY2,2555.75,194.903,81.526,45.539,45.366,2
JY2,2555.875,194.264,81.254,39.529,39.204,2
JY2,2556,195.194,80.702,33.495,33.396,2
JY2,2556.125,196.354,80.205,30.141,30.491,2
JY2,2556.25,196.267,79.979,31.118,31.914,2
JY2,2556.375,194.773,80.064,36.464,37.441,2
JY2,2556.5,193.089,80.471,43.347,43.943,2
JY2,2556.625,192.513,81.032,46.143,45.878,2
JY2,2556.75,193.161,81.572,41.446,40.465,2
JY2,2556.875,194.383,82.148,32.21,31.21,2
JY2,2557,195.894,82.743,24.46,24.035,2
JY2,2557.125,197.426,83.024,21.539,21.808,2
JY2,2557.25,197.413,82.785,23.669,24.465,2
JY2,2557.375,194.252,82.26,29.377,30.372,2
JY2,2557.5,188.805,81.737,35.211,36.018,2
JY2,2557.625,184.453,81.344,37.454,37.901,2
JY2,2557.75,183.764,81.279,35.609,35.859,2
JY2,2557.875,185.527,81.626,32.708,33.01,2
JY2,2558,186.918,81.992,31.337,31.671,2
JY2,2558.125,187.418,82.079,31.06,31.17,2
JY2,2558.25,188.698,82.04,29.725,29.491,2
JY2,2558.375,191.306,81.956,26.623,26.234,2
JY2,2558.5,193.248,81.689,23.032,22.84,2
JY2,2558.625,191.883,81.016,21.231,21.52,2
JY2,2558.75,186.448,79.781,23.322,24.169,2
JY2,2558.875,179.126,78.351,30.041,31.233,2
JY2,2559,174.638,77.429,38.844,39.835,2
JY2,2559.125,177.084,77.241,44.306,44.596,2
JY2,2559.25,186.345,77.589,42.825,42.418,2
JY2,2559.375,197.391,78.389,36.284,35.64,2
JY2,2559.5,204.564,79.327,29.508,29.075,2
JY2,2559.625,206,79.664,25.262,25.178,2
JY2,2559.75,203.88,79.492,23.429,23.667,2
JY2,2559.875,201.475,79.607,23.235,23.765,2
JY2,2560,200.389,79.936,24.5,25.309,2
JY2,2560.125,200.147,80.104,27.207,28.223,2
JY2,2560.25,199.205,80.242,31.114,32.061,2
JY2,2560.375,196.463,80.205,34.447,34.841,2
JY2,2560.5,191.909,79.778,34.377,33.987,2
JY2,2560.625,187.157,79.245,29.87,29.039,2
JY2,2560.75,184.902,78.854,23.359,22.742,2
JY2,2560.875,186.802,78.708,18.789,18.811,2
JY2,2561,191.932,79.045,18.72,19.312,2
JY2,2561.125,197.494,79.88,22.781,23.473,2
JY2,2561.25,201.362,80.938,27.59,27.846,2
JY2,2561.375,203.093,81.855,28.845,28.485,2
JY2,2561.5,203.114,82.384,25.403,24.746,2
JY2,2561.625,201.719,82.565,20.052,19.576,2
JY2,2561.75,199.178,82.573,16.327,16.272,2
JY2,2561.875,196.151,82.467,15.347,15.694,2
JY2,2562,194.007,82.275,16.529,17.148,2
JY2,2562.125,193.651,82.073,18.87,19.569,2
JY2,2562.25,194.333,81.865,20.982,21.61,2
JY2,2562.375,194.243,81.674,21.996,22.522,2
JY2,2562.5,193.028,81.696,22.059,22.535,2
JY2,2562.625,192.468,82.086,21.685,22.197,2
JY2,2562.75,193.581,82.629,21.327,21.982,2
JY2,2562.875,194.949,82.97,21.697,22.574,2
JY2,2563,195.429,82.926,23.275,24.365,2
JY2,2563.125,196.11,82.564,25.736,26.996,2
JY2,2563.25,197.526,82.167,28.612,30.074,2
JY2,2563.375,197.137,81.97,32.426,34.137,2
JY2,2563.5,192.307,81.781,37.414,39.189,2
JY2,2563.625,184.145,81.362,41.221,42.736,2
JY2,2563.75,177.323,80.823,41.067,42.2,2
JY2,2563.875,175.08,80.269,37.317,38.317,2
JY2,2564,176.529,79.743,33.362,34.588,2
JY2,2564.125,177.686,79.327,32.102,33.732,2
JY2,2564.25,175.765,78.931,33.911,35.901,2
JY2,2564.375,171.582,78.703,37.647,39.83,2
JY2,2564.5,168.32,78.876,41.801,43.965,2
JY2,2564.625,167.79,79.097,44.926,46.857,2
JY2,2564.75,169.267,79.236,46.05,47.479,2
JY2,2564.875,171.404,79.712,43.862,44.462,2
JY2,2565,174.499,80.446,37.621,37.358,1
JY2,2565.125,180.032,81.014,28.606,27.898,2
JY2,2565.25,187.139,81.392,20.088,19.511,2
JY2,2565.375,193.121,81.733,14.449,14.268,2
JY2,2565.5,196.643,81.969,11.822,11.979,2
JY2,2565.625,198.841,81.78,11.151,11.526,2
JY2,2565.75,200.919,81.234,11.516,12.057,2
JY2,2565.875,202.845,80.987,12.538,13.275,2
JY2,2566,204.459,81.156,14.647,15.743,2
JY2,2566.125,205.882,81.317,18.892,20.57,2
JY2,2566.25,206.672,81.317,26.242,28.613,2
JY2,2566.375,206.56,81.175,35.765,38.666,2
JY2,2566.5,206.689,80.981,44.748,47.806,2
JY2,2566.625,208.275,80.895,50.015,52.849,2
JY2,2566.75,210.994,80.938,50.892,53.369,2
JY2,2566.875,213.003,81.217,48.934,51.183,2
JY2,2567,212.643,81.776,47.215,49.44,2
JY2,2567.125,209.707,82.254,47.391,49.458,2
JY2,2567.25,205.4,82.348,47.244,48.648,2
JY2,2567.375,201.933,82.251,42.645,43.105,2
JY2,2567.5,201.877,82.172,33.49,33.343,2
JY2,2567.625,206.438,82.233,24.158,24.11,2
JY2,2567.75,215.169,82.421,19.255,19.748,2
JY2,2567.875,227.636,82.631,19.762,20.812,2
JY2,2568,243.623,83.141,23.616,24.946,2
JY2,2568.125,264.306,84.111,26.886,28.103,2
JY2,2568.25,292.657,85.161,26.617,27.465,2
JY2,2568.375,326.794,86.185,23.238,23.858,2
JY2,2568.5,356.475,86.971,20.359,21.091,2
JY2,2568.625,361.061,85.685,20.842,21.916,2
JY2,2568.75,331.014,81.592,25.179,26.52,2
JY2,2568.875,275.753,76.506,31.35,32.597,2
JY2,2569,221.493,72.431,35.782,36.416,2
JY2,2569.125,188.414,69.937,35.366,35.063,2
JY2,2569.25,179.998,70.144,30.112,29.02,2
JY2,2569.375,185.438,73.232,22.399,21.116,2
JY2,2569.5,193.713,77.28,15.167,14.276,2
JY2,2569.625,199.385,80.7,10.187,9.959,2
JY2,2569.75,200.157,82.709,8.434,8.819,2
JY2,2569.875,195.622,82.823,10.039,10.854,2
JY2,2570,187.002,81.722,14.737,15.77,2
JY2,2570.125,178.171,80.599,20.76,21.761,2
JY2,2570.25,172.914,79.662,25.278,26.123,2
JY2,2570.375,171.973,79.112,27.064,27.838,2
JY2,2570.5,172.409,79.186,28.046,28.901,2
JY2,2570.625,172.223,79.333,30.809,31.678,2
JY2,2570.75,172.601,79.581,35.132,35.656,2
JY2,2570.875,175.591,80.761,37.712,37.631,2
JY2,2571,180.953,82.368,36.432,35.882,2
JY2,2571.125,185.671,83.611,32.368,31.805,2
JY2,2571.25,187.312,84.633,29.181,28.833,2
JY2,2571.375,184.327,84.292,28.974,28.54,2
JY2,2571.5,177.316,82.32,30.001,28.925,2
JY2,2571.625,168.471,80.434,28.819,27.067,2
JY2,2571.75,160.726,79.564,24.156,22.303,2
JY2,2571.875,155.493,79.257,18.294,17.011,2
JY2,2572,152.356,79.488,14.439,13.911,2
JY2,2572.125,149.484,79.697,14.631,14.529,2
JY2,2572.25,145.236,79.266,19.12,18.734,2
JY2,2572.375,139.514,78.464,25.326,23.939,2
JY2,2572.5,135.069,78.093,28.148,25.673,1
JY2,2572.625,134.311,78.574,24.848,22.096,1
JY2,2572.75,136.102,79.731,18.023,15.902,1
JY2,2572.875,136.234,80.888,12.66,11.367,1
JY2,2573,133.178,81.728,10.254,9.385,1
JY2,2573.125,129.976,82.102,9.378,8.588,1
JY2,2573.25,130.679,82.048,8.63,7.881,1
JY2,2573.375,136.483,82.504,7.766,7.151,2
JY2,2573.5,145.827,84.52,7.075,6.706,2
JY2,2573.625,155.345,87.164,7.248,7.166,2
JY2,2573.75,162.427,89.517,9.285,9.34,2
JY2,2573.875,166.844,91.604,13.763,13.566,2
JY2,2574,170.674,93.171,19.082,18.287,2
JY2,2574.125,175.227,93.834,22.786,21.383,2
JY2,2574.25,178.213,93.44,23.405,21.725,2
JY2,2574.375,176.75,91.732,22.093,20.485,2
JY2,2574.5,169.267,88.602,20.658,19.32,2
JY2,2574.625,156.228,83.854,20.741,19.734,2
JY2,2574.75,137.637,77.345,23.864,23.186,2
JY2,2574.875,113.381,70.449,35.685,35.524,1
JY2,2575,87.9,64.639,73.516,73.061,1
JY2,2575.125,67.195,59.902,138.407,134.724,1
JY2,2575.25,55.841,56.747,203.232,193.086,1
JY2,2575.375,52.68,55.744,225.755,209.839,1
JY2,2575.5,55.538,56.398,199.494,182.248,1
JY2,2575.625,62.156,57.8,151.48,137.591,1
JY2,2575.75,69.956,59.43,114.688,105.107,1
JY2,2575.875,75.679,60.449,96.546,90.024,1
JY2,2576,77.207,60.571,94.049,89.137,1
JY2,2576.125,75.002,60.342,102.589,98.18,1
JY2,2576.25,70.771,59.784,117.656,112.663,1
JY2,2576.375,66.701,58.876,129.478,123.145,1
JY2,2576.5,64.654,58.516,129.85,122.582,1
JY3,2268.561,89.822,72.707,32.131,32.865,1
JY3,2268.686,89.642,70.573,31.783,32.553,1
JY3,2268.811,90.058,68.635,31.887,32.719,1
JY3,2268.936,89.879,68.496,32.574,33.473,1
JY3,2269.061,88.019,69.056,33.766,34.713,1
JY3,2269.186,84.924,68.775,35.001,35.961,1
JY3,2269.311,81.914,67.903,35.823,36.766,1
JY3,2269.436,80.215,65.488,35.72,36.635,1
JY3,2269.561,79.113,61.59,34.793,35.709,1
JY3,2269.686,77.707,58.686,33.377,34.346,1
JY3,2269.811,76.165,57.751,32.067,33.142,1
JY3,2269.936,75.206,57.653,31.247,32.445,1
JY3,2270.061,74.628,59.902,31.036,32.344,1
JY3,2270.186,73.76,65.012,31.17,32.567,1
JY3,2270.311,73.051,70.268,31.295,32.769,1
JY3,2270.436,73.591,74.148,31.207,32.75,1
JY3,2270.561,75.737,77.174,30.941,32.531,1
JY3,2270.686,79.307,79.079,30.61,32.223,1
JY3,2270.811,84.237,78.247,30.43,32.056,1
JY3,2270.936,89.643,75.745,30.558,32.184,1
JY3,2271.061,94.62,73.949,30.955,32.55,1
JY3,2271.186,98.877,73.333,31.379,32.903,1
JY3,2271.311,102.586,72.823,31.621,33.062,1
JY3,2271.436,105.01,72.865,31.626,32.997,1
JY3,2271.561,105.269,73.255,31.453,32.775,1
JY3,2271.686,104.023,73.416,31.208,32.5,1
JY3,2271.811,102.173,73.658,30.994,32.271,1
JY3,2271.936,100.19,73.982,30.878,32.145,1
JY3,2272.061,98.391,74.175,30.855,32.112,1
JY3,2272.186,97.692,74.276,30.879,32.129,1
JY3,2272.311,98.413,74.261,30.897,32.145,1
JY3,2272.436,100.104,74.198,30.946,32.2,1
JY3,2272.561,102.129,74.271,31.147,32.418,1
JY3,2272.686,103.537,74.543,31.529,32.824,1
JY3,2272.811,103.412,74.947,32.074,33.393,1
JY3,2272.936,101.418,75.306,32.697,34.024,1
JY3,2273.061,98.685,75.458,33.256,34.585,1
JY3,2273.186,96.498,75.174,33.674,35.017,1
JY3,2273.311,95.84,74.148,34.01,35.381,1
JY3,2273.436,96.817,72.916,34.342,35.744,1
JY3,2273.561,98.973,72.256,34.686,36.114,1
JY3,2273.686,100.795,71.745,35.056,36.512,1
JY3,2273.811,101.65,71.185,35.493,36.982,1
JY3,2273.936,102.259,71.288,36.021,37.542,1
JY3,2274.061,103.49,71.568,36.624,38.17,1
JY3,2274.186,104.807,71.309,37.337,38.904,1
JY3,2274.311,104.652,71.034,38.215,39.805,1
JY3,2274.436,102.974,71.088,39.198,40.811,1
JY3,2274.561,100.999,71.007,40.271,41.901,1
JY3,2274.686,100.147,70.613,41.503,43.135,1
JY3,2274.811,100.131,70.219,42.893,44.512,1
JY3,2274.936,99.92,69.649,44.357,45.95,1
JY3,2275.061,98.813,68.336,45.857,47.418,1
JY3,2275.186,97.139,66.63,47.436,48.94,1
JY3,2275.311,95.613,65.84,48.836,50.193,1
JY3,2275.436,94.951,67.024,49.314,50.378,1
JY3,2275.561,95.508,69.29,48.424,49.072,1
JY3,2275.686,97.437,71.07,46.328,46.516,1
JY3,2275.811,100.042,72.703,44.086,43.869,1
JY3,2275.936,102.693,73.936,42.443,41.913,1
JY3,2276.061,104.786,73.158,41.971,41.211,1
JY3,2276.186,106.112,71.79,42.505,41.544,1
JY3,2276.311,106.756,71.577,43.533,42.382,1
JY3,2276.436,107.231,71.832,44.227,42.92,1
JY3,2276.561,107.951,71.878,44.361,42.952,1
JY3,2276.686,109.105,71.899,44.117,42.647,1
JY3,2276.811,110.292,71.895,43.68,42.162,1
JY3,2276.936,110.789,71.986,42.974,41.424,1
JY3,2277.061,110.195,72.241,41.984,40.438,1
JY3,2277.186,109.578,72.477,41.038,39.518,1
JY3,2277.311,110.205,72.696,40.384,38.886,1
JY3,2277.436,112.641,72.945,40.082,38.582,1
JY3,2277.561,115.628,73.142,39.876,38.353,1
JY3,2277.686,118.269,73.154,39.492,37.946,1
JY3,2277.811,120.407,73.059,38.829,37.285,1
JY3,2277.936,122.038,72.999,38.315,36.752,1
JY3,2278.061,122.75,72.842,38.383,36.633,1
JY3,2278.186,122.507,72.616,37.667,35.594,1
JY3,2278.311,121.674,72.572,34.176,31.973,1
JY3,2278.436,120.39,72.692,27.585,25.741,1
JY3,2278.561,119.058,72.867,21.093,19.884,1
JY3,2278.686,118.523,73.155,17.203,16.55,1
JY3,2278.811,119.658,73.458,17.241,16.829,1
JY3,2278.936,121.27,73.699,20.605,20.139,1
JY3,2279.061,121.421,73.971,26.445,25.657,1
JY3,2279.186,118.66,74.221,32.128,30.914,1
JY3,2279.311,114.619,74.388,35.385,33.887,1
JY3,2279.436,111.962,74.466,36.083,34.518,1
JY3,2279.561,112.38,74.434,36.049,34.518,1
JY3,2279.686,114.172,74.411,36.449,34.946,1
JY3,2279.811,114.968,74.478,37.255,35.752,1
JY3,2279.936,114.322,74.531,37.883,36.371,1
JY3,2280.061,113.528,74.65,37.918,36.428,1
JY3,2280.186,113.471,74.823,37.365,35.947,1
JY3,2280.311,113.532,74.769,36.727,35.396,1
JY3,2280.436,112.956,74.523,36.222,34.964,1
JY3,2280.561,111.642,74.336,35.839,34.643,1
JY3,2280.686,110.376,74.19,35.512,34.376,1
JY3,2280.811,109.669,74.068,35.199,34.117,1
JY3,2280.936,109.714,74.069,34.859,33.827,1
JY3,2281.061,110.395,74.197,34.496,33.516,1
JY3,2281.186,111.602,74.344,34.138,33.215,1
JY3,2281.311,112.75,74.375,33.823,32.957,1
JY3,2281.436,113.162,74.449,33.567,32.748,1
JY3,2281.561,112.603,74.844,33.364,32.581,1
JY3,2281.686,111.74,75.231,33.206,32.459,1
JY3,2281.811,111.178,75.265,33.127,32.425,1
JY3,2281.936,111.3,75.099,33.213,32.564,1
JY3,2282.061,111.738,74.84,33.496,32.893,1
JY3,2282.186,111.853,74.39,33.97,33.392,1
JY3,2282.311,111.291,74.118,34.447,33.851,1
JY3,2282.436,110.82,74.24,34.316,33.681,1
JY3,2282.561,111.14,74.553,32.919,32.296,1
JY3,2282.686,111.392,74.746,30.526,30.023,1
JY3,2282.811,109.83,74.583,28.308,27.98,1
JY3,2282.936,105.938,74.213,27.126,26.949,1
JY3,2283.061,102.188,74.302,27.048,26.947,1
JY3,2283.186,101.307,74.85,27.507,27.416,1
JY3,2283.311,104.925,75.505,27.77,27.666,1
JY3,2283.436,111.396,76.286,27.511,27.419,1
JY3,2283.561,118.503,77.094,27.047,27.002,1
JY3,2283.686,123.523,77.342,27.226,27.219,1
JY3,2283.811,125.149,77.122,28.447,28.372,1
JY3,2283.936,123.475,76.976,29.98,29.704,1
JY3,2284.061,120.212,77.175,30.077,29.596,1
JY3,2284.186,117.265,77.368,28.204,27.675,1
JY3,2284.311,115.483,77.325,25.253,24.877,1
JY3,2284.436,115.146,77.226,23.299,23.132,1
JY3,2284.561,116.155,77.135,23.177,23.125,1
JY3,2284.686,117.966,76.803,24.34,24.247,1
JY3,2284.811,119.426,76.348,25.132,24.922,1
JY3,2284.936,120.233,76.059,24.707,24.412,1
JY3,2285.061,120.799,75.85,23.257,22.997,1
JY3,2285.186,121.182,75.516,22.057,21.928,1
JY3,2285.311,120.695,75.137,22.162,22.203,1
JY3,2285.436,118.876,74.6,24.607,24.789,1
JY3,2285.561,116.66,73.726,29.03,29.297,1
JY3,2285.686,114.875,72.674,34.817,35.11,1
JY3,2285.811,113.882,71.727,41.116,41.373,1
JY3,2285.936,113.886,70.834,47.023,47.162,1
JY3,2286.061,115.928,70.421,51.316,51.258,1
JY3,2286.186,120.7,71.107,52.886,52.627,1
JY3,2286.311,126.878,72.338,51.945,51.55,1
JY3,2286.436,132.165,73.496,49.225,48.785,1
JY3,2286.561,135.716,74.85,45.792,45.373,1
JY3,2286.686,138.152,76.22,42.414,42.036,1
JY3,2286.811,139.662,76.96,39.368,38.979,1
JY3,2286.936,139.645,77.41,35.932,35.503,1
JY3,2287.061,137.454,78.02,31.823,31.384,1
JY3,2287.186,133.385,78.724,27.665,27.282,1
JY3,2287.311,128.749,79.307,24.203,23.93,1
JY3,2287.436,124.599,79.853,21.939,21.82,1
JY3,2287.561,122.298,80.434,21.274,21.314,1
JY3,2287.686,122.517,80.895,22.224,22.391,1
JY3,2287.811,124.979,81.159,24.761,24.98,1
JY3,2287.936,127.477,81.093,28.025,28.205,1
