Well Name,Depth,GR,AC,DEN,CNL,Facies
JY52-2HF,2864.346,109.289,193.319,2.395,31.04,2
JY52-2HF,2864.451,109.528,194.13,2.394,31.97,2
JY52-2HF,2864.557,109.768,194.796,2.411,32.547,2
JY52-2HF,2864.662,109.935,195.256,2.437,32.459,2
JY52-2HF,2864.767,109.919,195.465,2.458,31.977,2
JY52-2HF,2864.873,109.647,195.552,2.463,31.547,2
JY52-2HF,2864.978,109.03,195.591,2.447,31.767,2
JY52-2HF,2865.083,108.136,195.627,2.415,32.777,2
JY52-2HF,2865.188,107.244,195.699,2.384,34.376,2
JY52-2HF,2865.294,106.647,195.881,2.364,35.877,2
JY52-2HF,2865.399,106.461,196.178,2.362,36.645,2
JY52-2HF,2865.504,106.552,196.595,2.373,36.252,2
JY52-2HF,2865.61,106.631,197.11,2.387,34.915,2
JY52-2HF,2865.715,106.365,197.703,2.39,33.218,2
JY52-2HF,2865.82,105.664,198.357,2.377,31.857,2
JY52-2HF,2865.926,104.75,199.038,2.348,31.246,2
JY52-2HF,2866.031,104.074,199.719,2.316,31.4,2
JY52-2HF,2866.136,103.935,200.368,2.291,32.07,2
JY52-2HF,2866.241,104.386,200.942,2.288,32.742,2
JY52-2HF,2866.347,105.055,201.422,2.303,33.076,2
JY52-2HF,2866.452,105.489,201.848,2.33,32.889,2
JY52-2HF,2866.557,105.336,202.331,2.351,32.379,2
JY52-2HF,2866.663,104.714,203.038,2.355,31.9,2
JY52-2HF,2866.768,103.98,204.052,2.335,31.946,2
JY52-2HF,2866.874,103.481,205.513,2.299,32.75,2
JY52-2HF,2866.979,103.203,207.602,2.265,34.321,2
JY52-2HF,2867.085,102.753,210.47,2.251,36.118,2
JY52-2HF,2867.19,101.582,214.023,2.259,37.503,2
JY52-2HF,2867.296,99.391,217.888,2.28,37.722,2
JY52-2HF,2867.401,96.529,221.914,2.295,36.655,2
JY52-2HF,2867.507,94.381,225.945,2.292,34.533,2
JY52-2HF,2867.612,94.538,229.684,2.274,32.011,2
JY52-2HF,2867.718,98.189,233.054,2.259,29.943,2
JY52-2HF,2867.823,104.834,235.959,2.262,28.974,2
JY52-2HF,2867.929,113.477,238.56,2.286,29.402,2
JY52-2HF,2868.034,122.227,240.932,2.326,30.833,2
JY52-2HF,2868.14,129.638,243.096,2.371,32.679,2
JY52-2HF,2868.245,134.574,245.203,2.413,34.129,2
JY52-2HF,2868.351,137.197,247.137,2.451,34.767,2
JY52-2HF,2868.456,138.014,248.923,2.481,34.456,2
JY52-2HF,2868.562,137.499,250.459,2.496,33.635,2
JY52-2HF,2868.667,136.449,251.66,2.496,32.741,2
JY52-2HF,2868.772,135.46,252.526,2.487,32.128,2
JY52-2HF,2868.878,135.256,252.968,2.478,31.767,2
JY52-2HF,2868.983,136.076,253.186,2.482,31.463,2
JY52-2HF,2869.089,137.833,253.179,2.499,30.93,2
JY52-2HF,2869.195,139.844,252.957,2.522,30.1,2
JY52-2HF,2869.3,141.296,252.551,2.538,29.1,2
JY52-2HF,2869.406,141.426,252.042,2.536,28.303,2
JY52-2HF,2869.511,140.152,251.66,2.514,28.026,2
JY52-2HF,2869.616,138.049,251.522,2.484,28.5,2
JY52-2HF,2869.722,136.121,251.67,2.459,29.535,2
JY52-2HF,2869.827,135.131,252.084,2.453,30.727,2
JY52-2HF,2869.933,135.138,252.687,2.467,31.529,2
JY52-2HF,2870.038,135.613,253.329,2.496,31.638,2
JY52-2HF,2870.144,135.839,253.851,2.525,31.059,2
JY52-2HF,2870.249,135.543,254.288,2.54,30.115,2
JY52-2HF,2870.355,135.023,254.715,2.533,29.361,2
JY52-2HF,2870.46,134.85,255.234,2.514,29.192,2
JY52-2HF,2870.566,135.428,255.973,2.491,29.736,2
JY52-2HF,2870.671,136.744,256.77,2.481,30.659,2
JY52-2HF,2870.777,138.544,257.444,2.487,31.489,2
JY52-2HF,2870.882,140.515,257.848,2.508,31.734,2
JY52-2HF,2870.988,142.153,258.029,2.533,31.282,2
JY52-2HF,2871.093,143.082,258.229,2.549,30.281,2
JY52-2HF,2871.199,142.998,258.662,2.546,29.268,2
JY52-2HF,2871.304,142.09,259.477,2.523,28.682,2
JY52-2HF,2871.41,140.596,260.236,2.488,28.892,2
JY52-2HF,2871.515,139.124,260.746,2.447,29.73,2
JY52-2HF,2871.621,138.305,260.891,2.411,30.906,2
JY52-2HF,2871.726,138.402,260.518,2.383,31.974,2
JY52-2HF,2871.832,139.096,259.701,2.361,32.632,2
JY52-2HF,2871.937,140.082,258.141,2.343,32.712,2
JY52-2HF,2872.042,141.612,255.667,2.328,32.178,2
JY52-2HF,2872.359,154.707,244.047,2.37,27.083,2
JY52-2HF,2872.464,161.396,241.062,2.432,24.316,2
JY52-2HF,2872.57,167.509,239.313,2.509,21.339,2
JY52-2HF,2872.675,171.739,238.589,2.588,18.615,2
JY52-2HF,2872.781,174.071,238.502,2.652,16.526,2
JY52-2HF,2872.886,174.969,238.608,2.697,15.457,2
JY52-2HF,2872.992,175.401,238.313,2.721,15.302,2
JY52-2HF,2873.097,176.059,237.548,2.733,15.895,2
JY52-2HF,2873.203,177.042,236.401,2.737,16.895,2
JY52-2HF,2873.308,177.941,235.025,2.738,17.944,2
JY52-2HF,2873.414,178.435,233.615,2.739,18.804,2
JY52-2HF,2873.519,178.453,232.434,2.737,19.35,2
JY52-2HF,2873.625,178.228,231.522,2.735,19.588,2
JY52-2HF,2873.942,177.363,229.631,2.729,18.864,2
JY52-2HF,2874.681,175.378,225.769,2.706,18.812,2
JY52-2HF,2874.786,174.44,226.179,2.703,19.22,2
JY52-2HF,2874.892,173.868,226.646,2.701,19.553,2
JY52-2HF,2874.998,174.1,227.096,2.702,19.719,2
JY52-2HF,2875.103,175.199,227.525,2.706,19.667,2
JY52-2HF,2875.209,176.974,228.005,2.711,19.418,2
JY52-2HF,2875.314,178.9,228.686,2.716,19.137,2
JY52-2HF,2875.42,180.424,229.585,2.721,18.961,2
JY52-2HF,2875.526,181.3,230.578,2.72,18.99,2
JY52-2HF,2875.631,181.457,231.506,2.718,19.199,2
JY52-2HF,2875.737,181.042,232.235,2.715,19.563,2
JY52-2HF,2875.842,180.188,232.749,2.712,20.032,2
JY52-2HF,2875.948,179.216,233.499,2.71,20.521,2
JY52-2HF,2876.053,178.452,234.166,2.71,20.964,2
JY52-2HF,2876.159,178.203,234.571,2.711,21.318,2
JY52-2HF,2876.265,178.574,234.699,2.713,21.576,2
JY52-2HF,2876.37,179.472,234.679,2.715,21.719,2
JY52-2HF,2876.476,180.606,234.573,2.716,21.754,2
JY52-2HF,2876.582,181.534,234.388,2.717,21.697,2
JY52-2HF,2876.687,181.99,234.117,2.718,21.555,2
JY52-2HF,2876.793,181.832,233.779,2.722,21.348,2
JY52-2HF,2876.898,181.223,233.389,2.725,21.072,2
JY52-2HF,2877.004,180.271,232.936,2.728,20.723,2
JY52-2HF,2877.11,179.1,232.421,2.729,20.334,2
JY52-2HF,2877.215,177.852,231.863,2.727,19.962,2
JY52-2HF,2877.321,176.706,231.291,2.723,19.692,2
JY52-2HF,2877.637,174.838,229.759,2.708,19.699,2
JY52-2HF,2877.743,174.437,229.38,2.703,19.809,2
JY52-2HF,2877.849,173.998,229.079,2.698,19.847,2
JY52-2HF,2877.954,173.5,227.845,2.693,19.781,2
JY52-2HF,2878.06,172.975,225.741,2.688,19.612,2
JY52-2HF,2878.166,172.45,225.081,2.684,19.337,2
JY52-2HF,2878.271,171.85,224.531,2.682,18.999,2
JY52-2HF,2878.377,171.049,223.576,2.683,18.639,2
JY52-2HF,2878.482,170.023,222.589,2.687,18.341,2
JY52-2HF,2878.588,169.021,221.704,2.692,18.172,2
JY52-2HF,2878.693,168.413,220.917,2.696,18.189,2
JY52-2HF,2879.116,172.303,219.357,2.691,19.25,2
JY52-2HF,2879.221,172.808,219.24,2.685,19.323,2
JY52-2HF,2879.327,172.505,219.244,2.679,19.194,2
JY52-2HF,2879.433,171.671,219.397,2.674,18.917,2
JY52-2HF,2879.538,170.876,219.55,2.67,18.558,2
JY52-2HF,2879.644,170.527,219.554,2.668,18.209,2
JY52-2HF,2879.75,170.817,219.452,2.669,17.941,2
JY52-2HF,2879.855,171.563,219.41,2.671,17.795,2
JY52-2HF,2879.961,172.541,219.716,2.675,17.782,2
JY52-2HF,2880.066,173.479,219.88,2.679,17.868,2
JY52-2HF,2880.172,174.168,220.106,2.682,18.027,2
JY52-2HF,2880.277,174.35,220.885,2.685,18.217,2
JY52-2HF,2880.383,173.958,222.144,2.686,18.409,2
JY52-2HF,2880.489,173.132,223.209,2.688,18.586,2
JY52-2HF,2880.594,172.271,224.128,2.689,18.752,2
JY52-2HF,2880.7,171.932,225.047,2.69,18.929,2
JY52-2HF,2880.806,172.507,225.823,2.692,19.158,2
JY52-2HF,2880.911,174.141,226.245,2.695,19.462,2
JY52-2HF,2881.017,176.368,226.33,2.698,19.835,2
JY52-2HF,2881.123,178.609,226.756,2.703,20.228,2
JY52-2HF,2881.228,180.24,227.086,2.706,20.562,2
JY52-2HF,2881.334,181.143,227.514,2.709,20.764,2
JY52-2HF,2881.44,181.488,227.934,2.711,20.8,2
JY52-2HF,2881.545,181.676,228.313,2.713,20.706,2
JY52-2HF,2881.651,181.871,228.695,2.716,20.541,2
JY52-2HF,2881.757,182.003,229.07,2.719,20.403,2
JY52-2HF,2881.862,181.855,230.426,2.722,20.366,2
JY52-2HF,2881.968,181.292,231.273,2.724,20.502,2
JY52-2HF,2882.073,180.448,231.715,2.725,20.801,2
JY52-2HF,2882.179,179.765,232.11,2.726,21.212,2
JY52-2HF,2882.285,179.506,232.457,2.726,21.627,2
JY52-2HF,2882.391,179.602,232.722,2.726,21.926,2
JY52-2HF,2882.496,179.783,232.891,2.726,22.029,2
JY52-2HF,2882.602,179.954,232.949,2.725,21.932,2
JY52-2HF,2882.708,180.257,232.887,2.724,21.738,2
JY52-2HF,2882.813,180.889,232.709,2.723,21.562,2
JY52-2HF,2882.919,182.04,232.42,2.722,21.5,2
JY52-2HF,2883.024,183.507,232.047,2.721,21.552,2
JY52-2HF,2883.13,184.858,231.589,2.721,21.669,2
JY52-2HF,2883.236,185.453,231.013,2.721,21.755,2
JY52-2HF,2883.342,185.118,230.273,2.722,21.762,2
JY52-2HF,2883.447,183.965,229.317,2.723,21.668,2
JY52-2HF,2883.553,182.289,228.03,2.724,21.503,2
JY52-2HF,2883.658,180.354,226.513,2.725,21.262,2
JY52-2HF,2885.032,174.292,225.567,2.705,20.291,2
JY52-2HF,2885.138,175.703,227.178,2.7,21.184,2
JY52-2HF,2885.243,176.628,228.419,2.697,21.604,2
JY52-2HF,2885.349,177.335,229.126,2.695,21.736,2
JY52-2HF,2885.455,177.639,229.396,2.693,21.68,2
JY52-2HF,2885.56,177.07,229.283,2.691,21.49,2
JY52-2HF,2885.666,175.374,228.86,2.688,21.152,2
JY52-2HF,2885.772,172.575,228.211,2.684,20.592,2
JY52-2HF,2885.877,168.954,227.409,2.679,19.79,2
JY52-2HF,2885.983,165.452,226.561,2.676,18.799,2
JY52-2HF,2886.089,162.918,225.717,2.674,17.778,2
JY52-2HF,2886.194,162.038,224.916,2.675,16.988,2
JY52-2HF,2886.3,162.635,224.191,2.68,16.664,2
JY52-2HF,2886.406,164.451,223.576,2.689,16.997,2
JY52-2HF,2888.308,178.873,228.472,2.717,19.841,2
JY52-2HF,2888.414,180.539,228.693,2.718,20.075,2
JY52-2HF,2888.52,181.164,228.783,2.719,20.355,2
JY52-2HF,2888.626,180.984,228.746,2.718,20.628,2
JY52-2HF,2888.731,180.351,228.591,2.718,20.841,2
JY52-2HF,2888.837,179.806,228.338,2.717,20.98,2
JY52-2HF,2888.943,179.651,228.061,2.717,21.047,2
JY52-2HF,2889.049,179.869,227.798,2.716,21.057,2
JY52-2HF,2889.155,180.184,227.577,2.715,21.041,2
JY52-2HF,2889.26,180.304,227.411,2.714,21.011,2
JY52-2HF,2889.366,180.014,227.305,2.712,20.972,2
JY52-2HF,2889.472,179.361,227.231,2.712,20.924,2
JY52-2HF,2889.578,178.686,227.15,2.712,20.867,2
JY52-2HF,2889.683,178.511,227.048,2.712,20.807,2
JY52-2HF,2889.789,179.081,226.917,2.711,20.75,2
JY52-2HF,2889.895,180.225,226.759,2.71,20.689,2
JY52-2HF,2890.001,181.357,226.587,2.71,20.602,2
JY52-2HF,2890.106,181.772,226.423,2.71,20.466,2
JY52-2HF,2890.212,181.092,226.276,2.712,20.267,2
JY52-2HF,2890.318,179.516,226.153,2.714,20.048,2
JY52-2HF,2890.635,177.624,226.101,2.715,20.119,2
JY52-2HF,2890.741,178.75,226.301,2.713,20.59,2
JY52-2HF,2890.847,179.963,226.653,2.71,21.23,2
JY52-2HF,2890.953,180.8,227.159,2.708,21.92,2
JY52-2HF,2891.059,181.273,227.811,2.705,22.563,2
JY52-2HF,2892.01,182.464,227.068,2.707,22.768,2
JY52-2HF,2892.116,179.55,224.528,2.706,21.91,2
JY52-2HF,2892.222,174.413,221.386,2.702,20.666,2
JY52-2HF,2892.328,166.395,217.519,2.695,18.964,2
JY52-2HF,2892.434,156.3,213.372,2.686,16.863,2
JY52-2HF,2892.539,145.341,209.145,2.677,14.476,2
JY52-2HF,2892.645,134.973,205.171,2.668,12.045,2
JY52-2HF,2893.914,135.077,193.249,2.648,10.56,2
JY52-2HF,2894.02,139.321,193.038,2.65,11.908,2
JY52-2HF,2894.126,138.897,192.433,2.649,12.261,2
JY52-2HF,2894.232,135.246,191.581,2.647,11.572,2
JY52-2HF,2895.702,146.049,201.175,2.661,11.239,2
JY52-2HF,2895.807,155.507,202.976,2.673,14.614,2
JY52-2HF,2895.912,162.5,204.777,2.682,17.742,2
JY52-2HF,2896.017,165.582,206.623,2.686,19.956,2
JY52-2HF,2896.122,163.349,208.428,2.686,20.597,2
JY52-2HF,2896.227,156.529,210.207,2.682,19.616,2
JY52-2HF,2896.332,147.427,212.042,2.677,17.272,2
JY52-2HF,2896.437,139.186,213.918,2.672,14.605,2
JY52-2HF,2896.542,134.298,215.952,2.668,12.471,2
JY52-2HF,2896.647,133.226,217.902,2.664,11.328,2
JY52-2HF,2896.752,135.059,219.657,2.661,10.895,2
JY52-2HF,2896.857,137.681,221.099,2.658,10.881,2
JY52-2HF,2896.962,140.292,222.049,2.656,11.194,2
JY52-2HF,2897.067,143.295,222.743,2.658,11.79,2
JY52-2HF,2897.172,147.732,223.842,2.665,12.726,2
JY52-2HF,2897.277,154.428,225.164,2.676,14.136,2
JY52-2HF,2897.382,162.752,226.476,2.688,15.984,2
JY52-2HF,2897.592,177.153,228.58,2.704,20.058,2
JY52-2HF,2897.696,180.863,229.43,2.707,21.514,2
JY52-2HF,2897.801,182.647,230.129,2.708,22.216,2
JY52-2HF,2897.906,183.264,230.598,2.708,22.288,2
JY52-2HF,2898.011,183.534,230.813,2.707,21.986,2
JY52-2HF,2898.116,183.653,230.839,2.706,21.555,2
JY52-2HF,2898.221,183.423,230.627,2.705,21.15,2
JY52-2HF,2898.326,182.7,230.294,2.703,20.772,2
JY52-2HF,2898.429,181.562,229.729,2.702,20.348,2
JY52-2HF,2898.531,180.39,228.886,2.699,19.841,2
JY52-2HF,2898.634,179.472,227.774,2.695,19.272,2
JY52-2HF,2898.737,178.833,226.435,2.689,18.746,2
JY52-2HF,2898.839,178.077,225.151,2.682,18.364,2
JY52-2HF,2898.942,176.667,223.873,2.675,18.195,2
JY52-2HF,2899.044,173.948,222.499,2.669,18.165,2
JY52-2HF,2899.147,169.9,220.895,2.664,18.092,2
JY52-2HF,2899.25,164.998,218.928,2.66,17.713,2
JY52-2HF,2899.352,160.291,216.817,2.658,16.9,2
JY52-2HF,2899.455,156.863,214.762,2.658,15.724,2
JY52-2HF,2899.557,155.327,212.857,2.661,14.458,2
