Well Name,Depth,GR,AC,DEN,CNL
JY52-3HF,2814.014,111.106,186.397,2.645,4.737
JY52-3HF,2814.032,112.664,187.082,2.653,5.45
JY52-3HF,2814.051,115.124,187.842,2.662,6.223
JY52-3HF,2814.069,117.586,188.85,2.668,6.972
JY52-3HF,2814.087,119.087,189.916,2.67,7.507
JY52-3HF,2814.106,119.79,191.025,2.67,7.721
JY52-3HF,2814.124,121.13,192.421,2.671,7.799
JY52-3HF,2814.143,124.584,194.354,2.679,8.111
JY52-3HF,2814.161,130.818,196.779,2.688,8.934
JY52-3HF,2814.179,139.066,199.333,2.697,10.393
JY52-3HF,2814.198,147.247,201.155,2.702,12.321
JY52-3HF,2814.217,152.54,201.354,2.704,14.113
JY52-3HF,2814.236,153.228,199.436,2.702,14.7
JY52-3HF,2814.255,149.787,196.026,2.697,13.663
JY52-3HF,2814.274,144.486,192.355,2.691,11.622
JY52-3HF,2814.294,139.489,189.823,2.687,9.714
JY52-3HF,2814.313,136.067,189.204,2.685,8.58
JY52-3HF,2814.332,135.188,190.677,2.683,8.398
JY52-3HF,2814.352,137.793,193.936,2.681,8.977
JY52-3HF,2814.371,144.171,197.94,2.68,10.148
JY52-3HF,2814.39,152.716,201.443,2.68,11.813
JY52-3HF,2814.409,160.344,203.544,2.68,13.719
JY52-3HF,2814.428,163.986,204.516,2.679,15.404
JY52-3HF,2814.447,163.059,205.294,2.679,16.145
JY52-3HF,2814.466,159.834,206.408,2.68,15.654
JY52-3HF,2814.485,157.858,207.475,2.682,14.437
JY52-3HF,2814.504,158.481,207.636,2.684,13.633
JY52-3HF,2814.523,160.107,206.351,2.684,13.785
JY52-3HF,2814.542,159.616,203.752,2.681,14.316
JY52-3HF,2814.561,157.662,200.89,2.674,13.969
JY52-3HF,2814.58,152.632,200.215,2.673,13.823
JY52-3HF,2814.599,148.431,199.242,2.659,11.168
JY52-3HF,2814.618,145.627,199.881,2.655,9.856
JY52-3HF,2814.637,147.015,200.88,2.659,9.964
JY52-3HF,2814.656,149.86,200.861,2.665,10.753
JY52-3HF,2814.675,151.547,199.753,2.665,11.785
JY52-3HF,2814.694,150.352,198.492,2.662,12.607
JY52-3HF,2814.712,145.629,197.977,2.656,12.441
JY52-3HF,2814.731,138.434,198.486,2.651,10.982
JY52-3HF,2814.75,131.914,200.373,2.648,9.028
JY52-3HF,2814.768,129.481,204.427,2.649,7.842
JY52-3HF,2814.787,133.018,210.3,2.652,8.01
JY52-3HF,2814.806,141.958,216.409,2.659,9.664
JY52-3HF,2814.824,153.499,220.417,2.67,12.617
JY52-3HF,2814.843,163.232,220.732,2.675,16.378
JY52-3HF,2814.862,166.417,216.866,2.669,19.03
JY52-3HF,2814.88,160.998,210.203,2.653,18.02
JY52-3HF,2814.899,149.654,203.811,2.637,13.634
JY52-3HF,2814.917,139.043,200.73,2.634,9.317
JY52-3HF,2814.936,135.146,202.128,2.647,7.416
JY52-3HF,2814.954,139.517,206.941,2.667,8.413
JY52-3HF,2814.973,148.926,213.113,2.687,11.835
JY52-3HF,2814.991,158.915,218.59,2.697,16.58
JY52-3HF,2815.01,166.584,222.142,2.7,20.538
JY52-3HF,2815.028,171.172,223.151,2.697,21.691
JY52-3HF,2815.047,172.808,221.635,2.689,20.43
JY52-3HF,2815.065,171.724,217.792,2.681,18.659
JY52-3HF,2815.083,168.113,212.229,2.675,17.329
JY52-3HF,2815.102,162.276,206.156,2.672,16.098
JY52-3HF,2815.12,154.942,200.749,2.671,14.501
JY52-3HF,2815.138,147.275,196.659,2.671,12.713
JY52-3HF,2815.156,140.423,193.917,2.671,11.153
JY52-3HF,2815.175,134.866,192.205,2.671,9.992
JY52-3HF,2815.193,130.471,191.107,2.673,9.145
JY52-3HF,2815.211,127.114,190.513,2.677,8.588
JY52-3HF,2815.229,124.999,190.565,2.679,8.398
JY52-3HF,2815.248,124.181,191.164,2.679,8.537
JY52-3HF,2815.266,124.027,191.812,2.679,8.744
JY52-3HF,2815.284,123.425,191.891,2.68,8.688
JY52-3HF,2815.302,121.577,191.055,2.683,8.275
JY52-3HF,2815.32,118.538,189.314,2.685,7.68
JY52-3HF,2815.338,115.066,187.116,2.683,7.152
JY52-3HF,2815.356,112.308,185.275,2.679,6.842
JY52-3HF,2815.374,111.471,184.59,2.674,6.766
JY52-3HF,2815.391,113.357,185.463,2.67,6.885
JY52-3HF,2815.409,117.878,187.906,2.668,7.228
