Well Name,Depth,GR,AC,DEN,CNL,Facies
JY3,2272.436,100.104,74.198,2.689,26.35,2
JY3,2272.561,102.129,74.271,2.687,25.804,2
JY3,2272.686,103.537,74.543,2.689,25.454,2
JY3,2272.811,103.412,74.947,2.689,25.249,2
JY3,2272.936,101.418,75.306,2.687,25.344,2
JY3,2273.061,98.685,75.458,2.685,25.99,2
JY3,2273.186,96.498,75.174,2.684,27.205,2
JY3,2273.311,95.84,74.148,2.683,28.34,2
JY3,2273.436,96.817,72.916,2.685,28.539,2
JY3,2273.561,98.973,72.256,2.687,27.786,2
JY3,2273.686,100.795,71.745,2.687,27.149,2
JY3,2273.811,101.65,71.185,2.688,27.01,2
JY3,2273.936,102.259,71.288,2.687,26.98,2
JY3,2274.061,103.49,71.568,2.687,26.43,2
JY3,2274.186,104.807,71.309,2.685,25.411,2
JY3,2274.311,104.652,71.034,2.683,24.627,2
JY3,2274.436,102.974,71.088,2.683,24.209,2
JY3,2274.561,100.999,71.007,2.684,23.782,2
JY3,2274.686,100.147,70.613,2.689,23.192,2
JY3,2274.811,100.131,70.219,2.697,22.662,2
JY3,2274.936,99.92,69.649,2.705,22.259,2
JY3,2275.061,98.813,68.336,2.708,21.947,2
JY3,2275.186,97.139,66.63,2.703,21.855,2
JY3,2275.311,95.613,65.84,2.686,22.244,2
JY3,2275.436,94.951,67.024,2.657,22.876,2
JY3,2275.561,95.508,69.29,2.622,23.392,2
JY3,2275.686,97.437,71.07,2.598,23.969,2
JY3,2275.811,100.042,72.703,2.599,24.966,2
JY3,2275.936,102.693,73.936,2.631,26.362,2
JY3,2276.061,104.786,73.158,2.679,27.577,2
JY3,2276.186,106.112,71.79,2.717,28.093,2
JY3,2276.311,106.756,71.577,2.73,27.805,2
JY3,2276.436,107.231,71.832,2.721,27.042,2
JY3,2276.561,107.951,71.878,2.705,26.281,2
JY3,2276.686,109.105,71.899,2.694,25.751,2
JY3,2276.811,110.292,71.895,2.693,25.317,2
JY3,2276.936,110.789,71.986,2.695,24.866,2
JY3,2277.061,110.195,72.241,2.69,24.416,2
JY3,2277.186,109.578,72.477,2.68,24.287,2
JY3,2277.311,110.205,72.696,2.675,24.632,2
JY3,2277.436,112.641,72.945,2.677,25.111,2
JY3,2277.561,115.628,73.142,2.679,25.282,2
JY3,2277.686,118.269,73.154,2.676,25.119,2
JY3,2277.811,120.407,73.059,2.679,24.913,2
JY3,2277.936,122.038,72.999,2.689,24.839,2
JY3,2278.561,119.058,72.867,2.687,24.785,2
JY3,2278.686,118.523,73.155,2.681,25.175,2
JY3,2278.811,119.658,73.458,2.683,25.862,2
JY3,2278.936,121.27,73.699,2.687,26.687,2
JY3,2279.061,121.421,73.971,2.691,27.282,2
JY3,2279.311,114.619,74.388,2.704,26.463,2
JY3,2279.436,111.962,74.466,2.707,25.557,2
JY3,2279.561,112.38,74.434,2.703,24.791,2
JY3,2279.686,114.172,74.411,2.697,24.442,2
JY3,2279.811,114.968,74.478,2.693,24.797,2
JY3,2279.936,114.322,74.531,2.689,25.61,2
JY3,2280.061,113.528,74.65,2.685,26.3,2
JY3,2280.186,113.471,74.823,2.684,26.33,2
JY3,2280.311,113.532,74.769,2.689,26.088,2
JY3,2280.436,112.956,74.523,2.699,25.973,2
JY3,2280.561,111.642,74.336,2.71,25.712,2
JY3,2280.686,110.376,74.19,2.719,24.992,2
JY3,2280.811,109.669,74.068,2.727,24.064,2
JY3,2280.936,109.714,74.069,2.737,23.387,2
JY3,2281.061,110.395,74.197,2.743,23.108,2
JY3,2281.186,111.602,74.344,2.742,23.185,2
JY3,2281.311,112.75,74.375,2.736,23.684,2
JY3,2281.436,113.162,74.449,2.73,24.641,2
JY3,2281.561,112.603,74.844,2.727,25.583,2
JY3,2281.686,111.74,75.231,2.726,25.981,2
JY3,2281.811,111.178,75.265,2.728,25.976,2
JY3,2281.936,111.3,75.099,2.729,26.087,2
JY3,2282.061,111.738,74.84,2.722,26.326,2
JY3,2282.186,111.853,74.39,2.706,26.148,2
JY3,2282.311,111.291,74.118,2.688,25.381,2
JY3,2282.436,110.82,74.24,2.678,24.981,2
JY3,2282.561,111.14,74.553,2.681,25.311,2
JY3,2282.686,111.392,74.746,2.691,25.647,2
JY3,2282.811,109.83,74.583,2.696,25.315,2
JY3,2282.936,105.938,74.213,2.691,24.616,2
JY3,2283.061,102.188,74.302,2.681,24.3,2
JY3,2283.186,101.307,74.85,2.67,24.429,2
JY3,2283.311,104.925,75.505,2.656,24.782,2
JY3,2283.436,111.396,76.286,2.639,25.309,2
JY3,2283.561,118.503,77.094,2.624,25.948,2
JY3,2283.686,123.523,77.342,2.62,26.109,2
JY3,2283.811,125.149,77.122,2.626,25.567,2
JY3,2283.936,123.475,76.976,2.635,24.712,2
JY3,2284.061,120.212,77.175,2.64,24.25,2
JY3,2284.186,117.265,77.368,2.641,24.331,2
JY3,2284.311,115.483,77.325,2.639,24.798,2
JY3,2284.436,115.146,77.226,2.637,25.209,2
JY3,2284.561,116.155,77.135,2.637,25.432,2
JY3,2284.686,117.966,76.803,2.637,25.467,2
JY3,2284.811,119.426,76.348,2.633,25.291,2
JY3,2284.936,120.233,76.059,2.625,24.72,2
JY3,2285.061,120.799,75.85,2.619,23.923,2
JY3,2285.186,121.182,75.516,2.623,23.469,2
JY3,2285.311,120.695,75.137,2.636,23.396,2
JY3,2285.436,118.876,74.6,2.647,23.085,2
JY3,2285.561,116.66,73.726,2.65,22.183,2
JY3,2285.686,114.875,72.674,2.646,20.966,2
JY3,2285.811,113.882,71.727,2.647,20.062,2
JY3,2285.936,113.886,70.834,2.658,19.7,2
JY3,2286.061,115.928,70.421,2.674,19.906,2
JY3,2286.186,120.7,71.107,2.683,20.385,2
JY3,2286.311,126.878,72.338,2.679,20.878,2
JY3,2286.436,132.165,73.496,2.666,21.534,2
JY3,2286.561,135.716,74.85,2.654,22.567,2
JY3,2286.686,138.152,76.22,2.649,23.657,2
JY3,2287.061,137.454,78.02,2.667,23.288,2
JY3,2287.186,133.385,78.724,2.661,23.007,2
JY3,2287.311,128.749,79.307,2.652,23.364,2
JY3,2287.436,124.599,79.853,2.647,24.486,2
JY3,2287.561,122.298,80.434,2.651,25.849,2
JY3,2287.686,122.517,80.895,2.66,26.741,2
JY3,2287.811,124.979,81.159,2.668,27.046,2
JY3,2287.936,127.477,81.093,2.67,27.049,2
JY3,2288.061,128.072,80.445,2.668,26.908,2
JY3,2288.186,126.011,79.546,2.661,26.938,2
JY3,2288.311,122.795,80.298,2.645,27.325,2
JY3,2288.436,119.605,82.394,2.618,27.746,2
JY3,2288.561,117.348,83.101,2.585,27.83,2
JY3,2288.686,116.361,82.919,2.559,27.694,2
JY3,2288.811,116.867,82.975,2.556,27.465,2
JY3,2288.936,119.106,81.541,2.58,26.909,2
JY3,2289.061,122.91,79.265,2.619,25.795,2
JY3,2289.186,127.291,78.388,2.655,24.505,2
JY3,2289.311,129.211,78.216,2.679,23.673,2
JY3,2289.436,126.565,77.222,2.693,23.434,2
JY3,2289.686,112.92,73.928,2.694,24.186,2
JY3,2289.811,108.507,72.591,2.684,24.426,2
JY3,2289.936,106.986,71.962,2.674,24.692,2
JY3,2290.061,107.282,71.93,2.667,25.194,2
