Well Name,Depth,GR,AC,DEN,CNL,Facies
JY4,2483.25,94.191,73.196,2.758,11.593,2
JY4,2484.25,116.554,63.149,2.678,14.021,2
JY4,2484.375,115.644,62.266,2.644,14.392,2
JY4,2484.875,110.037,73.36,2.686,15.163,2
JY4,2492.875,83.204,70.546,2.691,12.928,2
JY4,2493,76.555,69.551,2.684,10.776,2
JY4,2493.75,88.722,59.189,2.69,10.777,2
JY4,2494.875,85.536,70.102,2.688,11.443,2
JY4,2496.25,62.899,66.227,2.685,10.74,2
JY4,2540.125,182.794,81.353,2.696,18.628,2
JY4,2540.375,183.332,81.65,2.691,18.124,2
JY4,2540.5,185.888,81.719,2.689,17.762,2
JY4,2540.625,185.422,81.733,2.69,17.486,2
JY4,2540.75,182.315,81.546,2.69,17.544,2
JY4,2540.875,179.808,81.213,2.689,18.029,2
JY4,2541,179.763,80.89,2.688,18.633,2
JY4,2541.125,181.397,80.375,2.689,18.749,2
JY4,2541.25,183.44,79.55,2.687,18.392,2
JY4,2541.375,185.363,78.71,2.682,18.091,2
JY4,2541.5,187.506,78.034,2.673,18.099,2
JY4,2541.625,189.805,77.572,2.665,18.089,2
JY4,2541.75,190.13,77.538,2.659,17.739,2
JY4,2541.875,187.049,77.863,2.657,17.166,2
JY4,2542,182.523,78.054,2.656,16.671,2
JY4,2542.125,181.438,77.837,2.659,16.448,2
JY4,2542.25,185.351,77.376,2.667,16.536,2
JY4,2542.375,189.68,76.894,2.677,16.809,2
JY4,2542.5,189.649,76.596,2.682,17.093,2
JY4,2542.625,185.514,76.792,2.674,17.552,2
JY4,2542.75,181.687,77.628,2.653,18.487,2
JY4,2542.875,181.462,78.804,2.619,19.829,2
JY4,2543,183.877,79.891,2.58,20.753,2
JY4,2543.125,184.971,80.882,2.549,20.519,2
JY4,2543.25,182.361,82.564,2.536,19.58,2
JY4,2543.375,176.671,84.854,2.544,18.572,2
JY4,2543.5,170.124,85.822,2.573,17.364,2
JY4,2543.625,164.549,84.493,2.614,15.932,2
JY4,2543.75,161.205,81.692,2.654,14.721,2
JY4,2543.875,160.863,77.721,2.681,14.179,2
JY4,2544.375,171.647,71.123,2.685,14.353,2
JY4,2544.5,171.018,72.595,2.678,14.49,2
JY4,2544.625,170.477,73.629,2.673,14.743,2
JY4,2544.75,172.973,74.306,2.669,14.993,2
JY4,2544.875,178.388,74.827,2.665,15.116,2
JY4,2545,183.039,75.321,2.661,15.065,2
JY4,2545.125,182.848,75.858,2.664,14.895,2
JY4,2545.25,177.448,76.286,2.672,14.688,2
JY4,2545.375,170.347,76.326,2.681,14.486,2
JY4,2545.5,165.774,75.743,2.687,14.208,2
JY4,2545.625,165.376,74.629,2.691,13.839,2
JY4,2546.25,185.13,73.208,2.689,13.341,2
JY4,2546.375,185.78,73.439,2.69,13.399,2
JY4,2547.125,167.303,73.544,2.684,14.612,2
JY4,2547.25,167.715,74.141,2.68,15.02,2
JY4,2547.375,170.233,74.711,2.678,15.446,2
JY4,2547.5,173.448,75.028,2.681,15.636,2
JY4,2547.625,175.207,75.188,2.687,15.479,2
JY4,2548.125,177.075,75.758,2.683,15.12,2
JY4,2548.25,177.822,75.848,2.67,15.202,2
JY4,2548.375,178.322,75.854,2.659,15.171,2
JY4,2548.5,178.697,75.83,2.653,15.04,2
JY4,2548.625,178.463,75.993,2.655,15.086,2
JY4,2548.75,176.993,76.226,2.663,15.391,2
JY4,2548.875,174.476,76.229,2.67,15.346,2
JY4,2549,171.105,75.987,2.675,14.834,2
JY4,2549.125,167.43,75.691,2.676,14.522,2
JY4,2549.25,164.783,75.403,2.675,14.674,2
JY4,2549.375,164.458,75.159,2.675,14.761,2
JY4,2549.5,165.278,75.034,2.676,14.321,2
JY4,2549.625,164.119,74.984,2.679,13.856,2
JY4,2549.75,160.495,74.932,2.687,13.855,2
JY4,2550.75,175.499,72.092,2.682,13.568,2
JY4,2550.875,175.279,72.154,2.669,13.755,2
JY4,2551,171.542,72.538,2.661,13.936,2
JY4,2551.125,167.658,73.61,2.653,13.863,2
JY4,2551.25,164.821,75.025,2.648,13.612,2
JY4,2551.375,162.103,75.851,2.648,13.45,2
JY4,2551.5,160.061,75.758,2.655,13.416,2
JY4,2551.625,160.268,74.998,2.665,13.447,2
JY4,2551.75,163.028,73.774,2.675,13.615,2
JY4,2551.875,166.553,72.599,2.681,14.004,2
JY4,2552,168.98,72.131,2.68,14.461,2
JY4,2552.125,169.596,72.462,2.676,14.773,2
JY4,2552.25,169.104,73.165,2.674,14.848,2
JY4,2552.375,168.373,73.956,2.676,14.802,2
JY4,2552.5,168.015,74.755,2.679,14.814,2
JY4,2552.625,168.644,75.379,2.675,15.053,2
JY4,2552.75,170.55,75.718,2.668,15.423,2
JY4,2552.875,173.224,75.872,2.661,15.58,2
JY4,2553,175.628,75.896,2.657,15.32,2
JY4,2553.125,176.936,75.851,2.656,14.852,2
JY4,2553.25,176.387,75.924,2.658,14.473,2
JY4,2553.375,173.482,76.183,2.666,14.272,2
JY4,2553.5,169.343,76.479,2.675,14.209,2
JY4,2553.625,166.545,76.627,2.677,14.286,2
JY4,2553.75,166.725,76.626,2.669,14.494,2
JY4,2553.875,169.079,76.624,2.653,14.756,2
JY4,2554,171.265,76.718,2.641,14.92,2
JY4,2554.125,171.741,76.918,2.643,14.89,2
JY4,2554.25,170.373,77.142,2.66,14.689,2
JY4,2554.375,167.972,77.192,2.68,14.401,2
JY4,2554.5,165.272,76.831,2.683,14.196,2
JY4,2554.625,162.798,76.003,2.668,14.216,2
JY4,2554.75,161.32,75.092,2.647,14.393,2
JY4,2554.875,162.143,74.633,2.634,14.546,2
JY4,2555,166.431,74.712,2.63,14.632,2
JY4,2555.125,173.452,75.075,2.631,14.804,2
JY4,2555.25,179.564,75.782,2.632,15.157,2
JY4,2555.375,180.801,77.136,2.635,15.609,2
JY4,2555.5,176.072,78.824,2.64,15.934,2
JY4,2555.625,168.124,80.019,2.65,15.871,2
JY4,2555.75,161.091,80.62,2.664,15.459,2
JY4,2555.875,157.717,80.858,2.679,15.132,2
JY4,2556,158.67,80.354,2.69,15.229,2
JY4,2556.25,166.024,78.898,2.69,16.228,2
JY4,2556.375,169.11,79.008,2.683,16.623,2
JY4,2556.5,172.2,79.313,2.672,17.175,2
JY4,2556.625,175.549,80.179,2.657,17.676,2
JY4,2556.75,177.464,81.435,2.643,17.482,2
JY4,2556.875,176.767,82.41,2.636,16.547,2
JY4,2557,175.5,83.114,2.637,15.596,2
JY4,2557.125,176.172,83.612,2.64,15.241,2
JY4,2557.25,178.621,83.609,2.641,15.251,2
JY4,2557.375,180.611,83.215,2.64,15.316,2
JY4,2557.5,181.148,82.815,2.638,15.494,2
JY4,2557.625,180.993,82.515,2.637,15.794,2
JY4,2557.75,180.934,82.246,2.638,15.991,2
JY4,2557.875,181.263,82.031,2.639,15.949,2
JY4,2558,182.164,82.049,2.637,15.925,2
JY4,2558.125,182.782,82.486,2.63,16.201,2
JY4,2558.25,181.938,83.329,2.623,16.644,2
JY4,2558.375,179.492,84.27,2.618,16.931,2
JY4,2558.5,176.768,85.097,2.618,16.931,2
JY4,2558.625,174.607,85.582,2.617,16.691,2
JY4,2558.75,172.056,85.511,2.615,16.262,2
JY4,2558.875,168.129,84.921,2.611,15.748,2
JY4,2559,163.415,84.057,2.612,15.342,2
JY4,2559.125,160.679,83.147,2.619,15.163,2
JY4,2559.25,162.251,82.346,2.63,15.243,2
JY4,2559.375,167.672,81.824,2.644,15.503,2
JY4,2559.5,173.995,81.617,2.655,15.846,2
JY4,2559.625,178.766,81.638,2.656,16.144,2
JY4,2559.75,181.245,81.902,2.648,16.349,2
JY4,2559.875,181.51,82.476,2.637,16.499,2
JY4,2560,179.504,83.245,2.631,16.71,2
JY4,2560.125,176.02,84.013,2.628,16.852,2
JY4,2560.25,172.983,84.739,2.626,16.688,2
JY4,2560.375,170.954,85.356,2.623,16.249,2
JY4,2560.5,168.651,85.745,2.625,15.715,2
JY4,2560.625,165.973,85.838,2.634,15.373,2
JY4,2560.75,165.019,85.436,2.646,15.331,2
JY4,2560.875,167.723,84.566,2.651,15.474,2
JY4,2561,172.752,83.699,2.646,15.497,2
JY4,2561.125,175.999,83.127,2.632,15.228,2
JY4,2561.25,175.384,82.794,2.616,14.847,2
JY4,2561.375,172.762,82.882,2.606,14.657,2
JY4,2561.5,171.309,83.494,2.606,14.64,2
JY4,2561.625,172.046,84.122,2.617,14.656,2
JY4,2561.75,173.524,84.316,2.631,14.667,2
JY4,2561.875,173.177,84.218,2.641,14.617,2
JY4,2562,170.234,84.075,2.641,14.481,2
