Well Name,Depth,GR,AC,DEN,K,Facies
JY37-4HF,3383,218.322,244.314,2.626,3.409,2
JY37-4HF,3383.125,224.465,243.703,2.63,3.382,2
JY37-4HF,3383.25,224.033,242.781,2.628,3.36,2
JY37-4HF,3383.375,221.385,241.781,2.622,3.37,2
JY37-4HF,3383.5,219.337,241.114,2.616,3.424,2
JY37-4HF,3383.625,217.068,240.966,2.613,3.52,2
JY37-4HF,3383.75,213.733,240.849,2.615,3.64,2
JY37-4HF,3383.875,209.289,239.99,2.619,3.752,2
JY37-4HF,3384,203.114,237.782,2.626,3.822,2
JY37-4HF,3384.125,193.721,233.937,2.64,3.814,2
JY37-4HF,3384.25,181.407,228.982,2.664,3.706,2
JY37-4HF,3384.375,169.317,224.378,2.693,3.55,2
JY37-4HF,3384.5,161.404,221.755,2.718,3.438,2
JY37-4HF,3384.625,159.626,221.947,2.728,3.392,2
JY37-4HF,3384.75,163.978,225.067,2.718,3.406,2
JY37-4HF,3385,186.187,236.894,2.666,3.709,2
JY37-4HF,3385.125,199.231,242.668,2.643,3.912,2
JY37-4HF,3385.25,209.695,246.786,2.629,4.049,2
JY37-4HF,3385.375,216.485,249.048,2.624,4.126,2
JY37-4HF,3385.5,220.861,249.687,2.625,4.181,2
JY37-4HF,3385.625,225.409,249.068,2.627,4.241,2
JY37-4HF,3385.75,232.445,247.65,2.629,4.322,2
JY37-4HF,3385.875,242.993,245.838,2.631,4.418,2
JY37-4HF,3386,256.606,243.935,2.637,4.484,2
JY37-4HF,3386.125,271.424,242.164,2.65,4.485,2
JY37-4HF,3386.25,284.104,240.847,2.67,4.433,2
JY37-4HF,3386.375,291.041,240.292,2.688,4.373,2
JY37-4HF,3386.5,286.127,240.727,2.694,4.283,2
JY37-4HF,3386.625,269.796,241.659,2.678,4.072,2
JY37-4HF,3386.75,249.884,242.476,2.648,3.811,2
JY37-4HF,3386.875,234.014,242.872,2.621,3.64,2
JY37-4HF,3387,224.132,242.776,2.608,3.561,2
JY37-4HF,3387.125,217.754,242.511,2.609,3.523,2
JY37-4HF,3387.25,213.604,242.683,2.617,3.519,2
JY37-4HF,3387.375,211.912,243.646,2.629,3.553,2
JY37-4HF,3387.5,211.788,245.139,2.644,3.608,2
JY37-4HF,3387.625,211.908,246.81,2.659,3.666,2
JY37-4HF,3387.75,212.335,248.523,2.669,3.722,2
JY37-4HF,3387.875,214.21,250.172,2.675,3.781,2
JY37-4HF,3388,217.811,251.517,2.677,3.832,2
JY37-4HF,3388.125,221.291,252.299,2.677,3.861,2
JY37-4HF,3388.25,221.939,252.33,2.674,3.886,2
JY37-4HF,3388.375,218.873,251.478,2.669,3.929,2
JY37-4HF,3388.5,214.587,249.957,2.666,3.962,2
JY37-4HF,3388.625,211.843,248.475,2.666,3.959,2
JY37-4HF,3388.75,211.177,247.946,2.667,3.93,2
JY37-4HF,3388.875,211.325,248.601,2.665,3.905,2
JY37-4HF,3389,211.848,249.906,2.659,3.888,2
JY37-4HF,3389.125,212.61,250.974,2.651,3.888,2
JY37-4HF,3389.25,212.553,251.115,2.643,3.929,2
JY37-4HF,3389.375,211.635,250.123,2.637,4.024,2
JY37-4HF,3389.5,211.697,248.478,2.636,4.159,2
JY37-4HF,3389.625,214.268,247.146,2.638,4.307,2
JY37-4HF,3389.75,218.331,246.896,2.644,4.436,2
JY37-4HF,3389.875,221.287,247.765,2.65,4.524,2
JY37-4HF,3390,221.83,249.254,2.655,4.578,2
JY37-4HF,3390.125,220.686,250.687,2.659,4.617,2
JY37-4HF,3390.25,219.884,251.551,2.661,4.646,2
JY37-4HF,3390.375,220.995,251.563,2.663,4.666,2
JY37-4HF,3390.5,223.417,250.63,2.663,4.682,2
JY37-4HF,3390.625,224.575,248.801,2.662,4.701,2
JY37-4HF,3390.75,222.218,246.325,2.665,4.72,2
JY37-4HF,3390.875,216.863,243.751,2.677,4.736,2
JY37-4HF,3391,212.075,241.842,2.693,4.729,2
JY37-4HF,3391.125,211.088,241.307,2.705,4.676,2
JY37-4HF,3391.25,213.713,242.471,2.704,4.599,2
JY37-4HF,3391.375,218.135,245.082,2.691,4.526,2
JY37-4HF,3391.5,223.078,248.098,2.672,4.437,2
JY37-4HF,3391.625,227.261,250.421,2.656,4.329,2
JY37-4HF,3391.75,228.816,251.433,2.647,4.262,2
JY37-4HF,3391.875,227.84,251.275,2.647,4.26,2
JY37-4HF,3392,226.5,250.382,2.645,4.3,2
JY37-4HF,3392.125,225.842,249.312,2.628,4.343,2
JY37-4HF,3392.25,224.549,248.519,2.597,4.384,2
JY37-4HF,3392.375,222.313,248.154,2.572,4.431,2
JY37-4HF,3392.5,221.627,248.025,2.564,4.478,2
JY37-4HF,3392.625,223.878,248.051,2.576,4.502,2
JY37-4HF,3392.75,227.276,248.398,2.61,4.512,2
JY37-4HF,3392.875,229.038,249.149,2.637,4.526,2
JY37-4HF,3393,229.062,250.153,2.645,4.542,2
JY37-4HF,3393.125,229.863,251.059,2.646,4.543,2
JY37-4HF,3393.25,232.2,251.592,2.647,4.519,2
JY37-4HF,3393.375,234.309,251.573,2.648,4.47,2
JY37-4HF,3393.5,234.949,250.799,2.647,4.437,2
JY37-4HF,3393.625,235.253,249.455,2.648,4.448,2
JY37-4HF,3393.75,236.239,248.004,2.658,4.49,2
JY37-4HF,3393.875,236.492,246.937,2.675,4.554,2
JY37-4HF,3394,234.959,246.398,2.69,4.629,2
JY37-4HF,3394.125,233.098,246.467,2.694,4.686,2
JY37-4HF,3394.25,232.153,247.065,2.687,4.719,2
JY37-4HF,3394.375,232.112,247.084,2.674,4.718,2
JY37-4HF,3394.5,228.505,248.651,2.663,4.682,2
JY37-4HF,3394.625,225.634,248.68,2.662,4.667,2
JY37-4HF,3394.75,223.729,248.004,2.652,4.712,2
JY37-4HF,3394.875,222.537,246.881,2.652,4.791,2
JY37-4HF,3395,220.273,245.815,2.655,4.867,2
JY37-4HF,3395.125,216.518,245.358,2.661,4.934,2
JY37-4HF,3395.25,213.11,246.076,2.669,4.96,2
JY37-4HF,3395.375,211.964,247.857,2.678,4.925,2
JY37-4HF,3395.5,212.997,249.877,2.681,4.841,2
JY37-4HF,3395.625,213.696,250.558,2.675,4.74,2
JY37-4HF,3395.75,212.331,248.643,2.661,4.63,2
JY37-4HF,3395.875,208.124,243.562,2.656,4.509,2
JY37-4HF,3396,201.145,236.244,2.67,4.331,2
JY37-4HF,3396.125,192.634,228.519,2.704,4.113,2
JY37-4HF,3396.25,185.776,222.806,2.742,3.939,2
JY37-4HF,3396.375,184.382,220.812,2.763,3.849,2
JY37-4HF,3396.5,189.79,222.724,2.753,3.768,2
JY37-4HF,3396.625,199.579,227.28,2.721,3.686,2
JY37-4HF,3396.75,209.522,232.66,2.688,3.69,2
JY37-4HF,3396.875,216.908,237.521,2.667,3.816,2
JY37-4HF,3397,221.308,241.07,2.658,3.988,2
JY37-4HF,3397.125,223.453,243.483,2.657,4.146,2
JY37-4HF,3397.25,224.525,245.316,2.657,4.271,2
JY37-4HF,3397.375,225.981,246.908,2.661,4.37,2
JY37-4HF,3397.5,228.038,248.172,2.666,4.433,2
JY37-4HF,3397.625,229.633,248.928,2.669,4.435,2
JY37-4HF,3397.75,229.7,249.015,2.671,4.354,2
JY37-4HF,3397.875,228.436,248.309,2.673,4.207,2
JY37-4HF,3398,227.199,246.938,2.678,4.037,2
JY37-4HF,3398.125,227.37,245.218,2.688,3.86,2
JY37-4HF,3398.25,229.184,243.492,2.704,3.681,2
JY37-4HF,3398.375,231.461,242.143,2.723,3.542,2
JY37-4HF,3398.5,232.817,241.515,2.735,3.503,2
JY37-4HF,3398.625,232.923,241.827,2.732,3.559,2
JY37-4HF,3398.75,232.088,243.068,2.712,3.678,2
JY37-4HF,3398.875,230.639,244.988,2.685,3.84,2
JY37-4HF,3399,229.601,247.171,2.661,4,2
JY37-4HF,3399.125,230.504,249.224,2.645,4.109,2
JY37-4HF,3399.25,233.325,250.847,2.639,4.154,2
JY37-4HF,3399.375,235.293,251.88,2.639,4.138,2
JY37-4HF,3399.5,233.549,252.385,2.642,4.028,2
JY37-4HF,3399.625,228.161,252.5,2.642,3.837,2
JY37-4HF,3399.75,222.196,252.025,2.638,3.676,2
JY37-4HF,3399.875,218.154,250.44,2.634,3.615,2
JY37-4HF,3400,215.619,247.409,2.635,3.62,2
JY37-4HF,3400.125,212.57,243.055,2.644,3.652,2
JY37-4HF,3400.25,207.81,237.986,2.66,3.682,2
JY37-4HF,3400.375,202.184,233.479,2.677,3.68,2
JY37-4HF,3400.5,198.263,230.997,2.688,3.661,2
JY37-4HF,3400.625,198.206,231.269,2.688,3.652,2
JY37-4HF,3400.75,201.059,233.671,2.679,3.647,2
JY37-4HF,3400.875,203.902,237.003,2.667,3.632,2
JY37-4HF,3401,205.032,239.974,2.662,3.63,2
JY37-4HF,3401.125,205.685,241.713,2.664,3.673,2
JY37-4HF,3401.25,207.385,242.142,2.67,3.77,2
JY37-4HF,3401.375,209.93,241.782,2.67,3.907,2
JY37-4HF,3401.5,212.3,241.197,2.665,4.051,2
JY37-4HF,3401.625,214.341,240.745,2.657,4.172,2
JY37-4HF,3401.75,216.157,240.472,2.654,4.263,2
JY37-4HF,3401.875,216.991,240.183,2.66,4.3,2
JY37-4HF,3402,215.713,239.923,2.672,4.241,2
JY37-4HF,3402.125,212.619,239.976,2.681,4.092,2
JY37-4HF,3402.25,209.535,240.375,2.682,3.934,2
JY37-4HF,3402.375,209.505,240.386,2.679,3.932,2
JY37-4HF,3402.5,209.757,241.574,2.674,3.856,2
JY37-4HF,3402.625,212.397,242.09,2.674,3.915,2
JY37-4HF,3402.75,214.44,242.229,2.669,3.966,2
JY37-4HF,3402.875,215.029,242.088,2.668,3.972,2
JY37-4HF,3403,214.007,241.955,2.666,3.945,2
JY37-4HF,3403.125,212.148,241.891,2.666,3.879,2
JY37-4HF,3403.25,211.289,241.869,2.668,3.794,2
JY37-4HF,3403.375,212.557,241.924,2.671,3.754,2
JY37-4HF,3403.5,214.241,242.119,2.67,3.783,2
JY37-4HF,3403.625,213.684,242.599,2.666,3.874,2
JY37-4HF,3403.75,211.492,243.426,2.666,4.018,2
JY37-4HF,3403.875,210.384,244.494,2.668,4.176,2
JY37-4HF,3404,211.145,245.601,2.672,4.3,2
JY37-4HF,3404.125,212.189,246.458,2.673,4.378,2
JY37-4HF,3404.25,212.359,246.874,2.673,4.422,2
JY37-4HF,3404.375,212.145,246.905,2.674,4.442,2
JY37-4HF,3404.5,212.621,246.697,2.677,4.434,2
JY37-4HF,3404.625,214.687,246.257,2.678,4.391,2
JY37-4HF,3404.75,217.791,245.478,2.678,4.322,2
JY37-4HF,3404.875,219.647,244.309,2.677,4.223,2
JY37-4HF,3405,218.412,242.797,2.678,4.062,2
JY37-4HF,3405.125,214.954,241.203,2.685,3.853,2
JY37-4HF,3405.25,211.952,240.037,2.7,3.677,2
JY37-4HF,3405.375,211.271,239.677,2.715,3.58,2
JY37-4HF,3405.5,212.641,240.091,2.722,3.538,2
JY37-4HF,3405.625,214.327,240.943,2.716,3.532,2
JY37-4HF,3405.75,214.555,241.491,2.702,3.562,2
JY37-4HF,3405.875,212.874,240.821,2.691,3.605,2
JY37-4HF,3406,210.152,238.509,2.687,3.621,2
JY37-4HF,3406.125,207.47,234.937,2.689,3.582,2
JY37-4HF,3406.25,205.153,231.104,2.694,3.497,2
JY37-4HF,3406.375,203.029,228.327,2.7,3.38,2
JY37-4HF,3406.5,201.513,227.705,2.706,3.244,2
JY37-4HF,3406.625,201.835,229.496,2.704,3.136,2
JY37-4HF,3406.75,204.728,232.961,2.695,3.113,2
JY37-4HF,3406.875,209.289,236.911,2.684,3.192,2
JY37-4HF,3407,213.578,240.271,2.677,3.335,2
JY37-4HF,3407.125,216.047,242.454,2.674,3.485,2
JY37-4HF,3407.25,216.1,243.507,2.67,3.617,2
JY37-4HF,3407.375,214.244,243.761,2.661,3.741,2
JY37-4HF,3407.5,212.144,243.577,2.651,3.852,2
JY37-4HF,3407.625,211.587,243.286,2.643,3.939,2
JY37-4HF,3407.75,213.399,243.076,2.638,4.015,2
JY37-4HF,3407.875,216.918,242.992,2.637,4.092,2
JY37-4HF,3408,220.432,243.061,2.636,4.143,2
JY37-4HF,3408.125,222.252,243.27,2.634,4.129,2
JY37-4HF,3408.25,221.885,243.521,2.632,4.043,2
JY37-4HF,3408.375,220.033,243.699,2.629,3.882,2
JY37-4HF,3408.5,217.997,243.804,2.627,3.676,2
JY37-4HF,3408.625,216.99,243.952,2.626,3.48,2
JY37-4HF,3408.75,217.588,244.316,2.627,3.338,2
JY37-4HF,3408.875,218.673,245.078,2.63,3.271,2
JY37-4HF,3409,218.681,246.289,2.634,3.294,2
JY37-4HF,3409.125,217.886,247.781,2.635,3.379,2
JY37-4HF,3409.25,217.933,249.268,2.633,3.481,2
JY37-4HF,3409.375,220.065,250.409,2.633,3.583,2
JY37-4HF,3409.5,223.619,250.831,2.637,3.67,2
JY37-4HF,3409.625,227.062,250.362,2.645,3.723,2
JY37-4HF,3409.75,228.98,249,2.651,3.756,2
JY37-4HF,3409.875,229.052,247.078,2.654,3.793,2
JY37-4HF,3410,228.456,244.93,2.656,3.84,2
JY37-4HF,3410.125,229.886,242.908,2.657,3.914,2
JY37-4HF,3410.25,234.234,241.437,2.66,4.047,2
JY37-4HF,3410.375,239.437,240.892,2.668,4.187,2
JY37-4HF,3410.5,241.839,241.087,2.687,4.258,2
JY37-4HF,3410.625,238.897,241.389,2.713,4.255,2
JY37-4HF,3410.75,228.205,241.055,2.73,4.177,2
JY37-4HF,3410.875,217.69,239.244,2.73,3.982,2
JY37-4HF,3411,211.639,235.598,2.718,3.742,2
JY37-4HF,3411.125,208.298,230.355,2.709,3.488,2
JY37-4HF,3411.25,202.564,224.799,2.711,3.242,2
JY37-4HF,3411.375,197.047,220.221,2.722,2.908,2
JY37-4HF,3411.5,194.872,217.768,2.731,2.496,2
JY37-4HF,3411.625,193.302,217.587,2.728,2.209,2
JY37-4HF,3411.75,192.308,219.125,2.71,2.224,2
JY37-4HF,3411.875,192.308,221.401,2.684,2.368,2
JY37-4HF,3412,192.308,223.448,2.662,2.528,2
JY37-4HF,3412.125,186.786,224.86,2.651,2.663,2
JY37-4HF,3412.25,186.532,225.611,2.647,2.796,2
JY37-4HF,3412.375,185.078,226.02,2.648,2.921,2
JY37-4HF,3412.5,183.408,226.47,2.649,3.014,2
JY37-4HF,3412.625,182.527,227.094,2.65,3.068,2
JY37-4HF,3412.75,182.639,227.752,2.652,3.096,2
JY37-4HF,3412.875,183.854,228.353,2.655,3.1,2
JY37-4HF,3413,185.622,228.883,2.657,3.077,2
JY37-4HF,3413.125,187.01,229.3,2.655,3.025,2
JY37-4HF,3413.25,187.618,229.689,2.651,2.944,2
JY37-4HF,3413.375,188.034,230.273,2.645,2.831,2
JY37-4HF,3413.5,188.502,231.168,2.639,2.7,2
JY37-4HF,3413.625,188.817,232.286,2.633,2.591,2
JY37-4HF,3413.75,188.86,232.46,2.628,2.575,2
JY37-4HF,3413.875,189.158,233.671,2.625,2.538,2
JY37-4HF,3414,188.997,233.363,2.625,2.608,2
JY37-4HF,3414.125,187.826,231.94,2.632,2.77,2
JY37-4HF,3414.25,185.556,229.84,2.639,2.999,2
JY37-4HF,3414.375,183.303,227.623,2.643,3.226,2
JY37-4HF,3414.5,182.395,225.919,2.642,3.398,2
JY37-4HF,3414.625,183.035,225.247,2.642,3.483,2
JY37-4HF,3414.75,184.126,225.503,2.645,3.502,2
JY37-4HF,3414.875,184.61,226.451,2.65,3.469,2
JY37-4HF,3415,184.183,228,2.654,3.389,2
JY37-4HF,3415.125,183.507,229.948,2.654,3.282,2
JY37-4HF,3415.25,183.125,232.062,2.65,3.168,2
JY37-4HF,3415.375,183.087,234.097,2.64,3.065,2
JY37-4HF,3415.5,183.359,235.68,2.629,2.969,2
JY37-4HF,3415.625,183.684,236.404,2.621,2.876,2
JY37-4HF,3415.75,183.948,236.053,2.619,2.804,2
JY37-4HF,3415.875,184.251,234.668,2.619,2.764,2
JY37-4HF,3416,184.621,232.284,2.619,2.774,2
JY37-4HF,3416.125,184.467,229.317,2.62,2.833,2
JY37-4HF,3416.25,183.619,226.27,2.625,2.932,2
JY37-4HF,3416.375,183.286,223.529,2.633,3.057,2
JY37-4HF,3416.5,184.989,221.496,2.639,3.179,2
JY37-4HF,3416.625,187.8,220.575,2.642,3.255,2
JY37-4HF,3416.75,188.783,220.788,2.642,3.25,2
JY37-4HF,3416.875,187.637,221.596,2.642,3.181,2
JY37-4HF,3417,187.204,222.55,2.642,3.078,2
JY37-4HF,3417.125,189.514,223.327,2.644,2.963,2
JY37-4HF,3417.25,192.843,223.689,2.647,2.876,2
JY37-4HF,3417.375,194.607,223.639,2.651,2.853,2
JY37-4HF,3417.5,194.709,223.463,2.652,2.894,2
JY37-4HF,3417.625,194.451,223.314,2.651,2.968,2
JY37-4HF,3417.75,194.376,223.159,2.65,3.045,2
JY37-4HF,3417.875,193.85,222.991,2.65,3.11,2
JY37-4HF,3418,192.58,222.812,2.654,3.159,2
JY37-4HF,3418.125,191.132,222.61,2.66,3.181,2
JY37-4HF,3418.25,190.135,222.438,2.666,3.177,2
JY37-4HF,3418.375,190.137,222.395,2.671,3.17,2
JY37-4HF,3418.5,191.314,222.54,2.676,3.182,2
JY37-4HF,3418.625,193.106,222.882,2.681,3.214,2
JY37-4HF,3418.75,194.808,223.409,2.683,3.262,2
JY37-4HF,3418.875,195.763,224.062,2.682,3.326,2
JY37-4HF,3419,195.529,224.727,2.676,3.413,2
JY37-4HF,3419.125,193.963,225.241,2.668,3.511,2
JY37-4HF,3419.25,191.725,225.421,2.657,3.581,2
JY37-4HF,3419.375,190.125,225.181,2.647,3.586,2
JY37-4HF,3419.5,189.897,224.62,2.642,3.537,2
JY37-4HF,3419.625,190.374,223.989,2.644,3.473,2
JY37-4HF,3419.75,190.719,223.547,2.649,3.419,2
JY37-4HF,3419.875,190.69,223.482,2.65,3.376,2
JY37-4HF,3420,190.014,223.777,2.647,3.341,2
JY37-4HF,3420.125,188.345,224.188,2.645,3.32,2
JY37-4HF,3420.25,186.43,224.43,2.645,3.31,2
JY37-4HF,3420.375,185.944,224.413,2.634,3.266,2
JY37-4HF,3420.5,187.701,224.267,2.626,3.155,2
JY37-4HF,3420.625,190.691,224.196,2.62,3.006,2
JY37-4HF,3420.75,193.533,224.369,2.607,2.873,2
JY37-4HF,3420.875,195.709,224.823,2.604,2.783,2
JY37-4HF,3421,196.908,225.35,2.604,2.744,2
JY37-4HF,3421.125,196.607,225.577,2.607,2.763,2
JY37-4HF,3421.25,194.762,225.227,2.619,2.82,2
JY37-4HF,3421.375,192.118,224.333,2.627,2.878,2
JY37-4HF,3421.5,189.493,223.161,2.645,2.914,2
JY37-4HF,3421.625,187.193,222.063,2.654,2.941,2
JY37-4HF,3421.75,185.209,221.349,2.662,2.97,2
JY37-4HF,3421.875,183.551,221.132,2.664,2.999,2
JY37-4HF,3422,182.258,221.231,2.658,3.033,2
JY37-4HF,3422.125,181.382,221.308,2.651,3.083,2
JY37-4HF,3422.25,180.759,221.143,2.65,3.163,2
JY37-4HF,3422.375,179.911,220.775,2.656,3.276,2
JY37-4HF,3422.5,178.663,220.455,2.667,3.399,2
JY37-4HF,3422.625,177.521,220.47,2.675,3.503,2
JY37-4HF,3422.75,177.154,220.919,2.68,3.575,2
JY37-4HF,3422.875,177.691,221.581,2.681,3.62,2
JY37-4HF,3423,178.675,221.986,2.683,3.636,2
JY37-4HF,3423.125,179.397,221.691,2.685,3.621,2
JY37-4HF,3423.25,179.12,220.58,2.689,3.575,2
JY37-4HF,3423.5,175.792,217.413,2.701,3.464,2
JY37-4HF,3423.625,174.598,216.58,2.702,3.432,2
JY37-4HF,3423.875,174.166,217.873,2.681,3.397,2
JY37-4HF,3424,174.484,219.512,2.668,3.377,2
JY37-4HF,3424.125,175.362,221.244,2.659,3.354,2
JY37-4HF,3424.25,176.881,222.752,2.654,3.343,2
JY37-4HF,3424.375,179.149,223.936,2.65,3.369,2
JY37-4HF,3424.5,181.91,224.853,2.647,3.443,2
JY37-4HF,3424.625,183.954,225.584,2.646,3.543,2
JY37-4HF,3424.75,184.272,226.155,2.646,3.643,2
JY37-4HF,3424.875,183.83,226.575,2.645,3.742,2
JY37-4HF,3425,184.137,226.822,2.641,3.838,2
JY37-4HF,3425.125,184.709,226.854,2.636,3.91,2
JY37-4HF,3425.25,184.168,226.685,2.633,3.953,2
JY37-4HF,3425.375,183.151,226.364,2.633,3.974,2
JY37-4HF,3425.5,183.749,225.936,2.639,3.974,2
JY37-4HF,3425.625,185.896,225.48,2.649,3.956,2
JY37-4HF,3425.75,187.434,225.132,2.659,3.922,2
JY37-4HF,3425.875,187.615,225.01,2.663,3.876,2
JY37-4HF,3426,187.998,225.178,2.659,3.825,2
JY37-4HF,3426.125,189.522,225.666,2.65,3.79,2
JY37-4HF,3426.25,190.684,226.445,2.642,3.78,2
JY37-4HF,3426.375,190.15,227.42,2.639,3.781,2
JY37-4HF,3426.5,188.597,228.451,2.642,3.778,2
JY37-4HF,3426.625,187.436,229.398,2.645,3.766,2
JY37-4HF,3426.75,187.415,230.138,2.646,3.748,2
JY37-4HF,3426.875,188.405,230.579,2.646,3.719,2
JY37-4HF,3427,189.517,230.738,2.645,3.662,2
JY37-4HF,3427.125,189.284,230.718,2.644,3.556,2
JY37-4HF,3427.25,187.096,230.671,2.642,3.397,2
JY37-4HF,3427.375,184.291,230.713,2.641,3.234,2
JY37-4HF,3427.5,182.951,230.855,2.641,3.125,2
JY37-4HF,3427.625,183.392,230.962,2.639,3.064,2
JY37-4HF,3427.75,183.905,230.789,2.636,3.022,2
JY37-4HF,3427.875,182.922,230.077,2.632,2.992,2
JY37-4HF,3428,181.358,228.772,2.627,2.978,2
JY37-4HF,3428.125,181.384,227.065,2.621,2.968,2
JY37-4HF,3428.25,183.339,225.356,2.617,2.953,2
JY37-4HF,3428.375,185.321,224.112,2.615,2.935,2
JY37-4HF,3428.5,186.11,223.759,2.616,2.912,2
JY37-4HF,3428.625,186.749,224.447,2.615,2.873,2
JY37-4HF,3428.75,188.485,225.941,2.613,2.816,2
JY37-4HF,3428.875,191.015,227.82,2.608,2.759,2
JY37-4HF,3429,192.416,229.452,2.602,2.713,2
JY37-4HF,3429.125,191.395,230.229,2.594,2.677,2
JY37-4HF,3429.25,188.979,229.773,2.587,2.641,2
JY37-4HF,3429.375,188.079,228.271,2.583,2.602,2
JY37-4HF,3429.5,189.812,226.17,2.584,2.566,2
JY37-4HF,3429.625,192.461,224.131,2.59,2.546,2
JY37-4HF,3429.75,194.239,222.778,2.597,2.556,2
JY37-4HF,3429.875,195.368,222.315,2.603,2.612,2
JY37-4HF,3430,196.74,222.272,2.606,2.731,2
JY37-4HF,3430.125,198.269,222.052,2.608,2.913,2
JY37-4HF,3430.25,199.461,221.33,2.612,3.13,2
JY37-4HF,3430.375,200.103,220.108,2.619,3.338,2
JY37-4HF,3430.5,200.384,218.79,2.628,3.511,2
JY37-4HF,3430.625,200.867,218.089,2.635,3.641,2
JY37-4HF,3430.75,202.057,218.381,2.636,3.716,2
JY37-4HF,3430.875,204.013,219.585,2.631,3.732,2
JY37-4HF,3431,205.955,221.34,2.626,3.719,2
JY37-4HF,3431.125,207.708,223.147,2.625,3.697,2
JY37-4HF,3431.25,209.751,224.496,2.63,3.682,2
JY37-4HF,3431.375,211.472,224.923,2.636,3.674,2
JY37-4HF,3431.5,211.143,224.249,2.641,3.613,2
JY37-4HF,3431.625,207.249,222.269,2.644,3.427,2
JY37-4HF,3431.75,200.656,219.031,2.65,3.17,2
JY37-4HF,3431.875,193.999,215.164,2.663,2.977,2
JY37-4HF,3432,189.288,211.685,2.682,2.917,2
JY37-4HF,3432.125,186.481,209.509,2.7,2.929,2
JY37-4HF,3432.25,184.751,209.141,2.711,2.96,2
JY37-4HF,3432.375,183.97,210.938,2.709,2.996,2
JY37-4HF,3432.5,184.306,214.303,2.699,3.032,2
JY37-4HF,3432.625,184.758,218.281,2.686,3.09,2
JY37-4HF,3432.75,184.092,221.784,2.672,3.145,2
JY37-4HF,3432.875,183.473,224.466,2.659,3.175,2
JY37-4HF,3433,184.805,226.275,2.652,3.183,2
JY37-4HF,3433.125,188.026,227.134,2.659,3.2,2
JY37-4HF,3433.25,190.886,227.261,2.678,3.215,2
JY37-4HF,3433.375,192.345,226.92,2.694,3.226,2
JY37-4HF,3433.5,193.98,226.056,2.697,3.243,2
JY37-4HF,3433.625,196.046,224.599,2.688,3.282,2
JY37-4HF,3433.75,197.173,222.932,2.678,3.345,2
JY37-4HF,3433.875,197.208,221.751,2.673,3.421,2
JY37-4HF,3434,197.723,221.174,2.673,3.495,2
JY37-4HF,3434.125,199.744,220.992,2.674,3.558,2
JY37-4HF,3434.25,201.004,220.749,2.671,3.591,2
JY37-4HF,3434.375,201.012,220.747,2.668,3.591,2
JY37-4HF,3434.5,198.321,218.347,2.669,3.608,2
JY37-4HF,3434.625,196.793,216.48,2.669,3.627,2
JY37-4HF,3434.75,194.867,215.206,2.691,3.681,2
JY37-4HF,3434.875,192.471,215.162,2.7,3.751,2
JY37-4HF,3435,190.382,216.271,2.7,3.796,2
JY37-4HF,3435.125,189.355,218.174,2.694,3.8,2
JY37-4HF,3435.25,189.047,220.217,2.687,3.799,2
JY37-4HF,3435.375,189.031,222.034,2.679,3.804,2
JY37-4HF,3435.5,189.882,223.475,2.672,3.798,2
JY37-4HF,3435.625,191.503,224.589,2.667,3.774,2
JY37-4HF,3435.75,192.824,225.303,2.667,3.73,2
JY37-4HF,3435.875,192.763,225.359,2.67,3.657,2
JY37-4HF,3436,191.802,224.704,2.67,3.578,2
JY37-4HF,3436.125,191.584,223.369,2.667,3.51,2
JY37-4HF,3436.25,192.875,221.703,2.665,3.425,2
JY37-4HF,3436.375,194.245,220.228,2.673,3.343,2
JY37-4HF,3436.5,194.847,219.345,2.685,3.29,2
JY37-4HF,3436.625,194.736,219.098,2.692,3.247,2
JY37-4HF,3436.75,194.316,219.243,2.689,3.179,2
JY37-4HF,3436.875,193.57,219.451,2.682,3.089,2
JY37-4HF,3437,192.785,219.566,2.677,3.004,2
JY37-4HF,3437.125,192.297,219.629,2.678,2.959,2
JY37-4HF,3437.25,191.775,219.802,2.679,2.95,2
JY37-4HF,3437.375,190.97,220.282,2.677,2.966,2
JY37-4HF,3437.5,190.829,221.164,2.669,3.027,2
JY37-4HF,3437.625,192.414,222.222,2.661,3.152,2
JY37-4HF,3437.75,194.938,222.933,2.656,3.277,2
JY37-4HF,3437.875,196.601,222.867,2.658,3.353,2
JY37-4HF,3438,196.417,221.88,2.662,3.373,2
JY37-4HF,3438.125,195.277,220.016,2.664,3.368,2
JY37-4HF,3438.25,194.66,217.535,2.663,3.355,2
JY37-4HF,3438.375,195.304,215.179,2.662,3.356,2
JY37-4HF,3438.5,195.998,213.466,2.665,3.38,2
JY37-4HF,3438.625,195.151,212.719,2.674,3.44,2
JY37-4HF,3438.75,193.524,213.053,2.684,3.524,2
JY37-4HF,3438.875,192.939,214.465,2.69,3.613,2
JY37-4HF,3439,194.551,216.637,2.689,3.693,2
JY37-4HF,3439.125,197.478,219.011,2.681,3.758,2
JY37-4HF,3439.25,199.974,221.235,2.672,3.79,2
JY37-4HF,3439.375,200.268,222.938,2.665,3.777,2
JY37-4HF,3439.5,198.356,223.887,2.657,3.728,2
JY37-4HF,3439.625,194.97,224.028,2.648,3.664,2
JY37-4HF,3439.75,189.922,223.525,2.64,3.6,2
JY37-4HF,3439.875,186.162,222.536,2.637,3.526,2
JY37-4HF,3440,194.872,221.327,2.639,3.477,2
