Well Name,Depth,GR,AC,DEN,CNL
JY12-4HF,2358.178,99.528,209.503,2.027,32.661
JY12-4HF,2358.2161,99.237,209.059,2.022,32.784
JY12-4HF,2358.2542,98.942,208.664,2.017,32.89
JY12-4HF,2358.2922,98.637,208.632,2.019,32.863
JY12-4HF,2358.3303,98.338,208.601,2.021,32.836
JY12-4HF,2358.3687,98.031,208.57,2.022,32.809
JY12-4HF,2358.4067,97.637,208.5,2.026,32.809
JY12-4HF,2358.4448,97.225,208.422,2.03,32.814
JY12-4HF,2358.4829,96.809,208.344,2.033,32.82
JY12-4HF,2358.521,96.198,207.685,2.036,32.95
JY12-4HF,2358.5591,95.588,207.026,2.039,33.079
JY12-4HF,2358.5972,94.915,206.193,2.042,33.247
JY12-4HF,2358.6353,94.218,205.209,2.044,33.466
JY12-4HF,2358.6733,93.445,203.815,2.044,33.826
JY12-4HF,2358.7114,92.667,202.412,2.044,34.189
JY12-4HF,2358.7495,91.912,201.052,2.044,34.541
JY12-4HF,2358.7876,91.131,199.652,2.041,35.021
JY12-4HF,2358.8257,90.344,198.242,2.037,35.506
JY12-4HF,2358.8638,89.557,196.832,2.033,35.992
JY12-4HF,2358.9019,89.029,195.93,2.027,36.431
JY12-4HF,2358.9399,88.605,195.23,2.02,36.854
JY12-4HF,2358.978,88.181,194.535,2.013,37.276
JY12-4HF,2359.0161,88.059,194.663,2.005,37.601
JY12-4HF,2359.0544,88.336,195.882,1.997,37.798
JY12-4HF,2359.0925,88.603,197.062,1.988,37.989
JY12-4HF,2359.1306,89.035,198.929,1.98,38.155
JY12-4HF,2359.1687,90.387,204.637,1.973,38.14
JY12-4HF,2359.2068,91.743,210.358,1.966,38.124
JY12-4HF,2359.2449,93.098,216.08,1.959,38.107
JY12-4HF,2359.283,94.38,215.491,1.963,37.547
JY12-4HF,2359.321,95.662,214.864,1.967,36.983
JY12-4HF,2359.3591,96.939,213.775,1.972,36.377
JY12-4HF,2359.3972,97.903,212.741,1.985,35.478
JY12-4HF,2359.4353,98.651,211.741,2.003,34.371
JY12-4HF,2359.4734,99.398,210.736,2.022,33.263
JY12-4HF,2359.5115,99.818,209.929,2.033,32.545
JY12-4HF,2359.5496,99.533,209.502,2.027,32.66
JY12-4HF,2359.5876,99.238,209.077,2.022,32.784
JY12-4HF,2359.6257,98.945,208.665,2.016,32.903
JY12-4HF,2359.6638,98.64,208.632,2.018,32.872
JY12-4HF,2359.7021,98.334,208.6,2.02,32.84
JY12-4HF,2359.7402,98.028,208.569,2.022,32.809
JY12-4HF,2359.7783,97.636,208.486,2.026,32.806
JY12-4HF,2359.8164,97.212,208.386,2.03,32.813
JY12-4HF,2359.8545,96.788,208.282,2.033,32.822
JY12-4HF,2359.8926,96.265,207.858,2.037,32.904
JY12-4HF,2359.9307,95.593,207.032,2.039,33.077
JY12-4HF,2359.9688,94.922,206.204,2.042,33.251
JY12-4HF,2360.0068,94.233,205.272,2.044,33.458
JY12-4HF,2360.0449,93.454,203.857,2.044,33.824
JY12-4HF,2360.083,92.674,202.44,2.044,34.191
JY12-4HF,2360.1211,91.897,201.026,2.044,34.556
JY12-4HF,2360.1592,91.111,199.611,2.04,35.031
JY12-4HF,2360.1973,90.355,198.249,2.037,35.501
JY12-4HF,2360.2354,89.58,196.854,2.033,35.981
JY12-4HF,2360.2734,89.456,197.368,2.027,36.428
JY12-4HF,2360.3115,89.744,199.077,2.02,36.851
JY12-4HF,2360.3499,90.035,200.795,2.013,37.272
JY12-4HF,2360.3879,90.624,203.492,2.005,37.618
JY12-4HF,2360.426,91.787,208.055,1.997,37.806
JY12-4HF,2360.4641,92.951,212.618,1.988,37.995
JY12-4HF,2360.5022,94.156,214.006,1.989,37.616
JY12-4HF,2360.5403,95.363,215.374,1.989,37.233
JY12-4HF,2360.5784,96.607,213.916,1.996,36.344
JY12-4HF,2360.6165,97.834,212.474,2.004,35.463
JY12-4HF,2360.6545,98.481,211.514,2.011,34.652
JY12-4HF,2360.6926,98.979,210.664,2.019,33.837
JY12-4HF,2360.7307,99.479,209.81,2.026,33.016
JY12-4HF,2360.7688,99.582,209.268,2.028,32.646
JY12-4HF,2360.8069,99.276,209.042,2.024,32.736
JY12-4HF,2360.845,98.968,208.817,2.02,32.828
JY12-4HF,2360.8831,98.662,208.635,2.017,32.891
JY12-4HF,2360.9211,98.35,208.599,2.02,32.851
JY12-4HF,2360.9592,98.041,208.564,2.022,32.811
JY12-4HF,2360.9973,97.739,208.529,2.025,32.772
JY12-4HF,2361.0356,97.246,208.254,2.029,32.79
JY12-4HF,2361.0737,96.741,207.962,2.033,32.813
JY12-4HF,2361.1118,96.235,207.669,2.037,32.837
JY12-4HF,2361.1499,95.608,206.981,2.04,33.005
JY12-4HF,2361.188,94.922,206.086,2.042,33.25
JY12-4HF,2361.2261,94.236,205.192,2.044,33.495
JY12-4HF,2361.2642,93.543,204.056,2.045,33.804
JY12-4HF,2361.3022,92.853,202.541,2.044,34.211
JY12-4HF,2361.3403,92.164,201.031,2.042,34.618
JY12-4HF,2361.3784,91.601,200.073,2.041,35.034
JY12-4HF,2361.4165,92.163,203.923,2.036,35.487
JY12-4HF,2361.4546,92.739,207.873,2.031,35.952
JY12-4HF,2361.4927,93.323,211.872,2.026,36.424
JY12-4HF,2361.5308,94.196,213.133,2.021,36.712
JY12-4HF,2361.5688,95.138,213.769,2.015,36.959
JY12-4HF,2361.6069,96.091,213.924,2.013,36.788
JY12-4HF,2361.645,97.045,214.071,2.011,36.61
JY12-4HF,2361.6833,98.02,212.893,2.02,35.279
