Well Name,Depth,GR,AC,DEN,CNL
JY59-3HF,2777.951,69.688,338.16,1.862,57.513
JY59-3HF,2778.026,72.094,320.456,1.856,57.217
JY59-3HF,2778.1,73.957,320.105,1.857,54.858
JY59-3HF,2778.175,74.727,341.24,1.869,50.905
JY59-3HF,2778.249,74.116,352.356,1.894,46.783
JY59-3HF,2778.323,72.273,350.893,1.932,44.772
JY59-3HF,2778.398,70.402,335.435,1.972,43.926
JY59-3HF,2778.472,68.969,308.398,2.001,43.511
JY59-3HF,2778.546,67.823,277.924,2.014,43.014
JY59-3HF,2778.621,66.618,273.127,2.011,42.335
JY59-3HF,2778.695,64.941,284.46,1.989,43.308
JY59-3HF,2778.769,62.478,294.853,1.968,45.419
JY59-3HF,2778.844,59.939,297.744,1.944,47.25
JY59-3HF,2778.918,57.939,295.519,1.915,47.94
JY59-3HF,2778.992,56.597,298.48,1.882,47.329
JY59-3HF,2779.067,55.91,305.728,1.849,46.616
JY59-3HF,2779.141,55.823,312.626,1.826,47.126
JY59-3HF,2779.216,56.084,316.612,1.812,48.338
JY59-3HF,2779.29,56.547,316.402,1.803,49.313
JY59-3HF,2779.364,57.446,312.503,1.799,49.442
JY59-3HF,2779.438,58.613,321.719,1.798,48.778
JY59-3HF,2779.513,59.646,342.723,1.8,47.138
JY59-3HF,2779.587,59.994,359.953,1.805,46.185
JY59-3HF,2779.662,59.782,370.876,1.819,46.326
JY59-3HF,2779.736,59.584,378.909,1.833,47.594
JY59-3HF,2779.81,59.779,383.956,1.84,49.478
JY59-3HF,2779.885,60.575,383.761,1.832,50.141
JY59-3HF,2779.959,61.959,381.045,1.819,49.84
JY59-3HF,2780.033,63.44,364.773,1.831,49.54
JY59-3HF,2780.108,64.789,337.469,1.854,48.967
JY59-3HF,2780.182,65.867,318.321,1.879,47.949
JY59-3HF,2780.256,66.464,317.025,1.907,46.597
JY59-3HF,2780.331,66.372,319.258,1.941,44.913
JY59-3HF,2780.405,65.395,322.892,1.981,43.314
JY59-3HF,2780.479,63.214,323.126,2.016,42.18
JY59-3HF,2780.554,60.643,313.194,2.035,42.439
JY59-3HF,2780.628,58.165,282.852,2.031,44.671
JY59-3HF,2780.703,56.191,257.859,2.001,48.014
JY59-3HF,2780.777,55.017,245.65,1.945,51.955
JY59-3HF,2780.851,54.804,245.524,1.89,54.258
JY59-3HF,2780.926,55.246,251.136,1.855,55.443
JY59-3HF,2781,56.137,252.631,1.839,55.941
JY59-3HF,2781.074,57.413,245.903,1.837,55.83
JY59-3HF,2781.149,58.94,240.864,1.839,54.493
JY59-3HF,2781.223,60.392,241.209,1.843,52.756
JY59-3HF,2781.297,61.536,244.425,1.86,51.718
JY59-3HF,2781.372,62.84,247.989,1.893,51.556
JY59-3HF,2781.446,64.539,253.553,1.953,51.95
JY59-3HF,2781.521,66.809,255.355,2.058,52.138
JY59-3HF,2781.595,69.689,244.711,2.227,49.397
JY59-3HF,2781.669,72.704,232.17,2.378,46.694
JY59-3HF,2781.743,75.216,225.159,2.455,45.074
JY59-3HF,2781.818,77.399,225.321,2.426,45.107
JY59-3HF,2781.892,79.6,217.908,2.298,46.754
JY59-3HF,2781.967,82.08,207.204,2.122,48.394
JY59-3HF,2782.041,84.866,199.781,2.024,48.695
JY59-3HF,2782.115,88.247,194.583,2.004,48.031
JY59-3HF,2782.189,91.774,190.885,2.015,46.464
JY59-3HF,2782.264,94.942,191.166,2.026,44.255
JY59-3HF,2782.338,97.311,192.14,2.017,42.026
JY59-3HF,2782.413,98.507,191.16,1.99,40.448
JY59-3HF,2782.487,97.994,188.698,1.982,39.815
JY59-3HF,2782.561,95.785,186.312,2.012,39.417
JY59-3HF,2782.636,92.842,185.61,2.074,38.707
JY59-3HF,2782.71,89.622,185.972,2.146,37.338
JY59-3HF,2782.784,86.475,186.273,2.202,35.239
JY59-3HF,2782.859,83.676,186.521,2.22,33.87
JY59-3HF,2782.933,82.635,186.665,2.204,33.279
JY59-3HF,2783.007,83.611,186.656,2.189,33.646
JY59-3HF,2783.082,86.591,186.479,2.191,34.57
JY59-3HF,2783.156,90.891,186.701,2.217,34.95
JY59-3HF,2783.23,95.396,186.878,2.261,34.164
JY59-3HF,2783.305,98.598,186.905,2.329,32.938
JY59-3HF,2783.379,99.847,186.906,2.417,31.603
JY59-3HF,2783.454,100.408,187.077,2.5,30.433
JY59-3HF,2783.528,100.84,187.518,2.538,29.722
JY59-3HF,2783.602,101.484,188.071,2.502,29.982
JY59-3HF,2783.677,102.415,188.378,2.405,30.665
JY59-3HF,2783.751,102.903,188.297,2.346,31.338
JY59-3HF,2783.825,102.823,187.985,2.347,31.903
JY59-3HF,2783.9,102.712,187.864,2.398,32.112
JY59-3HF,2783.974,102.864,188.065,2.473,31.573
JY59-3HF,2784.048,103.427,188.42,2.533,30.134
JY59-3HF,2784.121,104.386,188.645,2.551,28.841
JY59-3HF,2784.195,105.19,188.76,2.538,28.641
JY59-3HF,2784.268,105.509,188.864,2.496,29.656
JY59-3HF,2784.341,105.325,189.014,2.434,31.554
JY59-3HF,2784.415,104.887,188.961,2.369,33.647
JY59-3HF,2784.488,104.611,189.156,2.336,34.774
JY59-3HF,2784.561,104.802,189.143,2.371,34.965
JY59-3HF,2784.635,105.138,188.702,2.432,33.992
JY59-3HF,2784.708,105.3,187.945,2.488,32.168
JY59-3HF,2784.781,105.124,187.651,2.515,30.315
JY59-3HF,2784.854,104.609,187.878,2.503,29.984
JY59-3HF,2784.928,103.984,188.119,2.477,30.713
JY59-3HF,2785.001,104.485,188.387,2.457,31.316
JY59-3HF,2785.074,106.154,188.629,2.458,31.24
JY59-3HF,2785.147,108.407,188.43,2.481,30.374
JY59-3HF,2785.221,110.549,188.102,2.519,29.154
JY59-3HF,2785.294,111.819,187.701,2.563,28.459
JY59-3HF,2785.367,111.114,187.439,2.573,28.896
JY59-3HF,2785.441,108.729,187.306,2.567,29.854
JY59-3HF,2785.514,105.509,187.16,2.56,31.002
JY59-3HF,2785.587,101.917,186.952,2.557,32.106
JY59-3HF,2785.661,98.247,186.716,2.558,32.158
JY59-3HF,2785.734,94.59,186.248,2.556,32.171
JY59-3HF,2785.807,92.182,185.929,2.537,32.577
JY59-3HF,2785.88,91.797,185.931,2.529,33.361
JY59-3HF,2785.954,93.387,185.95,2.535,34.368
JY59-3HF,2786.027,95.978,185.932,2.543,35.371
JY59-3HF,2786.1,98.103,185.956,2.524,35.869
JY59-3HF,2786.174,98.089,186.09,2.476,36.446
JY59-3HF,2786.247,95.651,186.296,2.445,36.685
JY59-3HF,2786.32,92.912,186.534,2.45,36.336
JY59-3HF,2786.394,91.284,186.972,2.482,35.326
JY59-3HF,2786.467,91.531,187.092,2.511,33.86
JY59-3HF,2786.54,93.601,187.127,2.496,32.727
JY59-3HF,2786.614,96.456,187.129,2.46,32.526
JY59-3HF,2786.687,98.643,187.036,2.439,33.069
JY59-3HF,2786.76,99.851,186.689,2.437,34.054
JY59-3HF,2786.833,99.799,186.011,2.44,35.164
JY59-3HF,2786.907,98.357,185.727,2.417,35.235
JY59-3HF,2786.98,95.661,185.932,2.366,34.703
JY59-3HF,2787.053,92.165,186.458,2.327,34.517
JY59-3HF,2787.126,88.775,187.132,2.286,35.294
JY59-3HF,2787.2,85.846,188.117,2.221,37.295
JY59-3HF,2787.273,83.484,189.088,2.121,40.228
JY59-3HF,2787.346,81.547,190.829,2.008,42.004
JY59-3HF,2787.42,79.521,194.567,1.933,43.313
JY59-3HF,2787.493,77.638,199.714,1.883,44.309
JY59-3HF,2787.566,76.107,203.771,1.847,45.058
JY59-3HF,2787.64,74.908,201.386,1.82,45.502
JY59-3HF,2787.713,73.845,196.56,1.799,44.829
JY59-3HF,2787.786,72.517,196.881,1.803,44.436
JY59-3HF,2787.86,70.695,204.975,1.823,44.033
JY59-3HF,2787.933,69.067,218.371,1.847,43.627
JY59-3HF,2788.006,68.122,226.96,1.874,43.456
JY59-3HF,2788.079,68.09,228.407,1.911,44.082
JY59-3HF,2788.153,68.974,227.666,1.973,45.77
JY59-3HF,2788.226,70.752,219.675,2.067,47.62
JY59-3HF,2788.299,72.869,205.897,2.1,49.674
JY59-3HF,2788.373,75.03,192.967,2.052,51.6
JY59-3HF,2788.446,77.089,188.732,1.954,52.795
JY59-3HF,2788.519,78.895,188.782,1.873,52.586
JY59-3HF,2788.593,80.247,192.302,1.854,50.439
