Well Name,Depth,GR,DEN,AC,CNL,Facies
JY37-4HF,3049.079,114.533,2.795,186.714,6.872,2
JY37-4HF,3049.204,109.87,2.808,184.047,7.19,2
JY37-4HF,3049.329,108.125,2.803,183.444,7.575,2
JY37-4HF,3049.454,108.945,2.786,184.453,7.951,2
JY37-4HF,3049.579,111.251,2.766,186.636,8.256,2
JY37-4HF,3049.704,113.915,2.754,189.829,8.489,2
JY37-4HF,3049.829,117.117,2.747,194.238,8.799,2
JY37-4HF,3049.954,121.714,2.738,200.105,9.392,2
JY37-4HF,3050.079,127.734,2.723,207.344,10.384,2
JY37-4HF,3050.204,134.6,2.701,215.5,11.722,2
JY37-4HF,3050.329,142.285,2.676,223.889,13.173,2
JY37-4HF,3050.454,151.201,2.652,231.68,14.399,2
JY37-4HF,3050.579,160.7,2.632,238.037,15.134,2
JY37-4HF,3050.704,168.596,2.621,242.432,15.355,2
JY37-4HF,3050.829,172.983,2.62,244.705,15.24,2
JY37-4HF,3050.954,173.767,2.627,245.013,15.021,2
JY37-4HF,3051.079,171.96,2.637,243.878,14.881,2
JY37-4HF,3051.204,168.648,2.645,242.018,14.894,2
JY37-4HF,3051.329,165.247,2.648,240.141,15.025,2
JY37-4HF,3051.454,163.692,2.644,238.769,15.265,2
JY37-4HF,3051.579,165.269,2.638,238.176,15.731,2
JY37-4HF,3051.704,169.323,2.635,238.422,16.537,2
JY37-4HF,3051.829,173.681,2.638,239.459,17.566,2
JY37-4HF,3051.954,176.492,2.643,241.199,18.467,2
JY37-4HF,3052.079,177.73,2.644,243.409,18.961,2
JY37-4HF,3052.204,178.841,2.642,245.692,19.107,2
JY37-4HF,3052.329,180.772,2.64,247.607,19.185,2
JY37-4HF,3052.454,183.215,2.641,248.866,19.347,2
JY37-4HF,3052.579,186.245,2.644,249.396,19.549,2
JY37-4HF,3052.704,190.917,2.641,249.257,19.774,2
JY37-4HF,3052.829,197.373,2.628,248.584,20.07,2
JY37-4HF,3052.954,204.052,2.613,247.457,20.351,2
JY37-4HF,3053.079,209.215,2.607,245.868,20.347,2
JY37-4HF,3053.204,212.247,2.612,243.841,19.966,2
JY37-4HF,3053.329,212.878,2.626,241.565,19.537,2
JY37-4HF,3053.454,211.019,2.645,239.407,19.388,2
JY37-4HF,3053.579,207.508,2.66,237.78,19.496,2
JY37-4HF,3053.704,204.001,2.669,237.012,19.608,2
JY37-4HF,3053.829,201.883,2.672,237.153,19.666,2
JY37-4HF,3053.954,201.186,2.672,238.022,19.854,2
JY37-4HF,3054.079,201.253,2.671,239.331,20.223,2
JY37-4HF,3054.204,201.722,2.672,240.734,20.653,2
JY37-4HF,3054.329,202.058,2.677,241.917,21.001,2
JY37-4HF,3054.454,201.28,2.684,242.657,21.211,2
JY37-4HF,3054.579,199.024,2.691,242.901,21.334,2
JY37-4HF,3054.704,196.897,2.693,242.722,21.438,2
JY37-4HF,3054.829,197.617,2.688,242.288,21.491,2
JY37-4HF,3054.954,201.689,2.682,241.79,21.382,2
JY37-4HF,3055.079,206.45,2.681,241.375,21.054,2
JY37-4HF,3055.204,208.981,2.684,241.097,20.558,2
JY37-4HF,3055.329,208.894,2.69,240.959,20.037,2
JY37-4HF,3055.454,207.948,2.691,240.961,19.666,2
JY37-4HF,3055.579,207.655,2.688,241.11,19.602,2
JY37-4HF,3055.704,207.735,2.684,241.439,19.869,2
JY37-4HF,3055.829,206.785,2.683,241.968,20.269,2
JY37-4HF,3055.954,204.31,2.683,242.599,20.585,2
JY37-4HF,3056.079,201.097,2.68,243.194,20.685,2
JY37-4HF,3056.204,198.56,2.676,243.616,20.649,2
JY37-4HF,3056.329,197.011,2.675,243.791,20.771,2
JY37-4HF,3056.454,196.034,2.68,243.727,21.195,2
JY37-4HF,3056.579,195.882,2.688,243.424,21.759,2
JY37-4HF,3056.704,196.634,2.694,242.827,22.137,2
JY37-4HF,3056.829,197.24,2.696,241.83,22.059,2
JY37-4HF,3056.954,196.591,2.693,240.466,21.522,2
JY37-4HF,3057.079,194.332,2.687,238.73,20.558,2
JY37-4HF,3057.204,191.515,2.681,236.81,19.434,2
JY37-4HF,3057.329,189.811,2.677,235.14,18.581,2
JY37-4HF,3057.454,190.894,2.673,234.185,18.44,2
JY37-4HF,3057.579,194.349,2.671,234.129,19.033,2
JY37-4HF,3057.704,197.316,2.674,234.883,20.078,2
JY37-4HF,3057.829,196.882,2.681,236.365,21.102,2
JY37-4HF,3057.954,193.096,2.686,238.268,21.854,2
JY37-4HF,3058.079,188.244,2.689,240.124,21.993,2
JY37-4HF,3058.204,185.844,2.69,241.308,21.529,2
JY37-4HF,3058.329,186.432,2.694,241.556,20.957,2
JY37-4HF,3058.454,187.779,2.699,240.908,20.857,2
JY37-4HF,3058.579,187.549,2.702,239.651,21.222,2
JY37-4HF,3058.704,186.805,2.699,238.547,21.723,2
JY37-4HF,3058.829,187.347,2.691,238.345,21.965,2
JY37-4HF,3058.954,189.343,2.684,239.293,21.846,2
JY37-4HF,3059.079,191.526,2.681,240.679,21.327,2
JY37-4HF,3059.204,193.173,2.684,241.406,20.673,2
JY37-4HF,3059.329,194.237,2.69,240.614,20.236,2
JY37-4HF,3059.454,194.769,2.697,238.248,20.119,2
JY37-4HF,3059.579,195.099,2.702,235.008,20.233,2
JY37-4HF,3059.704,195.058,2.701,232.327,20.402,2
JY37-4HF,3059.829,194.776,2.69,231.132,20.449,2
JY37-4HF,3059.954,196.021,2.679,231.919,20.246,2
JY37-4HF,3060.079,199.214,2.673,234.039,19.757,2
JY37-4HF,3060.204,202.359,2.676,236.671,19.317,2
JY37-4HF,3060.329,203.017,2.679,238.957,19.296,2
JY37-4HF,3060.454,202.271,2.679,240.649,19.728,2
JY37-4HF,3060.579,202.441,2.674,241.87,20.297,2
JY37-4HF,3060.704,203.532,2.668,242.853,20.496,2
JY37-4HF,3060.829,203.928,2.663,243.718,20.067,2
JY37-4HF,3060.954,203.479,2.66,244.392,19.186,2
JY37-4HF,3061.079,203.235,2.659,244.64,18.184,2
JY37-4HF,3061.204,203.314,2.661,244.293,17.372,2
JY37-4HF,3061.329,203.186,2.665,243.322,16.949,2
JY37-4HF,3061.454,202.4,2.673,242.014,16.871,2
JY37-4HF,3061.579,201.153,2.685,240.736,17.105,2
JY37-4HF,3061.704,200.664,2.696,239.957,17.533,2
JY37-4HF,3061.829,202.333,2.7,239.885,17.98,2
JY37-4HF,3061.954,202.343,2.694,239.885,18.191,2
JY37-4HF,3062.079,209.379,2.683,241.606,18.094,2
JY37-4HF,3062.204,210.01,2.683,242.812,18.094,2
JY37-4HF,3062.329,208.427,2.662,243.789,17.896,2
JY37-4HF,3062.454,206.467,2.654,244.28,18.117,2
JY37-4HF,3062.579,205.175,2.652,244.167,18.397,2
JY37-4HF,3062.704,204.856,2.656,243.435,18.514,2
JY37-4HF,3062.829,204.784,2.664,242.416,18.512,2
JY37-4HF,3062.954,204.036,2.675,241.37,18.532,2
JY37-4HF,3063.079,202.414,2.686,240.514,18.647,2
JY37-4HF,3063.204,201.128,2.691,239.975,18.832,2
JY37-4HF,3063.329,200.908,2.683,239.735,18.965,2
JY37-4HF,3063.454,201.212,2.666,239.514,19.009,2
JY37-4HF,3063.579,200.65,2.649,238.881,19.031,2
JY37-4HF,3063.704,198.108,2.639,237.679,19.015,2
JY37-4HF,3063.829,193.817,2.64,236.114,18.816,2
JY37-4HF,3063.954,189.323,2.65,234.6,18.368,2
JY37-4HF,3064.079,186.161,2.669,233.51,17.965,2
JY37-4HF,3064.204,184.659,2.686,233.128,18.027,2
JY37-4HF,3064.329,184.48,2.692,233.546,18.599,2
JY37-4HF,3064.454,186.042,2.685,234.649,19.298,2
JY37-4HF,3064.579,189.621,2.671,235.949,19.854,2
JY37-4HF,3064.704,194.375,2.659,237.19,20.048,2
JY37-4HF,3064.829,198.64,2.653,238.318,19.724,2
JY37-4HF,3064.954,201.626,2.653,239.248,19.084,2
JY37-4HF,3065.079,203.383,2.664,239.876,18.666,2
JY37-4HF,3065.204,204.544,2.681,240.202,18.636,2
JY37-4HF,3065.329,205.223,2.697,240.367,18.596,2
JY37-4HF,3065.454,205.44,2.702,240.422,18.176,2
JY37-4HF,3065.579,205.66,2.699,240.457,17.647,2
JY37-4HF,3065.704,206.163,2.695,240.584,17.479,2
JY37-4HF,3065.829,206.848,2.694,240.881,17.694,2
JY37-4HF,3065.954,207.485,2.694,241.419,17.968,2
JY37-4HF,3066.079,208.064,2.692,242.23,18.171,2
JY37-4HF,3066.204,208.689,2.69,243.215,18.37,2
JY37-4HF,3066.329,209.44,2.686,244.096,18.624,2
JY37-4HF,3066.454,210.124,2.68,244.625,18.818,2
JY37-4HF,3066.579,210.438,2.671,244.676,18.791,2
JY37-4HF,3066.704,210.474,2.664,244.278,18.554,2
JY37-4HF,3066.829,210.776,2.664,243.641,18.215,2
JY37-4HF,3066.954,212.174,2.671,243.204,17.873,2
JY37-4HF,3067.079,215.286,2.681,243.433,17.643,2
JY37-4HF,3067.204,219.967,2.688,244.485,17.664,2
JY37-4HF,3067.329,225.168,2.686,246.113,17.947,2
JY37-4HF,3067.454,229.346,2.674,247.796,18.279,2
JY37-4HF,3067.579,232.054,2.658,249.046,18.401,2
JY37-4HF,3067.704,234.118,2.646,249.494,18.287,2
JY37-4HF,3067.829,235.817,2.643,249.055,18.151,2
JY37-4HF,3067.954,235.597,2.65,247.986,18.1,2
JY37-4HF,3068.079,232.468,2.659,246.875,18.089,2
JY37-4HF,3068.204,229.25,2.665,246.334,18.161,2
JY37-4HF,3068.329,228.62,2.663,246.575,18.395,2
JY37-4HF,3068.454,230.576,2.653,247.499,18.718,2
JY37-4HF,3068.579,233.677,2.639,248.72,18.968,2
JY37-4HF,3068.704,237.322,2.625,249.821,19.055,2
JY37-4HF,3068.829,241.286,2.617,250.43,18.925,2
JY37-4HF,3068.954,244.673,2.616,250.398,18.537,2
JY37-4HF,3069.079,246.178,2.62,249.866,18.005,2
JY37-4HF,3069.204,245.224,2.625,249.223,17.585,2
JY37-4HF,3069.329,242.372,2.627,248.837,17.419,2
JY37-4HF,3069.454,238.771,2.625,248.852,17.403,2
JY37-4HF,3069.579,235.371,2.622,249.186,17.34,2
JY37-4HF,3069.704,232.437,2.619,249.596,17.131,2
JY37-4HF,3069.829,229.797,2.62,249.779,16.794,2
JY37-4HF,3069.954,227.502,2.62,249.473,16.366,2
JY37-4HF,3070.079,225.736,2.616,248.603,15.921,2
JY37-4HF,3070.204,224.379,2.612,247.248,15.629,2
JY37-4HF,3070.329,223.412,2.612,245.596,15.617,2
JY37-4HF,3070.454,223.749,2.619,243.914,15.798,2
JY37-4HF,3070.579,226.558,2.631,242.486,15.957,2
JY37-4HF,3070.704,230.912,2.64,241.561,15.98,2
JY37-4HF,3070.829,233.856,2.644,241.268,15.89,2
JY37-4HF,3070.954,234.065,2.64,241.662,15.693,2
JY37-4HF,3071.079,232.488,2.632,242.545,15.462,2
JY37-4HF,3071.204,229.924,2.625,243.539,15.371,2
JY37-4HF,3071.329,226.182,2.624,244.304,15.557,2
JY37-4HF,3071.454,222.76,2.627,244.691,15.978,2
JY37-4HF,3071.579,222.852,2.631,244.694,16.406,2
JY37-4HF,3071.704,224.76,2.63,244.45,16.618,2
JY37-4HF,3071.829,221.935,2.624,244.209,16.578,2
JY37-4HF,3071.954,213.205,2.618,244.183,16.39,2
JY37-4HF,3072.079,206.527,2.616,244.37,16.127,2
JY37-4HF,3072.204,209.22,2.62,244.51,15.817,2
JY37-4HF,3072.329,218.322,2.626,244.314,15.549,2
JY37-4HF,3072.454,224.465,2.63,243.703,15.438,2
JY37-4HF,3072.579,224.033,2.628,242.781,15.469,2
JY37-4HF,3072.704,221.385,2.622,241.781,15.52,2
JY37-4HF,3072.829,219.337,2.616,241.114,15.587,2
JY37-4HF,3072.954,217.068,2.613,240.966,15.848,2
JY37-4HF,3073.079,213.733,2.615,240.849,16.339,2
JY37-4HF,3073.204,209.289,2.619,239.99,16.769,2
JY37-4HF,3073.329,203.114,2.626,237.782,16.74,2
JY37-4HF,3073.454,193.721,2.64,233.937,16.084,2
JY37-4HF,3073.579,181.407,2.664,228.982,15.059,2
JY37-4HF,3073.704,169.317,2.693,224.378,14.201,2
JY37-4HF,3073.829,161.404,2.718,221.755,13.914,2
JY37-4HF,3073.954,159.626,2.728,221.947,14.294,2
JY37-4HF,3074.204,173.456,2.694,230.496,16.262,2
JY37-4HF,3074.329,186.187,2.666,236.894,17.332,2
JY37-4HF,3074.454,199.231,2.643,242.668,18.088,2
JY37-4HF,3074.579,209.695,2.629,246.786,18.318,2
JY37-4HF,3074.704,216.485,2.624,249.048,18.102,2
JY37-4HF,3074.829,220.861,2.625,249.687,17.8,2
JY37-4HF,3074.954,225.409,2.627,249.068,17.773,2
JY37-4HF,3075.079,232.445,2.629,247.65,18.116,2
JY37-4HF,3075.204,242.993,2.631,245.838,18.659,2
JY37-4HF,3075.329,256.606,2.637,243.935,19.168,2
JY37-4HF,3075.454,271.424,2.65,242.164,19.496,2
JY37-4HF,3075.579,284.104,2.67,240.847,19.599,2
JY37-4HF,3075.704,291.041,2.688,240.292,19.559,2
JY37-4HF,3075.829,286.127,2.694,240.727,19.624,2
JY37-4HF,3075.954,269.796,2.678,241.659,20.32,2
JY37-4HF,3076.079,249.884,2.648,242.476,21.699,2
JY37-4HF,3076.204,234.014,2.621,242.872,23.102,2
JY37-4HF,3076.329,224.132,2.608,242.776,23.519,2
JY37-4HF,3076.454,217.754,2.609,242.511,22.536,2
JY37-4HF,3076.579,213.604,2.617,242.683,20.836,2
JY37-4HF,3076.704,211.912,2.629,243.646,19.546,2
JY37-4HF,3076.829,211.788,2.644,245.139,19.353,2
JY37-4HF,3076.954,211.908,2.659,246.81,19.848,2
JY37-4HF,3077.079,212.335,2.669,248.523,20.285,2
JY37-4HF,3077.204,214.21,2.675,250.172,20.964,2
JY37-4HF,3077.329,217.811,2.677,251.517,21.997,2
JY37-4HF,3077.454,221.291,2.677,252.299,22.342,2
JY37-4HF,3077.579,221.939,2.674,252.33,21.438,2
JY37-4HF,3077.704,218.873,2.669,251.478,20.558,2
JY37-4HF,3077.829,214.587,2.666,249.957,20.686,2
JY37-4HF,3077.954,211.843,2.666,248.475,21.206,2
JY37-4HF,3078.079,211.177,2.667,247.946,21.45,2
JY37-4HF,3078.204,211.325,2.665,248.601,21.79,2
JY37-4HF,3078.329,211.848,2.659,249.906,22.228,2
JY37-4HF,3078.454,212.61,2.651,250.974,22.193,2
JY37-4HF,3078.579,212.553,2.643,251.115,21.753,2
JY37-4HF,3078.704,211.635,2.637,250.123,21.608,2
JY37-4HF,3078.829,211.697,2.636,248.478,22.142,2
JY37-4HF,3078.954,214.268,2.638,247.146,22.957,2
JY37-4HF,3079.079,218.331,2.644,246.896,23.165,2
JY37-4HF,3079.204,221.287,2.65,247.765,22.405,2
JY37-4HF,3079.329,221.83,2.655,249.254,21.211,2
JY37-4HF,3079.454,220.686,2.659,250.687,20.403,2
JY37-4HF,3079.579,219.884,2.661,251.551,20.311,2
JY37-4HF,3079.704,220.995,2.663,251.563,20.652,2
JY37-4HF,3079.829,223.417,2.663,250.63,20.855,2
JY37-4HF,3079.954,224.575,2.662,248.801,20.708,2
JY37-4HF,3080.079,222.218,2.665,246.325,20.469,2
JY37-4HF,3080.204,216.863,2.677,243.751,20.399,2
JY37-4HF,3080.329,212.075,2.693,241.842,20.446,2
JY37-4HF,3080.454,211.088,2.705,241.307,20.546,2
JY37-4HF,3080.579,213.713,2.704,242.471,20.737,2
JY37-4HF,3080.704,218.135,2.691,245.082,20.886,2
JY37-4HF,3080.829,223.078,2.672,248.098,20.823,2
JY37-4HF,3080.954,227.261,2.656,250.421,20.756,2
JY37-4HF,3081.079,228.816,2.647,251.433,21.041,2
JY37-4HF,3081.204,227.84,2.647,251.275,21.613,2
JY37-4HF,3081.329,226.5,2.645,250.382,22.135,2
JY37-4HF,3081.454,225.842,2.628,249.312,22.451,2
JY37-4HF,3081.579,224.549,2.597,248.519,22.447,2
JY37-4HF,3081.704,222.313,2.572,248.154,22.066,2
JY37-4HF,3081.829,221.627,2.564,248.025,21.603,2
JY37-4HF,3081.954,223.878,2.576,248.051,21.587,2
JY37-4HF,3082.079,227.276,2.61,248.398,22.153,2
JY37-4HF,3082.204,229.038,2.637,249.149,22.834,2
JY37-4HF,3082.329,229.062,2.645,250.153,23.191,2
JY37-4HF,3082.454,229.863,2.646,251.059,23.094,2
JY37-4HF,3082.579,232.2,2.647,251.592,22.561,2
JY37-4HF,3082.704,234.309,2.648,251.573,21.852,2
JY37-4HF,3082.829,234.949,2.647,250.799,21.444,2
JY37-4HF,3082.954,235.253,2.648,249.455,21.511,2
JY37-4HF,3083.079,236.239,2.658,248.004,21.739,2
JY37-4HF,3083.204,236.492,2.675,246.937,21.626,2
JY37-4HF,3083.329,234.959,2.69,246.398,21.248,2
JY37-4HF,3083.454,233.098,2.694,246.467,21.064,2
JY37-4HF,3083.579,232.153,2.687,247.065,21.244,2
JY37-4HF,3083.704,232.112,2.674,247.084,21.676,2
JY37-4HF,3083.829,228.505,2.663,248.651,22.014,2
JY37-4HF,3083.954,225.634,2.662,248.68,22.015,2
JY37-4HF,3084.079,223.729,2.652,248.004,21.967,2
JY37-4HF,3084.204,222.537,2.652,246.881,21.848,2
JY37-4HF,3084.329,220.273,2.655,245.815,21.608,2
JY37-4HF,3084.454,216.518,2.661,245.358,21.061,2
JY37-4HF,3084.579,213.11,2.669,246.076,20.375,2
JY37-4HF,3084.704,211.964,2.678,247.857,19.95,2
JY37-4HF,3084.829,212.997,2.681,249.877,20.123,2
JY37-4HF,3084.954,213.696,2.675,250.558,20.55,2
JY37-4HF,3085.079,212.331,2.661,248.643,20.514,2
JY37-4HF,3085.204,208.124,2.656,243.562,19.516,2
JY37-4HF,3085.329,201.145,2.67,236.244,17.857,2
JY37-4HF,3085.454,192.634,2.704,228.519,16.148,2
JY37-4HF,3085.579,185.776,2.742,222.806,14.9,2
JY37-4HF,3085.704,184.382,2.763,220.812,14.496,2
JY37-4HF,3085.829,189.79,2.753,222.724,15.291,2
JY37-4HF,3085.954,199.579,2.721,227.28,17.146,2
JY37-4HF,3086.079,209.522,2.688,232.66,19.541,2
JY37-4HF,3086.204,216.908,2.667,237.521,21.613,2
JY37-4HF,3086.329,221.308,2.658,241.07,22.755,2
JY37-4HF,3086.454,223.453,2.657,243.483,23.11,2
JY37-4HF,3086.579,224.525,2.657,245.316,23.343,2
JY37-4HF,3086.704,225.981,2.661,246.908,23.762,2
JY37-4HF,3086.829,228.038,2.666,248.172,24.013,2
JY37-4HF,3086.954,229.633,2.669,248.928,23.548,2
JY37-4HF,3087.079,229.7,2.671,249.015,22.457,2
JY37-4HF,3087.204,228.436,2.673,248.309,21.364,2
JY37-4HF,3087.329,227.199,2.678,246.938,20.733,2
JY37-4HF,3087.454,227.37,2.688,245.218,20.544,2
JY37-4HF,3087.579,229.184,2.704,243.492,20.547,2
JY37-4HF,3087.704,231.461,2.723,242.143,20.509,2
JY37-4HF,3087.829,232.817,2.735,241.515,20.39,2
JY37-4HF,3087.954,232.923,2.732,241.827,20.396,2
JY37-4HF,3088.079,232.088,2.712,243.068,20.8,2
JY37-4HF,3088.204,230.639,2.685,244.988,21.557,2
JY37-4HF,3088.329,229.601,2.661,247.171,22.319,2
JY37-4HF,3088.454,230.504,2.645,249.224,22.808,2
JY37-4HF,3088.579,233.325,2.639,250.847,23.039,2
JY37-4HF,3088.704,235.293,2.639,251.88,23.224,2
JY37-4HF,3088.829,233.549,2.642,252.385,23.529,2
JY37-4HF,3088.954,228.161,2.642,252.5,23.856,2
JY37-4HF,3089.079,222.196,2.638,252.025,23.844,2
JY37-4HF,3089.204,218.154,2.634,250.44,23.194,2
JY37-4HF,3089.329,215.619,2.635,247.409,22.046,2
JY37-4HF,3089.454,212.57,2.644,243.055,20.68,2
JY37-4HF,3089.579,207.81,2.66,237.986,19.365,2
JY37-4HF,3089.704,202.184,2.677,233.479,18.394,2
JY37-4HF,3089.829,198.263,2.688,230.997,18.055,2
JY37-4HF,3089.954,198.206,2.688,231.269,18.423,2
JY37-4HF,3090.079,201.059,2.679,233.671,19.287,2
JY37-4HF,3090.204,203.902,2.667,237.003,20.276,2
JY37-4HF,3090.329,205.032,2.662,239.974,21.026,2
JY37-4HF,3090.454,205.685,2.664,241.713,21.325,2
JY37-4HF,3090.579,207.385,2.67,242.142,21.241,2
JY37-4HF,3090.704,209.93,2.67,241.782,21.021,2
JY37-4HF,3090.829,212.3,2.665,241.197,20.869,2
JY37-4HF,3090.954,214.341,2.657,240.745,20.884,2
JY37-4HF,3091.079,216.157,2.654,240.472,21.115,2
JY37-4HF,3091.204,216.991,2.66,240.183,21.546,2
JY37-4HF,3091.329,215.713,2.672,239.923,21.936,2
JY37-4HF,3091.454,212.619,2.681,239.976,21.938,2
JY37-4HF,3091.579,209.535,2.682,240.375,21.484,2
JY37-4HF,3091.704,209.505,2.679,240.386,20.936,2
JY37-4HF,3091.829,209.757,2.674,241.574,20.719,2
JY37-4HF,3091.954,212.397,2.674,242.09,20.72,2
JY37-4HF,3092.079,214.44,2.669,242.229,21.271,2
JY37-4HF,3092.204,215.029,2.668,242.088,21.666,2
JY37-4HF,3092.329,214.007,2.666,241.955,22.112,2
JY37-4HF,3092.454,212.148,2.666,241.891,22.526,2
JY37-4HF,3092.579,211.289,2.668,241.869,22.613,2
JY37-4HF,3092.704,212.557,2.671,241.924,22.327,2
JY37-4HF,3092.829,214.241,2.67,242.119,21.951,2
JY37-4HF,3092.954,213.684,2.666,242.599,21.763,2
JY37-4HF,3093.079,211.492,2.666,243.426,21.857,2
JY37-4HF,3093.204,210.384,2.668,244.494,22.146,2
JY37-4HF,3093.329,211.145,2.672,245.601,22.447,2
JY37-4HF,3093.454,212.189,2.673,246.458,22.542,2
JY37-4HF,3093.579,212.359,2.673,246.874,22.402,2
JY37-4HF,3093.704,212.145,2.674,246.905,22.228,2
JY37-4HF,3093.829,212.621,2.677,246.697,22.107,2
JY37-4HF,3093.954,214.687,2.678,246.257,21.881,2
JY37-4HF,3094.079,217.791,2.678,245.478,21.51,2
JY37-4HF,3094.204,219.647,2.677,244.309,21.183,2
JY37-4HF,3094.329,218.412,2.678,242.797,21.063,2
JY37-4HF,3094.454,214.954,2.685,241.203,21.206,2
JY37-4HF,3094.579,211.952,2.7,240.037,21.565,2
JY37-4HF,3094.704,211.271,2.715,239.677,21.934,2
JY37-4HF,3094.829,212.641,2.722,240.091,22.029,2
JY37-4HF,3094.954,214.327,2.716,240.943,21.695,2
JY37-4HF,3095.079,214.555,2.702,241.491,21.013,2
JY37-4HF,3095.204,212.874,2.691,240.821,20.185,2
JY37-4HF,3095.329,210.152,2.687,238.509,19.443,2
JY37-4HF,3095.454,207.47,2.689,234.937,18.894,2
JY37-4HF,3095.579,205.153,2.694,231.104,18.414,2
JY37-4HF,3095.704,203.029,2.7,228.327,17.89,2
JY37-4HF,3095.829,201.513,2.706,227.705,17.552,2
JY37-4HF,3095.954,201.835,2.704,229.496,17.732,2
JY37-4HF,3096.079,204.728,2.695,232.961,18.398,2
JY37-4HF,3096.204,209.289,2.684,236.911,19.119,2
JY37-4HF,3096.329,213.578,2.677,240.271,19.508,2
JY37-4HF,3096.454,216.047,2.674,242.454,19.578,2
JY37-4HF,3096.579,216.1,2.67,243.507,19.65,2
JY37-4HF,3096.704,214.244,2.661,243.761,19.996,2
JY37-4HF,3096.829,212.144,2.651,243.577,20.622,2
JY37-4HF,3096.954,211.587,2.643,243.286,21.179,2
JY37-4HF,3097.079,213.399,2.638,243.076,21.239,2
JY37-4HF,3097.204,216.918,2.637,242.992,20.822,2
JY37-4HF,3097.329,220.432,2.636,243.061,20.415,2
JY37-4HF,3097.454,222.252,2.634,243.27,20.396,2
JY37-4HF,3097.579,221.885,2.632,243.521,20.678,2
JY37-4HF,3097.704,220.033,2.629,243.699,20.755,2
JY37-4HF,3097.829,217.997,2.627,243.804,20.341,2
JY37-4HF,3097.954,216.99,2.626,243.952,19.811,2
JY37-4HF,3098.079,217.588,2.627,244.316,19.824,2
JY37-4HF,3098.204,218.673,2.63,245.078,20.588,2
JY37-4HF,3098.329,218.681,2.634,246.289,21.518,2
JY37-4HF,3098.454,217.886,2.635,247.781,22.012,2
JY37-4HF,3098.579,217.933,2.633,249.268,22.142,2
JY37-4HF,3098.704,220.065,2.633,250.409,22.312,2
JY37-4HF,3098.829,223.619,2.637,250.831,22.471,2
JY37-4HF,3098.954,227.062,2.645,250.362,22.12,2
JY37-4HF,3099.079,228.98,2.651,249,21.152,2
JY37-4HF,3099.204,229.052,2.654,247.078,20.085,2
JY37-4HF,3099.329,228.456,2.656,244.93,19.391,2
JY37-4HF,3099.454,229.886,2.657,242.908,19.003,2
JY37-4HF,3099.579,234.234,2.66,241.437,18.644,2
JY37-4HF,3099.704,239.437,2.668,240.892,18.266,2
JY37-4HF,3099.829,241.839,2.687,241.087,18.158,2
JY37-4HF,3099.954,238.897,2.713,241.389,18.475,2
JY37-4HF,3100.079,228.205,2.73,241.055,18.897,2
JY37-4HF,3100.204,217.69,2.73,239.244,19.014,2
JY37-4HF,3100.329,211.639,2.718,235.598,18.554,2
JY37-4HF,3100.454,208.298,2.709,230.355,17.469,2
JY37-4HF,3100.579,202.564,2.711,224.799,15.968,2
JY37-4HF,3100.704,197.047,2.722,220.221,14.451,2
JY37-4HF,3100.829,194.872,2.731,217.768,13.444,2
JY37-4HF,3100.954,193.302,2.728,217.587,13.137,2
JY37-4HF,3101.079,192.308,2.71,219.125,13.41,2
JY37-4HF,3101.204,192.308,2.684,221.401,13.854,2
JY37-4HF,3101.329,192.308,2.662,223.448,14.183,2
JY37-4HF,3101.454,186.786,2.651,224.86,14.405,2
JY37-4HF,3101.579,186.532,2.647,225.611,14.67,2
JY37-4HF,3101.704,185.078,2.648,226.02,14.944,2
JY37-4HF,3101.829,183.408,2.649,226.47,14.964,2
JY37-4HF,3101.954,182.527,2.65,227.094,14.739,2
JY37-4HF,3102.079,182.639,2.652,227.752,14.585,2
JY37-4HF,3102.204,183.854,2.655,228.353,14.793,2
JY37-4HF,3102.329,185.622,2.657,228.883,15.316,2
JY37-4HF,3102.454,187.01,2.655,229.3,15.915,2
JY37-4HF,3102.579,187.618,2.651,229.689,16.275,2
JY37-4HF,3102.704,188.034,2.645,230.273,16.366,2
JY37-4HF,3102.829,188.502,2.639,231.168,16.415,2
JY37-4HF,3102.954,188.817,2.633,232.286,16.591,2
JY37-4HF,3103.079,188.86,2.628,232.46,16.845,2
JY37-4HF,3103.204,189.158,2.625,233.671,16.967,2
JY37-4HF,3103.329,188.997,2.625,233.363,16.98,2
JY37-4HF,3103.454,187.826,2.632,231.94,16.442,2
JY37-4HF,3103.579,185.556,2.639,229.84,15.979,2
JY37-4HF,3103.704,183.303,2.643,227.623,15.692,2
JY37-4HF,3103.829,182.395,2.642,225.919,15.53,2
JY37-4HF,3103.954,183.035,2.642,225.247,15.372,2
JY37-4HF,3104.079,184.126,2.645,225.503,15.267,2
JY37-4HF,3104.204,184.61,2.65,226.451,15.423,2
JY37-4HF,3104.329,184.183,2.654,228,15.912,2
JY37-4HF,3104.454,183.507,2.654,229.948,16.628,2
JY37-4HF,3104.579,183.125,2.65,232.062,17.355,2
JY37-4HF,3104.704,183.087,2.64,234.097,17.907,2
JY37-4HF,3104.829,183.359,2.629,235.68,18.218,2
JY37-4HF,3104.954,183.684,2.621,236.404,18.405,2
JY37-4HF,3105.079,183.948,2.619,236.053,18.576,2
JY37-4HF,3105.204,184.251,2.619,234.668,18.711,2
JY37-4HF,3105.329,184.621,2.619,232.284,18.538,2
