Well Name,Depth,Facies,GR,AC,DEN,CNL,LLS
JY51-2,3071.875,4,210.757,101.213,270.178,2.666,21.713
JY51-2,3072,4,210.919,101.341,270.681,2.663,21.777
JY51-2,3072.75,4,217.588,101.354,271.951,2.638,21.511
JY51-2,3072.875,4,219.99,101.315,273.069,2.643,21.849
JY51-2,3073,4,222.261,101.272,272.893,2.653,22.454
JY51-2,3073.75,4,216.372,100.076,264.722,2.687,21.182
JY51-2,3073.875,4,216.792,99.797,264.241,2.684,21.02
JY51-2,3074,4,216.262,99.578,263.74,2.683,21.062
JY51-2,3074.5,4,207.473,99.147,265.941,2.668,21.349
JY51-2,3074.625,4,207.258,98.987,265.13,2.667,21.476
JY51-2,3074.75,4,206.158,98.757,262.285,2.671,21.326
JY51-2,3075.75,4,222.267,95.182,264.399,2.666,22.005
JY51-2,3075.875,4,222.459,95.045,264.341,2.669,21.038
JY51-2,3076,4,223.23,94.948,264.183,2.667,20.398
JY51-2,3076.75,4,187.233,94.849,239.591,2.682,16.351
JY51-2,3076.875,4,183.019,94.883,240.37,2.688,15.949
JY51-2,3077,4,186.233,94.936,245.054,2.677,16.777
JY51-2,3077.75,4,222.666,94.686,263.552,2.649,22.875
JY51-2,3077.875,4,222.648,94.437,264.627,2.649,22.477
JY51-2,3078,4,219.95,94.265,265.859,2.647,22.128
JY51-2,3078.75,4,206.502,93.212,266.413,2.645,20.793
JY51-2,3078.875,4,207.183,93.034,266.307,2.649,20.767
JY51-2,3079,4,209.669,92.941,266.058,2.655,20.793
JY51-2,3079.75,4,200.463,91.875,261.617,2.664,19.061
JY51-2,3079.875,4,197.487,91.664,259.486,2.668,18.976
JY51-2,3080,4,197.418,91.514,258.809,2.669,19.121
JY51-2,3080.75,4,206.696,89.437,279.331,2.658,21.014
JY51-2,3080.875,4,210.274,89.177,275.028,2.652,20.066
JY51-2,3081,4,212.296,89.116,268.462,2.644,19.864
JY51-2,3081.75,4,204.642,89.681,264.619,2.669,20.2
JY51-2,3081.875,4,200.055,89.548,263.733,2.682,19.533
JY51-2,3082,4,193.909,89.398,259.144,2.685,18.333
JY51-2,3082.75,4,176.19,87.801,237.718,2.649,16.262
JY51-2,3082.875,4,175.625,87.568,238.136,2.647,16.515
JY51-2,3083,4,176.26,87.406,238.105,2.645,16.495
JY51-2,3083.75,4,173.385,85.406,237.481,2.646,15.129
JY51-2,3083.875,4,173.186,84.851,238.524,2.645,15.297
JY51-2,3084,4,174.259,84.322,239.576,2.641,15.846
JY51-2,3084.75,4,183.019,82.528,239.69,2.632,16.657
JY51-2,3084.875,4,184.422,82.42,240.398,2.634,16.853
JY51-2,3085,4,186.361,82.304,240.877,2.638,16.721
JY51-2,3085.625,4,171.218,81.6,233.919,2.67,14.75
JY51-2,3085.75,4,170.72,81.544,233.292,2.66,14.929
JY51-2,3085.875,4,175.23,81.565,233.541,2.647,15.058
JY51-2,3086.75,4,183.576,83.242,241.113,2.618,15.662
JY51-2,3086.875,4,182.357,83.777,242.114,2.613,15.794
JY51-2,3087,4,182.943,84.264,243.098,2.61,15.805
JY51-2,3087.75,4,183.292,84.131,242.928,2.624,15.076
JY51-2,3087.875,4,178.57,82.913,241.339,2.617,15.153
JY51-2,3088,4,176.388,82.061,240.493,2.615,15.418
JY51-2,3088.625,4,168.557,81.252,238.547,2.648,14.481
JY51-2,3088.75,4,166.05,81.988,237.538,2.65,14.11
JY51-2,3088.875,4,165.266,82.631,236.706,2.65,14.017
JY51-2,3089.75,4,183.617,83.744,245.566,2.622,16.216
JY51-2,3089.875,4,184.631,83.621,245.621,2.616,16.268
JY51-2,3090,4,184.048,83.586,245.346,2.614,16.319
JY51-2,3091.125,4,202.465,85.976,240.095,2.641,14.182
JY51-2,3091.25,4,218.361,86.227,240.292,2.646,14.612
JY51-2,3091.375,4,230.36,86.293,240.653,2.647,14.876
JY51-2,3091.75,4,230.973,85.625,239.344,2.651,14.161
JY51-2,3091.875,4,224.817,85.462,238.394,2.656,14.195
JY51-2,3092,4,215.501,85.426,237.502,2.66,14.48
JY51-2,3092.75,4,180.91,84.711,232.359,2.646,15.002
JY51-2,3092.875,4,182.833,84.622,232.57,2.646,15.086
JY51-2,3093,4,187.042,84.543,233.165,2.646,15.355
JY51-2,3093.75,4,190.698,84.338,237.722,2.648,16.106
JY51-2,3093.875,4,188.154,84.231,239.305,2.646,16.317
JY51-2,3094,4,186.204,84.058,240.33,2.642,16.415
JY51-2,3094.75,4,194.543,82.812,245.858,2.636,15.757
JY51-2,3094.875,4,194.153,82.702,246.051,2.641,15.492
JY51-2,3095,4,192.255,82.653,245.731,2.64,15.321
JY51-2,3095.75,4,187.398,81.786,241.298,2.615,16.553
JY51-2,3095.875,4,187.586,81.588,238.998,2.614,16.617
JY51-2,3096,4,188.935,81.429,236.696,2.615,16.356
JY51-2,3096.75,3,182.256,80.686,236.111,2.637,15.29
JY51-2,3096.875,3,180.725,80.617,235.613,2.638,15.253
JY51-2,3097,3,180.748,80.611,234.721,2.634,15.251
JY51-2,3097.75,4,182.415,80.379,225.109,2.659,13.685
JY51-2,3097.875,4,187.478,80.234,226.643,2.654,14.005
JY51-2,3098,4,190.779,80.15,230.041,2.645,14.727
JY51-2,3098.75,4,179.885,81.244,236.418,2.627,15.756
JY51-2,3098.875,4,177.437,81.558,235.154,2.634,15.468
JY51-2,3099,4,177.88,81.85,234.234,2.64,15.266
JY51-2,3099.75,4,180.313,82.744,234.413,2.627,15.763
JY51-2,3099.875,4,181.074,83.015,235.256,2.623,15.494
JY51-2,3100,4,182.266,83.337,237,2.621,15.262
JY51-2,3100.75,4,177.452,83.828,242.727,2.63,16.66
JY51-2,3100.875,4,179.555,83.782,242.597,2.634,16.198
JY51-2,3101,4,182.562,83.804,242.734,2.641,15.344
JY51-2,3101.75,4,193.25,84.322,244.073,2.628,14.839
JY51-2,3101.875,4,194.613,84.565,243.82,2.631,14.864
JY51-2,3102,4,195.716,84.759,243.292,2.639,15.129
JY51-2,3102.75,3,175.825,84.324,238.701,2.675,14.182
JY51-2,3102.875,3,170.635,84.353,239.118,2.665,14.142
JY51-2,3103,3,168.991,84.436,239.973,2.652,14.285
JY51-2,3103.75,4,197.258,85.372,247.915,2.617,17.747
JY51-2,3103.875,4,199.402,85.464,249.876,2.619,17.93
JY51-2,3104,4,197.59,85.54,250.902,2.62,17.539
JY51-2,3104.625,4,191.839,86.394,247.279,2.644,15.964
JY51-2,3104.75,4,190.085,86.502,248.9,2.655,16.004
JY51-2,3104.875,4,190.832,86.585,251.367,2.659,16.306
JY51-2,3105.75,4,173.356,87.839,245.236,2.6,15.183
JY51-2,3105.875,4,171.859,87.918,247.503,2.599,15.334
JY51-2,3106,4,175.51,88.022,249.679,2.6,16.21
JY51-2,3106.75,4,186.727,87.7,260.408,2.591,17.156
JY51-2,3106.875,4,188.457,87.796,259.774,2.59,17.114
JY51-2,3107,4,190.33,88.001,259.282,2.593,17.138
JY51-2,3107.625,4,191.686,89.99,258.479,2.599,16.012
JY51-2,3107.75,4,189.283,90.387,258.381,2.602,16.106
JY51-2,3107.875,4,188.522,90.733,258.264,2.605,16.294
JY51-2,3108.75,4,188.018,90.599,260.561,2.627,17.65
JY51-2,3108.875,4,189.291,90.112,261.824,2.611,17.994
JY51-2,3109,4,187.283,89.679,262.484,2.604,17.948
JY51-2,3109.75,4,178.96,88.9,256.354,2.592,16.803
JY51-2,3109.875,4,180.471,89.038,255.716,2.585,16.203
JY51-2,3110,4,179.885,89.251,255.325,2.578,15.646
JY51-2,3110.75,4,191.847,90.7,258.683,2.582,17.069
JY51-2,3110.875,4,191.334,90.663,258.805,2.583,16.888
JY51-2,3111,4,189.526,90.479,257.747,2.587,16.755
JY51-2,3111.75,4,170.925,87.538,253.283,2.606,15.614
JY51-2,3111.875,4,179.531,87.141,255.058,2.591,15.814
JY51-2,3112,4,185.418,86.788,256.05,2.579,16.133
JY51-2,3112.75,4,183.183,84.56,252.286,2.564,15.553
JY51-2,3112.875,4,181.664,84.454,251.849,2.573,15.181
JY51-2,3113,4,180.4,84.462,252.493,2.588,15.046
JY51-2,3113.75,3,181.889,85.093,250.357,2.584,15.285
JY51-2,3113.875,3,183.554,85.067,249.723,2.583,14.805
JY51-2,3114,3,187.087,85.001,249.924,2.579,14.338
JY51-2,3114.75,4,207.024,86.456,253.426,2.56,15.137
JY51-2,3114.875,4,210.453,86.92,254.503,2.561,15.668
JY51-2,3115,4,213.125,87.299,255.602,2.562,16.205
JY51-2,3115.75,4,238.033,89.027,264.561,2.592,17.495
JY51-2,3115.875,4,241.981,89.286,266.56,2.6,17.762
JY51-2,3116,4,244.594,89.464,267.363,2.6,17.748
JY51-2,3116.625,4,223.049,89.409,249.022,2.588,16.012
JY51-2,3116.75,4,216.3,89.218,247.431,2.601,15.622
JY51-2,3116.875,4,212.292,88.934,246.204,2.609,15.316
JY51-2,3117.75,4,210.991,86.973,246.045,2.625,14.509
JY51-2,3117.875,4,212.119,87.043,247.447,2.616,14.751
JY51-2,3118,4,211.245,87.143,247.467,2.611,14.8
JY51-2,3118.75,4,201.062,86.065,240.596,2.623,13.046
JY51-2,3118.875,4,201.109,85.742,239.036,2.628,12.916
JY51-2,3119,4,200.958,85.385,237.898,2.636,13.127
JY51-2,3119.75,4,216.691,81.938,246.712,2.602,14.572
JY51-2,3119.875,4,216.053,81.805,245.754,2.599,14.861
JY51-2,3120,4,213.587,81.84,244.913,2.596,14.884
JY51-2,3120.75,4,203.315,80.841,237.562,2.613,12.928
JY51-2,3120.875,4,204.388,80.329,238.04,2.608,13.13
JY51-2,3121,4,206.197,79.91,240.751,2.596,13.837
JY51-2,3121.75,3,197.751,82.348,243.829,2.59,13.681
JY51-2,3121.875,3,199.076,83.353,242.273,2.591,13.563
JY51-2,3122,3,200.575,84.303,242.398,2.597,13.482
JY51-2,3122.75,3,199.617,87.188,244.583,2.581,13.715
JY51-2,3122.875,3,194.529,87.296,243.245,2.579,12.95
JY51-2,3123,3,190.145,87.344,242.455,2.581,12.607
JY51-2,3123.75,4,177.034,87.803,239.938,2.579,12.483
JY51-2,3123.875,4,179.197,87.828,240.999,2.579,12.668
JY51-2,3124,4,187.739,87.895,243.036,2.584,12.891
JY51-2,3124.75,3,220.514,88.132,243.152,2.558,13.977
JY51-2,3124.875,3,209.618,88.021,241.784,2.554,13.058
JY51-2,3125,3,200.075,87.938,241.279,2.553,12.377
JY51-2,3125.75,3,195.766,87.596,240.133,2.59,12.956
JY51-2,3125.875,3,198.144,87.496,241.758,2.586,12.266
JY51-2,3126,3,200.502,87.365,243.396,2.577,11.892
JY51-2,3126.75,3,210.597,87.254,241.373,2.554,12.549
JY51-2,3126.875,3,213.353,87.307,240.899,2.562,12.874
JY51-2,3127,3,215.856,87.332,241.125,2.565,13.187
JY51-2,3127.75,3,220.436,86.589,248.18,2.541,12.897
JY51-2,3127.875,3,219.861,86.496,247.951,2.535,12.769
JY51-2,3128,3,217.983,86.474,247.286,2.531,12.637
JY51-2,3128.75,3,208.031,86.716,248.064,2.554,13.1
JY51-2,3128.875,3,208.617,86.818,248.603,2.547,13.139
JY51-2,3129,3,211.984,86.998,248.504,2.54,13.074
JY51-2,3129.75,3,206.528,88.497,247.599,2.548,12.015
JY51-2,3129.875,3,205.527,88.696,247.745,2.541,11.904
JY51-2,3130,3,206.843,88.952,247.091,2.535,11.731
JY51-2,3130.75,3,209.244,91.377,248.962,2.554,12.227
JY51-2,3130.875,3,212.2,91.659,249.2,2.542,12.254
JY51-2,3131,3,214.879,91.839,248.329,2.533,12.17
JY51-2,3131.75,3,219.961,91.684,245.635,2.561,12.059
JY51-2,3131.875,3,235.09,91.747,245.432,2.565,12.672
JY51-2,3132,3,253.443,91.821,246.053,2.567,13.445
JY51-2,3132.75,3,241.844,91.023,253.556,2.557,12.637
JY51-2,3132.875,3,236.655,90.954,252.149,2.549,12.715
JY51-2,3133,3,238.573,90.992,251.41,2.541,13.08
JY51-2,3133.75,3,233.777,93.004,252.517,2.524,12.706
JY51-2,3133.875,3,232.485,93.637,252.896,2.526,12.44
JY51-2,3134,3,232.517,94.347,253.473,2.528,12.481
JY51-2,3134.875,4,332.175,97.994,262.229,2.56,15.977
JY51-2,3135,4,341.333,98.232,261.22,2.549,16.073
JY51-2,3135.125,4,336.199,98.39,258.747,2.535,15.556
JY51-2,3135.75,3,276.671,98.397,248.399,2.54,12.583
JY51-2,3135.875,3,272.344,98.358,246.653,2.532,12.587
JY51-2,3136,3,266.95,98.324,244.615,2.522,12.574
JY51-2,3136.75,3,274.743,99,242.686,2.496,10.65
JY51-2,3136.875,3,293.19,99.162,246.378,2.507,10.741
JY51-2,3137,3,322.456,99.329,250.973,2.522,11.043
JY51-2,3138.25,3,404.745,100.284,250.672,2.455,11.309
JY51-2,3138.375,3,436.878,100.292,251.91,2.454,11.41
JY51-2,3138.5,3,457.92,100.375,253.352,2.457,11.954
JY51-2,3139.75,3,244.393,102.668,243.332,2.543,9.72
JY51-2,3139.875,3,232.701,102.827,247.44,2.516,10.917
JY51-2,3140,3,225.779,102.938,249.809,2.503,11.382
JY51-2,3140.75,3,217.185,103.791,241.879,2.52,10.56
JY51-2,3140.875,3,221.863,103.61,239.404,2.506,10.544
JY51-2,3141,3,225.801,103.315,238.477,2.495,10.508
JY51-2,3141.75,3,194.118,101.821,237.229,2.49,9.914
JY51-2,3141.875,3,184.389,102.104,236.011,2.492,9.918
JY51-2,3142,3,176.891,102.628,235.113,2.497,9.992
JY51-2,3142.75,4,159.184,104.986,252.069,2.548,15.175
JY51-2,3142.875,4,155.465,104.954,254.036,2.562,14.436
JY51-2,3143,4,155.957,104.782,254.702,2.564,13.825
JY51-2,3143.75,4,193.836,101.402,268.561,2.523,18.442
JY51-2,3143.875,4,195.247,100.645,271.254,2.559,18.693
JY51-2,3144,4,196.91,99.903,273.09,2.613,18.967
JY51-2,3144.75,4,160.242,96.731,226.812,2.753,15.495
JY51-2,3144.875,4,137.797,96.323,216.495,2.755,13.76
JY51-2,3145,4,110.346,95.926,205.372,2.754,11.296
JY11-4,2251,1,153.283,208.917,2.637,7.845,36.85
JY11-4,2252.125,1,131.242,229.899,2.682,19.377,51.297
JY11-4,2252.25,1,112.105,220.857,2.681,14.774,79.479
JY11-4,2252.375,1,99.377,206.779,2.676,9.741,107.584
JY11-4,2252.5,1,98.209,192.924,2.666,6.413,123.158
JY11-4,2252.625,1,102.866,187.758,2.655,5.178,125.878
JY11-4,2252.75,1,103.858,188.059,2.65,5.889,128.512
JY11-4,2252.875,1,96.011,186.762,2.65,7.578,148.829
JY11-4,2253.5,1,91.981,184.692,2.644,5.037,164.723
JY11-4,2253.625,1,97.823,188.307,2.641,6.261,133.042
JY11-4,2253.75,1,101.556,190.935,2.641,7.869,113.819
JY11-4,2253.875,1,103.668,193.752,2.643,9.147,106.326
JY11-4,2254,1,103.168,194.265,2.647,9.968,103.094
JY11-4,2254.125,1,100.926,192.839,2.65,10.166,97.537
JY11-4,2254.25,1,99.986,194.152,2.649,9.628,92.361
JY11-4,2255,1,79.855,186.602,2.631,6.601,571.954
JY11-4,2255.125,1,79.181,182.998,2.621,4.782,675.917
JY11-4,2255.25,1,80.43,181.274,2.614,3.858,606.046
JY11-4,2255.375,1,85.225,182.225,2.611,3.68,408.841
JY11-4,2255.5,1,96.691,191.798,2.613,4.138,202.776
JY11-4,2255.625,1,115.082,208.854,2.619,5.539,87.763
JY11-4,2255.75,1,131.424,224.409,2.629,8.43,50.664
JY11-4,2255.875,1,136.17,231.133,2.642,13.492,50.002
JY11-4,2256,1,124.485,229.295,2.653,18.713,76.383
JY11-4,2256.125,1,105.093,217.858,2.653,18.462,162.653
JY11-4,2256.25,1,87.226,201.19,2.637,12.043,345.046
JY11-4,2256.375,1,77.1,187.589,2.613,6.545,554.175
JY11-4,2256.5,1,73.577,182.959,2.595,3.626,679.104
JY11-4,2256.625,1,75.087,183.193,2.59,2.78,632.424
JY11-4,2256.75,1,81.11,185.263,2.596,2.96,469.431
JY11-4,2256.875,1,91.729,188.139,2.605,3.865,283.422
JY11-4,2257,1,107.123,192.85,2.611,5.45,148.261
JY11-4,2257.125,1,124.002,202.108,2.614,7.823,72.351
JY11-4,2257.25,1,137.271,213.685,2.617,11.445,43.555
JY11-4,2257.375,1,142.172,220.088,2.62,16.535,35.054
JY11-4,2257.5,1,139.292,220.458,2.622,21.474,35.206
JY11-4,2257.625,1,132.202,219.655,2.622,22.118,42.007
JY11-4,2257.75,1,123.149,214.159,2.625,17.654,54.888
JY11-4,2257.875,1,112.639,204.316,2.63,12.366,75.74
JY11-4,2258,1,101.948,199.191,2.634,8.784,113.562
JY11-4,2258.125,1,94.431,196.903,2.635,6.484,166.444
JY11-4,2258.25,1,90.457,191.98,2.632,4.964,219.516
JY11-4,2258.375,1,88.139,188.737,2.631,4.158,253.164
JY11-4,2258.5,1,85.953,189.158,2.633,4.072,269.949
JY11-4,2258.625,1,84.202,188.997,2.638,4.561,288.069
JY11-4,2258.75,1,82.544,187.12,2.644,5.112,323.127
JY11-4,2258.875,1,80.163,185.324,2.65,5.225,366.696
JY11-4,2259,1,78.11,183.991,2.655,4.87,399.012
JY11-4,2259.125,1,78.157,184.253,2.658,4.574,407.95
JY11-4,2259.25,1,80.097,184.64,2.657,4.675,387.717
JY11-4,2259.375,1,83.282,183.201,2.649,5.091,329.747
JY11-4,2259.5,1,88.966,181.381,2.641,5.465,248.499
JY11-4,2259.625,1,96.921,182.475,2.639,5.801,170.091
JY11-4,2259.75,1,102.749,184.566,2.649,6.468,126.771
JY11-4,2259.875,1,99.56,184.798,2.665,7.419,125.637
JY11-4,2260,1,87.872,183.278,2.681,7.886,184.791
JY11-4,2260.125,1,72.961,179.953,2.693,7.131,326.5
JY11-4,2260.25,1,61.906,175.394,2.698,5.708,522.517
JY11-4,2260.375,1,56.331,174.03,2.697,4.484,701.685
JY11-4,2260.5,1,56.033,177.54,2.692,3.824,804.021
JY11-4,2260.625,1,58.805,182.922,2.682,3.595,835.138
JY11-4,2260.75,1,62.122,188.135,2.672,3.566,830.346
JY11-4,2260.875,1,64.706,194.746,2.663,3.488,822.724
JY11-4,2261,1,66.467,203.228,2.655,3.329,819.886
JY11-4,2261.125,1,67.268,209.632,2.647,3.22,815.633
JY11-4,2261.25,1,67.183,209.857,2.636,3.236,794.861
JY11-4,2261.375,1,66.982,206.245,2.627,3.31,747.377
JY11-4,2261.5,1,67.337,199.549,2.62,3.386,678.869
JY11-4,2270,1,164.005,235.474,2.691,20.065,22.815
JY11-4,2270.125,1,163.181,235.905,2.69,21.112,22.714
JY41-5,2502.25,1,170.613,233.924,2.718,17.547,40.182
JY41-5,2502.375,1,166.583,232.456,2.712,17.151,41.119
JY41-5,2502.5,1,160.729,231.785,2.707,16.575,41.041
JY41-5,2502.625,1,158.16,232.531,2.704,15.951,39.762
JY41-5,2503.375,1,171.199,242.725,2.726,21.066,31.972
JY41-5,2503.5,1,174.744,243.383,2.734,20.106,30.969
JY41-5,2503.625,1,176.548,244.149,2.736,19.882,30.018
JY41-5,2508,1,89.398,198.598,2.66,3.901,431.399
JY41-5,2508.125,1,90.29,198.407,2.665,4.075,385.632
JY41-5,2508.25,1,90.675,198.382,2.666,4.431,341.263
JY41-5,2508.375,1,90.239,198.727,2.664,4.871,296.333
JY41-5,2508.5,1,90.293,199.637,2.662,5.296,257.244
JY41-5,2508.625,1,92.36,200.983,2.661,5.784,233.623
JY41-5,2508.75,1,95.2,202.542,2.661,6.464,230.548
JY41-5,2508.875,1,95.399,203.84,2.658,7.242,248.694
JY41-5,2509,1,92.413,204.339,2.655,7.767,289.88
JY41-5,2509.125,1,88.891,203.738,2.649,7.494,355.544
JY41-5,2509.25,1,86.698,202.094,2.643,6.54,433.505
JY41-5,2509.375,1,85.319,199.835,2.638,5.277,519.287
JY41-5,2509.5,1,84.053,197.367,2.633,4.203,618.275
JY41-5,2509.625,1,83.363,195.333,2.626,3.509,712.277
JY41-5,2509.75,1,84.698,194.182,2.616,3.117,761.528
JY41-5,2509.875,1,88.621,194.229,2.606,2.863,727.02
JY41-5,2510,1,94.56,195.297,2.599,2.785,641.64
JY41-5,2510.125,1,101.495,197.098,2.594,3.095,547.663
JY41-5,2510.25,1,107.449,199.423,2.587,3.795,478.468
JY41-5,2510.375,1,111.332,201.981,2.576,4.631,445.745
JY41-5,2510.5,1,111.996,204.724,2.568,5.275,463.516
JY41-5,2510.625,1,108.866,207.803,2.569,5.626,541.667
JY41-5,2510.75,1,102.677,211.188,2.577,5.651,694.131
JY41-5,2510.875,1,95.448,214.656,2.583,5.201,939.022
JY41-5,2511,1,89.072,217.661,2.579,4.397,1210.787
JY41-5,2511.125,1,84.427,219.639,2.567,3.52,1406.589
JY41-5,2511.25,1,83.135,219.946,2.553,2.932,1413.531
JY41-5,2511.375,1,86.135,218.708,2.542,2.767,1234.17
JY41-5,2511.5,1,93.129,217.077,2.538,3.023,909.025
JY41-5,2511.625,1,102.801,216.58,2.545,3.46,541.507
JY41-5,2511.75,1,116.386,218.187,2.563,4.001,251.589
JY41-5,2511.875,1,136.575,222.339,2.591,5.132,99.961
JY41-5,2512,1,160.315,229.064,2.624,7.851,51.231
JY41-5,2512.125,1,180.526,236.33,2.66,13.402,36.883
JY41-5,2512.25,1,188.658,242.226,2.693,32.861,31.874
JY41-5,2512.375,1,187.331,245.357,2.719,32.008,30.915
JY41-5,2512.5,1,182.253,246.017,2.737,28.112,32.286
JY41-5,2512.625,1,177.715,244.469,2.749,25.762,34.92
JY41-5,2512.75,1,173.028,241.397,2.756,23.035,38.647
JY41-5,2512.875,1,167.059,237.604,2.757,19.963,44.293
JY41-5,2514.125,1,149.036,219.814,2.697,13.099,64.661
JY41-5,2514.25,1,149.769,222.147,2.701,15.646,62.558
JY41-5,2514.375,1,149.604,223.473,2.704,16.59,60.834
JY41-5,2514.5,1,149.746,224.726,2.703,15.962,57.022
JY41-5,2514.625,1,151.69,226.732,2.699,14.879,50.716
JY41-5,2514.75,1,156.551,230.062,2.696,14.817,43.779
JY41-5,2516,1,179.744,241.529,2.721,19.933,41.156
JY41-5,2516.125,1,176.27,238.953,2.718,19.015,44.236
JY41-5,2516.25,1,171.798,236.415,2.714,18.067,46.949
JY41-5,2516.375,1,168.34,234.147,2.711,17.22,48.653
JY41-5,2517.375,1,67.229,194.375,2.721,5.722,983.152
JY41-5,2517.5,1,57.202,187.77,2.721,3.086,1262.004
JY41-5,2517.625,1,54.608,183.86,2.72,1.783,1277.254
JY41-5,2518,1,59.953,186.926,2.683,2.289,1099.338
JY41-5,2518.125,1,60.121,189.957,2.667,2.393,1263.724
JY41-5,2518.25,1,60.273,192.652,2.651,2.114,1413.136
JY41-5,2518.375,1,61.048,194.865,2.634,1.649,1419.704
JY41-5,2518.5,1,62.489,196.416,2.621,1.302,1232.158
JY41-5,2518.625,1,64.5,197.491,2.614,1.301,931.813
JY41-5,2518.75,1,68.112,199.014,2.608,1.719,616.569
JY41-5,2518.875,1,77.557,201.797,2.604,2.482,353.4
JY41-5,2519,1,95.925,206.39,2.609,3.515,172.146
JY41-5,2519.125,1,122.782,212.937,2.628,5.146,77.845
JY41-5,2519.25,1,150.702,221.363,2.661,8.282,47.696
JY41-5,2519.375,1,172.899,230.303,2.693,15.051,36.508
JY41-5,2519.5,1,186.824,238.368,2.714,25.997,32.169
JY41-5,2519.625,1,194.064,244.451,2.721,27.088,30.961
JY41-5,2519.75,1,196.473,248.338,2.723,26.14,31.046
JY41-5,2519.875,1,195.612,250.147,2.727,24.584,31.804
JY41-5,2520,1,193.074,250.169,2.729,23.685,33.009
JY56-z1,2850.5,1,181.624,219.336,2.733,18.596,74.969
JY56-z1,2850.625,1,175.532,214.466,2.731,17.52,130.747
JY56-z1,2850.75,1,167.215,208.01,2.728,15.923,205.017
JY56-z1,2850.875,1,156.31,203.385,2.724,13.959,264.884
JY56-z1,2851,1,142.783,198.718,2.719,12.011,294.022
JY56-z1,2851.125,1,129.831,193.254,2.715,10.32,296.527
JY56-z1,2851.25,1,121.653,195.31,2.71,9.064,288.777
JY56-z1,2851.375,1,117.821,201.337,2.707,8.318,272.296
JY56-z1,2851.5,1,117.349,207.898,2.704,8.196,242.8
JY56-z1,2851.625,1,120.561,212.349,2.703,8.712,207.303
JY56-z1,2851.75,1,128.202,218.369,2.701,9.75,175.406
JY56-z1,2851.875,1,138.768,223.733,2.699,11.119,152.239
JY56-z1,2852,1,148.658,227.805,2.698,12.36,131.599
JY56-z1,2855.5,1,123.936,221.486,2.693,10.65,109.772
JY56-z1,2855.625,1,138.077,227.815,2.702,12.138,104.177
JY56-z1,2855.75,1,157.527,231.036,2.712,13.92,88.11
JY56-z1,2855.875,1,173.599,233.573,2.718,15.053,70.641
JY56-z1,2856,1,179.531,235.512,2.718,15.016,59.083
JY56-z1,2857.125,1,143.246,230.967,2.643,9.648,66.354
JY56-z1,2857.25,1,115.554,223.34,2.634,7.268,105.099
JY56-z1,2857.375,1,97.285,211.666,2.633,5.576,185.81
JY56-z1,2857.5,1,88.442,198.533,2.631,4.67,308.011
JY56-z1,2857.625,1,85.757,193.633,2.625,4.498,423.893
JY56-z1,2857.75,1,89.945,197.679,2.618,5.15,444.724
JY56-z1,2857.875,1,102.954,203.097,2.608,6.589,354.969
JY56-z1,2858,1,122.538,208.713,2.591,8.419,216.437
JY56-z1,2858.125,1,138.085,212.239,2.571,9.659,120.466
JY56-z1,2858.25,1,139.593,212.103,2.567,9.006,85.569
JY56-z1,2858.375,1,125.024,208.472,2.588,6.895,91.914
JY56-z1,2858.5,1,102.122,201.853,2.621,4.737,158.723
JY56-z1,2858.625,1,80.944,193.841,2.65,3.321,355.935
JY56-z1,2858.75,1,66.77,187.124,2.663,2.659,725.516
JY56-z1,2858.875,1,60.311,181.812,2.659,2.568,1161.286
JY56-z1,2859,1,59.364,178.297,2.645,2.705,1508.01
JY56-z1,2859.125,1,61.256,177.375,2.631,2.925,1671.102
JY56-z1,2859.25,1,63.627,178.562,2.619,3.173,1709.227
JY56-z1,2859.375,1,65.753,179.888,2.609,3.405,1699.068
JY56-z1,2859.5,1,67.127,181.135,2.6,3.543,1669.77
JY56-z1,2859.625,1,67.825,183.455,2.594,3.6,1613.424
JY56-z1,2859.75,1,68.768,185.42,2.593,3.693,1510.468
JY56-z1,2859.875,1,71.49,185.05,2.595,3.894,1358.773
JY56-z1,2860,1,74.991,184.353,2.598,4.105,1203.086
JY56-z1,2860.125,1,76.854,183.379,2.6,4.226,1086.569
JY56-z1,2860.25,1,75.214,182.324,2.599,4.249,1027.193
JY56-z1,2860.375,1,71.643,182.024,2.598,4.245,1003.569
JY56-z1,2860.5,1,68.575,182.954,2.594,4.197,996.541
JY56-z1,2860.625,1,67.023,184.847,2.59,4.028,994.328
JY56-z1,2860.75,1,66.567,186.284,2.587,3.777,992.11
JY56-z1,2860.875,1,67.285,187.117,2.587,3.597,986.932
JY56-z1,2861,1,70.205,186.848,2.59,3.594,980.783
JY56-z1,2861.125,1,76.12,185.703,2.594,3.685,977.246
JY56-z1,2861.25,1,83.49,183.614,2.594,3.762,976.834
JY56-z1,2861.375,1,88.732,181.525,2.593,3.763,974.94
JY56-z1,2861.5,1,90.112,179.966,2.593,3.704,970.34
JY56-z1,2861.625,1,88.34,179.193,2.595,3.611,969.244
JY56-z1,2861.75,1,84.858,178.65,2.597,3.493,982.405
JY56-z1,2861.875,1,80.392,178.679,2.598,3.309,1026.984
JY56-z1,2862,1,76.703,179.268,2.601,2.977,1127.068
JY56-z1,2862.125,1,75.041,179.477,2.605,2.585,1290.227
JY56-z1,2862.25,1,76.065,179.46,2.609,2.247,1503.732
JY56-z1,2862.375,1,79.989,178.184,2.61,2.004,1716.001
