Well Name,Depth,Facies,GR,AC,DEN,K
JY56-z1,2890.25,2,185.988,267.901,2.609,3.163
JY56-z1,2891,2,187.658,265.427,2.61,3.025
JY56-z1,2891.125,2,185.36,265.641,2.613,2.898
JY56-z1,2891.25,2,185.304,265.625,2.615,2.748
JY56-z1,2892.125,2,190.088,262.345,2.584,2.785
JY56-z1,2892.25,2,191.606,262.193,2.576,2.815
JY56-z1,2892.375,2,192.134,262.406,2.574,2.793
JY56-z1,2893,2,206.04,262.707,2.586,2.676
JY56-z1,2893.125,2,206.639,262.014,2.584,2.755
JY56-z1,2893.25,2,206.094,260.985,2.583,2.865
JY56-z1,2893.875,2,197.798,258.876,2.581,3.043
JY56-z1,2894,2,198.72,257.888,2.578,3.016
JY56-z1,2894.125,2,201.937,256.577,2.578,2.983
JY56-z1,2894.625,2,225.633,268.316,2.609,3.071
JY56-z1,2894.75,2,232.297,274.879,2.621,3.093
JY56-z1,2894.875,2,237.981,280.058,2.628,3.077
JY56-z1,2895.5,2,230.469,271.712,2.633,2.747
JY56-z1,2895.625,2,219.259,265.931,2.642,2.653
JY56-z1,2895.75,2,211.028,260.664,2.652,2.594
JY56-z1,2896.5,2,202.826,252.122,2.626,2.754
JY56-z1,2896.625,2,211.022,252.492,2.624,2.756
JY56-z1,2896.75,2,213.836,252.878,2.626,2.726
JY56-z1,2897.375,2,201.478,247.118,2.621,2.6
JY56-z1,2897.5,2,202.957,245.983,2.625,2.624
JY56-z1,2897.625,2,203.683,245.696,2.63,2.639
JY56-z1,2898.375,2,214.601,246.731,2.623,2.43
JY56-z1,2898.5,2,213.344,247.116,2.627,2.374
JY56-z1,2898.625,2,209.516,248.093,2.627,2.35
JY56-z1,2899.125,2,209.189,250.04,2.623,2.462
JY56-z1,2899.25,2,209.761,249.581,2.616,2.515
JY56-z1,2899.375,2,213.236,249.166,2.607,2.545
JY56-z1,2900.125,2,203.368,248.531,2.593,2.615
JY56-z1,2900.25,2,200.59,250.257,2.588,2.743
JY56-z1,2900.375,2,196.759,251.841,2.589,2.887
JY56-z1,2901.125,2,207.358,251.644,2.592,3.103
JY56-z1,2901.25,2,203.285,250.595,2.594,2.957
JY56-z1,2901.375,2,200.415,250.002,2.598,2.822
JY56-z1,2902.125,2,185.318,245.169,2.579,2.694
JY56-z1,2902.25,2,187.379,246.973,2.579,2.701
JY56-z1,2902.375,2,191.92,250.404,2.581,2.738
JY56-z1,2903,2,221.162,256.914,2.587,3.089
JY56-z1,2903.125,2,214.866,254.28,2.598,3.135
JY56-z1,2903.25,2,205.511,252.369,2.611,3.152
JY51-2,3026.875,1,152.842,70.275,210.728,58.482
JY51-2,3027,1,151.346,70.329,208.878,63.027
JY51-2,3027.125,1,133.311,70.304,206.389,83.043
JY51-2,3027.25,1,111.097,70.193,203.532,123.973
JY51-2,3027.375,1,95.076,70.031,200.661,183.379
JY51-2,3027.5,1,89.788,69.863,198.145,239.731
JY51-2,3027.625,1,89.977,69.736,196.322,275.035
JY51-2,3027.75,1,89.579,69.7,195.507,291.77
JY51-2,3027.875,1,85.342,69.808,195.82,309.519
JY51-2,3028,1,79.596,70.072,197.409,326.918
JY51-2,3028.125,1,76.603,70.498,200.225,314.038
JY51-2,3028.25,1,80.937,71.073,204.071,256.402
JY51-2,3028.375,1,94.514,71.757,208.738,171.873
JY51-2,3028.5,1,116.948,72.486,213.81,101.07
JY51-2,3034,1,102.363,57.479,190.285,405.673
JY51-2,3034.125,1,98.089,57.463,191.05,467.45
JY51-2,3034.25,1,97.199,57.476,192.195,501.291
JY51-2,3034.375,1,98.918,57.53,193.663,503.016
JY51-2,3034.5,1,101.835,57.602,195.35,483.066
JY51-2,3034.625,1,104.275,57.659,197.157,451.216
JY51-2,3034.75,1,105.732,57.669,198.99,413.455
JY51-2,3034.875,1,107.441,57.622,200.838,372.111
JY51-2,3035,1,110.598,57.554,202.784,331.01
JY51-2,3035.125,1,114.647,57.55,204.984,295.538
JY51-2,3035.25,1,117.88,57.677,207.608,269.282
JY51-2,3035.375,1,120.065,57.955,210.745,253.057
JY51-2,3035.5,1,121.504,58.338,214.23,245.406
JY51-2,3035.625,1,121.927,58.721,217.709,249.006
JY51-2,3035.75,1,120.171,58.973,220.623,269.506
JY51-2,3035.875,1,114.751,58.987,222.416,312.647
JY51-2,3036,1,105.472,58.776,222.629,383.334
JY51-2,3036.125,1,94.655,58.443,221.202,468.373
JY51-2,3036.25,1,86.881,58.135,218.464,527.037
JY51-2,3036.375,1,85.403,57.949,214.989,517.907
JY51-2,3036.5,1,90.13,57.914,211.613,444.532
JY51-2,3036.625,1,96.922,57.974,209.077,346.712
JY51-2,3036.75,1,102.505,58.056,207.988,264.729
JY51-2,3036.875,1,106.05,58.118,208.513,210.837
JY51-2,3037,1,108.26,58.191,210.702,183.17
JY51-2,3037.125,1,108.194,58.327,214.379,177.02
JY51-2,3037.25,1,104.542,58.549,219.132,181.345
JY51-2,3037.375,1,99.798,58.812,224.577,184.801
JY51-2,3037.5,1,99.265,59.047,230.173,180.728
JY51-2,3037.625,1,105.841,59.194,235.275,172.055
JY51-2,3037.75,1,115.016,59.266,239.141,166.444
JY51-2,3037.875,1,118.758,59.335,241.106,174.77
JY51-2,3038,1,113.078,59.497,240.667,215.49
JY51-2,3038.125,1,101.73,59.794,237.584,309.714
JY51-2,3038.25,1,91.404,60.191,232.337,445.326
JY51-2,3038.375,1,86.169,60.571,225.658,561.122
JY51-2,3038.5,1,86.162,60.813,218.675,580.296
JY51-2,3038.625,1,90.361,60.858,212.62,494.082
JY51-2,3038.75,1,97.758,60.775,208.175,359.368
JY51-2,3038.875,1,107.478,60.691,205.317,249.039
JY51-2,3039,1,117.074,60.737,203.568,185.581
JY51-2,3039.125,1,123.644,60.97,202.659,155.698
JY51-2,3039.25,1,126.573,61.379,202.411,141.338
JY51-2,3039.375,1,127.578,61.884,202.626,136.983
JY51-2,3039.5,1,126.489,62.389,203.078,142.229
JY51-2,3039.625,1,119.644,62.827,203.583,158.1
JY51-2,3039.75,1,105.863,63.178,204.059,187.976
JY51-2,3040.5,1,138.542,65.797,204.858,137.116
JY51-2,3040.625,1,139.72,66.44,204.441,132.663
JY51-2,3040.75,1,134.788,66.99,203.956,143.91
JY51-2,3040.875,1,128.2,67.436,203.603,164.941
JY51-2,3041,1,121.84,67.824,203.654,185.925
JY51-2,3041.125,1,116.728,68.226,204.41,194.016
JY51-2,3041.25,1,114.588,68.674,206.129,179.042
JY51-2,3041.375,1,118.042,69.15,208.865,143.645
JY51-2,3041.5,1,129.052,69.598,212.555,101.401
JY51-2,3044.625,1,127.651,71.113,212.332,220.741
JY51-2,3044.75,1,117.801,71.25,211.066,294.753
JY51-2,3044.875,1,111.139,71.376,209.255,366.553
JY51-2,3045,1,106.641,71.54,206.947,431.071
JY51-2,3045.125,1,102.335,71.794,204.251,509.641
JY51-2,3045.25,1,97.409,72.166,201.296,636.32
JY51-2,3045.375,1,92.652,72.629,198.201,810.433
JY51-2,3045.5,1,88.501,73.125,195.134,971.213
JY51-2,3045.625,1,84.747,73.59,192.315,1039.26
JY51-2,3045.75,1,81.209,73.983,190.008,988.745
JY51-2,3045.875,1,78.499,74.312,188.461,868.561
JY51-2,3046,1,77.573,74.635,187.934,736.967
JY51-2,3046.125,1,79.308,75.037,188.646,610.33
JY51-2,3046.25,1,84.369,75.565,190.708,474.871
JY51-2,3046.375,1,93.316,76.194,194.276,333.193
JY51-2,3046.5,1,107.821,76.864,199.341,209.489
JY51-2,3046.625,1,128.999,77.514,205.677,124.585
JY51-2,3046.75,1,154.639,78.103,213.019,78.776
JY51-2,3046.875,1,179.036,78.621,221.041,57.083
JY51-2,3050.875,2,181.742,87.178,232.763,39.069
JY51-2,3051,2,175.43,87.082,230.376,41.569
JY51-2,3051.125,2,167.55,87.023,226.242,48.597
JY51-2,3051.25,2,157.413,87.017,219.731,63.129
JY51-2,3051.375,2,143.621,87.044,211.483,86.464
JY51-2,3051.5,2,127.417,87.084,202.526,116.881
JY51-2,3051.625,2,113.334,87.133,194.479,148.649
JY51-2,3051.75,2,105.441,87.207,189.479,171.991
JY51-2,3051.875,2,104.238,87.309,188.758,176.888
JY51-2,3052,2,107.913,87.43,192.031,160.127
JY51-2,3052.125,2,115.207,87.58,198.443,128.727
JY51-2,3052.75,2,159.607,89.594,237.711,29.84
JY51-2,3052.875,2,161.003,90.077,240.227,23.285
JY51-2,3053,2,162.138,90.503,242.53,18.626
JY51-2,3053.75,2,192.832,93.346,253.755,27.049
JY51-2,3053.875,2,195.509,93.915,254.021,27.492
JY51-2,3054,2,196.842,94.448,254.741,27.784
JY51-2,3054.75,2,199.708,96.034,257.956,29.643
JY51-2,3054.875,2,198.12,96.168,256.577,30.285
JY51-2,3055,2,197.041,96.353,254.771,30.839
JY51-2,3055.75,2,198.012,96.834,247.534,32.734
JY51-2,3055.875,2,198.917,96.652,248.479,33.041
JY51-2,3056,2,200.281,96.473,249.495,33.162
JY51-2,3056.75,2,188.383,95.618,248.786,30.824
JY51-2,3056.875,2,187.104,95.502,248.304,28.824
JY51-2,3057,2,186.594,95.338,247.955,25.4
JY51-2,3057.75,2,188.286,93.883,248.046,25.889
JY51-2,3057.875,2,188.588,93.79,248.527,27.493
JY51-2,3058,2,188.402,93.722,248.81,25.875
JY51-2,3058.75,2,194.526,93.223,250.505,27.463
JY51-2,3058.875,2,198.933,93.494,251.752,29.852
JY51-2,3059,2,199.656,93.937,252.394,28.415
JY51-2,3059.75,2,196.919,95.239,250.387,13.042
JY51-2,3059.875,2,196.461,95.096,250.166,15.479
JY51-2,3060,2,197.179,94.976,249.718,19.807
JY51-2,3060.75,2,194.546,94.353,243.558,37.899
JY51-2,3060.875,2,194.005,94.265,243.729,37.622
JY51-2,3061,2,192.133,94.219,243.276,36.158
JY51-2,3061.75,2,190.989,94.297,244.255,32.368
JY51-2,3061.875,2,192.788,94.321,245.265,32.431
JY51-2,3062,2,193.159,94.302,245.833,31.767
JY51-2,3062.75,2,196.484,94.451,248.944,19.607
JY51-2,3062.875,2,197.961,94.478,250.999,14.858
JY51-2,3063,2,197.691,94.451,252.028,12.506
JY51-2,3063.75,2,204.037,94.499,252.987,26.841
JY51-2,3063.875,2,205.067,94.53,253.797,30.327
JY51-2,3064,2,206.055,94.537,254.836,32.407
JY51-2,3064.75,2,209.6,94.474,255.792,38.84
JY51-2,3064.875,2,209.411,94.422,255.453,39.167
JY51-2,3065,2,211.269,94.392,255.821,39.566
JY51-2,3065.75,2,228.722,94.749,258.981,28.967
JY51-2,3065.875,2,230.068,94.801,258.235,31.198
JY51-2,3066,2,226.645,94.803,257.17,34.534
JY51-2,3066.75,2,213.593,93.531,251.274,19.85
JY51-2,3066.875,2,216.469,93.407,251.967,29.258
JY51-2,3067,2,219.479,93.413,252.617,40.522
JY51-2,3067.75,2,222.793,94.041,248.274,54.076
JY51-2,3067.875,2,222.377,94.182,248.446,53.757
JY51-2,3068,2,220.049,94.443,248.762,53.123
JY51-2,3068.75,2,175.776,97.033,224.993,56.828
JY51-2,3068.875,2,163.135,97.229,221.863,59.156
JY51-2,3069,2,165.213,97.349,224.016,58.611
JY51-2,3069.625,2,217.704,98.292,258.5,33.2
JY51-2,3069.75,2,211.116,98.532,259.819,31.056
JY51-2,3069.875,2,209.662,98.742,261.527,28.726
JY51-2,3070.75,2,218.409,99.046,266.085,21.56
JY51-2,3070.875,2,215.081,99.143,266.848,23.497
JY51-2,3071,2,211.919,99.337,268.001,24.55
JY51-2,3071.75,2,210.497,101.04,269.579,6.951
JY51-2,3071.875,2,210.757,101.213,270.178,8.621
JY51-2,3072,2,210.919,101.341,270.681,13.074
JY51-2,3072.75,2,217.588,101.354,271.951,21.572
JY51-2,3072.875,2,219.99,101.315,273.069,21.055
JY51-2,3073,2,222.261,101.272,272.893,21.217
JY51-2,3073.75,2,216.372,100.076,264.722,16.359
JY51-2,3073.875,2,216.792,99.797,264.241,19.136
JY51-2,3074,2,216.262,99.578,263.74,22.689
JY51-2,3074.5,2,207.473,99.147,265.941,15.506
JY51-2,3074.625,2,207.258,98.987,265.13,13.25
JY51-2,3074.75,2,206.158,98.757,262.285,12.952
JY51-2,3075.75,2,222.267,95.182,264.399,17.521
JY51-2,3075.875,2,222.459,95.045,264.341,20.237
JY51-2,3076,2,223.23,94.948,264.183,22.458
JY51-2,3076.75,2,187.233,94.849,239.591,32.962
JY51-2,3076.875,2,183.019,94.883,240.37,32.001
JY51-2,3077,2,186.233,94.936,245.054,29.387
JY51-2,3077.75,2,222.666,94.686,263.552,15.958
JY51-2,3077.875,2,222.648,94.437,264.627,16.585
JY51-2,3078,2,219.95,94.265,265.859,18.377
JY51-2,3078.75,2,206.502,93.212,266.413,26.469
JY51-2,3078.875,2,207.183,93.034,266.307,26.124
JY51-2,3079,2,209.669,92.941,266.058,24.675
JY51-2,3079.75,2,200.463,91.875,261.617,18.864
JY51-2,3079.875,2,197.487,91.664,259.486,24.746
JY51-2,3080,2,197.418,91.514,258.809,29.349
JY51-2,3080.75,2,206.696,89.437,279.331,16.292
JY51-2,3080.875,2,210.274,89.177,275.028,16.903
JY51-2,3081,2,212.296,89.116,268.462,18.332
JY51-2,3081.75,2,204.642,89.681,264.619,12.487
JY51-2,3081.875,2,200.055,89.548,263.733,13.171
JY51-2,3082,2,193.909,89.398,259.144,17.082
JY51-2,3082.75,2,176.19,87.801,237.718,46.594
JY51-2,3082.875,2,175.625,87.568,238.136,46.466
JY51-2,3083,2,176.26,87.406,238.105,46.498
JY51-2,3083.75,2,173.385,85.406,237.481,46.585
JY51-2,3083.875,2,173.186,84.851,238.524,45.838
JY51-2,3084,2,174.259,84.322,239.576,44.964
JY51-2,3084.75,2,183.019,82.528,239.69,41.541
JY51-2,3084.875,2,184.422,82.42,240.398,38.268
JY51-2,3085,2,186.361,82.304,240.877,35.826
JY51-2,3085.625,2,171.218,81.6,233.919,56.59
JY51-2,3085.75,2,170.72,81.544,233.292,59.583
JY51-2,3085.875,2,175.23,81.565,233.541,59.976
JY51-2,3086.75,2,183.576,83.242,241.113,48.84
JY51-2,3086.875,2,182.357,83.777,242.114,49.225
JY51-2,3087,2,182.943,84.264,243.098,50.1
JY51-2,3087.75,2,183.292,84.131,242.928,51.307
JY51-2,3087.875,2,178.57,82.913,241.339,49.641
JY51-2,3088,2,176.388,82.061,240.493,48.276
JY51-2,3088.625,2,168.557,81.252,238.547,42.488
JY51-2,3088.75,2,166.05,81.988,237.538,44.857
JY51-2,3088.875,2,165.266,82.631,236.706,47.877
JY51-2,3089.75,2,183.617,83.744,245.566,49.41
JY51-2,3089.875,2,184.631,83.621,245.621,48.613
JY51-2,3090,2,184.048,83.586,245.346,47.986
JY51-2,3091.125,2,202.465,85.976,240.095,33.476
JY51-2,3091.25,2,218.361,86.227,240.292,26.213
JY51-2,3091.375,2,230.36,86.293,240.653,21.737
JY51-2,3091.75,2,230.973,85.625,239.344,22.937
JY51-2,3091.875,2,224.817,85.462,238.394,24.376
JY51-2,3092,2,215.501,85.426,237.502,25.246
JY51-2,3092.75,2,180.91,84.711,232.359,26.978
JY51-2,3092.875,2,182.833,84.622,232.57,19.556
JY51-2,3093,2,187.042,84.543,233.165,13.492
JY51-2,3093.75,2,190.698,84.338,237.722,44.287
JY51-2,3093.875,2,188.154,84.231,239.305,43.696
JY51-2,3094,2,186.204,84.058,240.33,41.819
JY51-2,3094.75,2,194.543,82.812,245.858,21.228
JY51-2,3094.875,2,194.153,82.702,246.051,15.39
JY51-2,3095,2,192.255,82.653,245.731,12.968
JY51-2,3095.75,2,187.398,81.786,241.298,42.251
JY51-2,3095.875,2,187.586,81.588,238.998,42.86
JY51-2,3096,2,188.935,81.429,236.696,43.449
JY51-2,3096.75,2,182.256,80.686,236.111,53.185
JY51-2,3096.875,2,180.725,80.617,235.613,55.35
JY51-2,3097,2,180.748,80.611,234.721,57.579
JY51-2,3097.75,2,182.415,80.379,225.109,84.604
JY51-2,3097.875,2,187.478,80.234,226.643,87.011
JY51-2,3098,2,190.779,80.15,230.041,84.666
JY51-2,3098.75,2,179.885,81.244,236.418,38.105
JY51-2,3098.875,2,177.437,81.558,235.154,37.915
JY51-2,3099,2,177.88,81.85,234.234,40.553
JY51-2,3099.75,2,180.313,82.744,234.413,24.295
JY51-2,3099.875,2,181.074,83.015,235.256,20.079
JY51-2,3100,2,182.266,83.337,237,20.424
JY51-2,3100.75,2,177.452,83.828,242.727,51.484
JY51-2,3100.875,2,179.555,83.782,242.597,49.359
JY51-2,3101,2,182.562,83.804,242.734,45.536
JY51-2,3101.75,2,193.25,84.322,244.073,52.592
JY51-2,3101.875,2,194.613,84.565,243.82,52.655
JY51-2,3102,2,195.716,84.759,243.292,52.705
JY51-2,3102.75,2,175.825,84.324,238.701,60.096
JY51-2,3102.875,2,170.635,84.353,239.118,52.903
JY51-2,3103,2,168.991,84.436,239.973,45.508
JY51-2,3103.75,2,197.258,85.372,247.915,43.336
JY51-2,3103.875,2,199.402,85.464,249.876,35.599
JY51-2,3104,2,197.59,85.54,250.902,27.013
JY51-2,3104.625,2,191.839,86.394,247.279,14.961
JY51-2,3104.75,2,190.085,86.502,248.9,20.081
JY51-2,3104.875,2,190.832,86.585,251.367,28.9
JY51-2,3105.75,2,173.356,87.839,245.236,45.535
JY51-2,3105.875,2,171.859,87.918,247.503,46.683
JY51-2,3106,2,175.51,88.022,249.679,46.46
JY51-2,3106.75,2,186.727,87.7,260.408,39.83
JY51-2,3106.875,2,188.457,87.796,259.774,44.092
JY51-2,3107,2,190.33,88.001,259.282,44.981
JY51-2,3107.625,2,191.686,89.99,258.479,20.363
JY51-2,3107.75,2,189.283,90.387,258.381,20.133
JY51-2,3107.875,2,188.522,90.733,258.264,19.925
JY51-2,3108.75,2,188.018,90.599,260.561,21.343
JY51-2,3108.875,2,189.291,90.112,261.824,34.462
JY51-2,3109,2,187.283,89.679,262.484,44.667
JY51-2,3109.75,2,178.96,88.9,256.354,39.262
JY51-2,3109.875,2,180.471,89.038,255.716,32.965
JY51-2,3110,2,179.885,89.251,255.325,25.716
JY51-2,3110.75,2,191.847,90.7,258.683,34.753
JY51-2,3110.875,2,191.334,90.663,258.805,42.343
JY51-2,3111,2,189.526,90.479,257.747,48.289
JY51-2,3111.75,2,170.925,87.538,253.283,46.348
JY51-2,3111.875,2,179.531,87.141,255.058,45.297
JY51-2,3112,2,185.418,86.788,256.05,46.719
JY51-2,3112.75,2,183.183,84.56,252.286,41.66
JY51-2,3112.875,2,181.664,84.454,251.849,30.075
JY51-2,3113,2,180.4,84.462,252.493,21.508
JY51-2,3113.75,2,181.889,85.093,250.357,63.127
JY51-2,3113.875,2,183.554,85.067,249.723,64.981
JY51-2,3114,2,187.087,85.001,249.924,66.713
JY51-2,3114.75,2,207.024,86.456,253.426,64.092
JY51-2,3114.875,2,210.453,86.92,254.503,58.124
JY51-2,3115,2,213.125,87.299,255.602,49.73
JY51-2,3115.75,2,238.033,89.027,264.561,26.459
JY51-2,3115.875,2,241.981,89.286,266.56,30.034
JY51-2,3116,2,244.594,89.464,267.363,33.119
JY51-2,3116.625,2,223.049,89.409,249.022,14.578
JY51-2,3116.75,2,216.3,89.218,247.431,18.012
JY51-2,3116.875,2,212.292,88.934,246.204,28.679
JY51-2,3117.75,2,210.991,86.973,246.045,45.242
JY51-2,3117.875,2,212.119,87.043,247.447,42.842
JY51-2,3118,2,211.245,87.143,247.467,37.603
JY51-2,3118.75,2,201.062,86.065,240.596,57.386
JY51-2,3118.875,2,201.109,85.742,239.036,66.378
JY51-2,3119,2,200.958,85.385,237.898,68.775
JY51-2,3119.75,2,216.691,81.938,246.712,70.887
JY51-2,3119.875,2,216.053,81.805,245.754,71.381
JY51-2,3120,2,213.587,81.84,244.913,68.48
JY51-2,3120.75,2,203.315,80.841,237.562,48.872
JY51-2,3120.875,2,204.388,80.329,238.04,50.875
JY51-2,3121,2,206.197,79.91,240.751,54.529
JY51-2,3121.75,2,197.751,82.348,243.829,68.694
JY51-2,3121.875,2,199.076,83.353,242.273,53.078
JY51-2,3122,2,200.575,84.303,242.398,37.661
JY51-2,3122.75,2,199.617,87.188,244.583,49.198
JY51-2,3122.875,2,194.529,87.296,243.245,71.53
JY51-2,3123,2,190.145,87.344,242.455,87.893
JY51-2,3123.75,2,177.034,87.803,239.938,93.383
JY51-2,3123.875,2,179.197,87.828,240.999,81.092
JY51-2,3124,2,187.739,87.895,243.036,62.219
JY51-2,3124.75,2,220.514,88.132,243.152,35.554
JY51-2,3124.875,2,209.618,88.021,241.784,62.992
JY51-2,3125,2,200.075,87.938,241.279,88.423
JY51-2,3125.75,2,195.766,87.596,240.133,33.673
JY51-2,3125.875,2,198.144,87.496,241.758,22.808
JY51-2,3126,2,200.502,87.365,243.396,17.519
JY51-2,3126.75,2,210.597,87.254,241.373,135.525
JY51-2,3126.875,2,213.353,87.307,240.899,128.972
JY51-2,3127,2,215.856,87.332,241.125,120.552
JY51-2,3127.75,2,220.436,86.589,248.18,101.324
JY51-2,3127.875,2,219.861,86.496,247.951,104.294
JY51-2,3128,2,217.983,86.474,247.286,99.893
JY51-2,3128.75,2,208.031,86.716,248.064,19.086
JY51-2,3128.875,2,208.617,86.818,248.603,24.839
JY51-2,3129,2,211.984,86.998,248.504,28.587
JY51-2,3129.75,2,206.528,88.497,247.599,23.799
JY51-2,3129.875,2,205.527,88.696,247.745,39.705
JY51-2,3130,2,206.843,88.952,247.091,73.585
JY51-2,3130.75,2,209.244,91.377,248.962,89.376
JY51-2,3130.875,2,212.2,91.659,249.2,83.804
JY51-2,3131,2,214.879,91.839,248.329,86.848
JY51-2,3131.75,2,219.961,91.684,245.635,94.686
JY51-2,3131.875,2,235.09,91.747,245.432,80.979
JY51-2,3132,2,253.443,91.821,246.053,62.417
JY51-2,3132.75,2,241.844,91.023,253.556,43.503
JY51-2,3132.875,2,236.655,90.954,252.149,49.899
JY51-2,3133,2,238.573,90.992,251.41,53.062
JY51-2,3133.75,2,233.777,93.004,252.517,40.769
JY51-2,3133.875,2,232.485,93.637,252.896,36.619
JY51-2,3134,2,232.517,94.347,253.473,30.011
JY51-2,3134.875,2,332.175,97.994,262.229,18.761
JY51-2,3135,2,341.333,98.232,261.22,15.144
JY51-2,3135.125,2,336.199,98.39,258.747,15.081
JY51-2,3135.75,2,276.671,98.397,248.399,21.939
JY51-2,3135.875,2,272.344,98.358,246.653,20.746
JY51-2,3136,2,266.95,98.324,244.615,21.941
JY51-2,3136.75,2,274.743,99,242.686,121.977
JY51-2,3136.875,2,293.19,99.162,246.378,94.587
JY51-2,3137,2,322.456,99.329,250.973,53.709
JY51-2,3138.25,2,404.745,100.284,250.672,20.41
JY51-2,3138.375,2,436.878,100.292,251.91,20.166
JY51-2,3138.5,2,457.92,100.375,253.352,27.864
JY51-2,3139.75,2,244.393,102.668,243.332,16.957
JY51-2,3139.875,2,232.701,102.827,247.44,20.728
JY51-2,3140,2,225.779,102.938,249.809,21.387
JY51-2,3140.75,2,217.185,103.791,241.879,40.371
JY51-2,3140.875,2,221.863,103.61,239.404,57.866
JY51-2,3141,2,225.801,103.315,238.477,67.328
JY51-2,3141.75,2,194.118,101.821,237.229,92.513
JY51-2,3141.875,2,184.389,102.104,236.011,101.421
JY51-2,3142,2,176.891,102.628,235.113,104.112
JY51-2,3142.75,2,159.184,104.986,252.069,24.866
JY51-2,3142.875,2,155.465,104.954,254.036,19.453
JY51-2,3143,2,155.957,104.782,254.702,13.753
JY51-2,3143.75,2,193.836,101.402,268.561,160.64
JY51-2,3143.875,2,195.247,100.645,271.254,144.464
JY51-2,3144,2,196.91,99.903,273.09,96.632
JY51-2,3144.75,2,160.242,96.731,226.812,44.46
JY51-2,3144.875,2,137.797,96.323,216.495,63.271
JY51-2,3145,2,110.346,95.926,205.372,111.456
