Well Name,Depth,GR,AC,DEN,CNL,Facies
JY59-2HF,2841.25,108.671,232.418,2.469,29.12,2
JY59-2HF,2841.375,108.137,246.197,2.499,28.562,2
JY59-2HF,2841.5,107.011,243.418,2.525,28.255,2
JY59-2HF,2841.625,105.479,233.506,2.541,28.272,2
JY59-2HF,2842.125,97.583,235.041,2.536,29.521,2
JY59-2HF,2842.25,95.847,247.366,2.536,29.619,2
JY59-2HF,2842.375,94.936,248.33,2.537,29.661,2
JY59-2HF,2842.5,95.058,238.149,2.538,29.794,2
JY59-2HF,2863.25,102.75,221.91,2.553,27.346,2
JY59-2HF,2863.375,103.883,221.851,2.552,27.581,2
JY59-2HF,2864.375,103.261,221.721,2.557,28.701,2
JY59-2HF,2864.875,99.282,224.651,2.562,28.649,2
JY59-2HF,2865,98.965,227.153,2.566,29.049,2
JY59-2HF,2865.125,99.54,228.814,2.574,29.362,2
JY59-2HF,2865.25,101.007,229.279,2.589,29.342,2
JY59-2HF,2865.375,102.959,228.329,2.611,28.998,2
JY59-2HF,2865.5,104.933,225.716,2.632,28.524,2
JY59-2HF,2865.625,106.501,221.376,2.644,28.092,2
JY59-2HF,2865.75,107.271,218.741,2.637,27.87,2
JY59-2HF,2865.875,106.81,218.529,2.61,28.062,2
JY59-2HF,2866,105.271,219.51,2.58,28.492,2
JY59-2HF,2866.125,103.176,220.804,2.56,28.89,2
JY59-2HF,2866.25,101.046,221.711,2.552,29.112,2
JY59-2HF,2866.375,99.262,221.423,2.553,29.057,2
JY59-2HF,2866.5,98.033,219.439,2.553,28.668,2
JY59-2HF,2866.625,97.817,217.432,2.548,27.969,2
JY59-2HF,2866.75,98.334,216.319,2.544,27.249,2
JY59-2HF,2866.875,99.408,216.444,2.541,26.669,2
JY59-2HF,2867,100.747,217.513,2.543,26.331,2
JY59-2HF,2867.125,102.058,218.724,2.549,26.274,2
JY59-2HF,2867.25,103.165,219.298,2.556,26.455,2
JY59-2HF,2867.375,103.626,219.339,2.561,26.769,2
JY59-2HF,2867.5,103.64,219.141,2.566,27.12,2
JY59-2HF,2867.625,103.273,219.008,2.572,27.469,2
JY59-2HF,2867.75,102.673,219.058,2.579,27.781,2
JY59-2HF,2867.875,102.047,219.491,2.589,28.03,2
JY59-2HF,2868,101.549,219.593,2.593,28.204,2
JY59-2HF,2868.125,101.199,219.339,2.589,28.352,2
JY59-2HF,2868.25,101.02,218.836,2.581,28.467,2
JY59-2HF,2868.375,101.073,218.242,2.572,28.545,2
JY59-2HF,2868.5,101.395,217.6,2.569,28.562,2
JY59-2HF,2868.625,101.954,216.745,2.58,28.441,2
JY59-2HF,2868.75,102.509,216.045,2.596,28.217,2
JY59-2HF,2868.875,102.886,215.681,2.607,28.063,2
JY59-2HF,2869,103.145,215.738,2.607,28.098,2
JY59-2HF,2869.125,103.388,216.233,2.593,28.307,2
JY59-2HF,2869.25,103.684,217.26,2.571,28.568,2
JY59-2HF,2869.375,103.872,218.497,2.549,28.708,2
JY59-2HF,2869.5,103.75,219.31,2.537,28.615,2
JY59-2HF,2869.625,103.37,219.449,2.532,28.397,2
JY59-2HF,2869.75,102.758,219.201,2.534,28.148,2
JY59-2HF,2869.875,102.031,219.977,2.537,27.933,2
JY59-2HF,2870,101.452,221.726,2.541,27.762,2
JY59-2HF,2870.125,101.286,223.761,2.545,27.633,2
JY59-2HF,2870.25,101.478,225.949,2.552,27.549,2
JY59-2HF,2870.375,101.989,227.937,2.562,27.534,2
JY59-2HF,2870.5,102.756,228.915,2.575,27.606,2
JY59-2HF,2870.625,103.645,228.578,2.588,27.791,2
JY59-2HF,2870.75,104.297,228.566,2.597,28.146,2
JY59-2HF,2870.875,104.72,228.589,2.596,28.653,2
JY59-2HF,2871,105.168,228.482,2.585,29.184,2
JY59-2HF,2871.125,105.657,228.286,2.566,29.581,2
JY59-2HF,2871.25,106.147,228.485,2.546,29.718,2
JY59-2HF,2871.375,106.565,228.812,2.535,29.54,2
JY59-2HF,2871.5,106.663,229.2,2.536,29.132,2
JY59-2HF,2871.625,106.181,229.434,2.546,28.729,2
JY59-2HF,2871.75,105.05,229.322,2.557,28.437,2
JY59-2HF,2871.875,103.502,228.796,2.565,28.281,2
JY59-2HF,2872,101.848,228.509,2.566,28.231,2
JY59-2HF,2872.125,100.211,229.089,2.555,28.21,2
JY59-2HF,2872.25,98.93,229.913,2.541,28.208,2
JY59-2HF,2872.375,98.205,230.206,2.527,28.298,2
JY59-2HF,2872.5,98.173,229.454,2.516,28.486,2
JY59-2HF,2872.625,98.773,228.066,2.509,28.803,2
JY59-2HF,2872.75,99.78,226.675,2.507,29.297,2
JY59-2HF,2872.875,101.156,225.145,2.507,29.958,2
JY59-2HF,2873,102.362,224.09,2.507,30.609,2
JY59-2HF,2873.125,103.275,223.951,2.506,31.093,2
JY59-2HF,2873.25,103.84,224.778,2.499,31.306,2
JY59-2HF,2873.375,104.041,225.785,2.485,31.18,2
JY59-2HF,2873.5,103.849,226.673,2.467,30.697,2
JY59-2HF,2873.625,103.014,227.435,2.455,30.042,2
JY59-2HF,2873.75,101.936,227.708,2.458,29.335,2
JY59-2HF,2873.875,100.74,227.123,2.477,28.635,2
JY59-2HF,2874,99.521,225.598,2.508,28.004,2
JY59-2HF,2874.125,98.351,224.055,2.542,27.517,2
JY59-2HF,2874.25,97.3,222.633,2.564,27.348,2
JY59-2HF,2874.375,96.483,221.411,2.574,27.463,2
JY59-2HF,2874.5,95.845,220.455,2.575,27.777,2
JY59-2HF,2874.625,95.362,219.761,2.572,28.242,2
JY59-2HF,2874.75,94.997,218.934,2.567,28.809,2
JY59-2HF,2874.875,94.699,217.287,2.56,29.429,2
JY59-2HF,2875,94.67,215.2,2.552,29.912,2
JY59-2HF,2875.125,94.946,213.143,2.542,30.163,2
JY59-2HF,2875.25,95.321,211.59,2.529,30.132,2
JY59-2HF,2875.375,95.634,210.94,2.516,29.859,2
JY59-2HF,2875.5,95.785,211.612,2.505,29.471,2
JY59-2HF,2875.625,95.765,212.943,2.498,29.2,2
JY59-2HF,2875.75,95.688,213.958,2.495,29.172,2
JY59-2HF,2875.875,95.643,214.004,2.496,29.29,2
JY59-2HF,2876,95.795,213.038,2.502,29.506,2
JY59-2HF,2876.125,96.19,212.612,2.515,29.782,2
JY59-2HF,2876.25,96.693,214.503,2.551,30.082,2
JY59-2HF,2876.375,97.357,216.787,2.604,30.354,2
JY59-2HF,2876.5,98.106,218.46,2.65,30.509,2
JY59-2HF,2876.625,98.842,218.958,2.67,30.537,2
JY59-2HF,2876.75,99.5,218.246,2.654,30.448,2
JY59-2HF,2876.875,100.091,217.309,2.605,30.298,2
JY59-2HF,2877,100.799,217.986,2.549,30.251,2
JY59-2HF,2877.125,101.472,219.482,2.522,30.328,2
JY59-2HF,2877.25,101.918,220.728,2.519,30.47,2
JY59-2HF,2877.375,102.165,220.71,2.527,30.57,2
JY59-2HF,2877.5,102.238,219,2.53,30.573,2
JY59-2HF,2877.625,102.137,217.396,2.515,30.496,2
JY59-2HF,2877.75,102.044,217.619,2.491,30.308,2
JY59-2HF,2877.875,101.942,218.852,2.471,30.193,2
JY59-2HF,2878,101.922,219.761,2.466,30.208,2
