Well Name,Depth,Facies,GR,AC,DEN
JY51-2,3117.875,5,212.119,87.043,247.447
JY51-2,3118,5,211.245,87.143,247.467
JY51-2,3118.75,5,201.062,86.065,240.596
JY51-2,3118.875,5,201.109,85.742,239.036
JY51-2,3119,5,200.958,85.385,237.898
JY51-2,3119.75,4,216.691,81.938,246.712
JY51-2,3119.875,4,216.053,81.805,245.754
JY51-2,3120,4,213.587,81.84,244.913
JY51-2,3120.75,5,203.315,80.841,237.562
JY51-2,3120.875,5,204.388,80.329,238.04
JY51-2,3121,5,206.197,79.91,240.751
JY51-2,3123.75,5,177.034,87.803,239.938
JY51-2,3123.875,5,179.197,87.828,240.999
JY51-2,3124,5,187.739,87.895,243.036
JY51-2,3134.875,5,332.175,97.994,262.229
JY51-2,3135,5,341.333,98.232,261.22
JY51-2,3135.125,5,336.199,98.39,258.747
JY51-2,3142.75,4,159.184,104.986,252.069
JY51-2,3142.875,4,155.465,104.954,254.036
JY51-2,3143,4,155.957,104.782,254.702
JY51-2,3143.75,5,193.836,101.402,268.561
JY51-2,3143.875,5,195.247,100.645,271.254
JY51-2,3144,5,196.91,99.903,273.09
JY51-2,3144.75,4,160.242,96.731,226.812
JY51-2,3144.875,4,137.797,96.323,216.495
JY51-2,3145,4,110.346,95.926,205.372
