Well Name,Depth,GR,AC,DEN,CNL,Facies
JY53-1HF,2833.75,101.94,189.548,2.533,21.274,2
JY53-1HF,2833.875,101.008,189.571,2.528,21.315,2
JY53-1HF,2834,99.861,189.617,2.524,21.573,2
JY53-1HF,2834.125,98.935,189.697,2.52,21.666,2
JY53-1HF,2834.25,97.814,189.816,2.514,21.071,2
JY53-1HF,2835.625,102.41,189.906,2.531,19.01,2
JY53-1HF,2835.75,102.964,189.744,2.536,20.266,2
JY53-1HF,2835.875,102.402,189.639,2.54,21.047,2
JY53-1HF,2836,101.004,189.618,2.542,20.805,2
JY53-1HF,2836.125,98.956,189.733,2.547,19.931,2
JY53-1HF,2837.125,94.353,192.844,2.547,19.643,2
JY53-1HF,2838.125,101.666,189.878,2.485,22.849,2
JY53-1HF,2838.25,101.62,189.882,2.492,22.718,2
JY53-1HF,2838.375,101.582,189.903,2.501,22.458,2
JY53-1HF,2838.75,102.888,189.905,2.528,21.73,2
JY53-1HF,2838.875,102.211,189.869,2.532,21.133,2
JY53-1HF,2839,102.654,189.831,2.531,20.503,2
JY53-1HF,2839.125,104.437,189.801,2.529,19.956,2
JY53-1HF,2839.25,105.915,189.795,2.527,19.691,2
JY53-1HF,2839.375,106.569,189.813,2.527,20.1,2
JY53-1HF,2839.5,106.636,189.854,2.528,21.039,2
JY53-1HF,2839.625,106.099,189.911,2.529,21.948,2
JY53-1HF,2839.75,105.127,189.973,2.528,22.278,2
JY53-1HF,2839.875,104.212,190.035,2.525,22.247,2
JY53-1HF,2840.5,111.05,190.156,2.502,22.51,2
JY53-1HF,2840.625,109.171,190.127,2.506,21.111,2
JY53-1HF,2840.75,105.756,190.086,2.511,19.818,2
JY53-1HF,2841.125,101.415,189.879,2.526,21.549,2
JY53-1HF,2841.25,100.486,189.775,2.532,22.138,2
JY53-1HF,2841.375,99.684,189.658,2.537,21.55,2
JY53-1HF,2841.5,99.956,189.544,2.544,20.449,2
JY53-1HF,2841.625,101.56,189.451,2.55,19.806,2
JY53-1HF,2841.75,102.987,189.396,2.555,20.23,2
JY53-1HF,2841.875,103.042,189.387,2.56,21.56,2
JY53-1HF,2843.625,100.873,189.833,2.544,22.27,2
JY53-1HF,2843.75,98.349,189.728,2.539,22.4,2
JY53-1HF,2843.875,96.967,189.619,2.533,22.048,2
JY53-1HF,2844,97.093,189.519,2.527,21.52,2
JY53-1HF,2844.125,97.581,189.442,2.524,21.165,2
JY53-1HF,2844.25,97.484,189.4,2.522,21.19,2
JY53-1HF,2844.375,96.971,189.4,2.523,21.215,2
JY53-1HF,2844.5,97.047,189.451,2.527,20.962,2
JY53-1HF,2844.625,98.321,189.552,2.532,20.614,2
JY53-1HF,2844.75,100.372,189.708,2.536,20.555,2
JY53-1HF,2860,113.164,193.306,2.474,21.032,2
