665,21.787,13.16,4.081,2
523,2835.093,181.047,227.741,2.672,21.747,15.273,4.103,2
523,2835.218,180.433,226.524,2.676,21.355,18.039,4.141,2
523,2835.343,179.842,225.508,2.677,20.613,20.447,4.18,2
523,2835.468,179.228,224.93,2.677,19.819,21.777,4.217,2
523,2835.593,178.941,224.861,2.676,19.299,22.17,4.257,2
523,2835.718,179.349,225.214,2.672,19.247,22.335,4.291,2
523,2835.843,180.138,225.782,2.665,19.634,23.263,4.311,2
523,2835.968,180.648,226.529,2.657,20.285,24.41,4.324,2
523,2836.093,180.936,227.484,2.653,20.881,23.191,4.35,2
523,2836.218,181.758,228.453,2.654,21.074,18.787,4.391,2
523,2836.343,183.484,228.91,2.659,20.614,14.449,4.448,2
523,2836.468,185.299,228.319,2.663,19.673,13.035,4.523,2
523,2836.593,185.896,226.815,2.665,18.653,14.128,4.602,2
523,2836.718,184.957,225.094,2.667,17.942,16.884,4.671,2
523,2836.843,183.995,224.01,2.672,17.752,19.607,4.723,2
523,2836.968,185.025,224.092,2.679,18.125,21.176,4.73,2
523,2837.093,188.405,225.468,2.685,18.769,22.063,4.654,2
523,2837.218,192.519,227.641,2.686,19.294,23.104,4.512,2
523,2837.343,195.494,229.682,2.684,19.591,24.287,4.361,2
523,2837.468,196.948,230.76,2.681,19.815,25.53,4.227,2
523,2837.593,197.676,230.793,2.679,19.982,26.914,4.099,2
523,2837.718,198.492,230.311,2.675,19.874,27.424,3.976,2
523,2837.843,199.436,229.893,2.67,19.454,25.323,3.867,2
523,2837.968,200.007,229.752,2.667,19.024,20.968,3.785,2
523,2838.093,199.789,229.714,2.668,18.846,17.123,3.738,2
523,2838.218,198.927,229.419,2.672,18.894,16.016,3.719,2
523,2838.343,197.717,228.659,2.676,19.052,17.541,3.704,2
523,2838.468,196.083,227.64,2.68,19.296,18.402,3.662,2
523,2838.593,193.932,226.946,2.685,19.644,14.798,3.576,2
523,2838.718,191.951,227.09,2.687,19.942,9.715,3.476,2
523,2838.843,191.307,227.992,2.681,20.046,7.203,3.393,2
523,2838.968,192.319,229.002,2.669,20.071,7.203,3.327,2
523,2839.093,193.989,229.491,2.658,20.201,9.294,3.268,2
523,2839.218,195.045,229.225,2.653,20.459,13.194,3.229,2
523,2839.343,195.081,228.442,2.653,20.699,17.232,3.219,2
523,2839.468,194.471,227.481,2.652,20.678,19.391,3.232,2
523,2839.593,193.56,226.473,2.648,20.216,19.596,3.263,2
523,2839.718,192.351,225.196,2.644,19.443,19.653,3.315,2
523,2839.843,190.964,223.394,2.643,18.714,20.527,3.382,2
523,2839.968,189.989,221.307,2.646,18.198,22.212,3.444,2
523,2840.093,189.821,219.748,2.646,17.775,24.158,3.489,2
523,2840.218,189.924,219.483,2.643,17.451,25.54,3.518,2
523,2840.343,189.219,220.625,2.64,17.435,25.776,3.528,2
523,2840.468,187.399,222.638,2.641,17.776,24.914,3.51,2
523,2840.593,185.375,224.626,2.646,18.264,23.532,3.471,2
523,2840.718,184.239,225.788,2.652,18.671,22.309,3.425,2
523,2840.843,184.315,225.795,2.656,18.959,21.668,3.377,2
523,2840.968,185.242,225,2.66,19.168,21.642,3.321,2
523,2841.093,186.522,224.102,2.661,19.158,21.855,3.252,2
523,2841.218,187.726,223.606,2.659,18.825,21.766,3.178,2
523,2841.343,188.562,223.649,2.654,18.412,21.217,3.104,2
523,2841.468,189.035,224.06,2.65,18.299,20.706,3.026,2
523,2841.593,189.35,224.522,2.65,18.499,20.882,2.948,2
523,2841.718,189.488,224.682,2.652,18.719,21.802,2.9,2
523,2841.843,189.215,224.308,2.657,18.861,22.851,2.899,2
523,2841.968,188.443,223.573,2.664,19.028,23.698,2.943,2
523,2842.093,187.431,223.074,2.672,19.131,24.878,3.023,2
523,2842.218,186.514,223.551,2.678,18.983,27.289,3.145,2
523,2842.343,185.857,225.204,2.675,18.738,29.61,3.313,2
523,2842.468,185.59,227.616,2.668,18.75,27.818,3.503,2
523,2842.593,186.052,230.139,2.664,19.049,20.719,3.682,2
523,2842.718,187.689,232.161,2.666,19.348,12.779,3.84,2
523,2842.843,190.559,233.273,2.669,19.409,7.974,3.999,2
523,2842.968,193.831,233.454,2.667,19.251,6.317,4.137,2
523,2843.093,195.971,233.142,2.659,19.026,6.63,4.193,2
523,2843.218,196.041,232.792,2.648,18.873,8.619,4.123,2
523,2843.343,194.8,232.505,2.64,18.778,11.477,3.976,2
523,2843.468,194.221,232.19,2.637,18.681,13.181,3.821,2
523,2843.593,195.385,231.871,2.641,18.658,12.689,3.664,2
523,2843.718,197.412,231.707,2.646,18.745,11.768,3.512,2
523,2843.843,198.58,231.798,2.649,18.812,12.223,3.403,2
523,2843.968,198.166,232.178,2.648,18.744,14.771,3.349,2
523,2844.093,196.647,232.78,2.645,18.616,18.643,3.326,2
523,2844.218,194.947,233.426,2.642,18.677,22.121,3.309,2
523,2844.343,193.889,233.879,2.639,19.07,23.954,3.286,2
523,2844.468,194.03,234.08,2.64,19.721,24.4,3.275,2
523,2844.593,195.269,234.179,2.646,20.317,24.423,3.301,2
523,2844.718,196.94,234.404,2.654,20.486,24.816,3.355,2
523,2844.843,198.59,234.856,2.656,20.23,25.756,3.429,2
523,2844.968,200.308,235.456,2.649,19.974,26.837,3.533,2
523,2845.093,202.149,235.957,2.637,19.954,27.597,3.645,2
523,2845.218,203.827,236.081,2.624,20.113,28.128,3.735,2
523,2845.343,205.203,235.639,2.615,20.26,28.907,3.794,2
523,2845.468,206.67,234.742,2.61,20.228,29.954,3.843,2
523,2845.593,208.603,233.635,2.611,19.908,30.59,3.891,2
523,2845.718,210.579,232.619,2.617,19.385,29.812,3.932,2
523,2845.843,211.675,231.921,2.628,18.927,27.693,3.947,2
523,2845.968,211.512,231.652,2.638,18.803,25.094,3.917,2
523,2846.093,210.714,231.878,2.644,19.006,22.76,3.845,2
523,2846.218,210.357,232.601,2.642,19.294,21.009,3.756,2
523,2846.343,211.23,233.729,2.633,19.315,20.213,3.664,2
523,2846.468,213.679,234.913,2.622,19.111,20.75,3.548,2
523,2846.593,217.498,235.74,2.611,18.892,22.565,3.407,2
523,2846.718,221.705,235.862,2.604,18.674,25.226,3.289,2
523,2846.843,225.079,235.226,2.601,18.344,27.981,3.219,2
523,2846.968,227.014,234.105,2.6,17.992,30.165,3.178,2
523,2847.093,227.76,233.031,2.6,17.88,30.993,3.155,2
523,2847.218,227.756,232.431,2.6,18.043,30.029,3.138,2
523,2847.343,227.302,232.393,2.6,18.325,27.663,3.114,2
523,2847.468,226.61,232.688,2.599,18.521,25.533,3.085,2
523,2847.593,225.591,232.965,2.598,18.36,25.143,3.065,2
523,2847.718,223.53,232.926,2.601,17.805,26.646,3.066,2
523,2847.843,219.859,232.361,2.608,17.214,27.818,3.081,2
523,2847.968,215.084,231.296,2.613,16.815,26.294,3.091,2
523,2848.093,210.913,229.879,2.611,16.427,22.177,3.097,2
523,2848.218,208.859,228.377,2.603,16.014,18.205,3.123,2
523,2848.343,209.147,227.114,2.598,15.894,15.852,3.197,2
523,2848.468,210.592,226.553,2.599,16.206,15.183,3.317,2
523,2848.593,212.041,226.958,2.602,16.63,15.699,3.437,2
523,2848.718,213.426,228.278,2.604,16.834,16.73,3.533,2
523,2848.843,215.268,230.132,2.608,16.991,17.823,3.609,2
523,2848.968,217.256,231.84,2.615,17.325,19.482,3.638,2
523,2849.093,218.237,232.878,2.62,17.636,22.5,3.608,2
523,2849.218,217.626,233.152,2.622,17.636,27.117,3.492,2
523,2849.343,216.254,233.041,2.621,17.405,32.344,3.339,2
523,2849.468,215.592,232.812,2.621,17.315,36.306,3.195,2
523,2849.593,216.314,232.358,2.623,17.462,37.636,3.127,2
523,2849.718,217.695,231.491,2.627,17.583,36.96,3.126,2
523,2849.843,218.315,230.156,2.629,17.456,35.761,3.19,2
523,2849.968,217.423,228.542,2.628,17.2,35.007,3.306,2
523,2850.093,215.564,226.977,2.626,17.005,34.62,3.454,2
523,2850.218,213.679,226.055,2.626,16.891,34.432,3.582,2
523,2850.343,212.358,226.106,2.629,16.811,34.15,3.653,2
523,2850.468,211.563,227.017,2.632,16.831,33.918,3.669,2
523,2850.593,210.936,228.284,2.633,17.074,33.798,3.644,2
523,2850.718,210.184,229.384,2.63,17.571,33.621,3.573,2
523,2850.843,209.386,230.042,2.625,18.215,33.333,3.434,2
523,2850.968,208.928,230.141,2.619,18.77,33.165,3.277,2
523,2851.093,208.824,229.755,2.614,19.014,33.357,3.151,2
523,2851.218,208.549,229.062,2.611,18.835,33.965,3.076,2
523,2851.343,207.8,228.434,2.609,18.401,34.616,3.042,2
523,2851.468,206.752,228.156,2.607,17.964,34.848,3.066,2
523,2851.593,205.572,228.196,2.605,17.726,34.492,3.143,2
523,2851.718,203.911,227.545,2.606,17.672,34.009,3.255,2
523,2851.843,200.518,224.767,2.609,17.637,33.894,3.364,2
523,2851.968,193.754,218.402,2.62,17.811,34.497,3.483,2
