Well Name,Depth,Facies,GR,AC,DEN,LLS
JY51-2,3090,4,184.048,83.586,245.346,16.319
JY51-2,3091.125,5,202.465,85.976,240.095,14.182
JY51-2,3091.25,5,218.361,86.227,240.292,14.612
JY51-2,3091.375,5,230.36,86.293,240.653,14.876
JY51-2,3091.75,4,230.973,85.625,239.344,14.161
JY51-2,3091.875,4,224.817,85.462,238.394,14.195
JY51-2,3092,4,215.501,85.426,237.502,14.48
JY51-2,3092.75,5,180.91,84.711,232.359,15.002
JY51-2,3092.875,5,182.833,84.622,232.57,15.086
JY51-2,3093,5,187.042,84.543,233.165,15.355
JY51-2,3093.75,5,190.698,84.338,237.722,16.106
JY51-2,3093.875,5,188.154,84.231,239.305,16.317
JY51-2,3094,5,186.204,84.058,240.33,16.415
JY51-2,3094.75,4,194.543,82.812,245.858,15.757
JY51-2,3094.875,4,194.153,82.702,246.051,15.492
JY51-2,3095,4,192.255,82.653,245.731,15.321
JY51-2,3095.75,4,187.398,81.786,241.298,16.553
JY51-2,3095.875,4,187.586,81.588,238.998,16.617
JY51-2,3096,4,188.935,81.429,236.696,16.356
JY51-2,3097.75,4,182.415,80.379,225.109,13.685
JY51-2,3097.875,4,187.478,80.234,226.643,14.005
JY51-2,3098,4,190.779,80.15,230.041,14.727
JY51-2,3098.75,4,179.885,81.244,236.418,15.756
JY51-2,3098.875,4,177.437,81.558,235.154,15.468
JY51-2,3099,4,177.88,81.85,234.234,15.266
JY51-2,3099.75,4,180.313,82.744,234.413,15.763
JY51-2,3099.875,4,181.074,83.015,235.256,15.494
JY51-2,3100,4,182.266,83.337,237,15.262
JY51-2,3100.75,4,177.452,83.828,242.727,16.66
JY51-2,3100.875,4,179.555,83.782,242.597,16.198
JY51-2,3101,4,182.562,83.804,242.734,15.344
JY51-2,3101.75,4,193.25,84.322,244.073,14.839
JY51-2,3101.875,4,194.613,84.565,243.82,14.864
JY51-2,3102,4,195.716,84.759,243.292,15.129
JY51-2,3103.75,4,197.258,85.372,247.915,17.747
JY51-2,3103.875,4,199.402,85.464,249.876,17.93
JY51-2,3104,4,197.59,85.54,250.902,17.539
JY51-2,3104.625,4,191.839,86.394,247.279,15.964
JY51-2,3104.75,4,190.085,86.502,248.9,16.004
JY51-2,3104.875,4,190.832,86.585,251.367,16.306
JY51-2,3105.75,4,173.356,87.839,245.236,15.183
JY51-2,3105.875,4,171.859,87.918,247.503,15.334
JY51-2,3106,4,175.51,88.022,249.679,16.21
JY51-2,3106.75,4,186.727,87.7,260.408,17.156
JY51-2,3106.875,4,188.457,87.796,259.774,17.114
JY51-2,3107,4,190.33,88.001,259.282,17.138
JY51-2,3107.625,4,191.686,89.99,258.479,16.012
JY51-2,3107.75,4,189.283,90.387,258.381,16.106
JY51-2,3107.875,4,188.522,90.733,258.264,16.294
JY51-2,3108.75,4,188.018,90.599,260.561,17.65
JY51-2,3108.875,4,189.291,90.112,261.824,17.994
JY51-2,3109,4,187.283,89.679,262.484,17.948
JY51-2,3109.75,4,178.96,88.9,256.354,16.803
JY51-2,3109.875,4,180.471,89.038,255.716,16.203
JY51-2,3110,4,179.885,89.251,255.325,15.646
JY51-2,3110.75,4,191.847,90.7,258.683,17.069
JY51-2,3110.875,4,191.334,90.663,258.805,16.888
JY51-2,3111,4,189.526,90.479,257.747,16.755
JY51-2,3111.75,4,170.925,87.538,253.283,15.614
JY51-2,3111.875,4,179.531,87.141,255.058,15.814
JY51-2,3112,4,185.418,86.788,256.05,16.133
JY51-2,3112.75,4,183.183,84.56,252.286,15.553
JY51-2,3112.875,4,181.664,84.454,251.849,15.181
JY51-2,3113,4,180.4,84.462,252.493,15.046
JY51-2,3114.75,4,207.024,86.456,253.426,15.137
JY51-2,3114.875,4,210.453,86.92,254.503,15.668
JY51-2,3115,4,213.125,87.299,255.602,16.205
JY51-2,3115.75,4,238.033,89.027,264.561,17.495
JY51-2,3115.875,4,241.981,89.286,266.56,17.762
JY51-2,3116,4,244.594,89.464,267.363,17.748
JY51-2,3116.625,5,223.049,89.409,249.022,16.012
JY51-2,3116.75,5,216.3,89.218,247.431,15.622
JY51-2,3116.875,5,212.292,88.934,246.204,15.316
JY51-2,3117.75,5,210.991,86.973,246.045,14.509
JY51-2,3117.875,5,212.119,87.043,247.447,14.751
JY51-2,3118,5,211.245,87.143,247.467,14.8
JY51-2,3118.75,5,201.062,86.065,240.596,13.046
JY51-2,3118.875,5,201.109,85.742,239.036,12.916
JY51-2,3119,5,200.958,85.385,237.898,13.127
JY51-2,3119.75,4,216.691,81.938,246.712,14.572
JY51-2,3119.875,4,216.053,81.805,245.754,14.861
JY51-2,3120,4,213.587,81.84,244.913,14.884
JY51-2,3120.75,5,203.315,80.841,237.562,12.928
JY51-2,3120.875,5,204.388,80.329,238.04,13.13
JY51-2,3121,5,206.197,79.91,240.751,13.837
JY51-2,3123.75,5,177.034,87.803,239.938,12.483
JY51-2,3123.875,5,179.197,87.828,240.999,12.668
JY51-2,3124,5,187.739,87.895,243.036,12.891
JY51-2,3134.875,5,332.175,97.994,262.229,15.977
JY51-2,3135,5,341.333,98.232,261.22,16.073
JY51-2,3135.125,5,336.199,98.39,258.747,15.556
JY51-2,3142.75,4,159.184,104.986,252.069,15.175
JY51-2,3142.875,4,155.465,104.954,254.036,14.436
JY51-2,3143,4,155.957,104.782,254.702,13.825
JY51-2,3143.75,5,193.836,101.402,268.561,18.442
JY51-2,3143.875,5,195.247,100.645,271.254,18.693
JY51-2,3144,5,196.91,99.903,273.09,18.967
JY51-2,3144.75,4,160.242,96.731,226.812,15.495
JY51-2,3144.875,4,137.797,96.323,216.495,13.76
JY51-2,3145,4,110.346,95.926,205.372,11.296
