,Well Name,Depth,Facies,GR,AC,DEN,CNL
456,JY41-5,2563.75,3,192.464,231.648,2.66,14.778
457,JY41-5,2563.875,3,158.541,229.975,2.672,11.286
458,JY41-5,2564,3,155.52,230.674,2.678,11.867
459,JY41-5,2564.75,3,155.098,231.303,2.685,12.758
460,JY41-5,2564.875,3,159.902,234.444,2.679,14.472
461,JY41-5,2565,3,160.393,236.269,2.674,14.663
462,JY41-5,2566,4,160.523,238.058,2.671,14.808
463,JY41-5,2566.125,4,172.429,243.33,2.646,14.826
464,JY41-5,2566.25,4,174.058,242.662,2.641,14.629
465,JY41-5,2566.625,4,174.191,242.049,2.638,14.356
466,JY41-5,2566.75,4,171.805,242.13,2.63,14.084
467,JY41-5,2566.875,4,171.844,242.635,2.633,14.091
468,JY41-5,2567.625,3,172.628,243.134,2.633,13.938
469,JY41-5,2567.75,3,164.314,244.245,2.65,13.087
470,JY41-5,2567.875,3,164.189,244.276,2.647,13.345
471,JY41-5,2568.625,3,164.181,244.227,2.644,13.796
472,JY41-5,2568.75,3,181.129,245.416,2.628,14.075
473,JY41-5,2568.875,3,181.484,244.744,2.625,14.378
474,JY41-5,2570,3,179.584,243.47,2.618,14.357
475,JY41-5,2570.125,3,194.686,237.19,2.644,14.167
476,JY41-5,2570.25,3,185.233,236.344,2.652,13.469
477,JY41-5,2571.25,4,178.96,235.445,2.658,13.163
478,JY41-5,2571.375,4,164.553,231.103,2.691,12.755
479,JY41-5,2571.5,4,167.477,233.485,2.684,13.613
480,JY41-5,2572.125,4,171.507,235.824,2.676,14.173
481,JY41-5,2572.25,4,178.792,241.142,2.635,13.141
482,JY41-5,2572.375,4,180.409,241.286,2.633,13.671
483,JY41-5,2573,4,180.39,241.186,2.64,14.657
484,JY41-5,2573.125,4,179.445,238.496,2.636,14.667
485,JY41-5,2573.25,4,175.719,238.031,2.635,14.546
486,JY41-5,2574.125,3,171.511,237.796,2.637,14.311
487,JY41-5,2574.25,3,169.824,239.641,2.644,14.017
488,JY41-5,2574.375,3,165.928,239.22,2.642,13.837
489,JY41-5,2575.75,3,162.779,238.511,2.64,13.419
490,JY41-5,2575.875,3,178.003,235.485,2.65,14.568
491,JY41-5,2576,3,174.519,235.679,2.648,13.892
492,JY41-5,2576.375,4,169.647,235.154,2.653,13.01
493,JY41-5,2576.5,4,166.337,233.593,2.664,12.864
494,JY41-5,2576.625,4,166.2,234.225,2.66,13.618
495,JY41-5,2577.375,3,166.478,235.434,2.656,14.198
496,JY41-5,2577.5,3,173.285,240.015,2.626,14.647
497,JY41-5,2577.625,3,172.173,239.874,2.622,14.198
498,JY41-5,2578.375,3,170.322,239.725,2.623,13.515
499,JY41-5,2578.5,3,176.621,242.061,2.624,14.213
500,JY41-5,2578.625,3,175.189,242.531,2.617,14.668
501,JY41-5,2579.375,3,172.771,242.4,2.62,14.918
502,JY41-5,2579.5,3,172.552,243.682,2.634,13.955
503,JY41-5,2579.625,3,182.054,245.784,2.632,14.52
504,JY41-5,2580.125,3,188.941,247.3,2.637,15.495
505,JY41-5,2580.25,3,173.683,247.552,2.64,13.407
506,JY41-5,2580.375,3,170.007,248.977,2.646,12.505
507,JY41-5,2581,4,171.452,251.371,2.65,12.908
508,JY41-5,2581.125,4,188.632,258.277,2.633,16.837
509,JY41-5,2581.25,4,185.84,258.119,2.631,16.286
510,JY41-5,2582.125,4,182.989,258.343,2.628,15.8
511,JY41-5,2582.25,4,188.116,261.861,2.618,16.97
512,JY41-5,2582.375,4,183.574,260.598,2.616,17.293
513,JY41-5,2583,3,177.455,259.094,2.616,17.547
514,JY41-5,2583.125,3,174.52,258.302,2.601,15.547
515,JY41-5,2583.25,3,176.783,260.133,2.602,15.593
516,JY41-5,2584,3,181.318,262.086,2.604,15.973
517,JY41-5,2584.125,3,173.995,259.973,2.638,15.657
518,JY41-5,2584.25,3,169.614,258.43,2.639,14.918
519,JY41-5,2584.875,3,168.014,257.437,2.633,14.566
520,JY41-5,2585,3,183.465,259.502,2.607,14.485
521,JY41-5,2585.125,3,181.611,259.835,2.605,14.416
522,JY41-5,2585.875,3,178.709,260.021,2.602,14.531
523,JY41-5,2586,3,175.467,257.939,2.587,14.508
524,JY41-5,2586.125,3,175.689,257.554,2.585,14.687
525,JY41-5,2586.875,4,177.12,257.844,2.581,15.13
526,JY41-5,2587,4,172.485,255.594,2.608,14.183
527,JY41-5,2587.125,4,175.887,254.226,2.612,13.704
528,JY41-5,2587.5,3,178.931,253.753,2.607,13.39
529,JY41-5,2587.625,3,174.865,255.242,2.579,14.177
530,JY41-5,2587.75,3,177.89,255.735,2.579,14.128
531,JY41-5,2588.25,3,182.521,255.841,2.581,13.792
532,JY41-5,2588.375,3,182.611,256.147,2.573,13.862
533,JY41-5,2588.5,3,182.077,256.884,2.574,13.879
534,JY41-5,2589.25,4,184.195,257.827,2.573,13.822
535,JY41-5,2589.375,4,180.289,260.049,2.6,13.902
536,JY41-5,2589.5,4,187.911,260.764,2.595,14.151
537,JY41-5,2590,3,196.425,261.303,2.587,14.499
538,JY41-5,2590.125,3,199.122,263.684,2.577,14.329
539,JY41-5,2590.25,3,203.248,265.595,2.584,14.715
540,JY41-5,2590.75,3,207.846,267.631,2.6,15.637
541,JY41-5,2590.875,3,206.391,265.292,2.613,15.703
542,JY41-5,2591,3,206.396,263.224,2.602,14.308
543,JY41-5,2591.5,4,208.832,261.939,2.598,13.403
544,JY41-5,2591.625,4,224.591,264.146,2.609,16.589
545,JY41-5,2591.75,4,221.792,263.805,2.61,17.291
546,JY41-5,2592.125,4,219.453,262.434,2.611,17.278
547,JY41-5,2592.25,4,206.544,253.336,2.638,14.84
548,JY41-5,2592.375,4,198.637,250.072,2.648,14.104
549,JY41-5,2592.875,3,192.166,247.448,2.651,13.425
550,JY41-5,2593,3,197.125,244.679,2.624,12.86
551,JY41-5,2593.125,3,196.612,244.407,2.625,13.017
552,JY41-5,2594,4,193.395,243.562,2.629,13.177
553,JY41-5,2594.125,4,204.756,239.814,2.612,11.95
554,JY41-5,2594.25,4,205.576,240.681,2.614,11.914
555,JY41-5,2594.875,4,202.104,241.135,2.622,12.022
556,JY41-5,2595,4,199.093,237.712,2.612,12.037
557,JY41-5,2595.125,5,198.877,236.745,2.609,12.298
558,JY41-5,2595.25,5,198.393,235.695,2.607,12.262
559,JY41-5,2595.375,5,198.058,234.842,2.608,12.049
560,JY41-5,2595.5,5,195.853,234.401,2.616,11.934
561,JY41-5,2595.625,5,192.33,234.634,2.627,11.98
562,JY41-5,2595.75,5,189.898,235.71,2.634,12.032
563,JY41-5,2595.875,5,189.222,237.568,2.628,11.958
564,JY41-5,2596,5,188.601,239.631,2.616,11.853
565,JY41-5,2596.125,5,186.891,241.517,2.606,11.848
566,JY41-5,2596.25,5,185.888,242.971,2.609,12.032
567,JY41-5,2596.375,5,187.297,243.876,2.618,12.613
569,JY41-5,2596.625,5,192.871,243.622,2.622,14.51
570,JY41-5,2596.875,3,191.861,242.734,2.611,14.338
571,JY41-5,2597,3,182.962,240.586,2.588,11.922
572,JY41-5,2597.125,3,178.033,239.958,2.586,11.279
573,JY41-5,2597.5,3,174.576,239.94,2.589,11.376
574,JY41-5,2597.625,3,176.678,241.866,2.592,12.736
575,JY41-5,2597.75,3,177.352,242.261,2.591,12.671
576,JY41-5,2598,3,177.064,242.365,2.589,12.319
577,JY41-5,2598.125,3,179.621,242.955,2.588,11.172
578,JY41-5,2598.25,3,186.635,243.763,2.594,10.958
579,JY41-5,2599,3,197.623,244.817,2.61,11.384
580,JY41-5,2599.125,3,189.561,243.856,2.621,12.205
581,JY41-5,2599.25,3,190.65,242.753,2.623,12.21
582,JY41-5,2600.125,3,192.043,241.893,2.627,12.212
583,JY41-5,2600.25,3,215.668,244.925,2.561,12.203
584,JY41-5,2600.375,3,218.968,245.006,2.562,12.161
585,JY41-5,2601.25,3,221.128,245.276,2.561,12.064
586,JY41-5,2601.375,3,208.536,244.58,2.554,11.922
587,JY41-5,2601.5,3,204.895,244.382,2.559,12.068
588,JY41-5,2602.125,3,201.955,244.504,2.565,12.413
589,JY41-5,2602.25,3,215.49,246.738,2.572,12.485
590,JY41-5,2602.375,3,215.713,246.327,2.558,12.197
591,JY41-5,2602.875,3,212.872,245.661,2.549,12.014
592,JY41-5,2603,3,199.345,245.908,2.55,12.757
593,JY41-5,2603.125,3,202.089,246.521,2.544,12.515
594,JY41-5,2603.375,3,206.246,246.97,2.542,12.184
595,JY41-5,2603.5,3,211.898,247.156,2.55,11.929
596,JY41-5,2603.625,3,211.615,246.821,2.555,11.982
597,JY41-5,2604.625,3,209.679,245.937,2.559,12.18
598,JY41-5,2604.75,3,207.178,242.944,2.557,10.787
599,JY41-5,2604.875,3,215.454,243.753,2.556,11.443
600,JY41-5,2605.625,3,221.195,243.723,2.564,11.9
601,JY41-5,2605.75,3,214.896,241.951,2.571,12.882
602,JY41-5,2605.875,3,212.919,242.216,2.573,12.488
603,JY41-5,2606.625,3,215.747,242.794,2.575,11.969
604,JY41-5,2606.75,3,230.913,249.027,2.549,12.636
605,JY41-5,2606.875,3,227.116,249.364,2.549,12.626
606,JY41-5,2607.625,3,224.172,249.535,2.545,12.515
607,JY41-5,2607.75,3,223.06,251.188,2.525,12.793
608,JY41-5,2607.875,3,222.867,251.252,2.527,12.782
609,JY41-5,2608.625,3,222.311,250.928,2.53,12.505
610,JY41-5,2608.75,3,203.647,244.484,2.532,10.085
611,JY41-5,2608.875,3,199.438,244.347,2.543,10.029
612,JY41-5,2609.5,3,198.176,244.24,2.554,10.111
613,JY41-5,2609.625,3,175.398,241.019,2.573,9.939
614,JY41-5,2609.75,3,182.158,241.498,2.562,9.948
615,JY41-5,2610.5,3,188.019,242.216,2.546,10.328
616,JY41-5,2610.625,3,205.167,248.024,2.527,9.634
617,JY41-5,2610.75,3,215.214,249.208,2.535,10.445
618,JY41-5,2611.5,3,224.492,249.54,2.534,11.313
619,JY41-5,2611.625,3,247.499,246.207,2.501,10.774
620,JY41-5,2611.75,3,247.18,246.25,2.494,10.932
621,JY41-5,2612.5,3,245.463,246.578,2.498,11.065
622,JY41-5,2612.625,3,231.26,252.164,2.494,11.267
623,JY41-5,2612.75,3,236.597,252.315,2.485,11.371
624,JY41-5,2613.5,3,242.518,252.026,2.479,11.466
625,JY41-5,2613.625,3,240.104,247.168,2.491,9.919
626,JY41-5,2613.75,3,235.295,246.424,2.485,9.894
627,JY41-5,2614.625,3,232.853,246.094,2.478,9.808
628,JY41-5,2614.75,3,342.241,265.573,2.489,12.722
629,JY41-5,2614.875,3,383.445,267.251,2.459,13.419
630,JY41-5,2615,5,418.372,266.23,2.432,13.646
631,JY41-5,2615.125,5,439.984,261.819,2.421,13.551
632,JY41-5,2615.25,5,435.24,254.145,2.431,13.059
633,JY41-5,2615.375,5,395.534,244.298,2.466,11.85
634,JY41-5,2615.5,5,326.75,234.854,2.518,9.94
635,JY41-5,2615.625,5,256.282,228.106,2.576,8.13
636,JY41-5,2615.75,5,213.388,226.21,2.613,7.306
637,JY41-5,2615.875,5,203.697,228.734,2.61,7.849
638,JY41-5,2616,5,210.302,234.457,2.569,9.559
639,JY41-5,2616.125,5,214.836,241.067,2.518,11.485
640,JY41-5,2616.25,5,213.092,246.825,2.481,12.634
641,JY41-5,2616.375,5,207.351,250.569,2.465,12.501
642,JY41-5,2616.5,5,198.681,252.206,2.465,11.476
643,JY41-5,2616.625,3,188.415,252.166,2.472,10.204
644,JY41-5,2616.75,3,182.427,250.89,2.48,9.304
645,JY41-5,2616.875,3,184.242,249.099,2.488,9.029
646,JY41-5,2617.625,3,190.967,247.141,2.496,9.515
647,JY41-5,2617.75,3,199.499,247.019,2.465,8.646
648,JY41-5,2617.875,3,202.452,248.231,2.462,9.069
649,JY41-5,2618.5,3,201.064,248.967,2.465,9.755
650,JY41-5,2618.625,3,174.656,247.25,2.458,9.24
651,JY41-5,2618.75,3,168.856,246.184,2.465,9.695
652,JY41-5,2619.625,3,162.439,244.483,2.469,10.233
653,JY41-5,2619.75,3,142.771,247.148,2.526,12.827
654,JY41-5,2619.875,3,138.054,249.61,2.53,14.202
655,JY41-5,2620.5,4,134.219,251.71,2.532,14.315
656,JY41-5,2620.625,4,158.97,269.262,2.527,15.911
657,JY41-5,2620.75,4,168.608,273.406,2.535,16.95
658,JY56-z1,2864.75,4,186.334,239.097,2.729,19.99
659,JY56-z1,2865,4,183.139,237.273,2.724,18.82
660,JY56-z1,2865.375,4,180.382,236.383,2.714,17.588
661,JY56-z1,2865.5,4,178.409,237.074,2.71,17.545
662,JY56-z1,2865.625,4,178.192,238.154,2.703,17.407
663,JY56-z1,2866.375,5,152.601,223.37,2.714,13.397
664,JY56-z1,2866.5,5,133.628,214.84,2.744,11.741
665,JY56-z1,2866.75,5,104.356,202.746,2.762,10.043
666,JY56-z1,2867.125,5,115.596,213.184,2.684,11.452
667,JY56-z1,2867.25,5,131.687,221.84,2.658,12.74
668,JY56-z1,2867.375,5,149.31,232.963,2.648,14.258
669,JY56-z1,2867.625,3,177.197,254.803,2.662,17.57
670,JY56-z1,2867.875,3,192.797,264.676,2.681,19.717
671,JY56-z1,2868,4,198.527,264.848,2.688,19.396
672,JY56-z1,2868.25,4,202.489,264.334,2.702,18.806
673,JY56-z1,2868.375,4,200.754,263.861,2.708,19.299
674,JY56-z1,2868.625,4,198.02,262.39,2.706,19.351
675,JY56-z1,2868.75,4,199.364,261.685,2.701,18.796
676,JY56-z1,2869,4,203.933,261.522,2.695,18.61
677,JY56-z1,2869.25,4,200.315,263.08,2.689,19.113
678,JY56-z1,2869.375,4,199.042,263.997,2.688,19.239
679,JY56-z1,2869.5,4,200.104,264.448,2.689,19.268
680,JY56-z1,2869.75,4,203.809,263.232,2.699,19.294
681,JY56-z1,2869.875,4,202.465,261.771,2.701,19.179
682,JY56-z1,2870,4,198.784,259.954,2.698,18.719
683,JY56-z1,2870.25,4,193.824,256.697,2.691,17.834
684,JY56-z1,2870.375,4,194.304,256.262,2.695,17.845
685,JY56-z1,2870.625,4,195.741,259.285,2.695,17.786
686,JY56-z1,2870.875,4,199.771,265.331,2.681,17.16
687,JY56-z1,2871,4,204.394,268.315,2.682,16.989
688,JY56-z1,2871.25,4,211.455,271.449,2.673,17.146
689,JY56-z1,2871.5,4,226.782,268.876,2.647,17.3
690,JY56-z1,2871.625,4,230.538,264.967,2.633,17.252
691,JY56-z1,2871.75,4,224.608,260.144,2.634,16.958
693,JY56-z1,2872.125,3,194.706,244.837,2.68,14.583
694,JY56-z1,2872.25,3,193.199,240.661,2.686,13.959
695,JY56-z1,2874.125,4,187.071,242.143,2.665,14.255
696,JY56-z1,2874.25,4,186.125,243.295,2.663,14.587
697,JY56-z1,2874.375,4,185.95,244.358,2.663,14.769
698,JY56-z1,2874.5,4,185.556,244.924,2.663,14.742
699,JY56-z1,2874.625,4,185.417,245.329,2.663,14.632
700,JY56-z1,2874.75,4,186.492,245.699,2.663,14.571
701,JY56-z1,2875,3,190.021,245.966,2.663,14.962
702,JY56-z1,2875.125,3,189.493,245.589,2.664,15.356
703,JY56-z1,2875.25,3,189.136,244.793,2.664,15.638
704,JY56-z1,2875.5,3,191.197,242.298,2.666,15.247
705,JY56-z1,2875.625,3,189.202,241.303,2.664,14.593
706,JY56-z1,2875.75,3,185.499,240.591,2.66,13.94
707,JY56-z1,2876,3,181.968,239.408,2.655,13.66
708,JY56-z1,2876.125,3,182.889,238.572,2.657,13.982
709,JY56-z1,2876.25,3,184.038,237.444,2.663,14.189
710,JY56-z1,2876.5,4,180.435,234.906,2.68,13.971
711,JY56-z1,2876.625,4,173.312,234.057,2.687,14.009
712,JY56-z1,2876.75,4,164.72,233.544,2.686,14.231
713,JY56-z1,2877.625,3,180.531,239.221,2.655,14.002
714,JY56-z1,2877.75,3,185.464,239.757,2.648,14.306
715,JY56-z1,2877.875,3,189.524,239.646,2.642,14.393
716,JY56-z1,2878,3,189.772,239.903,2.64,14.259
717,JY56-z1,2878.125,3,187.322,240.407,2.643,14.073
718,JY56-z1,2878.25,3,184.482,240.931,2.649,13.917
719,JY56-z1,2878.375,3,181.292,241.241,2.656,13.737
720,JY56-z1,2878.5,3,177.188,241.159,2.665,13.588
721,JY56-z1,2878.625,3,173.101,240.67,2.676,13.617
722,JY56-z1,2880,3,176.698,245.5,2.645,14.224
723,JY56-z1,2880.125,3,180.847,245.249,2.644,14.565
724,JY56-z1,2880.25,3,185.538,244.428,2.648,14.829
725,JY56-z1,2883.125,3,186.201,264.913,2.641,16.821
726,JY56-z1,2883.25,3,188.081,265.071,2.638,17.161
727,JY56-z1,2883.375,3,189.515,265.097,2.633,17.337
728,JY56-z1,2883.5,5,190.817,265.103,2.628,17.344
729,JY56-z1,2883.625,5,193.05,265.091,2.623,17.142
730,JY56-z1,2884,5,185.804,264.795,2.63,15.903
731,JY56-z1,2884.125,5,180.803,264.706,2.634,15.724
732,JY56-z1,2884.25,5,179.035,265.148,2.635,15.706
733,JY56-z1,2884.75,4,191.306,268.203,2.619,15.597
734,JY56-z1,2884.875,4,191.494,267.972,2.616,15.691
735,JY56-z1,2886.125,3,190.466,267.539,2.634,14.365
736,JY56-z1,2886.25,3,191.143,267.968,2.642,14.644
737,JY56-z1,2886.375,3,190.942,268.856,2.645,15.093
738,JY56-z1,2886.75,4,190.201,272.27,2.623,16.442
739,JY56-z1,2886.875,4,191.312,272.557,2.622,16.263
740,JY56-z1,2887,4,190.751,271.908,2.622,15.844
741,JY56-z1,2887.875,3,184.363,268.444,2.63,14.665
742,JY56-z1,2888,3,185.138,268.838,2.644,14.754
743,JY56-z1,2888.125,3,184.536,269.326,2.657,14.718
744,JY56-z1,2889,3,189.27,267.933,2.622,14.504
745,JY56-z1,2889.125,3,187.888,265.961,2.627,14.308
746,JY56-z1,2889.25,3,186.128,264.033,2.632,13.964
747,JY56-z1,2890,3,180.871,267.685,2.613,12.646
748,JY56-z1,2890.125,3,183.39,268.104,2.609,12.606
749,JY56-z1,2890.25,3,185.988,267.901,2.609,12.663
750,JY56-z1,2891,3,187.658,265.427,2.61,15.226
751,JY56-z1,2891.125,3,185.36,265.641,2.613,15.577
752,JY56-z1,2891.25,3,185.304,265.625,2.615,15.554
753,JY56-z1,2892.125,3,190.088,262.345,2.584,13.657
754,JY56-z1,2892.25,3,191.606,262.193,2.576,13.148
755,JY56-z1,2892.375,3,192.134,262.406,2.574,12.774
756,JY56-z1,2893,3,206.04,262.707,2.586,13.827
757,JY56-z1,2893.125,3,206.639,262.014,2.584,14.266
758,JY56-z1,2893.25,3,206.094,260.985,2.583,14.524
759,JY56-z1,2893.875,3,197.798,258.876,2.581,13.777
760,JY56-z1,2894,3,198.72,257.888,2.578,13.766
761,JY56-z1,2894.125,3,201.937,256.577,2.578,13.688
762,JY56-z1,2894.625,3,225.633,268.316,2.609,14.663
763,JY56-z1,2894.75,3,232.297,274.879,2.621,15.169
764,JY56-z1,2894.875,3,237.981,280.058,2.628,15.445
765,JY56-z1,2895.5,3,230.469,271.712,2.633,15.136
766,JY56-z1,2895.625,3,219.259,265.931,2.642,15.381
767,JY56-z1,2895.75,3,211.028,260.664,2.652,14.968
768,JY56-z1,2896.5,3,202.826,252.122,2.626,14.181
769,JY56-z1,2896.625,3,211.022,252.492,2.624,13.748
770,JY56-z1,2896.75,3,213.836,252.878,2.626,13.207
771,JY56-z1,2897.375,4,201.478,247.118,2.621,12.306
772,JY56-z1,2897.5,4,202.957,245.983,2.625,12.286
773,JY56-z1,2897.625,4,203.683,245.696,2.63,12.403
774,JY56-z1,2898.375,4,214.601,246.731,2.623,12.928
775,JY56-z1,2898.5,4,213.344,247.116,2.627,12.765
776,JY56-z1,2898.625,4,209.516,248.093,2.627,12.485
777,JY56-z1,2899.125,4,209.189,250.04,2.623,11.717
778,JY56-z1,2899.25,4,209.761,249.581,2.616,11.476
779,JY56-z1,2899.375,4,213.236,249.166,2.607,11.63
780,JY56-z1,2900.125,3,203.368,248.531,2.593,12.421
781,JY56-z1,2900.25,3,200.59,250.257,2.588,12.139
782,JY56-z1,2900.375,3,196.759,251.841,2.589,11.918
783,JY56-z1,2901.125,3,207.358,251.644,2.592,11.314
784,JY56-z1,2901.25,3,203.285,250.595,2.594,11.132
785,JY56-z1,2901.375,3,200.415,250.002,2.598,11.321
786,JY56-z1,2902.125,3,185.318,245.169,2.579,12.166
787,JY56-z1,2902.25,3,187.379,246.973,2.579,12.168
788,JY56-z1,2902.375,3,191.92,250.404,2.581,12.569
789,JY56-z1,2903,3,221.162,256.914,2.587,11.829
790,JY56-z1,2903.125,3,214.866,254.28,2.598,11.323
791,JY56-z1,2903.25,3,205.511,252.369,2.611,11.245
792,JY51-2,3050.875,5,181.742,87.178,232.763,2.647
793,JY51-2,3051,5,175.43,87.082,230.376,2.645
794,JY51-2,3051.125,5,167.55,87.023,226.242,2.64
795,JY51-2,3051.25,5,157.413,87.017,219.731,2.64
796,JY51-2,3051.375,5,143.621,87.044,211.483,2.656
797,JY51-2,3051.5,5,127.417,87.084,202.526,2.686
798,JY51-2,3051.625,5,113.334,87.133,194.479,2.72
799,JY51-2,3051.75,5,105.441,87.207,189.479,2.743
800,JY51-2,3051.875,5,104.238,87.309,188.758,2.749
801,JY51-2,3052,5,107.913,87.43,192.031,2.741
802,JY51-2,3052.125,5,115.207,87.58,198.443,2.723
803,JY51-2,3052.75,4,159.607,89.594,237.711,2.633
804,JY51-2,3052.875,4,161.003,90.077,240.227,2.635
805,JY51-2,3053,4,162.138,90.503,242.53,2.639
806,JY51-2,3053.75,4,192.832,93.346,253.755,2.668
807,JY51-2,3053.875,4,195.509,93.915,254.021,2.671
808,JY51-2,3054,4,196.842,94.448,254.741,2.672
809,JY51-2,3054.75,4,199.708,96.034,257.956,2.679
810,JY51-2,3054.875,4,198.12,96.168,256.577,2.678
811,JY51-2,3055,4,197.041,96.353,254.771,2.676
812,JY51-2,3055.75,4,198.012,96.834,247.534,2.681
813,JY51-2,3055.875,4,198.917,96.652,248.479,2.684
814,JY51-2,3056,4,200.281,96.473,249.495,2.683
815,JY51-2,3056.75,4,188.383,95.618,248.786,2.675
816,JY51-2,3056.875,4,187.104,95.502,248.304,2.68
817,JY51-2,3057,4,186.594,95.338,247.955,2.686
818,JY51-2,3057.75,4,188.286,93.883,248.046,2.695
819,JY51-2,3057.875,4,188.588,93.79,248.527,2.692
820,JY51-2,3058,4,188.402,93.722,248.81,2.687
821,JY51-2,3058.75,4,194.526,93.223,250.505,2.67
822,JY51-2,3058.875,4,198.933,93.494,251.752,2.669
823,JY51-2,3059,4,199.656,93.937,252.394,2.668
824,JY51-2,3059.75,4,196.919,95.239,250.387,2.687
825,JY51-2,3059.875,4,196.461,95.096,250.166,2.683
826,JY51-2,3060,4,197.179,94.976,249.718,2.672
827,JY51-2,3060.75,4,194.546,94.353,243.558,2.663
828,JY51-2,3060.875,4,194.005,94.265,243.729,2.66
829,JY51-2,3061,4,192.133,94.219,243.276,2.661
830,JY51-2,3061.75,4,190.989,94.297,244.255,2.667
831,JY51-2,3061.875,4,192.788,94.321,245.265,2.66
832,JY51-2,3062,4,193.159,94.302,245.833,2.658
833,JY51-2,3062.75,4,196.484,94.451,248.944,2.69
834,JY51-2,3062.875,4,197.961,94.478,250.999,2.695
835,JY51-2,3063,4,197.691,94.451,252.028,2.693
836,JY51-2,3063.75,4,204.037,94.499,252.987,2.653
837,JY51-2,3063.875,4,205.067,94.53,253.797,2.656
838,JY51-2,3064,4,206.055,94.537,254.836,2.656
839,JY51-2,3064.75,4,209.6,94.474,255.792,2.627
840,JY51-2,3064.875,4,209.411,94.422,255.453,2.624
841,JY51-2,3065,4,211.269,94.392,255.821,2.621
842,JY51-2,3065.75,4,228.722,94.749,258.981,2.65
843,JY51-2,3065.875,4,230.068,94.801,258.235,2.648
844,JY51-2,3066,4,226.645,94.803,257.17,2.638
845,JY51-2,3066.75,4,213.593,93.531,251.274,2.623
846,JY51-2,3066.875,4,216.469,93.407,251.967,2.626
847,JY51-2,3067,4,219.479,93.413,252.617,2.632
848,JY51-2,3067.75,4,222.793,94.041,248.274,2.641
849,JY51-2,3067.875,4,222.377,94.182,248.446,2.658
850,JY51-2,3068,4,220.049,94.443,248.762,2.683
851,JY51-2,3068.75,4,175.776,97.033,224.993,2.764
852,JY51-2,3068.875,4,163.135,97.229,221.863,2.765
853,JY51-2,3069,4,165.213,97.349,224.016,2.75
854,JY51-2,3069.625,4,217.704,98.292,258.5,2.643
855,JY51-2,3069.75,4,211.116,98.532,259.819,2.647
856,JY51-2,3069.875,4,209.662,98.742,261.527,2.656
857,JY51-2,3070.75,4,218.409,99.046,266.085,2.658
858,JY51-2,3070.875,4,215.081,99.143,266.848,2.66
859,JY51-2,3071,4,211.919,99.337,268.001,2.662
860,JY51-2,3071.75,4,210.497,101.04,269.579,2.67
861,JY51-2,3071.875,4,210.757,101.213,270.178,2.666
862,JY51-2,3072,4,210.919,101.341,270.681,2.663
863,JY51-2,3072.75,4,217.588,101.354,271.951,2.638
864,JY51-2,3072.875,4,219.99,101.315,273.069,2.643
865,JY51-2,3073,4,222.261,101.272,272.893,2.653
866,JY51-2,3073.75,4,216.372,100.076,264.722,2.687
867,JY51-2,3073.875,4,216.792,99.797,264.241,2.684
868,JY51-2,3074,4,216.262,99.578,263.74,2.683
869,JY51-2,3074.5,4,207.473,99.147,265.941,2.668
870,JY51-2,3074.625,4,207.258,98.987,265.13,2.667
871,JY51-2,3074.75,4,206.158,98.757,262.285,2.671
872,JY51-2,3075.75,4,222.267,95.182,264.399,2.666
873,JY51-2,3075.875,4,222.459,95.045,264.341,2.669
874,JY51-2,3076,4,223.23,94.948,264.183,2.667
875,JY51-2,3076.75,4,187.233,94.849,239.591,2.682
876,JY51-2,3076.875,4,183.019,94.883,240.37,2.688
877,JY51-2,3077,4,186.233,94.936,245.054,2.677
878,JY51-2,3077.75,4,222.666,94.686,263.552,2.649
879,JY51-2,3077.875,4,222.648,94.437,264.627,2.649
880,JY51-2,3078,4,219.95,94.265,265.859,2.647
881,JY51-2,3078.75,4,206.502,93.212,266.413,2.645
882,JY51-2,3078.875,4,207.183,93.034,266.307,2.649
883,JY51-2,3079,4,209.669,92.941,266.058,2.655
884,JY51-2,3079.75,4,200.463,91.875,261.617,2.664
885,JY51-2,3079.875,4,197.487,91.664,259.486,2.668
886,JY51-2,3080,4,197.418,91.514,258.809,2.669
887,JY51-2,3080.75,4,206.696,89.437,279.331,2.658
888,JY51-2,3080.875,4,210.274,89.177,275.028,2.652
889,JY51-2,3081,4,212.296,89.116,268.462,2.644
890,JY51-2,3081.75,4,204.642,89.681,264.619,2.669
891,JY51-2,3081.875,4,200.055,89.548,263.733,2.682
892,JY51-2,3082,4,193.909,89.398,259.144,2.685
893,JY51-2,3082.75,4,176.19,87.801,237.718,2.649
894,JY51-2,3082.875,4,175.625,87.568,238.136,2.647
895,JY51-2,3083,4,176.26,87.406,238.105,2.645
896,JY51-2,3083.75,4,173.385,85.406,237.481,2.646
897,JY51-2,3083.875,4,173.186,84.851,238.524,2.645
898,JY51-2,3084,4,174.259,84.322,239.576,2.641
899,JY51-2,3084.75,4,183.019,82.528,239.69,2.632
900,JY51-2,3084.875,4,184.422,82.42,240.398,2.634
901,JY51-2,3085,4,186.361,82.304,240.877,2.638
902,JY51-2,3085.625,4,171.218,81.6,233.919,2.67
903,JY51-2,3085.75,4,170.72,81.544,233.292,2.66
904,JY51-2,3085.875,4,175.23,81.565,233.541,2.647
905,JY51-2,3086.75,4,183.576,83.242,241.113,2.618
906,JY51-2,3086.875,4,182.357,83.777,242.114,2.613
907,JY51-2,3087,4,182.943,84.264,243.098,2.61
908,JY51-2,3087.75,4,183.292,84.131,242.928,2.624
