Well Name,Depth,GR,AC,DEN,CNL
JY1,2328.75,158.065,249.654,2.7,22.094
JY1,2328.875,159.684,249.319,2.689,21.251
JY1,2329,162.541,248.831,2.682,20.345
JY1,2329.125,164.048,248.601,2.682,20.079
JY1,2329.25,164.565,248.978,2.691,20.494
JY1,2329.375,166.243,249.811,2.707,21.215
JY1,2329.5,168.884,250.231,2.723,21.694
JY1,2329.625,169.711,249.959,2.734,21.67
JY1,2329.75,167.949,249.916,2.739,21.169
JY1,2329.875,166.128,251.127,2.737,20.757
JY1,2330,167.316,253.521,2.725,20.966
JY1,2330.125,171.25,256.224,2.704,22.013
JY1,2330.25,175.569,258.08,2.684,23.056
JY1,2330.375,177.584,257.939,2.672,23.136
JY1,2330.5,176.305,255.191,2.67,22.441
JY1,2330.625,171.461,251.028,2.678,21.972
JY1,2330.75,165.113,247.519,2.691,22.101
JY1,2330.875,160.525,246.075,2.7,22.423
JY1,2331,159.954,246.597,2.697,22.575
JY1,2331.125,162.132,248.719,2.685,22.63
JY1,2331.25,164.869,251.619,2.676,22.801
JY1,2331.375,166.589,254.453,2.676,23.061
JY1,2331.5,167.075,256.388,2.681,23.193
JY1,2331.625,166.306,257.454,2.686,23.3
JY1,2331.75,164.795,258.192,2.69,23.571
JY1,2332.375,168.062,263.391,2.665,23.339
JY1,2332.5,166.701,262.475,2.675,22.885
JY1,2332.625,165.627,261.131,2.69,22.526
JY1,2332.75,165.107,260.078,2.702,22.224
JY1,2332.875,164.358,259.701,2.711,21.898
JY1,2333,163.834,259.625,2.719,21.716
JY1,2333.125,164.7,259.409,2.721,21.86
JY1,2333.25,166.522,258.825,2.717,22.187
JY1,2333.375,167.795,257.988,2.71,22.418
JY1,2333.5,167.555,257.077,2.705,22.564
JY1,2333.625,166.18,256.253,2.706,22.758
JY1,2333.75,163.982,255.617,2.709,22.91
JY1,2333.875,161.891,255.335,2.71,22.753
JY1,2334,160.389,255.765,2.702,22.22
JY1,2334.125,159.263,257.122,2.692,21.673
JY1,2334.25,158.526,259.192,2.687,21.527
JY1,2334.375,158.725,261.17,2.691,21.818
JY1,2334.5,160.255,262.397,2.701,22.139
JY1,2334.625,161.788,262.315,2.715,21.962
JY1,2334.75,161.744,261.022,2.727,21.588
JY1,2334.875,160.236,259.071,2.731,21.592
