Well Name,Depth,Facies,GR,AC,DEN,LLS,LLD
JY56-z1,2858.125,1,138.085,212.239,2.571,120.466,141.919
JY56-z1,2858.25,1,139.593,212.103,2.567,85.569,101.942
JY56-z1,2858.375,1,125.024,208.472,2.588,91.914,110.023
JY56-z1,2858.5,1,102.122,201.853,2.621,158.723,189.519
JY56-z1,2858.625,1,80.944,193.841,2.65,355.935,423.848
JY56-z1,2858.75,1,66.77,187.124,2.663,725.516,863.725
JY56-z1,2858.875,1,60.311,181.812,2.659,1161.286,1383.51
JY56-z1,2859,1,59.364,178.297,2.645,1508.01,1797.428
JY56-z1,2859.125,1,61.256,177.375,2.631,1671.102,1991.133
JY56-z1,2859.25,1,63.627,178.562,2.619,1709.227,2034.375
JY56-z1,2859.375,1,65.753,179.888,2.609,1699.068,2019.652
JY56-z1,2859.5,1,67.127,181.135,2.6,1669.77,1982.736
JY56-z1,2859.625,1,67.825,183.455,2.594,1613.424,1914.354
JY56-z1,2859.75,1,68.768,185.42,2.593,1510.468,1791.477
JY56-z1,2859.875,1,71.49,185.05,2.595,1358.773,1612.763
JY56-z1,2860,1,74.991,184.353,2.598,1203.086,1431.319
JY56-z1,2860.125,1,76.854,183.379,2.6,1086.569,1297.256
JY56-z1,2860.25,1,75.214,182.324,2.599,1027.193,1229.777
JY56-z1,2860.375,1,71.643,182.024,2.598,1003.569,1203.007
JY56-z1,2860.5,1,68.575,182.954,2.594,996.541,1195.151
JY56-z1,2860.625,1,67.023,184.847,2.59,994.328,1193.1
JY56-z1,2860.75,1,66.567,186.284,2.587,992.11,1190.664
JY56-z1,2860.875,1,67.285,187.117,2.587,986.932,1183.545
JY56-z1,2861,1,70.205,186.848,2.59,980.783,1174.517
JY56-z1,2861.125,1,76.12,185.703,2.594,977.246,1168.609
JY56-z1,2861.25,1,83.49,183.614,2.594,976.834,1166.723
JY56-z1,2861.375,1,88.732,181.525,2.593,974.94,1163
JY56-z1,2861.5,1,90.112,179.966,2.593,970.34,1155.557
JY56-z1,2861.625,1,88.34,179.193,2.595,969.244,1151.743
JY56-z1,2861.75,1,84.858,178.65,2.597,982.405,1165.114
JY56-z1,2861.875,1,80.392,178.679,2.598,1026.984,1217.17
JY56-z1,2862,1,76.703,179.268,2.601,1127.068,1337.18
JY56-z1,2862.125,1,75.041,179.477,2.605,1290.227,1532.29
JY56-z1,2862.25,1,76.065,179.46,2.609,1503.732,1783.684
JY56-z1,2862.375,1,79.989,178.184,2.61,1716.001,2027.676
JY56-z1,2862.5,1,86.574,176.232,2.607,1887.56,2217.047
JY56-z1,2862.625,1,94.253,175.248,2.603,1991.205,2319.354
JY56-z1,2862.75,1,100.602,174.808,2.599,2022.824,2331.803
JY56-z1,2862.875,1,105.836,177.415,2.601,1928.989,2197.164
JY56-z1,2863,1,113.16,189.253,2.613,1592.787,1793.551
JY56-z1,2863.125,1,124.666,202.101,2.641,1073.873,1196.466
JY56-z1,2864.75,4,186.334,239.097,2.729,37.771,40.147
JY56-z1,2865,4,183.139,237.273,2.724,38.364,40.527
JY56-z1,2865.375,4,180.382,236.383,2.714,39.994,41.903
JY56-z1,2865.5,4,178.409,237.074,2.71,40.82,42.634
JY56-z1,2865.625,4,178.192,238.154,2.703,41.743,43.441
JY56-z1,2866.375,6,152.601,223.37,2.714,71.349,72.815
JY56-z1,2866.5,6,133.628,214.84,2.744,90.943,92.315
JY56-z1,2866.75,6,104.356,202.746,2.762,152.793,153.105
JY56-z1,2867.125,6,115.596,213.184,2.684,163.46,165.635
JY56-z1,2867.25,6,131.687,221.84,2.658,130.628,132.459
JY56-z1,2867.375,6,149.31,232.963,2.648,92.214,93.229
JY56-z1,2867.625,3,177.197,254.803,2.662,49.864,50.217
JY56-z1,2867.875,3,192.797,264.676,2.681,32.84,33.768
JY56-z1,2868,4,198.527,264.848,2.688,30.062,31.167
JY56-z1,2868.25,4,202.489,264.334,2.702,27.772,29.357
JY56-z1,2868.375,4,200.754,263.861,2.708,27.537,29.381
JY56-z1,2868.625,4,198.02,262.39,2.706,29.079,31.277
JY56-z1,2868.75,4,199.364,261.685,2.701,29.802,32.065
JY56-z1,2869,4,203.933,261.522,2.695,27.495,29.752
JY56-z1,2869.25,4,200.315,263.08,2.689,24.408,26.775
JY56-z1,2869.375,4,199.042,263.997,2.688,24.848,27.378
JY56-z1,2869.5,4,200.104,264.448,2.689,26.862,29.631
JY56-z1,2869.75,4,203.809,263.232,2.699,33.652,37.154
JY56-z1,2869.875,4,202.465,261.771,2.701,36.891,40.824
JY56-z1,2870,4,198.784,259.954,2.698,39.25,43.555
JY56-z1,2870.25,4,193.824,256.697,2.691,42.147,46.842
JY56-z1,2870.375,4,194.304,256.262,2.695,43.342,48.033
JY56-z1,2870.625,4,195.741,259.285,2.695,43.948,48.303
JY56-z1,2870.875,4,199.771,265.331,2.681,42.177,46.044
JY56-z1,2871,4,204.394,268.315,2.682,40.938,44.588
JY56-z1,2871.25,4,211.455,271.449,2.673,38.432,41.798
JY56-z1,2871.5,4,226.782,268.876,2.647,37.647,41.035
JY56-z1,2871.625,4,230.538,264.967,2.633,38.078,41.606
JY56-z1,2871.75,4,224.608,260.144,2.634,38.661,42.398
JY56-z1,2872,3,200.83,249.726,2.667,39.812,44.01
JY56-z1,2872.125,3,194.706,244.837,2.68,40.752,44.996
JY56-z1,2872.25,3,193.199,240.661,2.686,40.943,44.926
JY56-z1,2872.75,2,191.171,234.797,2.689,18.775,20.881
JY56-z1,2872.875,2,191.352,234.322,2.689,18.653,21.031
JY56-z1,2873,2,193.357,234.235,2.691,24.486,27.589
JY56-z1,2873.125,2,193.6,234.506,2.691,35.761,40.025
JY56-z1,2873.25,2,190.547,235.075,2.688,48.368,53.932
JY56-z1,2873.375,2,186.941,235.787,2.682,57.117,63.705
JY56-z1,2873.5,2,186.9,236.552,2.677,60.104,67.206
JY56-z1,2873.625,2,190.4,237.467,2.674,58.977,66.149
JY56-z1,2873.75,2,193.414,238.579,2.672,55.703,62.644
JY56-z1,2873.875,2,192.676,239.821,2.67,52.124,58.686
JY56-z1,2874.125,4,187.071,242.143,2.665,48.152,53.313
JY56-z1,2874.25,4,186.125,243.295,2.663,44.782,48.761
JY56-z1,2874.375,4,185.95,244.358,2.663,37.12,39.834
JY56-z1,2874.5,4,185.556,244.924,2.663,26.459,28.239
JY56-z1,2874.625,4,185.417,245.329,2.663,17.044,18.336
JY56-z1,2874.75,4,186.492,245.699,2.663,11.899,13.082
JY56-z1,2875,3,190.021,245.966,2.663,12.27,13.911
JY56-z1,2875.125,3,189.493,245.589,2.664,17.547,19.83
JY56-z1,2875.25,3,189.136,244.793,2.664,25.559,28.815
JY56-z1,2875.5,3,191.197,242.298,2.666,44.38,50.463
JY56-z1,2875.625,3,189.202,241.303,2.664,53.061,60.652
JY56-z1,2875.75,3,185.499,240.591,2.66,60.186,69.009
JY56-z1,2876,3,181.968,239.408,2.655,67.595,77.622
JY56-z1,2876.125,3,182.889,238.572,2.657,68.897,79.102
JY56-z1,2876.25,3,184.038,237.444,2.663,69.171,79.461
JY56-z1,2876.5,5,180.435,234.906,2.68,70.002,81.066
JY56-z1,2876.625,5,173.312,234.057,2.687,72.361,84.404
JY56-z1,2876.75,5,164.72,233.544,2.686,75.651,88.785
JY56-z1,2876.875,2,159.807,233.33,2.68,78.191,92.065
JY56-z1,2877,2,161.855,233.461,2.674,78.983,93.107
JY56-z1,2877.125,2,168.63,234.233,2.671,78.433,92.469
JY56-z1,2877.25,2,174.572,235.686,2.669,77.439,91.255
JY56-z1,2877.625,3,180.531,239.221,2.655,70.858,83.3
JY56-z1,2877.75,3,185.464,239.757,2.648,65.972,77.531
JY56-z1,2877.875,3,189.524,239.646,2.642,60.21,70.78
JY56-z1,2878,3,189.772,239.903,2.64,54.73,64.446
JY56-z1,2878.125,3,187.322,240.407,2.643,50.622,59.849
JY56-z1,2878.25,3,184.482,240.931,2.649,49.277,58.695
JY56-z1,2878.375,3,181.292,241.241,2.656,50.974,61.338
JY56-z1,2878.5,3,177.188,241.159,2.665,55.22,67.131
JY56-z1,2878.625,3,173.101,240.67,2.676,60.521,74.078
JY56-z1,2880,3,176.698,245.5,2.645,69.053,86.223
JY56-z1,2880.125,3,180.847,245.249,2.644,69.449,86.73
JY56-z1,2880.25,3,185.538,244.428,2.648,68.241,85.244
JY56-z1,2880.875,2,182.601,243.714,2.674,71.628,89.317
JY56-z1,2881,2,183.96,244.134,2.669,71.892,89.665
JY56-z1,2881.125,2,184.741,243.779,2.666,71.566,89.394
JY56-z1,2882,2,171.905,245.739,2.65,70.84,88.705
JY56-z1,2882.125,2,173.745,249.275,2.645,61.143,76.633
JY56-z1,2882.25,2,175.917,252.655,2.643,51.823,65.06
JY56-z1,2883.125,3,186.201,264.913,2.641,59.908,75.527
JY56-z1,2883.25,3,188.081,265.071,2.638,62.128,78.257
JY56-z1,2883.375,3,189.515,265.097,2.633,62.31,78.35
JY56-z1,2883.5,6,190.817,265.103,2.628,61.464,77.167
JY56-z1,2883.625,6,193.05,265.091,2.623,60.456,75.832
JY56-z1,2883.75,2,194.322,265.079,2.623,59.681,74.79
JY56-z1,2883.875,2,191.53,265.005,2.626,59.518,74.429
JY56-z1,2884,6,185.804,264.795,2.63,59.995,74.784
JY56-z1,2884.125,6,180.803,264.706,2.634,60.941,75.663
JY56-z1,2884.25,6,179.035,265.148,2.635,61.926,76.497
JY56-z1,2884.375,2,180.25,265.892,2.632,62.8,77.086
JY56-z1,2884.5,2,184.305,266.818,2.627,63.549,77.504
JY56-z1,2884.625,2,188.676,267.715,2.622,64.131,77.884
JY56-z1,2884.75,4,191.306,268.203,2.619,64.643,78.378
JY56-z1,2884.875,4,191.494,267.972,2.616,65.621,79.515
JY56-z1,2886.125,3,190.466,267.539,2.634,31.394,35.158
JY56-z1,2886.25,3,191.143,267.968,2.642,26.02,28.652
JY56-z1,2886.375,3,190.942,268.856,2.645,17.415,19.203
JY56-z1,2886.75,4,190.201,272.27,2.623,10.379,12.579
JY56-z1,2886.875,4,191.312,272.557,2.622,19.524,23.354
JY56-z1,2887,4,190.751,271.908,2.622,35.838,42.573
JY56-z1,2887.875,3,184.363,268.444,2.63,63.027,74.921
JY56-z1,2888,3,185.138,268.838,2.644,54.51,64.748
JY56-z1,2888.125,3,184.536,269.326,2.657,44.174,52.591
JY56-z1,2889,3,189.27,267.933,2.622,74.522,89.025
JY56-z1,2889.125,3,187.888,265.961,2.627,77.846,92.977
JY56-z1,2889.25,3,186.128,264.033,2.632,78.829,94.194
JY56-z1,2890,3,180.871,267.685,2.613,60.419,73.015
JY56-z1,2890.125,3,183.39,268.104,2.609,61.562,75.055
JY56-z1,2890.25,3,185.988,267.901,2.609,65.667,81.124
JY56-z1,2891,3,187.658,265.427,2.61,83.328,105.444
JY56-z1,2891.125,3,185.36,265.641,2.613,84.481,106.63
JY56-z1,2891.25,3,185.304,265.625,2.615,84.657,106.589
JY56-z1,2892.125,3,190.088,262.345,2.584,76.235,95.962
JY56-z1,2892.25,3,191.606,262.193,2.576,76.551,96.508
JY56-z1,2892.375,3,192.134,262.406,2.574,78.016,98.368
JY56-z1,2893,3,206.04,262.707,2.586,92.089,114.51
JY56-z1,2893.125,3,206.639,262.014,2.584,93.812,116.356
JY56-z1,2893.25,3,206.094,260.985,2.583,94.081,116.395
JY56-z1,2893.875,3,197.798,258.876,2.581,88.539,109.098
JY56-z1,2894,3,198.72,257.888,2.578,87.83,108.065
JY56-z1,2894.125,3,201.937,256.577,2.578,88.086,108.003
JY56-z1,2894.625,3,225.633,268.316,2.609,70.406,82.968
JY56-z1,2894.75,3,232.297,274.879,2.621,47.688,55.802
JY56-z1,2894.875,3,237.981,280.058,2.628,27.835,32.668
JY56-z1,2895.5,3,230.469,271.712,2.633,27.781,33.117
JY56-z1,2895.625,3,219.259,265.931,2.642,28.299,33.935
JY56-z1,2895.75,3,211.028,260.664,2.652,27.791,33.657
JY56-z1,2896.5,3,202.826,252.122,2.626,56.741,68.429
JY56-z1,2896.625,3,211.022,252.492,2.624,53.92,64.637
JY56-z1,2896.75,3,213.836,252.878,2.626,48.623,57.805
JY56-z1,2897.375,5,201.478,247.118,2.621,33.84,40.263
JY56-z1,2897.5,5,202.957,245.983,2.625,55.149,65.335
JY56-z1,2897.625,5,203.683,245.696,2.63,79.421,93.981
JY56-z1,2898.375,4,214.601,246.731,2.623,84.329,100.365
JY56-z1,2898.5,4,213.344,247.116,2.627,92.281,109.969
JY56-z1,2898.625,4,209.516,248.093,2.627,99.248,118.631
JY56-z1,2899.125,5,209.189,250.04,2.623,75.522,92.999
JY56-z1,2899.25,5,209.761,249.581,2.616,71.29,88.277
JY56-z1,2899.375,5,213.236,249.166,2.607,71.558,88.948
JY56-z1,2900.125,3,203.368,248.531,2.593,107.591,134.583
JY56-z1,2900.25,3,200.59,250.257,2.588,105.533,131.738
JY56-z1,2900.375,3,196.759,251.841,2.589,99.981,124.29
JY56-z1,2901.125,3,207.358,251.644,2.592,32.996,41.97
JY56-z1,2901.25,3,203.285,250.595,2.594,47.976,61.053
JY56-z1,2901.375,3,200.415,250.002,2.598,73.368,93.14
JY56-z1,2902.125,3,185.318,245.169,2.579,90.739,115.008
JY56-z1,2902.25,3,187.379,246.973,2.579,95.171,119.828
JY56-z1,2902.375,3,191.92,250.404,2.581,92.557,115.589
JY56-z1,2903,3,221.162,256.914,2.587,31.738,38.916
JY56-z1,2903.125,3,214.866,254.28,2.598,40.406,49.235
JY56-z1,2903.25,3,205.511,252.369,2.611,57.322,69.025
JY51-2,3026.875,1,152.842,70.275,210.728,13.918,59.481
JY51-2,3027,1,151.346,70.329,208.878,17.749,62.687
JY51-2,3027.125,1,133.311,70.304,206.389,17.674,81.805
JY51-2,3027.25,1,111.097,70.193,203.532,13.122,122.574
JY51-2,3027.375,1,95.076,70.031,200.661,7.872,182.98
JY51-2,3027.5,1,89.788,69.863,198.145,4.927,241.054
JY51-2,3027.625,1,89.977,69.736,196.322,4.071,278.267
JY51-2,3027.75,1,89.579,69.7,195.507,4.529,295.778
JY51-2,3027.875,1,85.342,69.808,195.82,5.364,314.258
JY51-2,3028,1,79.596,70.072,197.409,5.858,335.184
JY51-2,3028.125,1,76.603,70.498,200.225,5.731,328.796
JY51-2,3028.25,1,80.937,71.073,204.071,5.334,275.998
JY51-2,3028.375,1,94.514,71.757,208.738,5.352,190.381
JY51-2,3028.5,1,116.948,72.486,213.81,6.464,113.982
JY51-2,3034,1,102.363,57.479,190.285,6.128,394.631
JY51-2,3034.125,1,98.089,57.463,191.05,4.738,452.011
JY51-2,3034.25,1,97.199,57.476,192.195,3.912,483.495
JY51-2,3034.375,1,98.918,57.53,193.663,3.74,485.64
JY51-2,3034.5,1,101.835,57.602,195.35,4.037,468.019
JY51-2,3034.625,1,104.275,57.659,197.157,4.528,439.559
JY51-2,3034.75,1,105.732,57.669,198.99,5.017,405.102
JY51-2,3034.875,1,107.441,57.622,200.838,5.478,365.984
JY51-2,3035,1,110.598,57.554,202.784,6.017,325.78
JY51-2,3035.125,1,114.647,57.55,204.984,6.725,290.305
JY51-2,3035.25,1,117.88,57.677,207.608,7.571,263.544
JY51-2,3035.375,1,120.065,57.955,210.745,8.423,246.406
JY51-2,3035.5,1,121.504,58.338,214.23,9.047,237.095
JY51-2,3035.625,1,121.927,58.721,217.709,9.205,237.661
JY51-2,3035.75,1,120.171,58.973,220.623,8.755,253.25
JY51-2,3035.875,1,114.751,58.987,222.416,7.759,289.379
JY51-2,3036,1,105.472,58.776,222.629,6.417,351.328
JY51-2,3036.125,1,94.655,58.443,221.202,4.988,428.749
JY51-2,3036.25,1,86.881,58.135,218.464,3.841,485.368
JY51-2,3036.375,1,85.403,57.949,214.989,3.309,482.79
JY51-2,3036.5,1,90.13,57.914,211.613,3.625,420.835
JY51-2,3036.625,1,96.922,57.974,209.077,4.737,332.71
JY51-2,3036.75,1,102.505,58.056,207.988,6.349,255.327
JY51-2,3036.875,1,106.05,58.118,208.513,7.922,202.956
JY51-2,3037,1,108.26,58.191,210.702,8.985,174.91
JY51-2,3037.125,1,108.194,58.327,214.379,9.437,167.677
JY51-2,3037.25,1,104.542,58.549,219.132,9.243,171.574
JY51-2,3037.375,1,99.798,58.812,224.577,8.314,175.814
JY51-2,3037.5,1,99.265,59.047,230.173,6.931,173.182
JY51-2,3037.625,1,105.841,59.194,235.275,5.887,165.508
JY51-2,3037.75,1,115.016,59.266,239.141,5.815,159.63
JY51-2,3037.875,1,118.758,59.335,241.106,6.888,165.883
JY51-2,3038,1,113.078,59.497,240.667,8.615,201.546
JY51-2,3038.125,1,101.73,59.794,237.584,9.898,287.101
JY51-2,3038.25,1,91.404,60.191,232.337,9.52,414.216
JY51-2,3038.375,1,86.169,60.571,225.658,7.572,527.945
JY51-2,3038.5,1,86.162,60.813,218.675,5.477,555.402
JY51-2,3038.625,1,90.361,60.858,212.62,4.435,482.505
JY51-2,3038.75,1,97.758,60.775,208.175,4.551,357.543
JY51-2,3038.875,1,107.478,60.691,205.317,5.573,249.809
JY51-2,3039,1,117.074,60.737,203.568,7.058,186.007
JY51-2,3039.125,1,123.644,60.97,202.659,8.52,155.532
JY51-2,3039.25,1,126.573,61.379,202.411,9.659,140.585
JY51-2,3039.375,1,127.578,61.884,202.626,10.531,135.549
JY51-2,3039.5,1,126.489,62.389,203.078,11.312,140.009
JY51-2,3039.625,1,119.644,62.827,203.583,11.655,155.062
JY51-2,3039.75,1,105.863,63.178,204.059,10.778,184.627
JY51-2,3040.5,1,138.542,65.797,204.858,7.668,144.684
JY51-2,3040.625,1,139.72,66.44,204.441,10.86,138.499
JY51-2,3040.75,1,134.788,66.99,203.956,13.389,149.561
JY51-2,3040.875,1,128.2,67.436,203.603,13.75,171.929
JY51-2,3041,1,121.84,67.824,203.654,12.021,195.605
JY51-2,3041.125,1,116.728,68.226,204.41,9.786,207.211
JY51-2,3041.25,1,114.588,68.674,206.129,8.123,194.951
JY51-2,3041.375,1,118.042,69.15,208.865,7.44,159.464
JY51-2,3041.5,1,129.052,69.598,212.555,7.923,113.969
JY51-2,3044.625,1,127.651,71.113,212.332,11.098,233.079
JY51-2,3044.75,1,117.801,71.25,211.066,8.2,312.008
JY51-2,3044.875,1,111.139,71.376,209.255,6.401,389.534
JY51-2,3045,1,106.641,71.54,206.947,5.734,458.144
JY51-2,3045.125,1,102.335,71.794,204.251,5.82,538.198
JY51-2,3045.25,1,97.409,72.166,201.296,6.087,666.061
JY51-2,3045.375,1,92.652,72.629,198.201,6.084,845.14
JY51-2,3045.5,1,88.501,73.125,195.134,5.712,1016.283
JY51-2,3045.625,1,84.747,73.59,192.315,5.175,1096.703
JY51-2,3045.75,1,81.209,73.983,190.008,4.727,1054.631
JY51-2,3045.875,1,78.499,74.312,188.461,4.517,935.525
JY51-2,3046,1,77.573,74.635,187.934,4.593,800.664
JY51-2,3046.125,1,79.308,75.037,188.646,4.944,670.613
JY51-2,3046.25,1,84.369,75.565,190.708,5.471,531.187
JY51-2,3046.375,1,93.316,76.194,194.276,6.029,381.276
JY51-2,3046.5,1,107.821,76.864,199.341,6.63,244.753
JY51-2,3046.625,1,128.999,77.514,205.677,7.561,146.983
JY51-2,3046.75,1,154.639,78.103,213.019,9.368,92.008
JY51-2,3046.875,1,179.036,78.621,221.041,12.676,65.349
JY51-2,3050.875,6,181.742,87.178,232.763,15.981,43.868
JY51-2,3051,6,175.43,87.082,230.376,16.008,46.33
JY51-2,3051.125,6,167.55,87.023,226.242,15.857,53.919
JY51-2,3051.25,6,157.413,87.017,219.731,14.985,70.227
JY51-2,3051.375,6,143.621,87.044,211.483,13.185,96.95
JY51-2,3051.5,6,127.417,87.084,202.526,11.071,132.088
JY51-2,3051.625,6,113.334,87.133,194.479,9.548,168.895
JY51-2,3051.75,6,105.441,87.207,189.479,8.991,196.271
JY51-2,3051.875,6,104.238,87.309,188.758,9.221,202.942
JY51-2,3052,6,107.913,87.43,192.031,10.009,184.75
JY51-2,3052.125,6,115.207,87.58,198.443,11.332,148.903
JY51-2,3052.75,4,159.607,89.594,237.711,18.091,32.02
JY51-2,3052.875,4,161.003,90.077,240.227,18.433,24.504
JY51-2,3053,4,162.138,90.503,242.53,18.745,18.926
JY51-2,3053.75,4,192.832,93.346,253.755,20.975,25.98
JY51-2,3053.875,4,195.509,93.915,254.021,20.935,26.377
JY51-2,3054,4,196.842,94.448,254.741,20.968,26.599
JY51-2,3054.75,4,199.708,96.034,257.956,22.316,27.84
JY51-2,3054.875,4,198.12,96.168,256.577,21.955,28.368
JY51-2,3055,4,197.041,96.353,254.771,21.615,28.847
JY51-2,3055.75,4,198.012,96.834,247.534,19.692,30.48
JY51-2,3055.875,4,198.917,96.652,248.479,19.852,30.702
JY51-2,3056,4,200.281,96.473,249.495,20.101,30.801
JY51-2,3056.75,4,188.383,95.618,248.786,21.278,29.343
JY51-2,3056.875,4,187.104,95.502,248.304,21.464,27.621
JY51-2,3057,4,186.594,95.338,247.955,21.149,24.392
JY51-2,3057.75,4,188.286,93.883,248.046,19.871,23.95
JY51-2,3057.875,4,188.588,93.79,248.527,19.678,25.868
JY51-2,3058,4,188.402,93.722,248.81,19.752,24.497
JY51-2,3058.75,4,194.526,93.223,250.505,20.477,24.805
JY51-2,3058.875,4,198.933,93.494,251.752,20.502,27.582
JY51-2,3059,4,199.656,93.937,252.394,20.433,26.661
JY51-2,3059.75,4,196.919,95.239,250.387,19.612,11.157
JY51-2,3059.875,4,196.461,95.096,250.166,19.423,13.22
JY51-2,3060,4,197.179,94.976,249.718,19.115,17.148
JY51-2,3060.75,4,194.546,94.353,243.558,17.28,35.043
JY51-2,3060.875,4,194.005,94.265,243.729,17.544,34.891
JY51-2,3061,4,192.133,94.219,243.276,18.054,33.558
JY51-2,3061.75,4,190.989,94.297,244.255,18.207,29.631
JY51-2,3061.875,4,192.788,94.321,245.265,18.084,29.846
JY51-2,3062,4,193.159,94.302,245.833,18.25,29.277
JY51-2,3062.75,4,196.484,94.451,248.944,19.15,18.646
JY51-2,3062.875,4,197.961,94.478,250.999,19.413,13.781
JY51-2,3063,4,197.691,94.451,252.028,19.591,11.157
JY51-2,3063.75,4,204.037,94.499,252.987,19.914,23.908
JY51-2,3063.875,4,205.067,94.53,253.797,20.388,27.252
JY51-2,3064,4,206.055,94.537,254.836,20.517,29.282
JY51-2,3064.75,4,209.6,94.474,255.792,19.255,35.302
JY51-2,3064.875,4,209.411,94.422,255.453,19.169,35.646
JY51-2,3065,4,211.269,94.392,255.821,19.144,36.135
JY51-2,3065.75,4,228.722,94.749,258.981,19.237,26.24
JY51-2,3065.875,4,230.068,94.801,258.235,18.263,28.436
JY51-2,3066,4,226.645,94.803,257.17,17.735,32.177
JY51-2,3066.75,4,213.593,93.531,251.274,17.387,17.054
JY51-2,3066.875,4,216.469,93.407,251.967,17.305,25.858
JY51-2,3067,4,219.479,93.413,252.617,17.526,36.844
JY51-2,3067.75,4,222.793,94.041,248.274,17.389,50.717
JY51-2,3067.875,4,222.377,94.182,248.446,17.136,50.313
JY51-2,3068,4,220.049,94.443,248.762,16.877,49.667
JY51-2,3068.75,4,175.776,97.033,224.993,14.998,52.666
JY51-2,3068.875,4,163.135,97.229,221.863,13.797,55.345
JY51-2,3069,4,165.213,97.349,224.016,13.613,55.43
JY51-2,3069.625,4,217.704,98.292,258.5,20.11,31.297
JY51-2,3069.75,4,211.116,98.532,259.819,19.675,29.193
JY51-2,3069.875,4,209.662,98.742,261.527,19.527,27.04
JY51-2,3070.75,4,218.409,99.046,266.085,21.047,19.82
JY51-2,3070.875,4,215.081,99.143,266.848,20.799,21.904
JY51-2,3071,4,211.919,99.337,268.001,20.817,23.268
JY51-2,3071.75,4,210.497,101.04,269.579,21.749,6.053
JY51-2,3071.875,4,210.757,101.213,270.178,21.713,7.221
JY51-2,3072,4,210.919,101.341,270.681,21.777,11.228
JY51-2,3072.75,4,217.588,101.354,271.951,21.511,20.501
JY51-2,3072.875,4,219.99,101.315,273.069,21.849,19.956
JY51-2,3073,4,222.261,101.272,272.893,22.454,20.194
JY51-2,3073.75,4,216.372,100.076,264.722,21.182,15.223
JY51-2,3073.875,4,216.792,99.797,264.241,21.02,17.908
JY51-2,3074,4,216.262,99.578,263.74,21.062,21.659
JY51-2,3074.5,4,207.473,99.147,265.941,21.349,15.19
JY51-2,3074.625,4,207.258,98.987,265.13,21.476,12.608
JY51-2,3074.75,4,206.158,98.757,262.285,21.326,12.081
JY51-2,3075.75,4,222.267,95.182,264.399,22.005,16.358
JY51-2,3075.875,4,222.459,95.045,264.341,21.038,19.094
JY51-2,3076,4,223.23,94.948,264.183,20.398,21.398
JY51-2,3076.75,4,187.233,94.849,239.591,16.351,31.581
JY51-2,3076.875,4,183.019,94.883,240.37,15.949,30.748
JY51-2,3077,4,186.233,94.936,245.054,16.777,28.298
JY51-2,3077.75,4,222.666,94.686,263.552,22.875,14.818
JY51-2,3077.875,4,222.648,94.437,264.627,22.477,15.299
JY51-2,3078,4,219.95,94.265,265.859,22.128,16.971
JY51-2,3078.75,4,206.502,93.212,266.413,20.793,25.298
JY51-2,3078.875,4,207.183,93.034,266.307,20.767,25.192
JY51-2,3079,4,209.669,92.941,266.058,20.793,24.101
JY51-2,3079.75,4,200.463,91.875,261.617,19.061,17.263
JY51-2,3079.875,4,197.487,91.664,259.486,18.976,23.256
JY51-2,3080,4,197.418,91.514,258.809,19.121,28.239
JY51-2,3080.75,4,206.696,89.437,279.331,21.014,15.364
JY51-2,3080.875,4,210.274,89.177,275.028,20.066,15.863
JY51-2,3081,4,212.296,89.116,268.462,19.864,17.328
JY51-2,3081.75,4,204.642,89.681,264.619,20.2,11.762
JY51-2,3081.875,4,200.055,89.548,263.733,19.533,12.092
JY51-2,3082,4,193.909,89.398,259.144,18.333,15.615
JY51-2,3082.75,4,176.19,87.801,237.718,16.262,46.017
JY51-2,3082.875,4,175.625,87.568,238.136,16.515,45.829
JY51-2,3083,4,176.26,87.406,238.105,16.495,45.834
JY51-2,3083.75,4,173.385,85.406,237.481,15.129,45.963
JY51-2,3083.875,4,173.186,84.851,238.524,15.297,45.199
JY51-2,3084,4,174.259,84.322,239.576,15.846,44.233
JY51-2,3084.75,4,183.019,82.528,239.69,16.657,40.705
JY51-2,3084.875,4,184.422,82.42,240.398,16.853,37.274
JY51-2,3085,4,186.361,82.304,240.877,16.721,34.523
JY51-2,3085.625,5,171.218,81.6,233.919,14.75,54.592
JY51-2,3085.75,5,170.72,81.544,233.292,14.929,57.722
JY51-2,3085.875,5,175.23,81.565,233.541,15.058,58.233
JY51-2,3086.75,4,183.576,83.242,241.113,15.662,46.412
JY51-2,3086.875,4,182.357,83.777,242.114,15.794,46.529
JY51-2,3087,4,182.943,84.264,243.098,15.805,47.216
JY51-2,3087.75,4,183.292,84.131,242.928,15.076,48.653
JY51-2,3087.875,4,178.57,82.913,241.339,15.153,47.189
JY51-2,3088,4,176.388,82.061,240.493,15.418,45.894
JY51-2,3088.625,4,168.557,81.252,238.547,14.481,39.77
JY51-2,3088.75,4,166.05,81.988,237.538,14.11,42.158
JY51-2,3088.875,4,165.266,82.631,236.706,14.017,45.294
JY51-2,3089.75,4,183.617,83.744,245.566,16.216,47.3
JY51-2,3089.875,4,184.631,83.621,245.621,16.268,46.559
JY51-2,3090,4,184.048,83.586,245.346,16.319,45.971
JY51-2,3091.125,5,202.465,85.976,240.095,14.182,33.358
JY51-2,3091.25,5,218.361,86.227,240.292,14.612,25.767
JY51-2,3091.375,5,230.36,86.293,240.653,14.876,20.842
JY51-2,3091.75,4,230.973,85.625,239.344,14.161,21.588
JY51-2,3091.875,4,224.817,85.462,238.394,14.195,23.128
JY51-2,3092,4,215.501,85.426,237.502,14.48,24.044
