Well Name,Depth,Facies,GR,AC,DEN,LLS,LLD
JY41-5,2510.25,1,107.449,199.423,2.587,478.468,434.158
JY41-5,2510.375,1,111.332,201.981,2.576,445.745,406.16
JY41-5,2510.5,1,111.996,204.724,2.568,463.516,425.32
JY41-5,2510.625,1,108.866,207.803,2.569,541.667,500.164
JY41-5,2510.75,1,102.677,211.188,2.577,694.131,643.231
JY41-5,2510.875,1,95.448,214.656,2.583,939.022,868.126
JY41-5,2511,1,89.072,217.661,2.579,1210.787,1109.881
JY41-5,2511.125,1,84.427,219.639,2.567,1406.589,1274.164
JY41-5,2511.25,1,83.135,219.946,2.553,1413.531,1262.83
JY41-5,2511.375,1,86.135,218.708,2.542,1234.17,1086.19
JY41-5,2511.5,1,93.129,217.077,2.538,909.025,786.498
JY41-5,2511.625,1,102.801,216.58,2.545,541.507,459.592
JY41-5,2511.75,1,116.386,218.187,2.563,251.589,208.525
JY41-5,2511.875,1,136.575,222.339,2.591,99.961,81.616
JY41-5,2512,1,160.315,229.064,2.624,51.231,42.334
JY41-5,2512.125,1,180.526,236.33,2.66,36.883,30.975
JY41-5,2512.25,1,188.658,242.226,2.693,31.874,27.178
JY41-5,2512.375,1,187.331,245.357,2.719,30.915,26.672
JY41-5,2512.5,1,182.253,246.017,2.737,32.286,27.985
JY41-5,2512.625,1,177.715,244.469,2.749,34.92,30.307
JY41-5,2512.75,1,173.028,241.397,2.756,38.647,33.624
JY41-5,2512.875,1,167.059,237.604,2.757,44.293,38.644
JY41-5,2514.125,1,149.036,219.814,2.697,64.661,53.275
JY41-5,2514.25,1,149.769,222.147,2.701,62.558,51.418
JY41-5,2514.375,1,149.604,223.473,2.704,60.834,49.625
JY41-5,2514.5,1,149.746,224.726,2.703,57.022,46.083
JY41-5,2514.625,1,151.69,226.732,2.699,50.716,40.666
JY41-5,2514.75,1,156.551,230.062,2.696,43.779,34.994
JY41-5,2516,1,179.744,241.529,2.721,41.156,33.093
JY41-5,2516.125,1,176.27,238.953,2.718,44.236,35.401
JY41-5,2516.25,1,171.798,236.415,2.714,46.949,37.357
JY41-5,2516.375,1,168.34,234.147,2.711,48.653,38.518
JY41-5,2517.375,1,67.229,194.375,2.721,983.152,902.488
JY41-5,2517.5,1,57.202,187.77,2.721,1262.004,1148.016
JY41-5,2517.625,1,54.608,183.86,2.72,1277.254,1156.172
JY41-5,2518,1,59.953,186.926,2.683,1099.338,1009.13
JY41-5,2518.125,1,60.121,189.957,2.667,1263.724,1155.229
JY41-5,2518.25,1,60.273,192.652,2.651,1413.136,1271.571
JY41-5,2518.375,1,61.048,194.865,2.634,1419.704,1248.492
JY41-5,2518.5,1,62.489,196.416,2.621,1232.158,1054.409
JY41-5,2518.625,1,64.5,197.491,2.614,931.813,776.592
JY41-5,2518.75,1,68.112,199.014,2.608,616.569,501.98
JY41-5,2518.875,1,77.557,201.797,2.604,353.4,282.314
JY41-5,2519,1,95.925,206.39,2.609,172.146,134.902
JY41-5,2519.125,1,122.782,212.937,2.628,77.845,60.418
JY41-5,2519.25,1,150.702,221.363,2.661,47.696,37.431
JY41-5,2519.375,1,172.899,230.303,2.693,36.508,29.039
JY41-5,2519.5,1,186.824,238.368,2.714,32.169,25.914
JY41-5,2519.625,1,194.064,244.451,2.721,30.961,25.197
JY41-5,2519.75,1,196.473,248.338,2.723,31.046,25.477
JY41-5,2519.875,1,195.612,250.147,2.727,31.804,26.292
JY41-5,2520,1,193.074,250.169,2.729,33.009,27.444
JY41-5,2520.125,4,188.447,249.275,2.725,34.515,28.796
JY41-5,2520.25,4,181.884,247.823,2.716,36.195,30.262
JY41-5,2521,4,174.907,238.665,2.703,40.163,33.995
JY41-5,2521.125,4,176.183,238.368,2.7,39.414,33.401
JY41-5,2521.25,4,177.935,238.672,2.702,38.281,32.521
JY41-5,2522.125,4,181.222,242.698,2.709,35.557,29.935
JY41-5,2522.25,4,184.508,243.803,2.704,29.618,24.775
JY41-5,2522.375,4,187.919,245.654,2.699,23.136,19.484
JY41-5,2523.25,4,189.081,253.41,2.716,31.594,26.823
JY41-5,2523.375,4,191.613,253.397,2.718,29.421,25.062
JY41-5,2523.5,4,194.113,253.462,2.716,28.056,24.03
JY41-5,2524.25,4,186.462,254.463,2.701,34.942,30.101
JY41-5,2524.375,4,183.164,254.525,2.709,34.494,29.981
JY41-5,2524.5,4,182.628,254.347,2.72,34.154,29.949
JY41-5,2525.125,4,174.938,251.576,2.703,33.351,30.595
JY41-5,2525.25,4,175.701,251.445,2.705,33.169,30.517
JY41-5,2525.375,4,176.596,251.55,2.71,33.04,30.474
JY41-5,2526.125,4,178.725,254.019,2.728,25.803,24.118
JY41-5,2526.25,4,180.339,254.521,2.731,24.605,23.192
JY41-5,2526.375,4,183.28,255.012,2.735,24.68,23.443
JY41-5,2527.125,4,181.617,255.457,2.72,31.366,29.803
JY41-5,2527.25,4,179.41,254.761,2.716,31.51,29.965
JY41-5,2527.375,4,177.695,253.873,2.715,31.055,29.561
JY41-5,2528,4,178.108,250.025,2.723,24.481,24.091
JY41-5,2528.125,4,175.971,249.991,2.719,26.513,26.104
JY41-5,2528.25,4,175.205,250.204,2.714,28.936,28.348
JY41-5,2528.875,4,182.537,249.494,2.716,32.001,31.152
JY41-5,2529,4,178.026,248.254,2.714,32.878,31.96
JY41-5,2529.125,4,172.929,246.999,2.718,33.263,32.248
JY41-5,2529.75,4,179.54,247.462,2.726,29.011,27.889
JY41-5,2529.875,4,180.642,248.073,2.725,29.633,28.449
JY41-5,2530,4,180.674,248.408,2.723,30.66,29.36
JY41-5,2530.625,4,178.624,249.629,2.731,32.51,30.898
JY41-5,2530.75,4,177.418,250.406,2.728,32.444,30.772
JY41-5,2530.875,4,177.107,251.216,2.727,32.223,30.511
JY41-5,2531.375,4,184.077,252.736,2.717,30.965,29.496
JY41-5,2531.5,4,184.536,252.677,2.715,30.845,29.403
JY41-5,2531.625,4,185.313,252.583,2.718,30.817,29.349
JY41-5,2532.375,4,181.358,253.602,2.726,30.6,29.105
JY41-5,2532.5,4,178.836,253.917,2.729,30.523,28.998
JY41-5,2532.625,4,177.019,254.249,2.732,30.435,28.873
JY41-5,2533.25,4,176.368,255.209,2.748,30.695,29.215
JY41-5,2533.375,4,178.819,255.004,2.746,29.364,27.738
JY41-5,2533.5,4,180.659,254.698,2.742,25.719,24.131
JY41-5,2534,4,187.24,253.679,2.742,15.809,15.461
JY41-5,2534.125,4,186.378,253.541,2.733,18.956,18.604
JY41-5,2534.25,4,183.233,253.293,2.724,23.895,23.251
JY41-5,2534.875,4,177.201,251.546,2.725,30.864,29.101
JY41-5,2535,4,174.544,252.181,2.721,27.992,26.259
JY41-5,2535.125,4,173.179,253.212,2.714,24.077,22.567
JY41-5,2535.875,4,182.827,255.4,2.699,31.094,29.593
JY41-5,2536,4,181.282,254.563,2.699,33.002,31.154
JY41-5,2536.125,4,181.363,253.808,2.696,33.177,31.151
JY41-5,2536.875,4,190.692,257.522,2.693,27.333,25.574
JY41-5,2537,4,193.229,258.335,2.695,27.467,25.742
JY41-5,2537.125,4,194.289,258.538,2.695,28.017,26.251
JY41-5,2537.875,4,188.411,253.603,2.716,23.773,22.123
JY41-5,2538,4,187.172,253.741,2.717,25.34,23.34
JY41-5,2538.125,4,187.972,254.11,2.715,25.316,22.905
JY41-5,2538.875,4,186.225,259.364,2.715,11.955,11.503
JY41-5,2539,4,189.167,259.999,2.706,15.535,14.715
JY41-5,2539.125,4,190.624,260.012,2.696,17.626,16.45
JY41-5,2540,4,186.347,258.339,2.706,22.065,20.729
JY41-5,2540.125,4,185.876,258.724,2.702,24.283,22.799
JY41-5,2540.25,4,182.737,259.065,2.699,26.337,24.566
JY41-5,2541.5,4,198.955,259.219,2.71,38.876,35.996
JY41-5,2541.625,4,195.759,259.344,2.709,39.047,36.041
JY41-5,2541.75,4,193.833,259.454,2.709,38.665,35.568
JY41-5,2542.625,4,213.597,257.861,2.691,20.896,19.16
JY41-5,2542.75,4,213.005,257.608,2.684,19.837,18.126
JY41-5,2542.875,4,211.356,257.574,2.675,18.55,16.976
JY41-5,2543.375,4,208.361,259.004,2.651,15.188,13.415
JY41-5,2543.5,4,207.693,259.275,2.645,11.56,10.17
JY41-5,2543.625,4,204.293,259.335,2.643,8.619,7.795
JY41-5,2544.375,4,193.576,255.294,2.67,32.334,30.398
JY41-5,2544.5,4,190.745,255.548,2.675,31.991,29.942
JY41-5,2544.625,4,187.679,256.479,2.679,30.246,28.209
JY41-5,2545.25,4,181.529,261.384,2.661,26.11,24.679
JY41-5,2545.375,4,183.592,261.623,2.664,28.722,26.93
JY41-5,2545.5,4,185.671,261.727,2.666,29.283,27.162
JY41-5,2546,4,186.347,258.892,2.645,15.716,14.727
JY41-5,2546.125,4,188.056,257.383,2.64,15.966,15.191
JY41-5,2546.25,4,189.358,255.968,2.64,18.051,17.368
JY41-5,2547,4,189.517,252.368,2.656,49.644,46.207
JY41-5,2547.125,4,185.922,251.095,2.661,41.697,38.467
JY41-5,2547.25,4,182.934,249.675,2.664,31.787,29.222
JY41-5,2548,4,187.422,254.492,2.673,36.673,35.067
JY41-5,2548.125,4,191.494,258.258,2.672,38.908,37.162
JY41-5,2548.25,4,196.788,262.074,2.67,39.565,37.804
JY41-5,2548.875,4,209.681,268.286,2.661,37.134,35.233
JY41-5,2549,4,226.167,272.177,2.628,19.643,18.635
JY41-5,2549.125,4,227.265,272.069,2.622,16.357,15.747
JY41-5,2550,5,224.231,271.349,2.617,15.604,15.272
JY41-5,2550.125,5,211.656,260.947,2.586,55.965,55.016
JY41-5,2550.25,5,209.697,258.875,2.594,62.139,60.999
JY41-5,2551,4,203.426,255.842,2.614,66.853,65.524
JY41-5,2551.125,4,196.786,251.406,2.612,59.811,57.763
JY41-5,2551.25,4,202.558,255.024,2.598,54.222,51.898
JY41-5,2552.125,4,205.121,258.064,2.595,45.413,43.013
JY41-5,2552.25,4,236.308,262.619,2.651,28.567,26.574
JY41-5,2552.375,4,238.167,263.646,2.653,23.686,21.617
JY41-5,2553.25,4,233.436,264.675,2.649,17.091,15.461
JY41-5,2553.375,4,189.345,266.035,2.69,32.813,30.254
JY41-5,2553.5,4,194.573,267.743,2.686,25.437,23.231
JY41-5,2554,4,202.383,269.929,2.681,18.681,17.12
JY41-5,2554.125,4,201.701,274.962,2.66,18.336,17.153
JY41-5,2554.25,4,199.152,275.312,2.656,19.45,18.061
JY41-5,2554.5,4,200.275,275.912,2.654,19.369,17.974
JY41-5,2554.625,4,210.141,277.714,2.651,19.101,17.891
JY41-5,2554.75,4,214.849,278.49,2.649,19.229,17.997
JY41-5,2556,4,215.899,278.956,2.648,19.027,17.758
JY41-5,2556.125,4,203.313,275.996,2.65,32.877,30.394
JY41-5,2556.25,4,207.325,276.358,2.65,32.952,30.452
JY41-5,2556.875,6,208.796,277.032,2.649,32.608,30.15
JY41-5,2557,6,206.54,275.696,2.669,32.565,30.252
JY41-5,2557.125,5,211.89,275.105,2.669,32.826,30.509
JY41-5,2557.25,6,216.394,274.662,2.667,33.005,30.588
JY41-5,2557.375,6,219.059,273.804,2.663,31.896,29.355
JY41-5,2557.5,6,221.301,272.217,2.658,28.397,25.918
JY41-5,2557.625,6,222.288,269.969,2.659,22.878,20.826
JY41-5,2557.75,6,219.019,267.53,2.669,17.839,16.36
JY41-5,2557.875,6,212.127,265.33,2.686,15.046,14.031
JY41-5,2558,6,206.949,263.805,2.696,15.208,14.427
JY41-5,2558.125,6,204.513,262.725,2.695,18.369,17.575
JY41-5,2558.25,6,200.94,261.501,2.691,24.682,23.527
JY41-5,2558.375,6,193.492,259.639,2.696,31.811,30.005
JY41-5,2558.5,6,185.071,257.583,2.707,36.339,33.871
JY41-5,2558.625,6,182.01,256.205,2.718,35.468,32.706
JY41-5,2558.75,6,185.571,256.586,2.719,30.717,28.14
JY41-5,2558.875,6,194.44,258.898,2.71,25.087,23.001
JY41-5,2559,6,204.926,262.689,2.691,21.38,19.789
JY41-5,2559.125,4,213.233,266.65,2.67,20.124,18.838
JY41-5,2559.25,4,216.993,269.823,2.652,21.055,19.86
JY41-5,2560,4,217.087,271.58,2.641,23.626,22.322
JY41-5,2560.125,4,201.586,269.349,2.663,31.048,28.722
JY41-5,2560.25,4,203.269,268.205,2.666,29.168,26.831
JY41-5,2561,4,203.825,266.862,2.669,26.296,24.137
JY41-5,2561.125,4,199.503,263.025,2.675,24.466,22.568
JY41-5,2561.25,4,201.476,263.584,2.67,24.772,22.627
JY41-5,2562,4,202.295,264.03,2.671,23.02,20.878
JY41-5,2562.125,4,199.093,261.659,2.681,30.383,28.189
JY41-5,2562.25,4,196.023,259.733,2.665,32.245,29.722
JY41-5,2563,3,193.823,256.777,2.648,31.866,29.372
JY41-5,2563.125,3,204.875,234.661,2.65,38.067,36.184
JY41-5,2563.25,3,200.661,233.046,2.654,42.344,40.421
JY41-5,2563.75,3,192.464,231.648,2.66,49.387,47.151
JY41-5,2563.875,3,158.541,229.975,2.672,65.515,61.835
JY41-5,2564,3,155.52,230.674,2.678,65.196,61.541
JY41-5,2564.75,3,155.098,231.303,2.685,64.781,61.142
JY41-5,2564.875,3,159.902,234.444,2.679,59.074,55.94
JY41-5,2565,3,160.393,236.269,2.674,58.538,55.428
JY41-5,2566,4,160.523,238.058,2.671,58.196,55.113
JY41-5,2566.125,4,172.429,243.33,2.646,56.069,54.162
JY41-5,2566.25,4,174.058,242.662,2.641,56.305,54.41
JY41-5,2566.625,4,174.191,242.049,2.638,56.226,54.298
JY41-5,2566.75,4,171.805,242.13,2.63,55.951,54.36
JY41-5,2566.875,4,171.844,242.635,2.633,56.758,55.217
JY41-5,2567.625,3,172.628,243.134,2.633,57.152,55.571
JY41-5,2567.75,3,164.314,244.245,2.65,46.486,45.144
JY41-5,2567.875,3,164.189,244.276,2.647,48.031,46.725
JY41-5,2568.625,3,164.181,244.227,2.644,50.365,48.991
JY41-5,2568.75,3,181.129,245.416,2.628,20.902,19.428
JY41-5,2568.875,3,181.484,244.744,2.625,17.789,16.957
JY41-5,2570,3,179.584,243.47,2.618,19.879,19.28
JY41-5,2570.125,3,194.686,237.19,2.644,47.294,44.964
JY41-5,2570.25,3,185.233,236.344,2.652,48.076,45.378
JY41-5,2571.25,4,178.96,235.445,2.658,45.639,42.764
JY41-5,2571.375,4,164.553,231.103,2.691,45.439,42.176
JY41-5,2571.5,4,167.477,233.485,2.684,45.676,42.095
JY41-5,2572.125,4,171.507,235.824,2.676,43.489,39.985
JY41-5,2572.25,4,178.792,241.142,2.635,39.187,34.177
JY41-5,2572.375,4,180.409,241.286,2.633,28.749,24.53
JY41-5,2573,4,180.39,241.186,2.64,17.231,14.674
JY41-5,2573.125,4,179.445,238.496,2.636,41.292,38.396
JY41-5,2573.25,4,175.719,238.031,2.635,49.027,45.041
JY41-5,2574.125,3,171.511,237.796,2.637,51.817,47.384
JY41-5,2574.25,3,169.824,239.641,2.644,61.463,56.578
JY41-5,2574.375,3,165.928,239.22,2.642,54.998,50.404
JY41-5,2575.75,3,162.779,238.511,2.64,46.43,42.529
JY41-5,2575.875,3,178.003,235.485,2.65,55.844,52.091
JY41-5,2576,3,174.519,235.679,2.648,60.821,56.72
JY41-5,2576.375,5,169.647,235.154,2.653,64.783,59.97
JY41-5,2576.5,5,166.337,233.593,2.664,40.729,36.368
JY41-5,2576.625,5,166.2,234.225,2.66,27.373,24.518
JY41-5,2577.375,3,166.478,235.434,2.656,20.097,18.435
JY41-5,2577.5,3,173.285,240.015,2.626,58.678,55.878
JY41-5,2577.625,3,172.173,239.874,2.622,59.07,56.92
JY41-5,2578.375,3,170.322,239.725,2.623,58.83,57.329
JY41-5,2578.5,3,176.621,242.061,2.624,56.245,54.601
JY41-5,2578.625,3,175.189,242.531,2.617,53.262,51.606
JY41-5,2579.375,3,172.771,242.4,2.62,50.912,49.298
JY41-5,2579.5,3,172.552,243.682,2.634,49.831,47.518
JY41-5,2579.625,3,182.054,245.784,2.632,46.198,44.045
JY41-5,2580.125,3,188.941,247.3,2.637,44.63,42.717
JY41-5,2580.25,3,173.683,247.552,2.64,49.259,46.669
JY41-5,2580.375,3,170.007,248.977,2.646,45.211,42.651
JY41-5,2581,4,171.452,251.371,2.65,40.642,38.276
JY41-5,2581.125,4,188.632,258.277,2.633,33.174,30.865
JY41-5,2581.25,4,185.84,258.119,2.631,31.475,28.766
JY41-5,2582.125,4,182.989,258.343,2.628,26.365,23.609
JY41-5,2582.25,4,188.116,261.861,2.618,42.117,40.648
JY41-5,2582.375,4,183.574,260.598,2.616,49.902,47.579
JY41-5,2583,3,177.455,259.094,2.616,52.99,49.963
JY41-5,2583.125,3,174.52,258.302,2.601,15.007,13.695
JY41-5,2583.25,3,176.783,260.133,2.602,13.05,12.426
JY41-5,2584,3,181.318,262.086,2.604,16.678,16.301
JY41-5,2584.125,3,173.995,259.973,2.638,54.703,51.617
JY41-5,2584.25,3,169.614,258.43,2.639,55.325,52.101
JY41-5,2584.875,3,168.014,257.437,2.633,54.668,51.34
JY41-5,2585,3,183.465,259.502,2.607,45.649,43.133
JY41-5,2585.125,3,181.611,259.835,2.605,46.683,44.31
JY41-5,2585.875,3,178.709,260.021,2.602,48.949,46.669
JY41-5,2586,3,175.467,257.939,2.587,64.355,61.872
JY41-5,2586.125,3,175.689,257.554,2.585,63.545,61.178
JY41-5,2586.875,4,177.12,257.844,2.581,62.373,60.149
JY41-5,2587,4,172.485,255.594,2.608,61.57,61.454
JY41-5,2587.125,4,175.887,254.226,2.612,61.816,61.551
JY41-5,2587.5,3,178.931,253.753,2.607,61.299,60.897
JY41-5,2587.625,3,174.865,255.242,2.579,58.543,57.912
JY41-5,2587.75,3,177.89,255.735,2.579,58.425,57.719
JY41-5,2588.25,3,182.521,255.841,2.581,58.208,57.518
JY41-5,2588.375,3,182.611,256.147,2.573,54.634,54.7
JY41-5,2588.5,3,182.077,256.884,2.574,54.337,54.405
JY41-5,2589.25,5,184.195,257.827,2.573,54.333,54.305
JY41-5,2589.375,5,180.289,260.049,2.6,55.474,54.724
JY41-5,2589.5,5,187.911,260.764,2.595,56.024,55.07
JY41-5,2590,3,196.425,261.303,2.587,56.875,55.663
JY41-5,2590.125,3,199.122,263.684,2.577,42.431,39.265
JY41-5,2590.25,3,203.248,265.595,2.584,28.566,26.018
JY41-5,2590.75,3,207.846,267.631,2.6,17.94,16.413
JY41-5,2590.875,3,206.391,265.292,2.613,29.025,28.427
JY41-5,2591,3,206.396,263.224,2.602,35.667,34.534
JY41-5,2591.5,4,208.832,261.939,2.598,38.248,36.723
JY41-5,2591.625,4,224.591,264.146,2.609,33.9,31.998
JY41-5,2591.75,4,221.792,263.805,2.61,31.016,28.985
JY41-5,2592.125,4,219.453,262.434,2.611,26.812,24.885
JY41-5,2592.25,4,206.544,253.336,2.638,23.082,22.022
JY41-5,2592.375,4,198.637,250.072,2.648,27.765,26.627
JY41-5,2592.875,3,192.166,247.448,2.651,33.896,32.371
JY41-5,2593,3,197.125,244.679,2.624,28.066,25.597
JY41-5,2593.125,3,196.612,244.407,2.625,21.835,19.99
JY41-5,2594,5,193.395,243.562,2.629,18.517,17.282
JY41-5,2594.125,5,204.756,239.814,2.612,57.41,55.1
JY41-5,2594.25,5,205.576,240.681,2.614,59.195,56.968
JY41-5,2594.875,5,202.104,241.135,2.622,63.205,60.799
JY41-5,2595,5,199.093,237.712,2.612,41.81,39.565
JY41-5,2595.125,6,198.877,236.745,2.609,39.524,38.046
JY41-5,2595.25,6,198.393,235.695,2.607,42.874,42.096
JY41-5,2595.375,6,198.058,234.842,2.608,50.249,49.957
JY41-5,2595.5,6,195.853,234.401,2.616,57.622,57.385
JY41-5,2595.625,6,192.33,234.634,2.627,61.121,60.599
JY41-5,2595.75,6,189.898,235.71,2.634,60.225,59.358
JY41-5,2595.875,6,189.222,237.568,2.628,57.198,56.035
JY41-5,2596,6,188.601,239.631,2.616,53.036,51.561
JY41-5,2596.125,6,186.891,241.517,2.606,46.502,44.768
JY41-5,2596.25,6,185.888,242.971,2.609,37.646,35.947
JY41-5,2596.375,6,187.297,243.876,2.618,29.087,27.757
JY41-5,2596.5,6,190.715,244.091,2.626,23.758,22.94
JY41-5,2596.625,6,192.871,243.622,2.622,23.246,22.936
JY41-5,2596.875,3,191.861,242.734,2.611,28.818,28.971
JY41-5,2597,3,182.962,240.586,2.588,56.746,56.718
JY41-5,2597.125,3,178.033,239.958,2.586,65.71,64.784
JY41-5,2597.5,3,174.576,239.94,2.589,62.408,60.685
JY41-5,2597.625,3,176.678,241.866,2.592,37.334,36.182
JY41-5,2597.75,3,177.352,242.261,2.591,40.362,39.382
JY41-5,2598,3,177.064,242.365,2.589,46.892,45.505
JY41-5,2598.125,3,179.621,242.955,2.588,44.843,42.234
JY41-5,2598.25,3,186.635,243.763,2.594,33.346,31.058
JY41-5,2599,3,197.623,244.817,2.61,22.735,21.26
JY41-5,2599.125,3,189.561,243.856,2.621,25.713,24.07
JY41-5,2599.25,3,190.65,242.753,2.623,21.496,20.208
JY41-5,2600.125,3,192.043,241.893,2.627,20.003,19.204
JY41-5,2600.25,3,215.668,244.925,2.561,66.018,64.055
JY41-5,2600.375,3,218.968,245.006,2.562,65.471,63.408
JY41-5,2601.25,3,221.128,245.276,2.561,64.574,62.297
JY41-5,2601.375,3,208.536,244.58,2.554,27.313,26.861
JY41-5,2601.5,3,204.895,244.382,2.559,37.564,36.869
JY41-5,2602.125,3,201.955,244.504,2.565,46.079,44.547
JY41-5,2602.25,3,215.49,246.738,2.572,21.219,20.791
JY41-5,2602.375,3,215.713,246.327,2.558,28.301,28.051
JY41-5,2602.875,3,212.872,245.661,2.549,38.688,38.304
JY41-5,2603,3,199.345,245.908,2.55,53.948,53.105
JY41-5,2603.125,3,202.089,246.521,2.544,54.892,53.899
JY41-5,2603.375,3,206.246,246.97,2.542,55.459,54.024
JY41-5,2603.5,3,211.898,247.156,2.55,43.035,40.921
JY41-5,2603.625,3,211.615,246.821,2.555,31.098,29.406
JY41-5,2604.625,3,209.679,245.937,2.559,21.955,20.973
JY41-5,2604.75,3,207.178,242.944,2.557,52.464,50.98
JY41-5,2604.875,3,215.454,243.753,2.556,41.459,39.871
JY41-5,2605.625,3,221.195,243.723,2.564,31.353,30.042
JY41-5,2605.75,3,214.896,241.951,2.571,37.438,35.923
JY41-5,2605.875,3,212.919,242.216,2.573,29.747,28.109
JY41-5,2606.625,3,215.747,242.794,2.575,20.804,19.578
JY41-5,2606.75,3,230.913,249.027,2.549,22.545,21.963
JY41-5,2606.875,3,227.116,249.364,2.549,21.062,20.479
JY41-5,2607.625,3,224.172,249.535,2.545,19.765,19.311
JY41-5,2607.75,3,223.06,251.188,2.525,25.578,25.679
JY41-5,2607.875,3,222.867,251.252,2.527,31.727,31.984
JY41-5,2608.625,3,222.311,250.928,2.53,39.811,40.075
JY41-5,2608.75,3,203.647,244.484,2.532,50.671,49.405
JY41-5,2608.875,3,199.438,244.347,2.543,40.297,39.255
JY41-5,2609.5,3,198.176,244.24,2.554,33.298,32.699
JY41-5,2609.625,3,175.398,241.019,2.573,45.034,44.87
JY41-5,2609.75,3,182.158,241.498,2.562,46.845,46.698
JY41-5,2610.5,3,188.019,242.216,2.546,51.016,51.025
JY41-5,2610.625,3,205.167,248.024,2.527,21.39,20.219
JY41-5,2610.75,3,215.214,249.208,2.535,13.954,13.246
JY41-5,2611.5,3,224.492,249.54,2.534,10.969,10.61
JY41-5,2611.625,3,247.499,246.207,2.501,25.351,24.895
JY41-5,2611.75,3,247.18,246.25,2.494,26.115,25.292
JY41-5,2612.5,3,245.463,246.578,2.498,23.249,22.322
JY41-5,2612.625,3,231.26,252.164,2.494,13.88,13.579
JY41-5,2612.75,3,236.597,252.315,2.485,15.168,15.146
JY41-5,2613.5,3,242.518,252.026,2.479,21.176,21.534
JY41-5,2613.625,3,240.104,247.168,2.491,63.978,63.79
JY41-5,2613.75,3,235.295,246.424,2.485,66.97,66.788
JY41-5,2614.625,3,232.853,246.094,2.478,71.816,71.342
JY41-5,2614.75,3,342.241,265.573,2.489,14.338,13.774
JY41-5,2614.875,3,383.445,267.251,2.459,15.119,14.654
JY41-5,2615,6,418.372,266.23,2.432,16.956,16.514
JY41-5,2615.125,6,439.984,261.819,2.421,20.279,19.868
JY41-5,2615.25,6,435.24,254.145,2.431,26.792,26.374
JY41-5,2615.375,6,395.534,244.298,2.466,36.886,36.156
JY41-5,2615.5,6,326.75,234.854,2.518,46.304,44.871
JY41-5,2615.625,6,256.282,228.106,2.576,48.833,46.694
JY41-5,2615.75,6,213.388,226.21,2.613,42.848,40.447
JY41-5,2615.875,6,203.697,228.734,2.61,32.818,30.651
JY41-5,2616,6,210.302,234.457,2.569,23.516,21.823
JY41-5,2616.125,6,214.836,241.067,2.518,16.796,15.629
JY41-5,2616.25,6,213.092,246.825,2.481,12.651,11.983
JY41-5,2616.375,6,207.351,250.569,2.465,11.469,11.201
JY41-5,2616.5,6,198.681,252.206,2.465,13.82,13.77
JY41-5,2616.625,3,188.415,252.166,2.472,19.568,19.422
JY41-5,2616.75,3,182.427,250.89,2.48,26.249,25.627
JY41-5,2616.875,3,184.242,249.099,2.488,29.672,28.477
JY41-5,2617.625,3,190.967,247.141,2.496,28.278,26.847
JY41-5,2617.75,3,199.499,247.019,2.465,23.443,22.333
JY41-5,2617.875,3,202.452,248.231,2.462,22.022,21.16
JY41-5,2618.5,3,201.064,248.967,2.465,22.707,22.042
JY41-5,2618.625,3,174.656,247.25,2.458,24.36,22.67
JY41-5,2618.75,3,168.856,246.184,2.465,21.966,20.94
JY41-5,2619.625,3,162.439,244.483,2.469,27.822,27.069
JY41-5,2619.75,3,142.771,247.148,2.526,44.89,40.365
JY41-5,2619.875,3,138.054,249.61,2.53,34.561,30.583
JY41-5,2620.5,4,134.219,251.71,2.532,24.288,21.225
JY41-5,2620.625,4,158.97,269.262,2.527,26.057,24.883
JY41-5,2620.75,4,168.608,273.406,2.535,35.107,33.092
JY56-z1,2850.5,1,181.624,219.336,2.733,74.969,87.647
JY56-z1,2850.625,1,175.532,214.466,2.731,130.747,152.177
JY56-z1,2850.75,1,167.215,208.01,2.728,205.017,237.81
JY56-z1,2850.875,1,156.31,203.385,2.724,264.884,306.543
JY56-z1,2851,1,142.783,198.718,2.719,294.022,339.448
JY56-z1,2851.125,1,129.831,193.254,2.715,296.527,341.219
JY56-z1,2851.25,1,121.653,195.31,2.71,288.777,331.178
JY56-z1,2851.375,1,117.821,201.337,2.707,272.296,311.574
JY56-z1,2851.5,1,117.349,207.898,2.704,242.8,277.653
JY56-z1,2851.625,1,120.561,212.349,2.703,207.303,237.029
JY56-z1,2851.75,1,128.202,218.369,2.701,175.406,200.318
JY56-z1,2851.875,1,138.768,223.733,2.699,152.239,173.235
JY56-z1,2852,1,148.658,227.805,2.698,131.599,148.962
JY56-z1,2855.5,1,123.936,221.486,2.693,109.772,125.439
JY56-z1,2855.625,1,138.077,227.815,2.702,104.177,118.635
JY56-z1,2855.75,1,157.527,231.036,2.712,88.11,100.166
JY56-z1,2855.875,1,173.599,233.573,2.718,70.641,80.353
JY56-z1,2856,1,179.531,235.512,2.718,59.083,67.352
JY56-z1,2857.125,1,143.246,230.967,2.643,66.354,78.411
JY56-z1,2857.25,1,115.554,223.34,2.634,105.099,124.538
JY56-z1,2857.375,1,97.285,211.666,2.633,185.81,219.9
JY56-z1,2857.5,1,88.442,198.533,2.631,308.011,363.403
JY56-z1,2857.625,1,85.757,193.633,2.625,423.893,498.381
JY56-z1,2857.75,1,89.945,197.679,2.618,444.724,521.173
JY56-z1,2857.875,1,102.954,203.097,2.608,354.969,415.075
JY56-z1,2858,1,122.538,208.713,2.591,216.437,253.168
