Well Name,Depth,GR,AC,DEN
JY7-2HF,2723.25,130.982,217.534,2.563
JY7-2HF,2723.375,131.571,218.14,2.561
JY7-2HF,2723.5,132.326,218.41,2.559
JY7-2HF,2723.625,132.827,218.008,2.557
JY7-2HF,2723.75,132.975,217.249,2.556
JY7-2HF,2723.875,132.64,216.673,2.548
JY7-2HF,2724,131.901,216.274,2.537
JY7-2HF,2724.125,130.782,215.833,2.534
JY7-2HF,2724.25,129.746,215.211,2.54
JY7-2HF,2724.375,128.917,214.546,2.554
JY7-2HF,2724.5,128.648,213.913,2.567
JY7-2HF,2724.625,129.271,213.26,2.559
JY7-2HF,2724.75,130.373,212.686,2.554
JY7-2HF,2724.875,131.288,212.596,2.55
JY7-2HF,2725,131.911,213.264,2.547
JY7-2HF,2725.125,133.108,214.513,2.546
JY7-2HF,2725.25,134.866,215.919,2.546
JY7-2HF,2725.375,136.098,216.966,2.553
JY7-2HF,2725.5,135.943,217.624,2.556
JY7-2HF,2725.625,134.897,218.187,2.561
JY7-2HF,2725.75,133.978,218.761,2.562
JY7-2HF,2725.875,133.167,219.274,2.552
JY7-2HF,2726,131.69,219.559,2.551
JY7-2HF,2726.125,129.297,219.331,2.553
JY7-2HF,2726.25,126.878,218.292,2.56
JY7-2HF,2726.375,125.421,217.089,2.567
JY7-2HF,2726.5,124.997,216.637,2.572
JY7-2HF,2726.625,124.832,217.029,2.574
JY7-2HF,2726.75,124.963,217.23,2.572
JY7-2HF,2726.875,125.801,216.649,2.571
JY7-2HF,2727,127.437,215.725,2.57
JY7-2HF,2727.125,128.99,215.099,2.567
JY7-2HF,2727.25,129.77,215.293,2.558
JY7-2HF,2727.375,129.643,216.066,2.548
JY7-2HF,2727.5,128.763,216.76,2.541
JY7-2HF,2727.625,127.304,216.882,2.536
JY7-2HF,2727.75,125.265,216.519,2.536
JY7-2HF,2727.875,123.522,215.946,2.541
JY7-2HF,2728,122.69,215.087,2.546
JY7-2HF,2728.125,123.144,214.161,2.546
JY7-2HF,2728.25,123.995,213.69,2.549
JY7-2HF,2728.375,124.706,213.795,2.551
JY7-2HF,2728.5,125.485,214.206,2.553
JY7-2HF,2728.625,126.525,214.554,2.558
JY7-2HF,2728.75,127.874,214.684,2.558
JY7-2HF,2728.875,128.621,214.865,2.56
JY7-2HF,2729,128.96,215.42,2.569
JY7-2HF,2729.125,129.095,216.658,2.579
JY7-2HF,2729.25,129.477,218.449,2.584
JY7-2HF,2729.375,129.859,219.516,2.577
JY7-2HF,2729.5,129.927,219.022,2.57
JY7-2HF,2729.625,130.217,217.782,2.566
JY7-2HF,2729.75,130.993,217.414,2.568
JY7-2HF,2729.875,132.499,218.049,2.57
JY7-2HF,2730,134.327,219.065,2.569
JY7-2HF,2730.125,135.833,219.686,2.573
JY7-2HF,2730.25,136.044,219.404,2.553
JY7-2HF,2730.375,134.651,218.558,2.542
JY7-2HF,2730.5,132.535,217.497,2.543
JY7-2HF,2730.625,130.926,216.478,2.553
JY7-2HF,2730.75,130.008,215.759,2.565
JY7-2HF,2730.875,128.837,215.435,2.559
JY7-2HF,2731,127.586,215.475,2.556
JY7-2HF,2731.125,127.365,215.661,2.553
JY7-2HF,2731.25,128.709,215.636,2.549
JY7-2HF,2731.375,129.548,215.395,2.547
JY7-2HF,2731.5,128.761,215.161,2.545
JY7-2HF,2731.625,127.452,215.215,2.555
JY7-2HF,2731.75,127.132,215.842,2.558
JY7-2HF,2731.875,127.484,216.75,2.56
JY7-2HF,2732,127.436,217.545,2.562
JY7-2HF,2732.125,128.155,218.028,2.564
JY7-2HF,2732.25,129.916,218.035,2.559
JY7-2HF,2732.375,131.526,217.724,2.551
JY7-2HF,2732.5,131.174,217.508,2.545
JY7-2HF,2732.625,129.358,217.769,2.542
JY7-2HF,2732.75,127.515,218.453,2.543
JY7-2HF,2732.875,125.899,218.89,2.543
JY7-2HF,2733,124.59,219.01,2.547
JY7-2HF,2733.125,123.993,218.02,2.541
JY7-2HF,2733.25,125.111,217.092,2.545
JY7-2HF,2733.375,127.529,217.205,2.549
JY7-2HF,2733.5,129.839,217.958,2.54
JY7-2HF,2733.625,130.941,218.646,2.548
JY7-2HF,2733.75,131.276,218.512,2.529
JY7-2HF,2733.875,131.612,217.86,2.532
JY7-2HF,2734,131.803,217.453,2.539
JY7-2HF,2734.125,131.684,217.429,2.542
JY7-2HF,2734.25,131.334,217.243,2.551
JY7-2HF,2734.375,131.248,216.707,2.542
JY7-2HF,2734.5,131.273,216.152,2.539
JY7-2HF,2734.625,131.512,215.753,2.534
JY7-2HF,2734.75,131.888,215.518,2.536
JY7-2HF,2734.875,132.286,215.218,2.552
JY7-2HF,2735,132.219,214.808,2.555
JY7-2HF,2735.125,131.754,214.681,2.569
JY7-2HF,2735.25,131.437,215.362,2.57
JY7-2HF,2735.375,131.152,216.464,2.566
JY7-2HF,2735.5,130.546,217.262,2.559
JY7-2HF,2735.625,129.412,217.407,2.546
JY7-2HF,2735.75,128.618,217.197,2.53
JY7-2HF,2735.875,128.254,217.106,2.534
JY7-2HF,2736,128.087,217.307,2.538
JY7-2HF,2736.125,127.908,217.758,2.541
JY7-2HF,2736.25,128.413,218.343,2.544
JY7-2HF,2736.375,129.949,218.914,2.545
JY7-2HF,2736.5,131.672,219.305,2.549
JY7-2HF,2736.625,133.136,219.239,2.552
JY7-2HF,2736.75,134.068,218.388,2.548
JY7-2HF,2736.875,134.445,217.257,2.539
JY7-2HF,2737,133.583,216.356,2.531
JY7-2HF,2737.125,131.737,215.976,2.518
JY7-2HF,2737.25,129.929,216.049,2.524
JY7-2HF,2737.375,128.74,216.113,2.527
JY7-2HF,2737.5,128.141,216.001,2.534
JY7-2HF,2737.625,128.174,215.788,2.545
JY7-2HF,2737.75,128.715,215.651,2.548
JY7-2HF,2737.875,129.425,215.679,2.559
JY7-2HF,2738,129.962,215.811,2.567
JY7-2HF,2738.125,130.362,215.98,2.568
JY7-2HF,2738.25,130.609,216.307,2.564
JY7-2HF,2738.375,130.701,216.897,2.559
JY7-2HF,2738.5,131.208,217.793,2.551
JY7-2HF,2738.625,131.919,218.971,2.554
JY7-2HF,2738.75,132.048,220.123,2.55
JY7-2HF,2738.875,130.96,220.596,2.547
JY7-2HF,2739,129.429,220.217,2.544
JY7-2HF,2739.125,128.492,219.728,2.534
JY7-2HF,2739.25,128.318,220.061,2.534
JY7-2HF,2739.375,128.665,220.79,2.531
JY7-2HF,2739.5,129.422,221.141,2.535
JY7-2HF,2739.625,130.907,220.554,2.542
JY7-2HF,2739.75,132.769,218.974,2.546
JY7-2HF,2739.875,133.893,217.343,2.55
JY7-2HF,2740,133.562,216.253,2.557
JY7-2HF,2740.125,132.1,215.696,2.555
JY7-2HF,2740.25,130.602,215.451,2.552
JY7-2HF,2740.375,129.78,215.527,2.551
JY7-2HF,2740.5,129.527,216.011,2.55
JY7-2HF,2740.625,129.274,216.696,2.56
JY7-2HF,2740.75,129.009,217.062,2.566
JY7-2HF,2740.875,129.246,216.821,2.567
JY7-2HF,2741,130.007,216.313,2.566
JY7-2HF,2741.125,130.682,216.298,2.567
JY7-2HF,2741.25,130.841,217.201,2.565
JY7-2HF,2741.375,131.175,218.312,2.562
JY7-2HF,2741.5,132.129,218.908,2.564
JY7-2HF,2741.625,133.31,218.622,2.563
JY7-2HF,2741.75,133.744,217.851,2.565
JY7-2HF,2741.875,133.525,217.606,2.576
JY7-2HF,2742,133.691,217.902,2.569
JY7-2HF,2742.125,134.362,218.005,2.569
JY7-2HF,2742.25,134.718,217.415,2.567
JY7-2HF,2742.375,133.879,216.468,2.565
JY7-2HF,2742.5,132.615,215.641,2.565
JY7-2HF,2742.625,131.992,215.389,2.558
JY7-2HF,2742.75,132.007,215.84,2.555
JY7-2HF,2742.875,132.086,216.224,2.555
JY7-2HF,2743,132.155,216.04,2.561
JY7-2HF,2743.125,133.021,215.485,2.565
JY7-2HF,2743.25,134.615,215.073,2.561
JY7-2HF,2743.375,135.761,215.017,2.56
JY7-2HF,2743.5,135.737,215.252,2.549
JY7-2HF,2743.625,135.009,215.535,2.546
JY7-2HF,2743.75,134.462,215.557,2.545
JY7-2HF,2743.875,134.224,215.372,2.544
JY7-2HF,2744,134.074,215.24,2.546
JY7-2HF,2744.125,133.68,215.377,2.556
JY7-2HF,2744.25,132.974,215.999,2.561
JY7-2HF,2744.375,132.156,216.976,2.571
JY7-2HF,2744.5,131.414,218.095,2.576
JY7-2HF,2744.625,130.564,219.169,2.568
JY7-2HF,2744.75,129.857,219.888,2.555
JY7-2HF,2744.875,129.928,219.935,2.541
JY7-2HF,2745,131.04,219.207,2.54
JY7-2HF,2745.125,132.399,218.05,2.547
JY7-2HF,2745.25,132.947,216.938,2.55
JY7-2HF,2745.375,132.587,216.086,2.541
JY7-2HF,2745.5,131.856,215.522,2.549
JY7-2HF,2745.625,131.134,215.21,2.548
JY7-2HF,2745.75,130.306,215.169,2.553
JY7-2HF,2745.875,129.545,215.426,2.556
JY7-2HF,2746,129.341,215.93,2.548
JY7-2HF,2746.125,129.942,216.473,2.544
JY7-2HF,2746.25,130.868,216.918,2.545
JY7-2HF,2746.375,131.627,217.344,2.548
JY7-2HF,2746.5,132.158,217.774,2.552
JY7-2HF,2746.625,132.639,218.044,2.553
JY7-2HF,2746.75,133.282,217.79,2.549
JY7-2HF,2746.875,133.905,217.065,2.558
JY7-2HF,2747,134.543,216.426,2.557
JY7-2HF,2747.125,135.016,216.559,2.554
JY7-2HF,2747.25,135.211,217.474,2.551
JY7-2HF,2747.375,134.785,218.263,2.549
JY7-2HF,2747.5,133.76,218.418,2.546
JY7-2HF,2747.625,132.765,217.79,2.552
JY7-2HF,2747.75,132.118,216.715,2.557
JY7-2HF,2747.875,131.794,215.953,2.56
JY7-2HF,2748,131.396,215.681,2.562
JY7-2HF,2748.125,131.396,215.739,2.561
JY7-2HF,2748.25,131.972,215.99,2.547
JY7-2HF,2748.375,132.75,216.265,2.544
JY7-2HF,2748.5,133.148,216.547,2.543
JY7-2HF,2748.625,133.325,217.038,2.543
JY7-2HF,2748.75,133.982,217.878,2.545
JY7-2HF,2748.875,134.584,218.477,2.548
JY7-2HF,2749,134.535,218.543,2.55
JY7-2HF,2749.125,133.622,218.205,2.558
JY7-2HF,2749.25,132.626,217.665,2.57
JY7-2HF,2749.375,131.639,217.192,2.577
JY7-2HF,2749.5,130.486,217,2.572
JY7-2HF,2749.625,129.404,217.099,2.568
JY7-2HF,2749.75,128.69,217.177,2.566
JY7-2HF,2749.875,128.587,216.976,2.566
JY7-2HF,2750,128.821,216.419,2.569
JY7-2HF,2750.125,129.319,215.679,2.574
JY7-2HF,2750.25,130.153,215.285,2.579
JY7-2HF,2750.375,131.368,215.621,2.589
JY7-2HF,2750.5,132.877,216.753,2.585
JY7-2HF,2750.625,134.365,218.242,2.582
JY7-2HF,2750.75,135.596,219.159,2.576
JY7-2HF,2750.875,136.452,219.13,2.564
JY7-2HF,2751,136.723,218.689,2.559
JY7-2HF,2751.125,136.658,218.534,2.55
JY7-2HF,2751.25,136.386,218.812,2.554
JY7-2HF,2751.375,135.792,218.996,2.558
JY7-2HF,2751.5,134.483,218.709,2.556
JY7-2HF,2751.625,132.244,218.021,2.552
JY7-2HF,2751.75,130.041,217.362,2.559
JY7-2HF,2751.875,128.167,216.987,2.56
JY7-2HF,2752,126.745,216.917,2.561
JY7-2HF,2752.125,125.847,217.218,2.559
JY7-2HF,2752.25,126.086,217.835,2.553
JY7-2HF,2752.375,127.81,218.373,2.551
JY7-2HF,2752.5,129.792,218.63,2.552
JY7-2HF,2752.625,131.326,218.558,2.56
JY7-2HF,2752.75,132.033,218.24,2.559
JY7-2HF,2752.875,132.413,217.974,2.553
JY7-2HF,2753,132.445,217.909,2.558
JY7-2HF,2753.125,132.135,217.892,2.542
JY7-2HF,2753.25,131.69,217.6,2.547
JY7-2HF,2753.375,130.922,216.981,2.547
JY7-2HF,2753.5,129.955,216.128,2.552
JY7-2HF,2753.625,128.883,215.266,2.566
JY7-2HF,2753.75,128.35,214.67,2.577
JY7-2HF,2753.875,128.551,214.44,2.573
JY7-2HF,2754,129.337,214.558,2.569
JY7-2HF,2754.125,130.286,214.938,2.562
JY7-2HF,2754.25,131.169,215.46,2.556
JY7-2HF,2754.375,131.715,215.943,2.552
JY7-2HF,2754.5,131.363,216.092,2.549
JY7-2HF,2754.625,130.115,215.792,2.557
JY7-2HF,2754.75,128.372,215.472,2.552
JY7-2HF,2754.875,127.057,215.533,2.543
JY7-2HF,2755,126.943,215.981,2.536
JY7-2HF,2755.125,127.827,216.678,2.535
JY7-2HF,2755.25,129.23,217.464,2.545
JY7-2HF,2755.375,130.489,218.104,2.559
JY7-2HF,2755.5,131.853,218.511,2.566
JY7-2HF,2755.625,133.545,218.677,2.568
JY7-2HF,2755.75,135.169,218.445,2.572
JY7-2HF,2755.875,136.307,217.996,2.563
JY7-2HF,2756,136.597,217.689,2.573
JY7-2HF,2756.125,136.63,217.698,2.575
JY7-2HF,2756.25,136.517,217.812,2.577
JY7-2HF,2756.375,135.818,217.829,2.578
JY7-2HF,2756.5,134.134,217.79,2.57
JY7-2HF,2756.625,132.15,217.83,2.569
JY7-2HF,2756.75,131.094,218.171,2.567
JY7-2HF,2756.875,130.969,218.549,2.569
JY7-2HF,2757,131.052,218.506,2.576
JY7-2HF,2757.125,131.35,217.975,2.58
JY7-2HF,2757.25,132.305,217.523,2.569
JY7-2HF,2757.375,133.372,217.596,2.558
JY7-2HF,2757.5,133.306,218.137,2.547
JY7-2HF,2757.625,131.894,218.71,2.546
JY7-2HF,2757.75,130.383,218.621,2.552
JY7-2HF,2757.875,129.52,217.979,2.553
JY7-2HF,2758,129.194,217.273,2.554
JY7-2HF,2758.125,129.042,216.861,2.547
JY7-2HF,2758.25,129.479,216.87,2.544
JY7-2HF,2758.375,131.061,217.325,2.546
JY7-2HF,2758.5,133.214,218.318,2.549
JY7-2HF,2758.625,134.762,219.675,2.553
JY7-2HF,2758.75,135.383,220.972,2.563
JY7-2HF,2758.875,135.964,221.718,2.561
JY7-2HF,2759,137.045,221.613,2.559
JY7-2HF,2759.125,138.077,220.811,2.556
JY7-2HF,2759.25,138.447,219.799,2.543
JY7-2HF,2759.375,138.498,218.934,2.537
JY7-2HF,2759.5,138.455,218.33,2.543
JY7-2HF,2759.625,137.975,218.165,2.552
JY7-2HF,2759.75,136.717,218.644,2.562
JY7-2HF,2759.875,135.332,219.417,2.57
JY7-2HF,2760,134.736,220.125,2.573
JY7-2HF,2760.125,134.627,220.496,2.577
JY7-2HF,2760.25,134.473,220.323,2.576
JY7-2HF,2760.375,134.219,219.646,2.573
JY7-2HF,2760.5,134.582,218.73,2.57
JY7-2HF,2760.625,135.423,218.066,2.567
JY7-2HF,2760.75,135.943,217.903,2.573
JY7-2HF,2760.875,135.733,217.926,2.583
JY7-2HF,2761,134.967,217.803,2.581
JY7-2HF,2761.125,134.053,217.414,2.576
JY7-2HF,2761.25,132.594,217.031,2.571
JY7-2HF,2761.375,130.616,216.978,2.56
JY7-2HF,2761.5,128.973,217.282,2.565
JY7-2HF,2761.625,128.612,217.699,2.56
JY7-2HF,2761.75,129.421,217.812,2.562
JY7-2HF,2761.875,130.483,217.601,2.562
JY7-2HF,2762,131.126,217.322,2.555
JY7-2HF,2762.125,131.485,217.221,2.569
JY7-2HF,2762.25,131.567,217.419,2.563
JY7-2HF,2762.375,131.044,217.876,2.57
JY7-2HF,2762.5,129.824,218.537,2.572
JY7-2HF,2762.625,128.93,219.336,2.563
JY7-2HF,2762.75,129.459,220.084,2.553
JY7-2HF,2762.875,130.65,220.362,2.542
JY7-2HF,2763,131.261,220.063,2.547
JY7-2HF,2763.125,131.145,219.54,2.558
JY7-2HF,2763.25,131.578,219.056,2.569
JY7-2HF,2763.375,132.462,218.453,2.575
JY7-2HF,2763.5,132.861,217.774,2.567
JY7-2HF,2763.625,132.407,217.286,2.563
JY7-2HF,2763.75,131.745,217.379,2.558
JY7-2HF,2763.875,131.368,218.087,2.559
JY7-2HF,2764,130.832,219.045,2.562
JY7-2HF,2764.125,130.006,219.701,2.558
JY7-2HF,2764.25,129.049,219.772,2.565
JY7-2HF,2764.375,128.619,219.631,2.572
JY7-2HF,2764.5,128.854,219.461,2.574
JY7-2HF,2764.625,129.546,219.153,2.566
JY7-2HF,2764.75,130.134,218.569,2.552
JY7-2HF,2764.875,130.416,217.917,2.548
JY7-2HF,2765,130.988,217.383,2.545
JY7-2HF,2765.125,132.22,217.005,2.548
JY7-2HF,2765.25,134.012,216.816,2.549
JY7-2HF,2765.375,135.79,216.805,2.551
JY7-2HF,2765.5,137.09,216.831,2.557
JY7-2HF,2765.625,137.72,216.749,2.554
JY7-2HF,2765.75,137.48,216.529,2.559
JY7-2HF,2765.875,136.395,216.366,2.567
JY7-2HF,2766,134.432,216.482,2.574
JY7-2HF,2766.125,131.943,216.969,2.577
JY7-2HF,2766.25,129.403,217.642,2.567
JY7-2HF,2766.375,127.21,218.045,2.55
JY7-2HF,2766.5,125.748,218.016,2.533
JY7-2HF,2766.625,125.169,217.745,2.529
JY7-2HF,2766.75,125.422,217.671,2.535
JY7-2HF,2766.875,126.437,217.974,2.541
JY7-2HF,2767,128.371,218.578,2.557
JY7-2HF,2767.125,130.853,219.2,2.562
JY7-2HF,2767.25,132.934,219.338,2.566
JY7-2HF,2767.375,133.901,219.064,2.561
JY7-2HF,2767.5,134.12,218.68,2.55
JY7-2HF,2767.625,134.01,218.373,2.541
JY7-2HF,2767.75,133.893,218.185,2.543
JY7-2HF,2767.875,133.859,218.086,2.55
JY7-2HF,2768,133.949,218.075,2.558
JY7-2HF,2768.125,133.744,218.223,2.561
JY7-2HF,2768.25,132.455,218.637,2.56
JY7-2HF,2768.375,130.335,219.01,2.56
JY7-2HF,2768.5,128.329,219.188,2.555
JY7-2HF,2768.625,127.18,219.312,2.558
JY7-2HF,2768.75,126.664,219.626,2.561
JY7-2HF,2768.875,126.901,220.103,2.56
JY7-2HF,2769,128.314,220.487,2.556
JY7-2HF,2769.125,130.211,220.386,2.552
JY7-2HF,2769.25,131.365,219.569,2.546
JY7-2HF,2769.375,131.27,218.479,2.542
JY7-2HF,2769.5,130.783,217.52,2.541
JY7-2HF,2769.625,130.595,216.958,2.547
JY7-2HF,2769.75,130.213,216.783,2.552
JY7-2HF,2769.875,129.589,216.742,2.562
JY7-2HF,2770,129.121,216.831,2.575
JY7-2HF,2770.125,129.314,217.123,2.581
JY7-2HF,2770.25,129.697,217.756,2.576
JY7-2HF,2770.375,129.418,218.606,2.565
JY7-2HF,2770.5,129.136,219.241,2.554
JY7-2HF,2770.625,129.54,219.24,2.556
JY7-2HF,2770.75,130.799,218.627,2.568
JY7-2HF,2770.875,131.67,217.943,2.579
JY7-2HF,2771,131.601,217.463,2.583
JY7-2HF,2771.125,131.118,217.327,2.581
JY7-2HF,2771.25,130.545,217.63,2.579
JY7-2HF,2771.375,129.783,218.291,2.584
JY7-2HF,2771.5,128.337,219.192,2.596
JY7-2HF,2771.625,127.022,219.817,2.607
JY7-2HF,2771.75,126.685,219.459,2.611
JY7-2HF,2771.875,127.163,218.428,2.607
JY7-2HF,2772,127.979,217.281,2.624
JY7-2HF,2772.125,128.911,216.509,2.631
JY7-2HF,2772.25,130.059,216.532,2.64
JY7-2HF,2772.375,130.865,217.098,2.65
JY7-2HF,2772.5,130.693,217.896,2.644
JY7-2HF,2772.625,129.946,218.717,2.642
JY7-2HF,2772.75,129.446,219.387,2.642
JY7-2HF,2772.875,129.499,219.832,2.642
JY7-2HF,2773,129.464,219.966,2.64
JY7-2HF,2773.125,128.596,219.79,2.637
JY7-2HF,2773.25,127.049,219.468,2.631
JY7-2HF,2773.375,125.634,219.125,2.628
JY7-2HF,2773.5,124.876,218.533,2.637
JY7-2HF,2773.625,124.375,217.468,2.656
JY7-2HF,2773.75,124.028,216.089,2.674
JY7-2HF,2773.875,124.97,215.106,2.677
JY7-2HF,2774,127.276,215.067,2.661
JY7-2HF,2774.125,129.718,216.197,2.648
JY7-2HF,2774.25,130.796,218.289,2.649
JY7-2HF,2774.375,130.679,220.039,2.654
JY7-2HF,2774.5,129.935,220.537,2.659
JY7-2HF,2774.625,128.638,219.982,2.678
JY7-2HF,2774.75,127.317,219.337,2.688
JY7-2HF,2774.875,126.447,219.122,2.699
JY7-2HF,2775,126.277,219.253,2.707
JY7-2HF,2775.125,126.389,219.394,2.705
JY7-2HF,2775.25,126.746,219.183,2.693
JY7-2HF,2775.375,127.367,218.804,2.688
JY7-2HF,2775.5,127.923,218.573,2.68
JY7-2HF,2775.625,128.352,218.652,2.681
JY7-2HF,2775.75,129.008,218.826,2.68
JY7-2HF,2775.875,130.074,218.711,2.675
JY7-2HF,2776,131.258,218.321,2.685
JY7-2HF,2776.125,132.48,218.001,2.684
JY7-2HF,2776.25,133.965,218.115,2.687
JY7-2HF,2776.375,135.407,218.55,2.683
JY7-2HF,2776.5,135.966,219.109,2.677
JY7-2HF,2776.625,135.106,219.574,2.672
JY7-2HF,2776.75,133.386,219.698,2.669
JY7-2HF,2776.875,131.456,219.48,2.669
JY7-2HF,2777,129.542,219.011,2.67
JY7-2HF,2777.125,127.702,218.457,2.671
JY7-2HF,2777.25,126.52,217.936,2.668
JY7-2HF,2777.375,127.148,217.393,2.653
JY7-2HF,2777.5,129.252,216.707,2.66
JY7-2HF,2777.625,131.766,215.829,2.647
JY7-2HF,2777.75,133.669,214.938,2.641
JY7-2HF,2777.875,135.359,214.42,2.64
JY7-2HF,2778,136.857,214.592,2.637
JY7-2HF,2778.125,137.016,215.383,2.643
JY7-2HF,2778.25,135.626,216.37,2.644
JY7-2HF,2778.375,133.612,217.135,2.645
JY7-2HF,2778.5,132.523,217.415,2.64
JY7-2HF,2778.625,132.308,217.111,2.627
JY7-2HF,2778.75,132.329,216.523,2.612
JY7-2HF,2778.875,132.935,216.128,2.579
JY7-2HF,2779,134.68,215.993,2.586
JY7-2HF,2779.125,137.592,216.13,2.6
JY7-2HF,2779.25,140.444,216.555,2.618
JY7-2HF,2779.375,141.795,216.909,2.635
JY7-2HF,2779.5,141.626,216.842,2.631
JY7-2HF,2779.625,140.436,216.103,2.626
JY7-2HF,2779.75,138.952,214.774,2.617
JY7-2HF,2779.875,136.926,213.738,2.615
JY7-2HF,2780,134.415,213.583,2.614
JY7-2HF,2780.125,132.638,214.314,2.602
JY7-2HF,2780.25,132.535,215.483,2.593
JY7-2HF,2780.375,134.159,216.122,2.588
JY7-2HF,2780.5,135.951,215.812,2.59
JY7-2HF,2780.625,136.913,215.142,2.595
JY7-2HF,2780.75,136.47,214.994,2.598
JY7-2HF,2780.875,135.154,215.326,2.593
JY7-2HF,2781,133.75,215.89,2.589
JY7-2HF,2781.125,132.62,216.492,2.584
JY7-2HF,2781.25,131.924,216.722,2.589
JY7-2HF,2781.375,132.109,216.451,2.598
JY7-2HF,2781.5,133.672,215.937,2.596
JY7-2HF,2781.625,135.889,215.533,2.603
JY7-2HF,2781.75,137.736,215.489,2.599
JY7-2HF,2781.875,138.763,215.724,2.61
JY7-2HF,2782,139.491,216.087,2.625
JY7-2HF,2782.125,139.87,216.427,2.626
JY7-2HF,2782.25,139.803,216.678,2.609
JY7-2HF,2782.375,139.464,216.829,2.588
JY7-2HF,2782.5,139.327,216.733,2.575
JY7-2HF,2782.625,139.532,216.238,2.584
JY7-2HF,2782.75,139.722,215.518,2.6
JY7-2HF,2782.875,139.193,215.192,2.603
JY7-2HF,2783,137.953,215.682,2.594
JY7-2HF,2783.125,136.387,216.873,2.585
JY7-2HF,2783.25,134.965,218.177,2.588
JY7-2HF,2783.375,133.82,218.718,2.598
JY7-2HF,2783.5,132.987,218.477,2.607
JY7-2HF,2783.625,133.639,218.42,2.612
JY7-2HF,2783.75,135.469,218.061,2.597
JY7-2HF,2783.875,137.478,217.27,2.596
JY7-2HF,2784,138.163,216.319,2.597
JY7-2HF,2784.125,137.709,214.53,2.6
JY7-2HF,2784.25,136.888,214.009,2.607
JY7-2HF,2784.375,135.753,214.59,2.607
JY7-2HF,2784.5,134.758,215.266,2.597
JY7-2HF,2784.625,133.948,215.826,2.593
JY7-2HF,2784.75,133.978,216.258,2.593
JY7-2HF,2784.875,134.624,216.532,2.598
JY7-2HF,2785,135.232,216.433,2.612
JY7-2HF,2785.125,135.607,215.873,2.622
JY7-2HF,2785.25,135.513,214.937,2.622
JY7-2HF,2785.375,135.469,213.95,2.618
JY7-2HF,2785.5,135.75,213.265,2.613
JY7-2HF,2785.625,136.893,213.188,2.605
JY7-2HF,2785.75,138.706,213.818,2.588
JY7-2HF,2785.875,140.443,214.802,2.58
JY7-2HF,2786,141.96,215.925,2.573
JY7-2HF,2786.125,143.483,216.946,2.574
JY7-2HF,2786.25,145.1,217.611,2.58
JY7-2HF,2786.375,145.951,217.895,2.585
JY7-2HF,2786.5,145.798,217.768,2.582
JY7-2HF,2786.625,145.257,217.309,2.585
JY7-2HF,2786.75,144.99,216.643,2.592
JY7-2HF,2786.875,144.755,215.998,2.595
JY7-2HF,2787,144.198,215.615,2.589
JY7-2HF,2787.125,143.591,215.691,2.582
JY7-2HF,2787.25,143.289,216.27,2.572
JY7-2HF,2787.375,143.155,216.856,2.573
JY7-2HF,2787.5,142.803,216.845,2.576
JY7-2HF,2787.625,142.56,216.03,2.579
JY7-2HF,2787.75,143.109,215.139,2.579
JY7-2HF,2787.875,144.033,214.915,2.577
JY7-2HF,2788,144.286,215.222,2.571
JY7-2HF,2788.125,143.548,215.548,2.564
JY7-2HF,2788.25,142.64,215.336,2.557
JY7-2HF,2788.375,142.105,214.608,2.555
JY7-2HF,2788.5,141.431,213.754,2.562
JY7-2HF,2788.625,140.347,213.257,2.569
JY7-2HF,2788.75,139.242,213.438,2.569
JY7-2HF,2788.875,138.701,214.031,2.566
JY7-2HF,2789,138.492,214.715,2.565
JY7-2HF,2789.125,138.239,215.242,2.569
JY7-2HF,2789.25,137.971,215.364,2.569
JY7-2HF,2789.375,138.146,215.078,2.562
JY7-2HF,2789.5,139.045,214.644,2.553
JY7-2HF,2789.625,140.356,214.436,2.545
JY7-2HF,2789.75,141.398,214.506,2.545
JY7-2HF,2789.875,141.474,214.439,2.556
JY7-2HF,2790,140.678,213.995,2.568
JY7-2HF,2790.125,139.676,213.288,2.572
JY7-2HF,2790.25,139.171,212.839,2.568
JY7-2HF,2790.375,139.337,212.833,2.563
JY7-2HF,2790.5,140.262,212.935,2.56
JY7-2HF,2790.625,141.631,212.648,2.561
JY7-2HF,2790.75,142.948,211.909,2.564
JY7-2HF,2790.875,143.962,211.311,2.563
JY7-2HF,2791,144.648,211.121,2.561
JY7-2HF,2791.125,144.639,211.278,2.558
JY7-2HF,2791.25,143.463,211.661,2.557
JY7-2HF,2791.375,141.885,212.119,2.561
JY7-2HF,2791.5,140.849,212.564,2.561
JY7-2HF,2791.625,140.534,212.93,2.555
JY7-2HF,2791.75,140.261,213.097,2.546
JY7-2HF,2791.875,139.808,213.036,2.541
JY7-2HF,2792,139.699,212.831,2.544
JY7-2HF,2792.125,139.925,212.579,2.555
JY7-2HF,2792.25,140.283,212.296,2.561
JY7-2HF,2792.375,140.407,211.991,2.566
JY7-2HF,2792.5,140.436,211.663,2.567
JY7-2HF,2792.625,140.572,211.37,2.563
JY7-2HF,2792.75,141.212,211.311,2.567
JY7-2HF,2792.875,142.316,211.547,2.569
JY7-2HF,2793,143.19,211.965,2.57
JY7-2HF,2793.125,143.465,212.479,2.57
JY7-2HF,2793.25,143.509,213.129,2.567
JY7-2HF,2793.375,143.351,213.821,2.56
JY7-2HF,2793.5,142.696,214.482,2.567
JY7-2HF,2793.625,141.663,215.145,2.561
