Well Name,Depth,GR,AC,DEN
JY7-2HF,3249.75,169.058,199.171,2.613
JY7-2HF,3249.875,169.128,199.789,2.608
JY7-2HF,3250,169.083,199.686,2.613
JY7-2HF,3250.125,167.688,198.944,2.613
JY7-2HF,3250.25,165.04,198.306,2.628
JY7-2HF,3250.375,162.859,198.271,2.636
JY7-2HF,3250.5,162.422,198.551,2.642
JY7-2HF,3250.625,162.83,198.704,2.643
JY7-2HF,3250.75,163.2,198.431,2.637
JY7-2HF,3250.875,163.641,197.878,2.628
JY7-2HF,3251,164.252,197.439,2.626
JY7-2HF,3251.125,164.611,197.606,2.622
JY7-2HF,3251.25,164.521,198.656,2.62
JY7-2HF,3251.375,164.448,200.022,2.62
JY7-2HF,3251.5,164.503,201.12,2.614
JY7-2HF,3251.625,164.696,201.507,2.615
JY7-2HF,3251.75,165.095,200.86,2.61
JY7-2HF,3251.875,165.859,199.641,2.611
JY7-2HF,3252,166.609,198.302,2.614
JY7-2HF,3252.125,166.696,197.083,2.618
JY7-2HF,3252.25,166.09,196.17,2.63
JY7-2HF,3252.375,165.268,195.743,2.629
JY7-2HF,3252.5,164.709,195.924,2.618
JY7-2HF,3252.625,164.403,196.559,2.603
JY7-2HF,3252.75,164.387,197.204,2.591
JY7-2HF,3252.875,164.431,197.352,2.593
JY7-2HF,3253,164.135,196.898,2.6
JY7-2HF,3253.125,163.127,196.189,2.607
JY7-2HF,3253.25,161.493,195.656,2.614
JY7-2HF,3253.375,159.608,195.271,2.621
JY7-2HF,3253.5,158.094,194.979,2.629
JY7-2HF,3253.625,157.964,194.906,2.632
JY7-2HF,3253.75,159.714,195.202,2.619
JY7-2HF,3253.875,162.716,195.695,2.613
JY7-2HF,3254,165.619,196.085,2.613
JY7-2HF,3254.125,167.702,196.137,2.621
JY7-2HF,3254.25,168.363,195.954,2.631
JY7-2HF,3254.375,167.642,196.202,2.627
JY7-2HF,3254.5,165.876,197.296,2.617
JY7-2HF,3254.625,163.739,198.846,2.605
JY7-2HF,3254.75,161.575,199.801,2.603
JY7-2HF,3254.875,159.962,199.886,2.609
JY7-2HF,3255,159.116,199.291,2.606
JY7-2HF,3255.125,158.636,198.198,2.606
JY7-2HF,3255.25,158.063,197.196,2.603
JY7-2HF,3255.375,157.42,197.197,2.596
JY7-2HF,3255.5,157.21,198.158,2.595
JY7-2HF,3255.625,157.032,199.353,2.609
JY7-2HF,3255.75,156.44,200.105,2.619
JY7-2HF,3255.875,155.429,200.347,2.629
JY7-2HF,3256,154.519,200.501,2.631
JY7-2HF,3256.125,153.818,201.151,2.623
JY7-2HF,3256.25,153.517,202.212,2.614
JY7-2HF,3256.375,154.015,202.76,2.615
JY7-2HF,3256.5,155.049,202.238,2.606
JY7-2HF,3256.625,155.814,200.825,2.599
JY7-2HF,3256.75,155.941,199.354,2.592
JY7-2HF,3256.875,156.128,198.574,2.589
JY7-2HF,3257,156.31,198.774,2.596
JY7-2HF,3257.125,156.383,199.795,2.605
JY7-2HF,3257.25,156.882,200.83,2.608
JY7-2HF,3257.375,158.733,201.049,2.609
JY7-2HF,3257.5,161.483,200.478,2.614
JY7-2HF,3257.625,163.727,199.657,2.622
JY7-2HF,3257.75,164.378,199.074,2.627
JY7-2HF,3257.875,163.867,198.726,2.628
JY7-2HF,3258,163.25,198.622,2.62
JY7-2HF,3258.125,163.109,198.915,2.612
JY7-2HF,3258.25,163.442,199.813,2.609
JY7-2HF,3258.375,163.978,201.166,2.614
JY7-2HF,3258.5,164.662,202.817,2.627
JY7-2HF,3258.625,165.088,204.493,2.633
JY7-2HF,3258.75,164.999,205.636,2.638
JY7-2HF,3258.875,164.105,205.535,2.64
JY7-2HF,3259,162.792,203.471,2.638
JY7-2HF,3259.125,161.731,199.805,2.63
JY7-2HF,3259.25,161.658,197.188,2.622
JY7-2HF,3259.375,162.763,196.436,2.617
JY7-2HF,3259.5,164.316,196.624,2.618
JY7-2HF,3259.625,165.544,196.831,2.621
JY7-2HF,3259.75,166.057,196.257,2.621
JY7-2HF,3259.875,166.278,195.271,2.614
JY7-2HF,3260,166.96,194.667,2.607
JY7-2HF,3260.125,168.011,195.245,2.61
JY7-2HF,3260.25,168.724,197.094,2.611
JY7-2HF,3260.375,168.802,198.628,2.61
JY7-2HF,3260.5,168.522,199.066,2.608
JY7-2HF,3260.625,168.12,198.762,2.603
JY7-2HF,3260.75,167.557,198.308,2.606
JY7-2HF,3260.875,167.06,197.94,2.61
JY7-2HF,3261,166.978,197.728,2.613
JY7-2HF,3261.125,167.592,197.744,2.613
JY7-2HF,3261.25,168.83,198.128,2.607
JY7-2HF,3261.375,169.997,198.798,2.612
JY7-2HF,3261.5,170.086,199.427,2.611
JY7-2HF,3261.625,168.375,199.543,2.613
JY7-2HF,3261.75,165.253,198.873,2.612
JY7-2HF,3261.875,162.329,197.925,2.605
JY7-2HF,3262,160.66,197.187,2.609
JY7-2HF,3262.125,160.633,197.052,2.612
JY7-2HF,3262.25,161.661,197.746,2.619
JY7-2HF,3262.375,163.38,198.58,2.629
JY7-2HF,3262.5,165.31,199.021,2.636
JY7-2HF,3262.625,165.86,199.016,2.635
JY7-2HF,3262.75,164.591,198.675,2.628
JY7-2HF,3262.875,161.804,198.258,2.607
JY7-2HF,3263,159.128,197.917,2.597
JY7-2HF,3263.125,157.3,197.481,2.594
JY7-2HF,3263.25,156.954,196.866,2.595
JY7-2HF,3263.375,157.958,196.701,2.6
JY7-2HF,3263.5,159.103,197.289,2.61
JY7-2HF,3263.625,159.532,198.466,2.622
JY7-2HF,3263.75,158.695,199.889,2.633
JY7-2HF,3263.875,156.869,201.013,2.639
JY7-2HF,3264,154.208,201.066,2.639
JY7-2HF,3264.125,151.637,199.918,2.643
JY7-2HF,3264.25,150.084,198.708,2.65
JY7-2HF,3264.375,149.874,198.045,2.655
JY7-2HF,3264.5,150.691,197.91,2.657
JY7-2HF,3264.625,152.082,198.433,2.657
JY7-2HF,3264.75,153.709,199.795,2.66
JY7-2HF,3264.875,155.184,201.058,2.658
JY7-2HF,3265,156.392,201.346,2.654
JY7-2HF,3265.125,157.221,200.678,2.649
JY7-2HF,3265.25,157.779,199.586,2.645
JY7-2HF,3265.375,158.288,198.547,2.648
JY7-2HF,3265.5,158.576,197.815,2.65
JY7-2HF,3265.625,158.569,197.469,2.642
JY7-2HF,3265.75,158.157,197.146,2.639
JY7-2HF,3265.875,157.642,196.514,2.636
JY7-2HF,3266,157.311,195.691,2.632
JY7-2HF,3266.125,156.986,195.097,2.63
JY7-2HF,3266.25,156.525,195.53,2.622
JY7-2HF,3266.375,155.783,197.231,2.621
JY7-2HF,3266.5,155.278,199.175,2.623
JY7-2HF,3266.625,155.332,200.084,2.625
JY7-2HF,3266.75,155.666,200.029,2.626
JY7-2HF,3266.875,155.424,199.701,2.627
JY7-2HF,3267,154.345,199.119,2.632
JY7-2HF,3267.125,153.232,198.426,2.633
JY7-2HF,3267.25,152.63,198.19,2.64
JY7-2HF,3267.375,152.162,198.56,2.65
JY7-2HF,3267.5,151.708,199.375,2.652
JY7-2HF,3267.625,152.119,200.275,2.655
JY7-2HF,3267.75,153.76,200.485,2.651
JY7-2HF,3267.875,155.611,199.966,2.637
JY7-2HF,3268,156.37,199.364,2.622
JY7-2HF,3268.125,156.431,199.244,2.616
JY7-2HF,3268.25,157.021,199.747,2.608
JY7-2HF,3268.375,158.408,200.553,2.619
JY7-2HF,3268.5,159.978,201.374,2.619
JY7-2HF,3268.625,161.537,201.997,2.62
JY7-2HF,3268.75,163.887,202.251,2.617
JY7-2HF,3268.875,166.429,202.216,2.607
JY7-2HF,3269,167.629,202.198,2.608
JY7-2HF,3269.125,166.652,202.259,2.605
JY7-2HF,3269.25,164.575,202.056,2.614
JY7-2HF,3269.375,162.773,201.816,2.627
JY7-2HF,3269.5,161.36,202.054,2.631
JY7-2HF,3269.625,159.943,202.768,2.621
JY7-2HF,3269.75,158.718,203.345,2.613
JY7-2HF,3269.875,158.733,203.246,2.625
JY7-2HF,3270,160.188,202.342,2.641
JY7-2HF,3270.125,161.946,201.202,2.654
JY7-2HF,3270.25,162.88,200.74,2.658
JY7-2HF,3270.375,163.292,200.925,2.648
JY7-2HF,3270.5,164.098,201.249,2.636
JY7-2HF,3270.625,165.246,201.119,2.628
JY7-2HF,3270.75,166.023,200.26,2.629
JY7-2HF,3270.875,166.627,199.216,2.636
JY7-2HF,3271,166.989,198.584,2.639
JY7-2HF,3271.125,166.869,198.707,2.622
JY7-2HF,3271.25,165.954,199.126,2.602
JY7-2HF,3271.375,164.904,199.004,2.594
JY7-2HF,3271.5,164.255,198.24,2.601
JY7-2HF,3271.625,163.808,197.198,2.617
JY7-2HF,3271.75,163.438,196.454,2.632
JY7-2HF,3271.875,162.859,196.349,2.627
JY7-2HF,3272,162.246,196.948,2.617
JY7-2HF,3272.125,161.599,198.074,2.611
JY7-2HF,3272.25,161.644,199.688,2.611
JY7-2HF,3272.375,162.627,201.475,2.616
JY7-2HF,3272.5,164.337,202.649,2.628
JY7-2HF,3272.625,166.541,202.463,2.633
JY7-2HF,3272.75,169.176,200.838,2.635
JY7-2HF,3272.875,171.922,198.882,2.631
JY7-2HF,3273,173.496,197.293,2.619
JY7-2HF,3273.125,173.688,196.496,2.606
JY7-2HF,3273.25,173.195,196.825,2.606
JY7-2HF,3273.375,172.77,198.034,2.61
JY7-2HF,3273.5,171.952,199.954,2.617
JY7-2HF,3273.625,170.557,202.081,2.621
JY7-2HF,3273.75,169.05,203.088,2.617
JY7-2HF,3273.875,167.947,202.691,2.613
JY7-2HF,3274,167.493,201.758,2.608
JY7-2HF,3274.125,167.573,201.097,2.606
JY7-2HF,3274.25,168.136,200.853,2.608
JY7-2HF,3274.375,168.933,200.777,2.612
JY7-2HF,3274.5,169.5,200.865,2.608
JY7-2HF,3274.625,169.474,201.316,2.621
JY7-2HF,3274.75,168.804,202.61,2.641
JY7-2HF,3274.875,167.905,204.85,2.652
JY7-2HF,3275,167.6,207.213,2.65
JY7-2HF,3275.125,167.698,207.892,2.638
JY7-2HF,3275.25,167.76,204.859,2.624
JY7-2HF,3275.375,167.703,201.145,2.627
JY7-2HF,3275.5,168.26,199.009,2.63
JY7-2HF,3275.625,169.453,198.315,2.64
JY7-2HF,3275.75,170.747,198.897,2.658
JY7-2HF,3275.875,171.761,199.538,2.666
JY7-2HF,3276,172.694,199.473,2.661
JY7-2HF,3276.125,173.478,199.161,2.641
JY7-2HF,3276.25,173.628,199.57,2.625
JY7-2HF,3276.375,173.264,200.569,2.622
JY7-2HF,3276.5,172.316,201.464,2.635
JY7-2HF,3276.625,171.321,201.516,2.649
JY7-2HF,3276.75,170.444,200.371,2.658
JY7-2HF,3276.875,170.185,198.72,2.655
JY7-2HF,3277,170.129,197.255,2.647
JY7-2HF,3277.125,169.869,196.583,2.639
JY7-2HF,3277.25,169.352,197.24,2.631
JY7-2HF,3277.375,168.845,198.841,2.626
JY7-2HF,3277.5,168.758,200.774,2.619
JY7-2HF,3277.625,168.662,202.412,2.625
JY7-2HF,3277.75,168.544,203.122,2.638
JY7-2HF,3277.875,168.408,202.529,2.643
JY7-2HF,3278,168.514,200.442,2.648
JY7-2HF,3278.125,168.802,197.76,2.64
JY7-2HF,3278.25,168.94,196.236,2.639
JY7-2HF,3278.375,168.644,196.101,2.64
JY7-2HF,3278.5,168.126,196.905,2.64
JY7-2HF,3278.625,167.618,197.912,2.642
JY7-2HF,3278.75,167.041,198.362,2.643
JY7-2HF,3278.875,166.546,198.211,2.636
JY7-2HF,3279,166.599,197.723,2.629
JY7-2HF,3279.125,167.672,197.134,2.626
JY7-2HF,3279.25,169.325,196.634,2.624
JY7-2HF,3279.375,170.746,196.554,2.625
JY7-2HF,3279.5,171.614,196.976,2.62
JY7-2HF,3279.625,172.095,197.7,2.617
JY7-2HF,3279.75,172.297,198.23,2.618
JY7-2HF,3279.875,172.038,198.005,2.619
JY7-2HF,3280,171.363,196.898,2.616
JY7-2HF,3280.125,170.52,195.676,2.62
JY7-2HF,3280.25,169.707,195.732,2.626
JY7-2HF,3280.375,169.013,197.047,2.634
JY7-2HF,3280.5,168.485,198.667,2.635
JY7-2HF,3280.625,168.119,199.687,2.632
JY7-2HF,3280.75,167.865,199.975,2.639
JY7-2HF,3280.875,167.759,200.103,2.643
JY7-2HF,3281,167.829,200.373,2.647
JY7-2HF,3281.125,167.905,200.775,2.644
JY7-2HF,3281.25,167.748,200.845,2.639
JY7-2HF,3281.375,167.424,200.294,2.64
JY7-2HF,3281.5,167.637,199.269,2.646
JY7-2HF,3281.625,168.576,198.274,2.636
JY7-2HF,3281.75,169.798,197.977,2.629
JY7-2HF,3281.875,170.693,198.148,2.622
JY7-2HF,3282,171.28,198.39,2.616
JY7-2HF,3282.125,171.169,198.481,2.621
JY7-2HF,3282.25,169.756,198.213,2.622
JY7-2HF,3282.375,167.525,197.902,2.622
JY7-2HF,3282.5,165.698,198.124,2.625
JY7-2HF,3282.625,164.93,199.227,2.628
JY7-2HF,3282.75,164.776,201.102,2.629
JY7-2HF,3282.875,165.063,203.013,2.621
JY7-2HF,3283,165.764,203.882,2.616
JY7-2HF,3283.125,166.398,202.868,2.617
JY7-2HF,3283.25,166.316,200.757,2.619
JY7-2HF,3283.375,165.786,199.323,2.62
JY7-2HF,3283.5,165.417,198.754,2.621
JY7-2HF,3283.625,165.002,198.607,2.611
JY7-2HF,3283.75,164.515,198.503,2.61
JY7-2HF,3283.875,164.647,198.556,2.607
JY7-2HF,3284,165.935,199.01,2.607
JY7-2HF,3284.125,167.28,199.643,2.614
JY7-2HF,3284.25,168.028,199.839,2.617
JY7-2HF,3284.375,168.688,199.553,2.612
JY7-2HF,3284.5,169.693,199.077,2.607
JY7-2HF,3284.625,170.239,198.838,2.61
JY7-2HF,3284.75,169.553,199.173,2.624
JY7-2HF,3284.875,168.664,199.711,2.644
JY7-2HF,3285,168.189,199.928,2.636
JY7-2HF,3285.125,168.083,199.57,2.627
JY7-2HF,3285.25,167.859,198.762,2.622
JY7-2HF,3285.375,167.823,197.948,2.62
JY7-2HF,3285.5,168.153,197.571,2.618
JY7-2HF,3285.625,167.912,198.01,2.613
JY7-2HF,3285.75,167.081,199.469,2.611
JY7-2HF,3285.875,166.143,201.122,2.606
JY7-2HF,3286,166.035,202.101,2.597
JY7-2HF,3286.125,166.671,201.826,2.59
JY7-2HF,3286.25,167.658,200.371,2.589
JY7-2HF,3286.375,168.919,198.735,2.595
JY7-2HF,3286.5,169.959,197.313,2.605
JY7-2HF,3286.625,170.532,196.226,2.61
JY7-2HF,3286.75,170.069,195.93,2.608
JY7-2HF,3286.875,168.621,196.54,2.602
JY7-2HF,3287,167.014,197.775,2.609
JY7-2HF,3287.125,165.934,199.19,2.609
JY7-2HF,3287.25,165.768,200.406,2.618
JY7-2HF,3287.375,166.098,201.267,2.62
JY7-2HF,3287.5,166.875,201.664,2.614
JY7-2HF,3287.625,167.724,201.492,2.607
JY7-2HF,3287.75,168.257,200.67,2.605
JY7-2HF,3287.875,168.638,199.667,2.606
JY7-2HF,3288,169.346,198.981,2.606
JY7-2HF,3288.125,170.585,198.922,2.6
JY7-2HF,3288.25,171.675,199.71,2.591
JY7-2HF,3288.375,172.327,201.073,2.587
JY7-2HF,3288.5,172.363,202.511,2.595
JY7-2HF,3288.625,172.092,203.362,2.603
JY7-2HF,3288.75,171.426,203.14,2.606
JY7-2HF,3288.875,170.198,202.2,2.608
JY7-2HF,3289,168.769,201.104,2.616
JY7-2HF,3289.125,167.462,200.443,2.618
JY7-2HF,3289.25,166.83,200.441,2.618
JY7-2HF,3289.375,166.281,200.669,2.613
JY7-2HF,3289.5,165.422,200.738,2.614
JY7-2HF,3289.625,164.227,200.296,2.623
JY7-2HF,3289.75,163.465,199.082,2.631
JY7-2HF,3289.875,163.432,197.765,2.64
JY7-2HF,3290,163.694,196.995,2.638
JY7-2HF,3290.125,164.332,197.062,2.635
JY7-2HF,3290.25,165.664,198.103,2.633
JY7-2HF,3290.375,167.677,199.36,2.628
JY7-2HF,3290.5,169.315,200.111,2.617
JY7-2HF,3290.625,170.004,199.979,2.612
JY7-2HF,3290.75,170.074,198.87,2.609
JY7-2HF,3290.875,170.085,197.331,2.613
JY7-2HF,3291,169.757,195.783,2.619
JY7-2HF,3291.125,169.003,194.651,2.62
JY7-2HF,3291.25,168.141,194.128,2.624
JY7-2HF,3291.375,167.896,193.706,2.635
JY7-2HF,3291.5,168.408,193.19,2.637
JY7-2HF,3291.625,169.175,192.81,2.637
JY7-2HF,3291.75,170.008,192.978,2.636
JY7-2HF,3291.875,171.015,193.674,2.627
JY7-2HF,3292,171.979,194.647,2.632
JY7-2HF,3292.125,172.204,195.558,2.639
JY7-2HF,3292.25,171.659,196.073,2.636
JY7-2HF,3292.375,170.951,196.198,2.626
JY7-2HF,3292.5,170.422,196.072,2.615
JY7-2HF,3292.625,169.898,195.995,2.603
JY7-2HF,3292.75,169.545,196.546,2.606
JY7-2HF,3292.875,169.655,198.018,2.61
JY7-2HF,3293,169.779,200.247,2.614
JY7-2HF,3293.125,168.942,202.506,2.619
JY7-2HF,3293.25,166.926,203.732,2.621
JY7-2HF,3293.375,164.423,203.605,2.61
JY7-2HF,3293.5,162.283,202.156,2.6
JY7-2HF,3293.625,161.067,199.877,2.591
JY7-2HF,3293.75,161.019,198.388,2.59
JY7-2HF,3293.875,162.129,198.179,2.601
JY7-2HF,3294,163.818,198.191,2.604
JY7-2HF,3294.125,165.725,198.24,2.605
JY7-2HF,3294.25,167.533,198.24,2.605
JY7-2HF,3294.375,168.749,198.282,2.611
JY7-2HF,3294.5,168.899,198.495,2.623
JY7-2HF,3294.625,168.428,198.865,2.631
JY7-2HF,3294.75,168.139,199.224,2.626
JY7-2HF,3294.875,167.961,199.301,2.608
JY7-2HF,3295,167.325,198.967,2.6
JY7-2HF,3295.125,166.045,198.16,2.6
JY7-2HF,3295.25,164.69,197.072,2.603
JY7-2HF,3295.375,164.118,196.219,2.612
JY7-2HF,3295.5,164.628,195.883,2.616
JY7-2HF,3295.625,165.922,196.17,2.622
JY7-2HF,3295.75,167.294,196.993,2.623
JY7-2HF,3295.875,168.541,198.067,2.614
JY7-2HF,3296,169.605,199.031,2.595
JY7-2HF,3296.125,170.092,200.114,2.591
JY7-2HF,3296.25,169.778,202.384,2.595
JY7-2HF,3296.375,168.815,201.956,2.596
JY7-2HF,3296.5,167.71,201.361,2.594
JY7-2HF,3296.625,166.422,200.908,2.595
JY7-2HF,3296.75,165.027,200.569,2.603
JY7-2HF,3296.875,164.183,200.299,2.616
JY7-2HF,3297,164.407,199.902,2.619
JY7-2HF,3297.125,165.414,199.353,2.623
JY7-2HF,3297.25,166.481,199.086,2.628
JY7-2HF,3297.375,168.219,199.267,2.626
JY7-2HF,3297.5,170.743,199.951,2.623
JY7-2HF,3297.625,173.044,201.159,2.615
JY7-2HF,3297.75,173.918,202.412,2.608
JY7-2HF,3297.875,173.991,203.064,2.605
JY7-2HF,3298,174.806,203.104,2.604
JY7-2HF,3298.125,175.962,202.634,2.592
JY7-2HF,3298.25,176.575,201.18,2.584
JY7-2HF,3298.375,176.304,198.799,2.583
JY7-2HF,3298.5,176.028,196.863,2.584
JY7-2HF,3298.625,175.631,197.374,2.586
JY7-2HF,3298.75,174.494,200.099,2.589
JY7-2HF,3298.875,173.226,202.023,2.588
JY7-2HF,3299,171.886,202.54,2.596
JY7-2HF,3299.125,170.265,202.265,2.604
JY7-2HF,3299.25,167.865,202.044,2.609
JY7-2HF,3299.375,165.393,202.23,2.609
JY7-2HF,3299.5,163.666,202.479,2.608
JY7-2HF,3299.625,162.502,202.342,2.609
JY7-2HF,3299.75,162.243,201.618,2.608
JY7-2HF,3299.875,163.194,200.764,2.605
JY7-2HF,3300,165.622,200.244,2.599
JY7-2HF,3300.125,168.241,200.218,2.592
JY7-2HF,3300.25,169.822,200.62,2.588
JY7-2HF,3300.375,170.191,201.203,2.594
JY7-2HF,3300.5,169.836,201.814,2.594
JY7-2HF,3300.625,169.305,202.15,2.595
JY7-2HF,3300.75,168.382,201.642,2.599
JY7-2HF,3300.875,167.214,200.376,2.6
JY7-2HF,3301,165.921,199.051,2.602
JY7-2HF,3301.125,165.005,198.47,2.602
JY7-2HF,3301.25,164.508,198.955,2.609
JY7-2HF,3301.375,164.198,199.798,2.614
JY7-2HF,3301.5,164.105,200.286,2.61
JY7-2HF,3301.625,164.992,200.358,2.619
JY7-2HF,3301.75,167.344,200.825,2.615
JY7-2HF,3301.875,170.086,202.14,2.621
JY7-2HF,3302,172.008,203.865,2.623
JY7-2HF,3302.125,173.022,205.006,2.62
JY7-2HF,3302.25,173.544,204.671,2.619
JY7-2HF,3302.375,173.878,203.303,2.615
JY7-2HF,3302.5,173.43,201.372,2.612
JY7-2HF,3302.625,172.135,199.476,2.612
JY7-2HF,3302.75,170.343,198.33,2.611
JY7-2HF,3302.875,168.726,198.059,2.607
JY7-2HF,3303,167.807,198.552,2.597
JY7-2HF,3303.125,166.929,199.372,2.597
JY7-2HF,3303.25,165.76,199.808,2.593
JY7-2HF,3303.375,164.365,199.494,2.592
JY7-2HF,3303.5,163.753,198.741,2.589
JY7-2HF,3303.625,164.214,198.088,2.578
JY7-2HF,3303.75,165.309,197.887,2.572
JY7-2HF,3303.875,166.684,197.798,2.568
JY7-2HF,3304,168.086,197.411,2.575
JY7-2HF,3304.125,169.573,196.603,2.582
JY7-2HF,3304.25,170.874,195.529,2.584
JY7-2HF,3304.375,172.187,194.638,2.589
JY7-2HF,3304.5,173.488,194.221,2.589
JY7-2HF,3304.625,174.323,194.466,2.583
JY7-2HF,3304.75,174.197,195.544,2.58
JY7-2HF,3304.875,173.303,196.942,2.578
JY7-2HF,3305,172.768,198.016,2.577
JY7-2HF,3305.125,172.634,198.683,2.578
JY7-2HF,3305.25,172.515,199.203,2.584
JY7-2HF,3305.375,172.174,199.815,2.583
JY7-2HF,3305.5,172.424,200.647,2.582
JY7-2HF,3305.625,173.367,201.573,2.583
JY7-2HF,3305.75,173.387,201.981,2.579
JY7-2HF,3305.875,171.829,201.721,2.577
JY7-2HF,3306,169.41,201.318,2.579
JY7-2HF,3306.125,167.514,201.052,2.579
JY7-2HF,3306.25,165.704,200.744,2.577
JY7-2HF,3306.375,163.952,200.202,2.576
JY7-2HF,3306.5,163.597,199.434,2.576
JY7-2HF,3306.625,164.702,199.012,2.592
JY7-2HF,3306.75,165.866,199.692,2.598
JY7-2HF,3306.875,165.722,200.785,2.603
JY7-2HF,3307,165.278,201.439,2.606
JY7-2HF,3307.125,166.152,201.271,2.606
JY7-2HF,3307.25,167.71,200.31,2.611
JY7-2HF,3307.375,168.913,199.122,2.622
JY7-2HF,3307.5,169.653,198.227,2.627
JY7-2HF,3307.625,171.197,197.937,2.624
JY7-2HF,3307.75,173.082,198.464,2.616
JY7-2HF,3307.875,173.448,199.884,2.604
JY7-2HF,3308,172.238,201.754,2.616
JY7-2HF,3308.125,170.669,202.97,2.62
JY7-2HF,3308.25,169.884,202.436,2.625
JY7-2HF,3308.375,168.975,200.75,2.626
JY7-2HF,3308.5,168.19,199.09,2.612
JY7-2HF,3308.625,168.356,198.441,2.603
JY7-2HF,3308.75,169.268,198.951,2.592
JY7-2HF,3308.875,169.874,199.712,2.59
JY7-2HF,3309,169.774,200.546,2.598
JY7-2HF,3309.125,169.718,201.324,2.611
JY7-2HF,3309.25,169.663,201.539,2.619
JY7-2HF,3309.375,169.446,201.464,2.629
JY7-2HF,3309.5,169.586,201.741,2.631
JY7-2HF,3309.625,170.952,202.312,2.625
JY7-2HF,3309.75,173.194,202.492,2.614
JY7-2HF,3309.875,174.529,202.056,2.601
JY7-2HF,3310,174.4,200.423,2.601
JY7-2HF,3310.125,173.449,197.502,2.611
JY7-2HF,3310.25,172.453,195.033,2.621
JY7-2HF,3310.375,171.02,194.473,2.619
JY7-2HF,3310.5,169.08,195.668,2.605
JY7-2HF,3310.625,167.568,197.952,2.6
JY7-2HF,3310.75,166.685,199.95,2.614
JY7-2HF,3310.875,166.009,200.501,2.616
JY7-2HF,3311,165.134,200.042,2.617
JY7-2HF,3311.125,164.852,199.635,2.613
JY7-2HF,3311.25,165.483,199.749,2.603
JY7-2HF,3311.375,166.684,200.11,2.618
JY7-2HF,3311.5,168.028,200.374,2.63
JY7-2HF,3311.625,169.219,200.151,2.636
JY7-2HF,3311.75,169.932,199.072,2.633
JY7-2HF,3311.875,169.694,197.57,2.624
JY7-2HF,3312,168.39,195.999,2.62
JY7-2HF,3312.125,166.835,194.429,2.614
JY7-2HF,3312.25,165.828,192.954,2.622
JY7-2HF,3312.375,165.833,192.076,2.625
JY7-2HF,3312.5,166.886,192.335,2.631
JY7-2HF,3312.625,168.914,193.646,2.642
JY7-2HF,3312.75,170.906,195.682,2.642
JY7-2HF,3312.875,171.721,197.911,2.634
JY7-2HF,3313,171.169,199.592,2.614
JY7-2HF,3313.125,169.716,199.925,2.604
JY7-2HF,3313.25,167.47,199.094,2.605
JY7-2HF,3313.375,164.077,198.252,2.601
JY7-2HF,3313.5,160.524,197.868,2.593
JY7-2HF,3313.625,157.998,198.009,2.591
JY7-2HF,3313.75,157.066,198.546,2.597
JY7-2HF,3313.875,157.309,199.156,2.61
JY7-2HF,3314,158.667,199.719,2.626
JY7-2HF,3314.125,161.167,200.06,2.632
JY7-2HF,3314.25,163.645,199.795,2.638
JY7-2HF,3314.375,165.007,199.113,2.63
JY7-2HF,3314.5,164.77,198.379,2.618
JY7-2HF,3314.625,163.563,197.827,2.609
JY7-2HF,3314.75,161.862,197.727,2.606
JY7-2HF,3314.875,160.124,198.258,2.62
JY7-2HF,3315,158.88,199.319,2.614
JY7-2HF,3315.125,158.173,200.597,2.608
JY7-2HF,3315.25,157.847,201.697,2.604
JY7-2HF,3315.375,157.558,202.308,2.603
JY7-2HF,3315.5,156.762,202.101,2.62
JY7-2HF,3315.625,155.625,201.067,2.62
JY7-2HF,3315.75,154.625,199.804,2.608
JY7-2HF,3315.875,154.397,199.116,2.599
JY7-2HF,3316,154.88,199.467,2.605
JY7-2HF,3316.125,155.929,200.866,2.625
JY7-2HF,3316.25,158.097,202.189,2.621
JY7-2HF,3316.375,161.08,202.733,2.621
JY7-2HF,3316.5,163.894,203.231,2.617
JY7-2HF,3316.625,165.206,204.238,2.611
JY7-2HF,3316.75,165.065,205.088,2.61
JY7-2HF,3316.875,164.368,204.823,2.619
JY7-2HF,3317,163.189,203.427,2.63
JY7-2HF,3317.125,161.075,201.473,2.636
JY7-2HF,3317.25,157.925,199.491,2.628
JY7-2HF,3317.375,155.307,197.852,2.618
JY7-2HF,3317.5,154.57,196.749,2.612
JY7-2HF,3317.625,155.741,196.215,2.59
JY7-2HF,3317.75,157.138,196.382,2.583
JY7-2HF,3317.875,157.566,197.251,2.573
JY7-2HF,3318,157.335,198.677,2.57
JY7-2HF,3318.125,157.299,199.964,2.577
JY7-2HF,3318.25,157.75,199.901,2.594
JY7-2HF,3318.375,157.739,198.768,2.604
JY7-2HF,3318.5,157.092,197.779,2.614
JY7-2HF,3318.625,156.346,197.392,2.616
JY7-2HF,3318.75,156.523,197.395,2.613
JY7-2HF,3318.875,156.761,197.351,2.613
JY7-2HF,3319,155.526,197.203,2.627
JY7-2HF,3319.125,153.339,197.111,2.612
JY7-2HF,3319.25,151.696,197.436,2.605
JY7-2HF,3319.375,151.339,198.576,2.601
JY7-2HF,3319.5,150.897,200.778,2.605
JY7-2HF,3319.625,149.973,203.28,2.625
JY7-2HF,3319.75,149.574,204.886,2.628
JY7-2HF,3319.875,149.809,205.588,2.622
JY7-2HF,3320,150.024,205.364,2.622
JY7-2HF,3320.125,149.945,204.054,2.623
