Well Name,Depth,GR,AC,DEN,CNL,Facies
JY7-2HF,2355.375,70.783,211.526,2.228,10.924,2
JY7-2HF,2355.5,75.656,209.032,2.23,46.301,2
JY7-2HF,2355.625,78.086,210.394,2.27,36.902,2
JY7-2HF,2355.75,78.575,215.442,2.314,32.796,2
JY7-2HF,2355.875,77.597,220.329,2.353,26.426,2
JY7-2HF,2356,75.887,222.479,2.392,21.375,2
JY7-2HF,2356.125,74.188,222.792,2.382,19.669,2
JY7-2HF,2356.25,73.319,224.288,2.356,20.516,2
JY7-2HF,2356.375,73.585,234.664,2.309,23.145,2
JY7-2HF,2356.5,75.154,244.998,2.263,26.84,2
JY7-2HF,2356.625,77.961,243.226,2.232,30.108,2
JY7-2HF,2356.75,81.432,240.947,2.215,32.902,2
JY7-2HF,2356.875,85.033,239.897,2.197,35.41,2
JY7-2HF,2357,87.817,239.027,2.197,37.213,2
JY7-2HF,2357.125,88.877,237.508,2.187,34.794,2
JY7-2HF,2357.25,87.094,232.066,2.167,31.325,2
JY7-2HF,2357.375,82.475,216.294,2.147,26.657,2
JY7-2HF,2357.5,75.827,200.192,2.126,21.189,2
JY7-2HF,2357.625,68.204,192.462,2.15,15.944,2
JY7-2HF,2357.75,60.57,187.831,2.195,12.738,2
JY7-2HF,2357.875,53.888,182.556,2.254,10.924,2
JY7-2HF,2358,49.274,177.165,2.313,10.463,2
JY7-2HF,2358.125,46.947,174.34,2.357,10.789,2
JY7-2HF,2358.25,46.338,173.167,2.344,11.45,2
JY7-2HF,2358.375,46.726,172.753,2.343,12.553,2
JY7-2HF,2358.5,47.904,172.664,2.302,13.208,2
JY7-2HF,2358.625,49.606,172.725,2.261,13.925,2
JY7-2HF,2358.75,51.395,173.004,2.262,14.288,2
JY7-2HF,2358.875,52.759,173.505,2.257,14.338,2
JY7-2HF,2359,53.578,174.409,2.347,14.465,2
JY7-2HF,2359.125,53.936,175.599,2.414,15.295,2
JY7-2HF,2359.25,53.928,177.248,2.454,15.91,2
JY7-2HF,2359.375,53.575,179.818,2.454,16.507,2
JY7-2HF,2359.5,52.969,183.234,2.4,16.375,2
JY7-2HF,2359.625,52.291,187.232,2.365,15.366,2
JY7-2HF,2359.75,51.567,191.52,2.341,14.352,2
JY7-2HF,2359.875,50.833,195.329,2.345,12.764,2
JY7-2HF,2360,50.104,198.797,2.36,12.044,2
JY7-2HF,2360.125,49.867,203.06,2.368,12.141,2
JY7-2HF,2360.25,50.298,206.278,2.378,13.009,2
JY7-2HF,2360.375,51.042,209.271,2.417,14.518,2
JY7-2HF,2360.5,51.859,214.099,2.463,16.25,2
JY7-2HF,2360.625,53.415,219.633,2.564,18.859,2
JY7-2HF,2360.75,56.895,223.406,2.615,21.964,2
JY7-2HF,2360.875,62.937,225.849,2.45,25.832,2
JY7-2HF,2361,70.523,227.378,2.254,30.25,2
JY7-2HF,2361.125,78.288,228.314,2.201,34.309,2
JY7-2HF,2361.25,85.483,228.697,2.227,35.473,2
JY7-2HF,2361.375,92.014,229.066,2.277,33.293,2
