Well Name,Depth,Facies,GR,AC,DEN,CNL,Facies,Facies
JY56-z1,2860.5,1,68.575,182.954,2.594,4.197,1,1
JY56-z1,2860.625,1,67.023,184.847,2.59,4.028,1,1
JY56-z1,2860.75,1,66.567,186.284,2.587,3.777,1,1
JY56-z1,2860.875,1,67.285,187.117,2.587,3.597,1,1
JY56-z1,2861,1,70.205,186.848,2.59,3.594,1,1
JY56-z1,2861.125,1,76.12,185.703,2.594,3.685,1,1
JY56-z1,2861.25,1,83.49,183.614,2.594,3.762,1,1
JY56-z1,2861.375,1,88.732,181.525,2.593,3.763,1,1
JY56-z1,2861.5,1,90.112,179.966,2.593,3.704,1,1
JY56-z1,2861.625,1,88.34,179.193,2.595,3.611,1,1
JY56-z1,2861.75,1,84.858,178.65,2.597,3.493,1,1
JY56-z1,2861.875,1,80.392,178.679,2.598,3.309,1,1
JY56-z1,2862,1,76.703,179.268,2.601,2.977,1,1
JY56-z1,2862.125,1,75.041,179.477,2.605,2.585,1,1
JY56-z1,2862.25,1,76.065,179.46,2.609,2.247,1,1
JY56-z1,2862.375,1,79.989,178.184,2.61,2.004,1,1
JY56-z1,2862.5,1,86.574,176.232,2.607,1.811,1,1
JY56-z1,2862.625,1,94.253,175.248,2.603,1.716,1,1
JY56-z1,2862.75,1,100.602,174.808,2.599,1.922,1,1
JY56-z1,2862.875,1,105.836,177.415,2.601,2.631,1,1
JY56-z1,2863,1,113.16,189.253,2.613,4.107,1,1
JY56-z1,2863.125,1,124.666,202.101,2.641,6.482,1,1
JY56-z1,2864.75,2,186.334,239.097,2.729,19.99,2,2
JY56-z1,2865,2,183.139,237.273,2.724,18.82,2,2
JY56-z1,2865.375,2,180.382,236.383,2.714,17.588,2,2
JY56-z1,2865.5,2,178.409,237.074,2.71,17.545,2,2
JY56-z1,2865.625,2,178.192,238.154,2.703,17.407,2,2
JY56-z1,2866.75,2,104.356,202.746,2.762,10.043,2,2
JY56-z1,2867.125,2,115.596,213.184,2.684,11.452,2,2
JY56-z1,2867.25,2,131.687,221.84,2.658,12.74,2,2
JY56-z1,2867.375,2,149.31,232.963,2.648,14.258,2,2
JY56-z1,2867.625,2,177.197,254.803,2.662,17.57,2,2
JY56-z1,2867.875,2,192.797,264.676,2.681,19.717,2,2
JY56-z1,2868,2,198.527,264.848,2.688,19.396,2,2
JY56-z1,2868.25,2,202.489,264.334,2.702,18.806,2,2
JY56-z1,2868.375,2,200.754,263.861,2.708,19.299,2,2
JY56-z1,2868.625,2,198.02,262.39,2.706,19.351,2,2
JY56-z1,2868.75,2,199.364,261.685,2.701,18.796,2,2
JY56-z1,2869,2,203.933,261.522,2.695,18.61,2,2
JY56-z1,2869.25,2,200.315,263.08,2.689,19.113,2,2
JY56-z1,2869.375,2,199.042,263.997,2.688,19.239,2,2
JY56-z1,2869.5,2,200.104,264.448,2.689,19.268,2,2
JY56-z1,2869.75,2,203.809,263.232,2.699,19.294,2,2
JY56-z1,2869.875,2,202.465,261.771,2.701,19.179,2,2
JY56-z1,2870,2,198.784,259.954,2.698,18.719,2,2
JY56-z1,2870.25,2,193.824,256.697,2.691,17.834,2,2
JY56-z1,2870.375,2,194.304,256.262,2.695,17.845,2,2
JY56-z1,2870.625,2,195.741,259.285,2.695,17.786,2,2
JY56-z1,2870.875,2,199.771,265.331,2.681,17.16,2,2
JY56-z1,2871,2,204.394,268.315,2.682,16.989,2,2
JY56-z1,2871.25,2,211.455,271.449,2.673,17.146,2,2
JY56-z1,2871.5,2,226.782,268.876,2.647,17.3,2,2
JY56-z1,2871.625,2,230.538,264.967,2.633,17.252,2,2
JY56-z1,2871.75,2,224.608,260.144,2.634,16.958,2,2
JY56-z1,2872,2,200.83,249.726,2.667,15.484,2,2
JY56-z1,2872.125,2,194.706,244.837,2.68,14.583,2,2
JY56-z1,2872.25,2,193.199,240.661,2.686,13.959,2,2
JY56-z1,2874.125,2,187.071,242.143,2.665,14.255,2,2
JY56-z1,2874.25,2,186.125,243.295,2.663,14.587,2,2
JY56-z1,2874.375,2,185.95,244.358,2.663,14.769,2,2
JY56-z1,2874.5,2,185.556,244.924,2.663,14.742,2,2
JY56-z1,2874.625,2,185.417,245.329,2.663,14.632,2,2
JY56-z1,2874.75,2,186.492,245.699,2.663,14.571,2,2
JY56-z1,2875,2,190.021,245.966,2.663,14.962,2,2
JY56-z1,2875.125,2,189.493,245.589,2.664,15.356,2,2
JY56-z1,2875.25,2,189.136,244.793,2.664,15.638,2,2
JY56-z1,2875.5,2,191.197,242.298,2.666,15.247,2,2
JY56-z1,2875.625,2,189.202,241.303,2.664,14.593,2,2
JY56-z1,2875.75,2,185.499,240.591,2.66,13.94,2,2
JY56-z1,2876,2,181.968,239.408,2.655,13.66,2,2
JY56-z1,2876.125,2,182.889,238.572,2.657,13.982,2,2
JY56-z1,2876.25,2,184.038,237.444,2.663,14.189,2,2
JY56-z1,2876.5,2,180.435,234.906,2.68,13.971,2,2
JY56-z1,2876.625,2,173.312,234.057,2.687,14.009,2,2
JY56-z1,2876.75,2,164.72,233.544,2.686,14.231,2,2
JY56-z1,2877.625,2,180.531,239.221,2.655,14.002,2,2
JY56-z1,2877.75,2,185.464,239.757,2.648,14.306,2,2
JY56-z1,2877.875,2,189.524,239.646,2.642,14.393,2,2
JY56-z1,2878,2,189.772,239.903,2.64,14.259,2,2
JY56-z1,2878.125,2,187.322,240.407,2.643,14.073,2,2
JY56-z1,2878.25,2,184.482,240.931,2.649,13.917,2,2
JY56-z1,2878.375,2,181.292,241.241,2.656,13.737,2,2
JY56-z1,2878.5,2,177.188,241.159,2.665,13.588,2,2
JY56-z1,2878.625,2,173.101,240.67,2.676,13.617,2,2
JY56-z1,2880,2,176.698,245.5,2.645,14.224,2,2
JY56-z1,2880.125,2,180.847,245.249,2.644,14.565,2,2
JY56-z1,2880.25,2,185.538,244.428,2.648,14.829,2,2
JY56-z1,2883.125,2,186.201,264.913,2.641,16.821,2,2
JY56-z1,2883.25,2,188.081,265.071,2.638,17.161,2,2
JY56-z1,2883.375,2,189.515,265.097,2.633,17.337,2,2
JY56-z1,2883.5,2,190.817,265.103,2.628,17.344,2,2
JY56-z1,2883.625,2,193.05,265.091,2.623,17.142,2,2
JY56-z1,2884,2,185.804,264.795,2.63,15.903,2,2
JY56-z1,2884.125,2,180.803,264.706,2.634,15.724,2,2
JY56-z1,2884.25,2,179.035,265.148,2.635,15.706,2,2
JY56-z1,2884.75,2,191.306,268.203,2.619,15.597,2,2
JY56-z1,2884.875,2,191.494,267.972,2.616,15.691,2,2
JY56-z1,2886.125,2,190.466,267.539,2.634,14.365,2,2
JY56-z1,2886.25,2,191.143,267.968,2.642,14.644,2,2
JY56-z1,2886.375,2,190.942,268.856,2.645,15.093,2,2
JY56-z1,2886.75,2,190.201,272.27,2.623,16.442,2,2
JY56-z1,2886.875,2,191.312,272.557,2.622,16.263,2,2
JY56-z1,2887,2,190.751,271.908,2.622,15.844,2,2
JY56-z1,2887.875,2,184.363,268.444,2.63,14.665,2,2
JY56-z1,2888,2,185.138,268.838,2.644,14.754,2,2
JY56-z1,2888.125,2,184.536,269.326,2.657,14.718,2,2
JY56-z1,2889,2,189.27,267.933,2.622,14.504,2,2
JY56-z1,2889.125,2,187.888,265.961,2.627,14.308,2,2
JY56-z1,2889.25,2,186.128,264.033,2.632,13.964,2,2
JY56-z1,2890,2,180.871,267.685,2.613,12.646,2,2
JY56-z1,2890.125,2,183.39,268.104,2.609,12.606,2,2
JY56-z1,2890.25,2,185.988,267.901,2.609,12.663,2,2
JY56-z1,2891,2,187.658,265.427,2.61,15.226,2,2
JY56-z1,2891.125,2,185.36,265.641,2.613,15.577,2,2
JY56-z1,2891.25,2,185.304,265.625,2.615,15.554,2,2
JY56-z1,2892.125,2,190.088,262.345,2.584,13.657,2,2
JY56-z1,2892.25,2,191.606,262.193,2.576,13.148,2,2
JY56-z1,2892.375,2,192.134,262.406,2.574,12.774,2,2
JY56-z1,2893,2,206.04,262.707,2.586,13.827,2,2
JY56-z1,2893.125,2,206.639,262.014,2.584,14.266,2,2
JY56-z1,2893.25,2,206.094,260.985,2.583,14.524,2,2
JY56-z1,2893.875,2,197.798,258.876,2.581,13.777,2,2
JY56-z1,2894,2,198.72,257.888,2.578,13.766,2,2
JY56-z1,2894.125,2,201.937,256.577,2.578,13.688,2,2
JY56-z1,2894.625,2,225.633,268.316,2.609,14.663,2,2
JY56-z1,2894.75,2,232.297,274.879,2.621,15.169,2,2
JY56-z1,2894.875,2,237.981,280.058,2.628,15.445,2,2
JY56-z1,2895.5,2,230.469,271.712,2.633,15.136,2,2
JY56-z1,2895.625,2,219.259,265.931,2.642,15.381,2,2
JY56-z1,2895.75,2,211.028,260.664,2.652,14.968,2,2
JY56-z1,2896.5,2,202.826,252.122,2.626,14.181,2,2
JY56-z1,2896.625,2,211.022,252.492,2.624,13.748,2,2
JY56-z1,2896.75,2,213.836,252.878,2.626,13.207,2,2
JY56-z1,2897.375,2,201.478,247.118,2.621,12.306,2,2
JY56-z1,2897.5,2,202.957,245.983,2.625,12.286,2,2
JY56-z1,2897.625,2,203.683,245.696,2.63,12.403,2,2
JY56-z1,2898.375,2,214.601,246.731,2.623,12.928,2,2
JY56-z1,2898.5,2,213.344,247.116,2.627,12.765,2,2
JY56-z1,2898.625,2,209.516,248.093,2.627,12.485,2,2
JY56-z1,2899.125,2,209.189,250.04,2.623,11.717,2,2
JY56-z1,2899.25,2,209.761,249.581,2.616,11.476,2,2
JY56-z1,2899.375,2,213.236,249.166,2.607,11.63,2,2
JY56-z1,2900.125,2,203.368,248.531,2.593,12.421,2,2
JY56-z1,2900.25,2,200.59,250.257,2.588,12.139,2,2
JY56-z1,2900.375,2,196.759,251.841,2.589,11.918,2,2
JY56-z1,2901.125,2,207.358,251.644,2.592,11.314,2,2
JY56-z1,2901.25,2,203.285,250.595,2.594,11.132,2,2
JY56-z1,2901.375,2,200.415,250.002,2.598,11.321,2,2
JY56-z1,2902.125,2,185.318,245.169,2.579,12.166,2,2
JY56-z1,2902.25,2,187.379,246.973,2.579,12.168,2,2
JY56-z1,2902.375,2,191.92,250.404,2.581,12.569,2,2
JY56-z1,2903,2,221.162,256.914,2.587,11.829,2,2
JY56-z1,2903.125,2,214.866,254.28,2.598,11.323,2,2
JY56-z1,2903.25,2,205.511,252.369,2.611,11.245,2,2
JY51-2,3026.875,1,152.842,70.275,210.728,2.672,1,1
JY51-2,3027,1,151.346,70.329,208.878,2.634,1,1
JY51-2,3027.125,1,133.311,70.304,206.389,2.601,1,1
JY51-2,3027.25,1,111.097,70.193,203.532,2.585,1,1
JY51-2,3027.375,1,95.076,70.031,200.661,2.592,1,1
JY51-2,3027.5,1,89.788,69.863,198.145,2.608,1,1
JY51-2,3027.625,1,89.977,69.736,196.322,2.627,1,1
JY51-2,3027.75,1,89.579,69.7,195.507,2.64,1,1
JY51-2,3027.875,1,85.342,69.808,195.82,2.645,1,1
JY51-2,3028,1,79.596,70.072,197.409,2.643,1,1
JY51-2,3028.125,1,76.603,70.498,200.225,2.636,1,1
JY51-2,3028.25,1,80.937,71.073,204.071,2.632,1,1
JY51-2,3028.375,1,94.514,71.757,208.738,2.636,1,1
JY51-2,3028.5,1,116.948,72.486,213.81,2.648,1,1
JY51-2,3034,1,102.363,57.479,190.285,2.619,1,1
JY51-2,3034.125,1,98.089,57.463,191.05,2.61,1,1
JY51-2,3034.25,1,97.199,57.476,192.195,2.603,1,1
JY51-2,3034.375,1,98.918,57.53,193.663,2.6,1,1
JY51-2,3034.5,1,101.835,57.602,195.35,2.6,1,1
JY51-2,3034.625,1,104.275,57.659,197.157,2.602,1,1
JY51-2,3034.75,1,105.732,57.669,198.99,2.609,1,1
JY51-2,3034.875,1,107.441,57.622,200.838,2.619,1,1
JY51-2,3035,1,110.598,57.554,202.784,2.63,1,1
JY51-2,3035.125,1,114.647,57.55,204.984,2.636,1,1
JY51-2,3035.25,1,117.88,57.677,207.608,2.637,1,1
JY51-2,3035.375,1,120.065,57.955,210.745,2.637,1,1
JY51-2,3035.5,1,121.504,58.338,214.23,2.639,1,1
JY51-2,3035.625,1,121.927,58.721,217.709,2.64,1,1
JY51-2,3035.75,1,120.171,58.973,220.623,2.639,1,1
JY51-2,3035.875,1,114.751,58.987,222.416,2.633,1,1
JY51-2,3036,1,105.472,58.776,222.629,2.621,1,1
JY51-2,3036.125,1,94.655,58.443,221.202,2.609,1,1
JY51-2,3036.25,1,86.881,58.135,218.464,2.599,1,1
JY51-2,3036.375,1,85.403,57.949,214.989,2.597,1,1
JY51-2,3036.5,1,90.13,57.914,211.613,2.601,1,1
JY51-2,3036.625,1,96.922,57.974,209.077,2.61,1,1
JY51-2,3036.75,1,102.505,58.056,207.988,2.62,1,1
JY51-2,3036.875,1,106.05,58.118,208.513,2.629,1,1
JY51-2,3037,1,108.26,58.191,210.702,2.632,1,1
JY51-2,3037.125,1,108.194,58.327,214.379,2.63,1,1
JY51-2,3037.25,1,104.542,58.549,219.132,2.626,1,1
JY51-2,3037.375,1,99.798,58.812,224.577,2.619,1,1
JY51-2,3037.5,1,99.265,59.047,230.173,2.613,1,1
JY51-2,3037.625,1,105.841,59.194,235.275,2.614,1,1
JY51-2,3037.75,1,115.016,59.266,239.141,2.627,1,1
JY51-2,3037.875,1,118.758,59.335,241.106,2.648,1,1
JY51-2,3038,1,113.078,59.497,240.667,2.667,1,1
JY51-2,3038.125,1,101.73,59.794,237.584,2.673,1,1
JY51-2,3038.25,1,91.404,60.191,232.337,2.662,1,1
JY51-2,3038.375,1,86.169,60.571,225.658,2.643,1,1
JY51-2,3038.5,1,86.162,60.813,218.675,2.625,1,1
JY51-2,3038.625,1,90.361,60.858,212.62,2.615,1,1
JY51-2,3038.75,1,97.758,60.775,208.175,2.612,1,1
JY51-2,3038.875,1,107.478,60.691,205.317,2.613,1,1
JY51-2,3039,1,117.074,60.737,203.568,2.62,1,1
JY51-2,3039.125,1,123.644,60.97,202.659,2.63,1,1
JY51-2,3039.25,1,126.573,61.379,202.411,2.642,1,1
JY51-2,3039.375,1,127.578,61.884,202.626,2.653,1,1
JY51-2,3039.5,1,126.489,62.389,203.078,2.66,1,1
JY51-2,3039.625,1,119.644,62.827,203.583,2.658,1,1
JY51-2,3039.75,1,105.863,63.178,204.059,2.647,1,1
JY51-2,3040.5,1,138.542,65.797,204.858,2.667,1,1
JY51-2,3040.625,1,139.72,66.44,204.441,2.676,1,1
JY51-2,3040.75,1,134.788,66.99,203.956,2.675,1,1
JY51-2,3040.875,1,128.2,67.436,203.603,2.668,1,1
JY51-2,3041,1,121.84,67.824,203.654,2.66,1,1
JY51-2,3041.125,1,116.728,68.226,204.41,2.654,1,1
JY51-2,3041.25,1,114.588,68.674,206.129,2.651,1,1
JY51-2,3041.375,1,118.042,69.15,208.865,2.652,1,1
JY51-2,3041.5,1,129.052,69.598,212.555,2.662,1,1
JY51-2,3044.625,1,127.651,71.113,212.332,2.666,1,1
JY51-2,3044.75,1,117.801,71.25,211.066,2.651,1,1
JY51-2,3044.875,1,111.139,71.376,209.255,2.639,1,1
JY51-2,3045,1,106.641,71.54,206.947,2.632,1,1
JY51-2,3045.125,1,102.335,71.794,204.251,2.63,1,1
JY51-2,3045.25,1,97.409,72.166,201.296,2.628,1,1
JY51-2,3045.375,1,92.652,72.629,198.201,2.627,1,1
JY51-2,3045.5,1,88.501,73.125,195.134,2.626,1,1
JY51-2,3045.625,1,84.747,73.59,192.315,2.627,1,1
JY51-2,3045.75,1,81.209,73.983,190.008,2.627,1,1
JY51-2,3045.875,1,78.499,74.312,188.461,2.627,1,1
JY51-2,3046,1,77.573,74.635,187.934,2.628,1,1
JY51-2,3046.125,1,79.308,75.037,188.646,2.626,1,1
JY51-2,3046.25,1,84.369,75.565,190.708,2.623,1,1
JY51-2,3046.375,1,93.316,76.194,194.276,2.622,1,1
JY51-2,3046.5,1,107.821,76.864,199.341,2.628,1,1
JY51-2,3046.625,1,128.999,77.514,205.677,2.642,1,1
JY51-2,3050.875,2,181.742,87.178,232.763,2.647,2,2
JY51-2,3051,2,175.43,87.082,230.376,2.645,2,2
JY51-2,3051.125,2,167.55,87.023,226.242,2.64,2,2
JY51-2,3051.25,2,157.413,87.017,219.731,2.64,2,2
JY51-2,3051.375,2,143.621,87.044,211.483,2.656,2,2
JY51-2,3051.625,2,113.334,87.133,194.479,2.72,2,2
JY51-2,3051.75,2,105.441,87.207,189.479,2.743,2,2
JY51-2,3051.875,2,104.238,87.309,188.758,2.749,2,2
JY51-2,3052,2,107.913,87.43,192.031,2.741,2,2
JY51-2,3052.125,2,115.207,87.58,198.443,2.723,2,2
JY51-2,3052.75,2,159.607,89.594,237.711,2.633,2,2
JY51-2,3052.875,2,161.003,90.077,240.227,2.635,2,2
JY51-2,3053,2,162.138,90.503,242.53,2.639,2,2
JY51-2,3053.75,2,192.832,93.346,253.755,2.668,2,2
JY51-2,3053.875,2,195.509,93.915,254.021,2.671,2,2
JY51-2,3054,2,196.842,94.448,254.741,2.672,2,2
JY51-2,3054.75,2,199.708,96.034,257.956,2.679,2,2
JY51-2,3054.875,2,198.12,96.168,256.577,2.678,2,2
JY51-2,3055,2,197.041,96.353,254.771,2.676,2,2
JY51-2,3055.75,2,198.012,96.834,247.534,2.681,2,2
JY51-2,3055.875,2,198.917,96.652,248.479,2.684,2,2
JY51-2,3056,2,200.281,96.473,249.495,2.683,2,2
JY51-2,3056.75,2,188.383,95.618,248.786,2.675,2,2
JY51-2,3056.875,2,187.104,95.502,248.304,2.68,2,2
JY51-2,3057,2,186.594,95.338,247.955,2.686,2,2
JY51-2,3057.75,2,188.286,93.883,248.046,2.695,2,2
JY51-2,3057.875,2,188.588,93.79,248.527,2.692,2,2
JY51-2,3058,2,188.402,93.722,248.81,2.687,2,2
JY51-2,3058.75,2,194.526,93.223,250.505,2.67,2,2
JY51-2,3058.875,2,198.933,93.494,251.752,2.669,2,2
JY51-2,3059,2,199.656,93.937,252.394,2.668,2,2
JY51-2,3059.75,2,196.919,95.239,250.387,2.687,2,2
JY51-2,3059.875,2,196.461,95.096,250.166,2.683,2,2
JY51-2,3060,2,197.179,94.976,249.718,2.672,2,2
JY51-2,3060.75,2,194.546,94.353,243.558,2.663,2,2
JY51-2,3060.875,2,194.005,94.265,243.729,2.66,2,2
JY51-2,3061,2,192.133,94.219,243.276,2.661,2,2
JY51-2,3061.75,2,190.989,94.297,244.255,2.667,2,2
JY51-2,3061.875,2,192.788,94.321,245.265,2.66,2,2
JY51-2,3062,2,193.159,94.302,245.833,2.658,2,2
JY51-2,3062.75,2,196.484,94.451,248.944,2.69,2,2
JY51-2,3062.875,2,197.961,94.478,250.999,2.695,2,2
JY51-2,3063,2,197.691,94.451,252.028,2.693,2,2
JY51-2,3063.75,2,204.037,94.499,252.987,2.653,2,2
JY51-2,3063.875,2,205.067,94.53,253.797,2.656,2,2
JY51-2,3064,2,206.055,94.537,254.836,2.656,2,2
JY51-2,3064.75,2,209.6,94.474,255.792,2.627,2,2
JY51-2,3064.875,2,209.411,94.422,255.453,2.624,2,2
JY51-2,3065,2,211.269,94.392,255.821,2.621,2,2
JY51-2,3065.75,2,228.722,94.749,258.981,2.65,2,2
JY51-2,3065.875,2,230.068,94.801,258.235,2.648,2,2
JY51-2,3066,2,226.645,94.803,257.17,2.638,2,2
JY51-2,3066.75,2,213.593,93.531,251.274,2.623,2,2
JY51-2,3066.875,2,216.469,93.407,251.967,2.626,2,2
JY51-2,3067,2,219.479,93.413,252.617,2.632,2,2
JY51-2,3067.75,2,222.793,94.041,248.274,2.641,2,2
JY51-2,3067.875,2,222.377,94.182,248.446,2.658,2,2
JY51-2,3068,2,220.049,94.443,248.762,2.683,2,2
JY51-2,3068.75,2,175.776,97.033,224.993,2.764,2,2
JY51-2,3068.875,2,163.135,97.229,221.863,2.765,2,2
JY51-2,3069,2,165.213,97.349,224.016,2.75,2,2
JY51-2,3069.625,2,217.704,98.292,258.5,2.643,2,2
JY51-2,3069.75,2,211.116,98.532,259.819,2.647,2,2
JY51-2,3069.875,2,209.662,98.742,261.527,2.656,2,2
JY51-2,3070.75,2,218.409,99.046,266.085,2.658,2,2
JY51-2,3070.875,2,215.081,99.143,266.848,2.66,2,2
JY51-2,3071,2,211.919,99.337,268.001,2.662,2,2
JY51-2,3071.75,2,210.497,101.04,269.579,2.67,2,2
JY51-2,3071.875,2,210.757,101.213,270.178,2.666,2,2
JY51-2,3072,2,210.919,101.341,270.681,2.663,2,2
JY51-2,3072.75,2,217.588,101.354,271.951,2.638,2,2
JY51-2,3072.875,2,219.99,101.315,273.069,2.643,2,2
JY51-2,3073,2,222.261,101.272,272.893,2.653,2,2
JY51-2,3073.75,2,216.372,100.076,264.722,2.687,2,2
JY51-2,3073.875,2,216.792,99.797,264.241,2.684,2,2
JY51-2,3074,2,216.262,99.578,263.74,2.683,2,2
JY51-2,3074.5,2,207.473,99.147,265.941,2.668,2,2
JY51-2,3074.625,2,207.258,98.987,265.13,2.667,2,2
JY51-2,3074.75,2,206.158,98.757,262.285,2.671,2,2
JY51-2,3075.75,2,222.267,95.182,264.399,2.666,2,2
JY51-2,3075.875,2,222.459,95.045,264.341,2.669,2,2
JY51-2,3076,2,223.23,94.948,264.183,2.667,2,2
JY51-2,3076.75,2,187.233,94.849,239.591,2.682,2,2
JY51-2,3076.875,2,183.019,94.883,240.37,2.688,2,2
JY51-2,3077,2,186.233,94.936,245.054,2.677,2,2
JY51-2,3077.75,2,222.666,94.686,263.552,2.649,2,2
JY51-2,3077.875,2,222.648,94.437,264.627,2.649,2,2
JY51-2,3078,2,219.95,94.265,265.859,2.647,2,2
JY51-2,3078.75,2,206.502,93.212,266.413,2.645,2,2
JY51-2,3078.875,2,207.183,93.034,266.307,2.649,2,2
JY51-2,3079,2,209.669,92.941,266.058,2.655,2,2
JY51-2,3079.75,2,200.463,91.875,261.617,2.664,2,2
JY51-2,3079.875,2,197.487,91.664,259.486,2.668,2,2
JY51-2,3080,2,197.418,91.514,258.809,2.669,2,2
JY51-2,3080.75,2,206.696,89.437,279.331,2.658,2,2
JY51-2,3080.875,2,210.274,89.177,275.028,2.652,2,2
JY51-2,3081,2,212.296,89.116,268.462,2.644,2,2
JY51-2,3081.75,2,204.642,89.681,264.619,2.669,2,2
JY51-2,3081.875,2,200.055,89.548,263.733,2.682,2,2
JY51-2,3082,2,193.909,89.398,259.144,2.685,2,2
JY51-2,3082.75,2,176.19,87.801,237.718,2.649,2,2
JY51-2,3082.875,2,175.625,87.568,238.136,2.647,2,2
JY51-2,3083,2,176.26,87.406,238.105,2.645,2,2
JY51-2,3083.75,2,173.385,85.406,237.481,2.646,2,2
JY51-2,3083.875,2,173.186,84.851,238.524,2.645,2,2
JY51-2,3084,2,174.259,84.322,239.576,2.641,2,2
JY51-2,3084.75,2,183.019,82.528,239.69,2.632,2,2
JY51-2,3084.875,2,184.422,82.42,240.398,2.634,2,2
JY51-2,3085,2,186.361,82.304,240.877,2.638,2,2
JY51-2,3085.625,2,171.218,81.6,233.919,2.67,2,2
JY51-2,3085.75,2,170.72,81.544,233.292,2.66,2,2
JY51-2,3085.875,2,175.23,81.565,233.541,2.647,2,2
JY51-2,3086.75,2,183.576,83.242,241.113,2.618,2,2
JY51-2,3086.875,2,182.357,83.777,242.114,2.613,2,2
JY51-2,3087,2,182.943,84.264,243.098,2.61,2,2
JY51-2,3087.75,2,183.292,84.131,242.928,2.624,2,2
JY51-2,3087.875,2,178.57,82.913,241.339,2.617,2,2
JY51-2,3088,2,176.388,82.061,240.493,2.615,2,2
JY51-2,3088.625,2,168.557,81.252,238.547,2.648,2,2
JY51-2,3088.75,2,166.05,81.988,237.538,2.65,2,2
JY51-2,3088.875,2,165.266,82.631,236.706,2.65,2,2
JY51-2,3089.75,2,183.617,83.744,245.566,2.622,2,2
JY51-2,3089.875,2,184.631,83.621,245.621,2.616,2,2
JY51-2,3090,2,184.048,83.586,245.346,2.614,2,2
JY51-2,3091.125,2,202.465,85.976,240.095,2.641,2,2
JY51-2,3091.25,2,218.361,86.227,240.292,2.646,2,2
JY51-2,3091.375,2,230.36,86.293,240.653,2.647,2,2
JY51-2,3091.75,2,230.973,85.625,239.344,2.651,2,2
JY51-2,3091.875,2,224.817,85.462,238.394,2.656,2,2
JY51-2,3092,2,215.501,85.426,237.502,2.66,2,2
JY51-2,3092.75,2,180.91,84.711,232.359,2.646,2,2
JY51-2,3092.875,2,182.833,84.622,232.57,2.646,2,2
JY51-2,3093,2,187.042,84.543,233.165,2.646,2,2
JY51-2,3093.75,2,190.698,84.338,237.722,2.648,2,2
JY51-2,3093.875,2,188.154,84.231,239.305,2.646,2,2
JY51-2,3094,2,186.204,84.058,240.33,2.642,2,2
JY51-2,3094.75,2,194.543,82.812,245.858,2.636,2,2
JY51-2,3094.875,2,194.153,82.702,246.051,2.641,2,2
JY51-2,3095,2,192.255,82.653,245.731,2.64,2,2
JY51-2,3095.75,2,187.398,81.786,241.298,2.615,2,2
JY51-2,3095.875,2,187.586,81.588,238.998,2.614,2,2
JY51-2,3096,2,188.935,81.429,236.696,2.615,2,2
JY51-2,3096.75,2,182.256,80.686,236.111,2.637,2,2
JY51-2,3096.875,2,180.725,80.617,235.613,2.638,2,2
JY51-2,3097,2,180.748,80.611,234.721,2.634,2,2
JY51-2,3097.75,2,182.415,80.379,225.109,2.659,2,2
JY51-2,3097.875,2,187.478,80.234,226.643,2.654,2,2
JY51-2,3098,2,190.779,80.15,230.041,2.645,2,2
JY51-2,3098.75,2,179.885,81.244,236.418,2.627,2,2
JY51-2,3098.875,2,177.437,81.558,235.154,2.634,2,2
JY51-2,3099,2,177.88,81.85,234.234,2.64,2,2
JY51-2,3099.75,2,180.313,82.744,234.413,2.627,2,2
JY51-2,3099.875,2,181.074,83.015,235.256,2.623,2,2
JY51-2,3100,2,182.266,83.337,237,2.621,2,2
JY51-2,3100.75,2,177.452,83.828,242.727,2.63,2,2
JY51-2,3100.875,2,179.555,83.782,242.597,2.634,2,2
JY51-2,3101,2,182.562,83.804,242.734,2.641,2,2
JY51-2,3101.75,2,193.25,84.322,244.073,2.628,2,2
JY51-2,3101.875,2,194.613,84.565,243.82,2.631,2,2
JY51-2,3102,2,195.716,84.759,243.292,2.639,2,2
JY51-2,3102.75,2,175.825,84.324,238.701,2.675,2,2
JY51-2,3102.875,2,170.635,84.353,239.118,2.665,2,2
JY51-2,3103,2,168.991,84.436,239.973,2.652,2,2
JY51-2,3103.75,2,197.258,85.372,247.915,2.617,2,2
JY51-2,3103.875,2,199.402,85.464,249.876,2.619,2,2
JY51-2,3104,2,197.59,85.54,250.902,2.62,2,2
JY51-2,3104.625,2,191.839,86.394,247.279,2.644,2,2
JY51-2,3104.75,2,190.085,86.502,248.9,2.655,2,2
JY51-2,3104.875,2,190.832,86.585,251.367,2.659,2,2
JY51-2,3105.75,2,173.356,87.839,245.236,2.6,2,2
JY51-2,3105.875,2,171.859,87.918,247.503,2.599,2,2
JY51-2,3106,2,175.51,88.022,249.679,2.6,2,2
JY51-2,3106.75,2,186.727,87.7,260.408,2.591,2,2
JY51-2,3106.875,2,188.457,87.796,259.774,2.59,2,2
JY51-2,3107,2,190.33,88.001,259.282,2.593,2,2
JY51-2,3107.625,2,191.686,89.99,258.479,2.599,2,2
JY51-2,3107.75,2,189.283,90.387,258.381,2.602,2,2
JY51-2,3107.875,2,188.522,90.733,258.264,2.605,2,2
JY51-2,3108.75,2,188.018,90.599,260.561,2.627,2,2
JY51-2,3108.875,2,189.291,90.112,261.824,2.611,2,2
JY51-2,3109,2,187.283,89.679,262.484,2.604,2,2
JY51-2,3109.75,2,178.96,88.9,256.354,2.592,2,2
