Well Name,Depth,Facies,GR,AC,DEN,CNL,Facies,Facies
JY41-5,2512.625,1,177.715,244.469,2.749,25.762,1,1
JY41-5,2512.75,1,173.028,241.397,2.756,23.035,1,1
JY41-5,2512.875,1,167.059,237.604,2.757,19.963,1,1
JY41-5,2514.125,1,149.036,219.814,2.697,13.099,1,1
JY41-5,2514.25,1,149.769,222.147,2.701,15.646,1,1
JY41-5,2514.375,1,149.604,223.473,2.704,16.59,1,1
JY41-5,2514.5,1,149.746,224.726,2.703,15.962,1,1
JY41-5,2514.625,1,151.69,226.732,2.699,14.879,1,1
JY41-5,2514.75,1,156.551,230.062,2.696,14.817,1,1
JY41-5,2516,1,179.744,241.529,2.721,19.933,1,1
JY41-5,2516.125,1,176.27,238.953,2.718,19.015,1,1
JY41-5,2516.25,1,171.798,236.415,2.714,18.067,1,1
JY41-5,2516.375,1,168.34,234.147,2.711,17.22,1,1
JY41-5,2517.375,1,67.229,194.375,2.721,5.722,1,1
JY41-5,2517.5,1,57.202,187.77,2.721,3.086,1,1
JY41-5,2517.625,1,54.608,183.86,2.72,1.783,1,1
JY41-5,2518,1,59.953,186.926,2.683,2.289,1,1
JY41-5,2518.125,1,60.121,189.957,2.667,2.393,1,1
JY41-5,2518.25,1,60.273,192.652,2.651,2.114,1,1
JY41-5,2518.375,1,61.048,194.865,2.634,1.649,1,1
JY41-5,2518.5,1,62.489,196.416,2.621,1.302,1,1
JY41-5,2518.625,1,64.5,197.491,2.614,1.301,1,1
JY41-5,2518.75,1,68.112,199.014,2.608,1.719,1,1
JY41-5,2518.875,1,77.557,201.797,2.604,2.482,1,1
JY41-5,2519,1,95.925,206.39,2.609,3.515,1,1
JY41-5,2519.125,1,122.782,212.937,2.628,5.146,1,1
JY41-5,2519.25,1,150.702,221.363,2.661,8.282,1,1
JY41-5,2519.375,1,172.899,230.303,2.693,15.051,1,1
JY41-5,2519.5,1,186.824,238.368,2.714,25.997,1,1
JY41-5,2519.625,1,194.064,244.451,2.721,27.088,1,1
JY41-5,2519.75,1,196.473,248.338,2.723,26.14,1,1
JY41-5,2519.875,1,195.612,250.147,2.727,24.584,1,1
JY41-5,2520,1,193.074,250.169,2.729,23.685,1,1
JY41-5,2520.125,2,188.447,249.275,2.725,21.748,2,2
JY41-5,2520.25,2,181.884,247.823,2.716,19.892,2,2
JY41-5,2521,2,174.907,238.665,2.703,17.194,2,2
JY41-5,2521.125,2,176.183,238.368,2.7,17.181,2,2
JY41-5,2521.25,2,177.935,238.672,2.702,17.483,2,2
JY41-5,2522.125,2,181.222,242.698,2.709,19.511,2,2
JY41-5,2522.25,2,184.508,243.803,2.704,19.379,2,2
JY41-5,2522.375,2,187.919,245.654,2.699,19.4,2,2
JY41-5,2523.25,2,189.081,253.41,2.716,20.6,2,2
JY41-5,2523.375,2,191.613,253.397,2.718,20.88,2,2
JY41-5,2523.5,2,194.113,253.462,2.716,20.9,2,2
JY41-5,2524.25,2,186.462,254.463,2.701,20.818,2,2
JY41-5,2524.375,2,183.164,254.525,2.709,20.741,2,2
JY41-5,2524.5,2,182.628,254.347,2.72,20.658,2,2
JY41-5,2525.125,2,174.938,251.576,2.703,21.156,2,2
JY41-5,2525.25,2,175.701,251.445,2.705,20.67,2,2
JY41-5,2525.375,2,176.596,251.55,2.71,20.224,2,2
JY41-5,2526.125,2,178.725,254.019,2.728,20.25,2,2
JY41-5,2526.25,2,180.339,254.521,2.731,20.893,2,2
JY41-5,2526.375,2,183.28,255.012,2.735,21.529,2,2
JY41-5,2527.125,2,181.617,255.457,2.72,20.906,2,2
JY41-5,2527.25,2,179.41,254.761,2.716,20.503,2,2
JY41-5,2527.375,2,177.695,253.873,2.715,20.45,2,2
JY41-5,2528,2,178.108,250.025,2.723,20.761,2,2
JY41-5,2528.125,2,175.971,249.991,2.719,20.25,2,2
JY41-5,2528.25,2,175.205,250.204,2.714,20.031,2,2
JY41-5,2528.875,2,182.537,249.494,2.716,19.519,2,2
JY41-5,2529,2,178.026,248.254,2.714,20.092,2,2
JY41-5,2529.125,2,172.929,246.999,2.718,20.226,2,2
JY41-5,2529.75,2,179.54,247.462,2.726,21.053,2,2
JY41-5,2529.875,2,180.642,248.073,2.725,21.299,2,2
JY41-5,2530,2,180.674,248.408,2.723,20.965,2,2
JY41-5,2530.625,2,178.624,249.629,2.731,19.956,2,2
JY41-5,2530.75,2,177.418,250.406,2.728,19.219,2,2
JY41-5,2530.875,2,177.107,251.216,2.727,18.727,2,2
JY41-5,2531.375,2,184.077,252.736,2.717,21.149,2,2
JY41-5,2531.5,2,184.536,252.677,2.715,21.433,2,2
JY41-5,2531.625,2,185.313,252.583,2.718,21.622,2,2
JY41-5,2532.375,2,181.358,253.602,2.726,20.768,2,2
JY41-5,2532.5,2,178.836,253.917,2.729,20.543,2,2
JY41-5,2532.625,2,177.019,254.249,2.732,19.989,2,2
JY41-5,2533.25,2,176.368,255.209,2.748,22.22,2,2
JY41-5,2533.375,2,178.819,255.004,2.746,21.306,2,2
JY41-5,2533.5,2,180.659,254.698,2.742,20.152,2,2
JY41-5,2534,2,187.24,253.679,2.742,20.76,2,2
JY41-5,2534.125,2,186.378,253.541,2.733,20.938,2,2
JY41-5,2534.25,2,183.233,253.293,2.724,20.942,2,2
JY41-5,2534.875,2,177.201,251.546,2.725,20.646,2,2
JY41-5,2535,2,174.544,252.181,2.721,21.156,2,2
JY41-5,2535.125,2,173.179,253.212,2.714,21.792,2,2
JY41-5,2535.875,2,182.827,255.4,2.699,20.677,2,2
JY41-5,2536,2,181.282,254.563,2.699,21.085,2,2
JY41-5,2536.125,2,181.363,253.808,2.696,21.292,2,2
JY41-5,2536.875,2,190.692,257.522,2.693,21.78,2,2
JY41-5,2537,2,193.229,258.335,2.695,21.826,2,2
JY41-5,2537.125,2,194.289,258.538,2.695,21.375,2,2
JY41-5,2537.875,2,188.411,253.603,2.716,20.225,2,2
JY41-5,2538,2,187.172,253.741,2.717,20.075,2,2
JY41-5,2538.125,2,187.972,254.11,2.715,20.001,2,2
JY41-5,2538.875,2,186.225,259.364,2.715,21.006,2,2
JY41-5,2539,2,189.167,259.999,2.706,19.994,2,2
JY41-5,2539.125,2,190.624,260.012,2.696,19.177,2,2
JY41-5,2540,2,186.347,258.339,2.706,19.871,2,2
JY41-5,2540.125,2,185.876,258.724,2.702,20.362,2,2
JY41-5,2540.25,2,182.737,259.065,2.699,20.521,2,2
JY41-5,2541.5,2,198.955,259.219,2.71,19.314,2,2
JY41-5,2541.625,2,195.759,259.344,2.709,19.352,2,2
JY41-5,2541.75,2,193.833,259.454,2.709,19.167,2,2
JY41-5,2542.625,2,213.597,257.861,2.691,19.044,2,2
JY41-5,2542.75,2,213.005,257.608,2.684,19.249,2,2
JY41-5,2542.875,2,211.356,257.574,2.675,19.219,2,2
JY41-5,2543.375,2,208.361,259.004,2.651,18.332,2,2
JY41-5,2543.5,2,207.693,259.275,2.645,18.468,2,2
JY41-5,2543.625,2,204.293,259.335,2.643,18.153,2,2
JY41-5,2544.375,2,193.576,255.294,2.67,19.687,2,2
JY41-5,2544.5,2,190.745,255.548,2.675,19.836,2,2
JY41-5,2544.625,2,187.679,256.479,2.679,20.117,2,2
JY41-5,2545.25,2,181.529,261.384,2.661,19.736,2,2
JY41-5,2545.375,2,183.592,261.623,2.664,18.919,2,2
JY41-5,2545.5,2,185.671,261.727,2.666,18.444,2,2
JY41-5,2546,2,186.347,258.892,2.645,19.365,2,2
JY41-5,2546.125,2,188.056,257.383,2.64,18.556,2,2
JY41-5,2546.25,2,189.358,255.968,2.64,17.899,2,2
JY41-5,2547,2,189.517,252.368,2.656,17.17,2,2
JY41-5,2547.125,2,185.922,251.095,2.661,16.751,2,2
JY41-5,2547.25,2,182.934,249.675,2.664,16.401,2,2
JY41-5,2548,2,187.422,254.492,2.673,15.31,2,2
JY41-5,2548.125,2,191.494,258.258,2.672,16.066,2,2
JY41-5,2548.25,2,196.788,262.074,2.67,17.319,2,2
JY41-5,2548.875,2,209.681,268.286,2.661,19.501,2,2
JY41-5,2549,2,226.167,272.177,2.628,19.771,2,2
JY41-5,2549.125,2,227.265,272.069,2.622,18.995,2,2
JY41-5,2550,2,224.231,271.349,2.617,18.242,2,2
JY41-5,2550.125,2,211.656,260.947,2.586,15.403,2,2
JY41-5,2550.25,2,209.697,258.875,2.594,15.68,2,2
JY41-5,2551,2,203.426,255.842,2.614,15.717,2,2
JY41-5,2551.125,2,196.786,251.406,2.612,15.599,2,2
JY41-5,2551.25,2,202.558,255.024,2.598,16.662,2,2
JY41-5,2552.125,2,205.121,258.064,2.595,17.033,2,2
JY41-5,2552.25,2,236.308,262.619,2.651,17.923,2,2
JY41-5,2552.375,2,238.167,263.646,2.653,18.859,2,2
JY41-5,2553.25,2,233.436,264.675,2.649,19.509,2,2
JY41-5,2553.375,2,189.345,266.035,2.69,18.002,2,2
JY41-5,2553.5,2,194.573,267.743,2.686,17.587,2,2
JY41-5,2554,2,202.383,269.929,2.681,18.043,2,2
JY41-5,2554.125,2,201.701,274.962,2.66,20.837,2,2
JY41-5,2554.25,2,199.152,275.312,2.656,19.748,2,2
JY41-5,2554.5,2,200.275,275.912,2.654,19.044,2,2
JY41-5,2554.625,2,210.141,277.714,2.651,19.031,2,2
JY41-5,2554.75,2,214.849,278.49,2.649,19.108,2,2
JY41-5,2556,2,215.899,278.956,2.648,19.125,2,2
JY41-5,2556.125,2,203.313,275.996,2.65,20.228,2,2
JY41-5,2556.25,2,207.325,276.358,2.65,20.386,2,2
JY41-5,2556.875,2,208.796,277.032,2.649,20.826,2,2
JY41-5,2557,2,206.54,275.696,2.669,20.76,2,2
JY41-5,2557.125,2,211.89,275.105,2.669,19.957,2,2
JY41-5,2557.25,2,216.394,274.662,2.667,19.728,2,2
JY41-5,2557.375,2,219.059,273.804,2.663,19.939,2,2
JY41-5,2557.5,2,221.301,272.217,2.658,20.236,2,2
JY41-5,2557.625,2,222.288,269.969,2.659,20.257,2,2
JY41-5,2557.75,2,219.019,267.53,2.669,19.855,2,2
JY41-5,2557.875,2,212.127,265.33,2.686,18.928,2,2
JY41-5,2558,2,206.949,263.805,2.696,18.054,2,2
JY41-5,2558.125,2,204.513,262.725,2.695,17.971,2,2
JY41-5,2558.25,2,200.94,261.501,2.691,18.928,2,2
JY41-5,2558.375,2,193.492,259.639,2.696,19.958,2,2
JY41-5,2558.5,2,185.071,257.583,2.707,20.078,2,2
JY41-5,2558.625,2,182.01,256.205,2.718,19.262,2,2
JY41-5,2558.75,2,185.571,256.586,2.719,18.637,2,2
JY41-5,2558.875,2,194.44,258.898,2.71,18.927,2,2
JY41-5,2559,2,204.926,262.689,2.691,20.236,2,2
JY41-5,2559.125,2,213.233,266.65,2.67,21.723,2,2
JY41-5,2559.25,2,216.993,269.823,2.652,22.391,2,2
JY41-5,2560,2,217.087,271.58,2.641,21.995,2,2
JY41-5,2560.125,2,201.586,269.349,2.663,18.766,2,2
JY41-5,2560.25,2,203.269,268.205,2.666,18.426,2,2
JY41-5,2561,2,203.825,266.862,2.669,18.35,2,2
JY41-5,2561.125,2,199.503,263.025,2.675,19.828,2,2
JY41-5,2561.25,2,201.476,263.584,2.67,20.262,2,2
JY41-5,2562,2,202.295,264.03,2.671,20.991,2,2
JY41-5,2562.125,2,199.093,261.659,2.681,18.572,2,2
JY41-5,2562.25,2,196.023,259.733,2.665,18.474,2,2
JY41-5,2563,2,193.823,256.777,2.648,18.635,2,2
JY41-5,2563.125,2,204.875,234.661,2.65,15.364,2,2
JY41-5,2563.25,2,200.661,233.046,2.654,15.375,2,2
JY41-5,2563.75,2,192.464,231.648,2.66,14.778,2,2
JY41-5,2563.875,2,158.541,229.975,2.672,11.286,2,2
JY41-5,2564,2,155.52,230.674,2.678,11.867,2,2
JY41-5,2564.75,2,155.098,231.303,2.685,12.758,2,2
JY41-5,2564.875,2,159.902,234.444,2.679,14.472,2,2
JY41-5,2565,2,160.393,236.269,2.674,14.663,2,2
JY41-5,2566,2,160.523,238.058,2.671,14.808,2,2
JY41-5,2566.125,2,172.429,243.33,2.646,14.826,2,2
JY41-5,2566.25,2,174.058,242.662,2.641,14.629,2,2
JY41-5,2566.625,2,174.191,242.049,2.638,14.356,2,2
JY41-5,2566.75,2,171.805,242.13,2.63,14.084,2,2
JY41-5,2566.875,2,171.844,242.635,2.633,14.091,2,2
JY41-5,2567.625,2,172.628,243.134,2.633,13.938,2,2
JY41-5,2567.75,2,164.314,244.245,2.65,13.087,2,2
JY41-5,2567.875,2,164.189,244.276,2.647,13.345,2,2
JY41-5,2568.625,2,164.181,244.227,2.644,13.796,2,2
JY41-5,2568.75,2,181.129,245.416,2.628,14.075,2,2
JY41-5,2568.875,2,181.484,244.744,2.625,14.378,2,2
JY41-5,2570,2,179.584,243.47,2.618,14.357,2,2
JY41-5,2570.125,2,194.686,237.19,2.644,14.167,2,2
JY41-5,2570.25,2,185.233,236.344,2.652,13.469,2,2
JY41-5,2571.25,2,178.96,235.445,2.658,13.163,2,2
JY41-5,2571.375,2,164.553,231.103,2.691,12.755,2,2
JY41-5,2571.5,2,167.477,233.485,2.684,13.613,2,2
JY41-5,2572.125,2,171.507,235.824,2.676,14.173,2,2
JY41-5,2572.25,2,178.792,241.142,2.635,13.141,2,2
JY41-5,2572.375,2,180.409,241.286,2.633,13.671,2,2
JY41-5,2573,2,180.39,241.186,2.64,14.657,2,2
JY41-5,2573.125,2,179.445,238.496,2.636,14.667,2,2
JY41-5,2573.25,2,175.719,238.031,2.635,14.546,2,2
JY41-5,2574.125,2,171.511,237.796,2.637,14.311,2,2
JY41-5,2574.25,2,169.824,239.641,2.644,14.017,2,2
JY41-5,2574.375,2,165.928,239.22,2.642,13.837,2,2
JY41-5,2575.75,2,162.779,238.511,2.64,13.419,2,2
JY41-5,2575.875,2,178.003,235.485,2.65,14.568,2,2
JY41-5,2576,2,174.519,235.679,2.648,13.892,2,2
JY41-5,2576.375,2,169.647,235.154,2.653,13.01,2,2
JY41-5,2576.5,2,166.337,233.593,2.664,12.864,2,2
JY41-5,2576.625,2,166.2,234.225,2.66,13.618,2,2
JY41-5,2577.375,2,166.478,235.434,2.656,14.198,2,2
JY41-5,2577.5,2,173.285,240.015,2.626,14.647,2,2
JY41-5,2577.625,2,172.173,239.874,2.622,14.198,2,2
JY41-5,2578.375,2,170.322,239.725,2.623,13.515,2,2
JY41-5,2578.5,2,176.621,242.061,2.624,14.213,2,2
JY41-5,2578.625,2,175.189,242.531,2.617,14.668,2,2
JY41-5,2579.375,2,172.771,242.4,2.62,14.918,2,2
JY41-5,2579.5,2,172.552,243.682,2.634,13.955,2,2
JY41-5,2579.625,2,182.054,245.784,2.632,14.52,2,2
JY41-5,2580.125,2,188.941,247.3,2.637,15.495,2,2
JY41-5,2580.25,2,173.683,247.552,2.64,13.407,2,2
JY41-5,2580.375,2,170.007,248.977,2.646,12.505,2,2
JY41-5,2581,2,171.452,251.371,2.65,12.908,2,2
JY41-5,2581.125,2,188.632,258.277,2.633,16.837,2,2
JY41-5,2581.25,2,185.84,258.119,2.631,16.286,2,2
JY41-5,2582.125,2,182.989,258.343,2.628,15.8,2,2
JY41-5,2582.25,2,188.116,261.861,2.618,16.97,2,2
JY41-5,2582.375,2,183.574,260.598,2.616,17.293,2,2
JY41-5,2583,2,177.455,259.094,2.616,17.547,2,2
JY41-5,2583.125,2,174.52,258.302,2.601,15.547,2,2
JY41-5,2583.25,2,176.783,260.133,2.602,15.593,2,2
JY41-5,2584,2,181.318,262.086,2.604,15.973,2,2
JY41-5,2584.125,2,173.995,259.973,2.638,15.657,2,2
JY41-5,2584.25,2,169.614,258.43,2.639,14.918,2,2
JY41-5,2584.875,2,168.014,257.437,2.633,14.566,2,2
JY41-5,2585,2,183.465,259.502,2.607,14.485,2,2
JY41-5,2585.125,2,181.611,259.835,2.605,14.416,2,2
JY41-5,2585.875,2,178.709,260.021,2.602,14.531,2,2
JY41-5,2586,2,175.467,257.939,2.587,14.508,2,2
JY41-5,2586.125,2,175.689,257.554,2.585,14.687,2,2
JY41-5,2586.875,2,177.12,257.844,2.581,15.13,2,2
JY41-5,2587,2,172.485,255.594,2.608,14.183,2,2
JY41-5,2587.125,2,175.887,254.226,2.612,13.704,2,2
JY41-5,2587.5,2,178.931,253.753,2.607,13.39,2,2
JY41-5,2587.625,2,174.865,255.242,2.579,14.177,2,2
JY41-5,2587.75,2,177.89,255.735,2.579,14.128,2,2
JY41-5,2588.25,2,182.521,255.841,2.581,13.792,2,2
JY41-5,2588.375,2,182.611,256.147,2.573,13.862,2,2
JY41-5,2588.5,2,182.077,256.884,2.574,13.879,2,2
JY41-5,2589.25,2,184.195,257.827,2.573,13.822,2,2
JY41-5,2589.375,2,180.289,260.049,2.6,13.902,2,2
JY41-5,2589.5,2,187.911,260.764,2.595,14.151,2,2
JY41-5,2590,2,196.425,261.303,2.587,14.499,2,2
JY41-5,2590.125,2,199.122,263.684,2.577,14.329,2,2
JY41-5,2590.25,2,203.248,265.595,2.584,14.715,2,2
JY41-5,2590.75,2,207.846,267.631,2.6,15.637,2,2
JY41-5,2590.875,2,206.391,265.292,2.613,15.703,2,2
JY41-5,2591,2,206.396,263.224,2.602,14.308,2,2
JY41-5,2591.5,2,208.832,261.939,2.598,13.403,2,2
JY41-5,2591.625,2,224.591,264.146,2.609,16.589,2,2
JY41-5,2591.75,2,221.792,263.805,2.61,17.291,2,2
JY41-5,2592.125,2,219.453,262.434,2.611,17.278,2,2
JY41-5,2592.25,2,206.544,253.336,2.638,14.84,2,2
JY41-5,2592.375,2,198.637,250.072,2.648,14.104,2,2
JY41-5,2592.875,2,192.166,247.448,2.651,13.425,2,2
JY41-5,2593,2,197.125,244.679,2.624,12.86,2,2
JY41-5,2593.125,2,196.612,244.407,2.625,13.017,2,2
JY41-5,2594,2,193.395,243.562,2.629,13.177,2,2
JY41-5,2594.125,2,204.756,239.814,2.612,11.95,2,2
JY41-5,2594.25,2,205.576,240.681,2.614,11.914,2,2
JY41-5,2594.875,2,202.104,241.135,2.622,12.022,2,2
JY41-5,2595,2,199.093,237.712,2.612,12.037,2,2
JY41-5,2595.125,2,198.877,236.745,2.609,12.298,2,2
JY41-5,2595.25,2,198.393,235.695,2.607,12.262,2,2
JY41-5,2595.375,2,198.058,234.842,2.608,12.049,2,2
JY41-5,2595.5,2,195.853,234.401,2.616,11.934,2,2
JY41-5,2595.625,2,192.33,234.634,2.627,11.98,2,2
JY41-5,2595.75,2,189.898,235.71,2.634,12.032,2,2
JY41-5,2595.875,2,189.222,237.568,2.628,11.958,2,2
JY41-5,2596,2,188.601,239.631,2.616,11.853,2,2
JY41-5,2596.125,2,186.891,241.517,2.606,11.848,2,2
JY41-5,2596.25,2,185.888,242.971,2.609,12.032,2,2
JY41-5,2596.375,2,187.297,243.876,2.618,12.613,2,2
JY41-5,2596.5,2,190.715,244.091,2.626,13.668,2,2
JY41-5,2596.625,2,192.871,243.622,2.622,14.51,2,2
JY41-5,2596.875,2,191.861,242.734,2.611,14.338,2,2
JY41-5,2597,2,182.962,240.586,2.588,11.922,2,2
JY41-5,2597.125,2,178.033,239.958,2.586,11.279,2,2
JY41-5,2597.5,2,174.576,239.94,2.589,11.376,2,2
JY41-5,2597.625,2,176.678,241.866,2.592,12.736,2,2
JY41-5,2597.75,2,177.352,242.261,2.591,12.671,2,2
JY41-5,2598,2,177.064,242.365,2.589,12.319,2,2
JY41-5,2598.125,2,179.621,242.955,2.588,11.172,2,2
JY41-5,2598.25,2,186.635,243.763,2.594,10.958,2,2
JY41-5,2599,2,197.623,244.817,2.61,11.384,2,2
JY41-5,2599.125,2,189.561,243.856,2.621,12.205,2,2
JY41-5,2599.25,2,190.65,242.753,2.623,12.21,2,2
JY41-5,2600.125,2,192.043,241.893,2.627,12.212,2,2
JY41-5,2600.25,2,215.668,244.925,2.561,12.203,2,2
JY41-5,2600.375,2,218.968,245.006,2.562,12.161,2,2
JY41-5,2601.25,2,221.128,245.276,2.561,12.064,2,2
JY41-5,2601.375,2,208.536,244.58,2.554,11.922,2,2
JY41-5,2601.5,2,204.895,244.382,2.559,12.068,2,2
JY41-5,2602.125,2,201.955,244.504,2.565,12.413,2,2
JY41-5,2602.25,2,215.49,246.738,2.572,12.485,2,2
JY41-5,2602.375,2,215.713,246.327,2.558,12.197,2,2
JY41-5,2602.875,2,212.872,245.661,2.549,12.014,2,2
JY41-5,2603,2,199.345,245.908,2.55,12.757,2,2
JY41-5,2603.125,2,202.089,246.521,2.544,12.515,2,2
JY41-5,2603.375,2,206.246,246.97,2.542,12.184,2,2
JY41-5,2603.5,2,211.898,247.156,2.55,11.929,2,2
JY41-5,2603.625,2,211.615,246.821,2.555,11.982,2,2
JY41-5,2604.625,2,209.679,245.937,2.559,12.18,2,2
JY41-5,2604.75,2,207.178,242.944,2.557,10.787,2,2
JY41-5,2604.875,2,215.454,243.753,2.556,11.443,2,2
JY41-5,2605.625,2,221.195,243.723,2.564,11.9,2,2
JY41-5,2605.75,2,214.896,241.951,2.571,12.882,2,2
JY41-5,2605.875,2,212.919,242.216,2.573,12.488,2,2
JY41-5,2606.625,2,215.747,242.794,2.575,11.969,2,2
JY41-5,2606.75,2,230.913,249.027,2.549,12.636,2,2
JY41-5,2606.875,2,227.116,249.364,2.549,12.626,2,2
JY41-5,2607.625,2,224.172,249.535,2.545,12.515,2,2
JY41-5,2607.75,2,223.06,251.188,2.525,12.793,2,2
JY41-5,2607.875,2,222.867,251.252,2.527,12.782,2,2
JY41-5,2608.625,2,222.311,250.928,2.53,12.505,2,2
JY41-5,2608.75,2,203.647,244.484,2.532,10.085,2,2
JY41-5,2608.875,2,199.438,244.347,2.543,10.029,2,2
JY41-5,2609.5,2,198.176,244.24,2.554,10.111,2,2
JY41-5,2609.625,2,175.398,241.019,2.573,9.939,2,2
JY41-5,2609.75,2,182.158,241.498,2.562,9.948,2,2
JY41-5,2610.5,2,188.019,242.216,2.546,10.328,2,2
JY41-5,2610.625,2,205.167,248.024,2.527,9.634,2,2
JY41-5,2610.75,2,215.214,249.208,2.535,10.445,2,2
JY41-5,2611.5,2,224.492,249.54,2.534,11.313,2,2
JY41-5,2611.625,2,247.499,246.207,2.501,10.774,2,2
JY41-5,2611.75,2,247.18,246.25,2.494,10.932,2,2
JY41-5,2612.5,2,245.463,246.578,2.498,11.065,2,2
JY41-5,2612.625,2,231.26,252.164,2.494,11.267,2,2
JY41-5,2612.75,2,236.597,252.315,2.485,11.371,2,2
JY41-5,2613.5,2,242.518,252.026,2.479,11.466,2,2
JY41-5,2613.625,2,240.104,247.168,2.491,9.919,2,2
JY41-5,2613.75,2,235.295,246.424,2.485,9.894,2,2
JY41-5,2614.625,2,232.853,246.094,2.478,9.808,2,2
JY41-5,2614.75,2,342.241,265.573,2.489,12.722,2,2
JY41-5,2614.875,2,383.445,267.251,2.459,13.419,2,2
JY41-5,2615,2,418.372,266.23,2.432,13.646,2,2
JY41-5,2615.125,2,439.984,261.819,2.421,13.551,2,2
JY41-5,2615.25,2,435.24,254.145,2.431,13.059,2,2
JY41-5,2615.375,2,395.534,244.298,2.466,11.85,2,2
JY41-5,2615.5,2,326.75,234.854,2.518,9.94,2,2
JY41-5,2615.625,2,256.282,228.106,2.576,8.13,2,2
JY41-5,2615.75,2,213.388,226.21,2.613,7.306,2,2
JY41-5,2615.875,2,203.697,228.734,2.61,7.849,2,2
JY41-5,2616,2,210.302,234.457,2.569,9.559,2,2
JY41-5,2616.125,2,214.836,241.067,2.518,11.485,2,2
JY41-5,2616.25,2,213.092,246.825,2.481,12.634,2,2
JY41-5,2616.375,2,207.351,250.569,2.465,12.501,2,2
JY41-5,2616.5,2,198.681,252.206,2.465,11.476,2,2
JY41-5,2616.625,2,188.415,252.166,2.472,10.204,2,2
JY41-5,2616.75,2,182.427,250.89,2.48,9.304,2,2
JY41-5,2616.875,2,184.242,249.099,2.488,9.029,2,2
JY41-5,2617.625,2,190.967,247.141,2.496,9.515,2,2
JY41-5,2617.75,2,199.499,247.019,2.465,8.646,2,2
JY41-5,2617.875,2,202.452,248.231,2.462,9.069,2,2
JY41-5,2618.5,2,201.064,248.967,2.465,9.755,2,2
JY41-5,2618.625,2,174.656,247.25,2.458,9.24,2,2
JY41-5,2618.75,2,168.856,246.184,2.465,9.695,2,2
JY41-5,2619.625,2,162.439,244.483,2.469,10.233,2,2
JY41-5,2619.75,2,142.771,247.148,2.526,12.827,2,2
JY41-5,2619.875,2,138.054,249.61,2.53,14.202,2,2
JY41-5,2620.5,2,134.219,251.71,2.532,14.315,2,2
JY41-5,2620.625,2,158.97,269.262,2.527,15.911,2,2
JY41-5,2620.75,2,168.608,273.406,2.535,16.95,2,2
JY56-z1,2850.5,1,181.624,219.336,2.733,18.596,1,1
JY56-z1,2850.625,1,175.532,214.466,2.731,17.52,1,1
JY56-z1,2850.75,1,167.215,208.01,2.728,15.923,1,1
JY56-z1,2850.875,1,156.31,203.385,2.724,13.959,1,1
JY56-z1,2851,1,142.783,198.718,2.719,12.011,1,1
JY56-z1,2851.125,1,129.831,193.254,2.715,10.32,1,1
JY56-z1,2851.25,1,121.653,195.31,2.71,9.064,1,1
JY56-z1,2851.375,1,117.821,201.337,2.707,8.318,1,1
JY56-z1,2851.5,1,117.349,207.898,2.704,8.196,1,1
JY56-z1,2851.625,1,120.561,212.349,2.703,8.712,1,1
JY56-z1,2851.75,1,128.202,218.369,2.701,9.75,1,1
JY56-z1,2851.875,1,138.768,223.733,2.699,11.119,1,1
JY56-z1,2852,1,148.658,227.805,2.698,12.36,1,1
JY56-z1,2855.5,1,123.936,221.486,2.693,10.65,1,1
JY56-z1,2855.625,1,138.077,227.815,2.702,12.138,1,1
JY56-z1,2855.75,1,157.527,231.036,2.712,13.92,1,1
JY56-z1,2855.875,1,173.599,233.573,2.718,15.053,1,1
JY56-z1,2856,1,179.531,235.512,2.718,15.016,1,1
JY56-z1,2857.125,1,143.246,230.967,2.643,9.648,1,1
JY56-z1,2857.25,1,115.554,223.34,2.634,7.268,1,1
JY56-z1,2857.375,1,97.285,211.666,2.633,5.576,1,1
JY56-z1,2857.5,1,88.442,198.533,2.631,4.67,1,1
JY56-z1,2857.625,1,85.757,193.633,2.625,4.498,1,1
JY56-z1,2857.75,1,89.945,197.679,2.618,5.15,1,1
JY56-z1,2857.875,1,102.954,203.097,2.608,6.589,1,1
JY56-z1,2858,1,122.538,208.713,2.591,8.419,1,1
JY56-z1,2858.125,1,138.085,212.239,2.571,9.659,1,1
JY56-z1,2858.25,1,139.593,212.103,2.567,9.006,1,1
JY56-z1,2858.375,1,125.024,208.472,2.588,6.895,1,1
JY56-z1,2858.5,1,102.122,201.853,2.621,4.737,1,1
JY56-z1,2858.625,1,80.944,193.841,2.65,3.321,1,1
JY56-z1,2858.75,1,66.77,187.124,2.663,2.659,1,1
JY56-z1,2858.875,1,60.311,181.812,2.659,2.568,1,1
JY56-z1,2859,1,59.364,178.297,2.645,2.705,1,1
JY56-z1,2859.125,1,61.256,177.375,2.631,2.925,1,1
JY56-z1,2859.25,1,63.627,178.562,2.619,3.173,1,1
JY56-z1,2859.375,1,65.753,179.888,2.609,3.405,1,1
JY56-z1,2859.5,1,67.127,181.135,2.6,3.543,1,1
JY56-z1,2859.625,1,67.825,183.455,2.594,3.6,1,1
JY56-z1,2859.75,1,68.768,185.42,2.593,3.693,1,1
JY56-z1,2859.875,1,71.49,185.05,2.595,3.894,1,1
JY56-z1,2860,1,74.991,184.353,2.598,4.105,1,1
JY56-z1,2860.125,1,76.854,183.379,2.6,4.226,1,1
JY56-z1,2860.25,1,75.214,182.324,2.599,4.249,1,1
JY56-z1,2860.375,1,71.643,182.024,2.598,4.245,1,1
