Well Name,Depth,Facies,GR,AC,DEN,CNL,LLS,LLD,K
JY11-4,2251,1,153.283,208.917,2.637,7.845,36.85,33.82,3.647
JY11-4,2252.25,1,112.105,220.857,2.681,14.774,79.479,79.705,3.082
JY11-4,2252.375,1,99.377,206.779,2.676,9.741,107.584,105.885,2.617
JY11-4,2252.5,1,98.209,192.924,2.666,6.413,123.158,119.664,2.439
JY11-4,2252.625,1,102.866,187.758,2.655,5.178,125.878,121.821,2.349
JY11-4,2252.75,1,103.858,188.059,2.65,5.889,128.512,125.379,2.262
JY11-4,2252.875,1,96.011,186.762,2.65,7.578,148.829,146.424,2.114
JY11-4,2253.5,1,91.981,184.692,2.644,5.037,164.723,155.965,1.846
JY11-4,2253.625,1,97.823,188.307,2.641,6.261,133.042,126.241,1.946
JY11-4,2253.75,1,101.556,190.935,2.641,7.869,113.819,108.741,1.98
JY11-4,2253.875,1,103.668,193.752,2.643,9.147,106.326,102.019,2.024
JY11-4,2254,1,103.168,194.265,2.647,9.968,103.094,98.776,1.996
JY11-4,2254.125,1,100.926,192.839,2.65,10.166,97.537,93.282,1.883
JY11-4,2254.25,1,99.986,194.152,2.649,9.628,92.361,88.525,1.765
JY11-4,2255,1,79.855,186.602,2.631,6.601,571.954,549.602,1.172
JY11-4,2255.125,1,79.181,182.998,2.621,4.782,675.917,637.093,1.188
JY11-4,2255.25,1,80.43,181.274,2.614,3.858,606.046,559.45,1.209
JY11-4,2255.375,1,85.225,182.225,2.611,3.68,408.841,368.926,1.267
JY11-4,2255.5,1,96.691,191.798,2.613,4.138,202.776,179.536,1.449
JY11-4,2255.625,1,115.082,208.854,2.619,5.539,87.763,78.103,1.742
JY11-4,2255.75,1,131.424,224.409,2.629,8.43,50.664,47.203,1.971
JY11-4,2256.125,1,105.093,217.858,2.653,18.462,162.653,164.935,1.507
JY11-4,2256.25,1,87.226,201.19,2.637,12.043,345.046,344.347,1.184
JY11-4,2256.375,1,77.1,187.589,2.613,6.545,554.175,544.039,1.021
JY11-4,2256.5,1,73.577,182.959,2.595,3.626,679.104,656.112,0.977
JY11-4,2256.625,1,75.087,183.193,2.59,2.78,632.424,601.458,1.009
JY11-4,2256.75,1,81.11,185.263,2.596,2.96,469.431,439.137,1.234
JY11-4,2256.875,1,91.729,188.139,2.605,3.865,283.422,260.793,1.703
JY11-4,2257,1,107.123,192.85,2.611,5.45,148.261,134.656,2.301
JY11-4,2257.125,1,124.002,202.108,2.614,7.823,72.351,65.811,2.916
JY11-4,2257.25,1,137.271,213.685,2.617,11.445,43.555,40.66,3.404
JY11-4,2257.375,1,142.172,220.088,2.62,16.535,35.054,33.706,3.582
JY11-4,2257.5,1,139.292,220.458,2.622,21.474,35.206,34.58,3.45
JY11-4,2257.625,1,132.202,219.655,2.622,22.118,42.007,41.791,3.211
JY11-4,2257.75,1,123.149,214.159,2.625,17.654,54.888,54.795,2.937
JY11-4,2257.875,1,112.639,204.316,2.63,12.366,75.74,75.646,2.51
JY11-4,2258,1,101.948,199.191,2.634,8.784,113.562,112.96,2.031
JY11-4,2258.125,1,94.431,196.903,2.635,6.484,166.444,164.104,1.763
JY11-4,2258.25,1,90.457,191.98,2.632,4.964,219.516,214.404,1.71
JY11-4,2258.375,1,88.139,188.737,2.631,4.158,253.164,245.919,1.695
JY11-4,2258.5,1,85.953,189.158,2.633,4.072,269.949,262.221,1.653
JY11-4,2258.625,1,84.202,188.997,2.638,4.561,288.069,281.156,1.563
JY11-4,2258.75,1,82.544,187.12,2.644,5.112,323.127,316.557,1.424
JY11-4,2258.875,1,80.163,185.324,2.65,5.225,366.696,359.343,1.293
JY11-4,2259,1,78.11,183.991,2.655,4.87,399.012,390.234,1.209
JY11-4,2259.125,1,78.157,184.253,2.658,4.574,407.95,397.838,1.155
JY11-4,2259.25,1,80.097,184.64,2.657,4.675,387.717,376.381,1.119
