Well Name,Depth,GR,AC,DEN,CNL,LLS
JY1,2350.5,178.932,269.829,2.635,20.426,16.048
JY1,2350.625,163.952,264.68,2.649,19.741,16.745
JY1,2350.75,151.202,259.291,2.67,19.411,17.206
JY1,2350.875,145.69,255.863,2.686,19.286,18.203
JY1,2351,149.458,255.863,2.689,19.219,20.099
JY1,2351.125,159.692,259.504,2.681,19.409,21.897
JY1,2351.25,171.346,265.88,2.668,20.121,21.289
JY1,2351.375,181.199,272.991,2.66,21.143,17.246
JY1,2351.5,188.002,278.623,2.66,21.787,11.525
JY1,2351.625,191.693,281.893,2.664,21.816,7.035
JY1,2351.75,193.416,283.431,2.666,21.526,5.109
JY1,2351.875,195.702,284.028,2.658,21.142,5.416
JY1,2352,200.074,284.068,2.641,20.856,7.611
JY1,2352.125,204.518,283.641,2.624,20.884,11.227
JY1,2352.25,205.83,282.611,2.616,21.239,15.626
JY1,2352.375,203.279,280.771,2.618,21.616,20.254
JY1,2352.5,198.474,277.878,2.624,21.573,24.699
JY1,2352.625,192.275,273.732,2.631,21.072,28.559
JY1,2352.75,183.399,268.255,2.636,20.424,31.803
JY1,2352.875,171.311,261.587,2.636,19.674,35.089
JY1,2353,158.304,254.315,2.639,18.583,39.243
JY1,2353.125,148.413,247.466,2.652,17.157,43.918
JY1,2353.25,143.777,242.215,2.67,15.835,47.778
JY1,2353.375,143.584,239.224,2.686,15.053,49.619
JY1,2353.5,145.663,238.348,2.69,14.865,49.615
JY1,2353.625,148.314,239.158,2.683,15.102,48.893
JY1,2353.75,150.738,241.06,2.667,15.521,48.721
JY1,2353.875,152.155,243.592,2.65,15.93,49.836
JY1,2354,152.327,246.374,2.636,16.235,52.064
JY1,2354.125,151.918,248.936,2.627,16.417,54.392
JY1,2354.25,151.229,250.7,2.625,16.491,55.943
JY1,2354.375,149.754,251.136,2.627,16.451,56.767
JY1,2354.5,147.365,250.018,2.629,16.335,57.469
JY1,2354.625,145.065,247.479,2.628,16.306,58.34
JY1,2354.75,143.667,244.478,2.623,16.377,59.175
JY1,2354.875,143.208,242.303,2.62,16.359,59.735
JY1,2355,143.342,241.818,2.624,16.107,59.921
JY1,2355.125,143.578,242.763,2.632,15.758,59.776
JY1,2355.25,143.105,244.337,2.638,15.569,59.497
JY1,2355.375,141.778,245.626,2.638,15.626,59.261
JY1,2355.5,140.544,245.836,2.636,15.895,59.039
JY1,2355.625,140.304,244.632,2.637,16.354,58.733
JY1,2355.75,140.137,242.49,2.641,16.772,58.468
JY1,2355.875,138.396,240.148,2.647,16.781,58.622
JY1,2356,135.603,237.908,2.653,16.246,59.468
JY1,2356.125,133.776,235.881,2.659,15.552,60.986
JY1,2356.25,133.906,234.376,2.663,15.17,62.773
JY1,2356.375,135.226,233.815,2.661,15.212,64.255
JY1,2356.5,136.855,234.202,2.655,15.472,64.822
JY1,2356.625,138.097,235.232,2.648,15.774,64.351
JY1,2356.75,138.369,236.583,2.645,16.038,63.188
JY1,2356.875,138.222,237.928,2.645,16.195,61.906
JY1,2357,139.551,239.007,2.643,16.185,60.923
JY1,2357.125,142.548,239.755,2.638,15.971,60.35
JY1,2357.25,145.066,240.28,2.633,15.633,60.124
JY1,2357.375,145.129,240.634,2.63,15.303,60.197
JY1,2357.5,143.361,240.677,2.63,15.026,60.645
JY1,2357.625,141.141,240.306,2.632,14.769,61.573
JY1,2357.75,138.563,239.535,2.636,14.5,63.048
JY1,2357.875,135.498,238.597,2.64,14.217,64.988
JY1,2358,133.341,237.741,2.645,13.968,66.906
JY1,2358.125,133.465,237.423,2.649,13.831,68.148
JY1,2358.25,135.794,238.059,2.652,13.917,68.193
JY1,2358.375,138.744,239.299,2.654,14.297,66.907
JY1,2358.5,141.021,240.411,2.654,14.848,63.841
JY1,2358.625,142.538,241.211,2.652,15.254,58.339
JY1,2358.75,143.86,241.588,2.652,15.259,51.135
JY1,2358.875,144.692,241.352,2.655,14.962,44.456
JY1,2359,143.925,240.716,2.657,14.718,40.502
JY1,2359.125,141.42,240.099,2.654,14.664,40.172
JY1,2359.25,138.661,239.647,2.648,14.573,43.819
JY1,2359.375,137.31,239.158,2.643,14.342,50.415
JY1,2359.5,137.3,238.548,2.64,14.189,57.685
JY1,2359.625,137.904,238.112,2.64,14.332,62.837
JY1,2359.75,138.667,238.085,2.641,14.692,65.146
JY1,2359.875,138.664,238.315,2.64,14.939,65.613
JY1,2360,137.747,238.522,2.634,15.02,65.321
JY1,2360.125,137.386,238.712,2.626,15.125,64.752
JY1,2360.25,138.579,238.771,2.618,15.299,64.199
JY1,2360.375,140.339,238.531,2.615,15.389,64.078
JY1,2360.5,140.692,237.797,2.619,15.34,64.549
JY1,2360.625,139.277,236.452,2.627,15.378,65.398
JY1,2360.75,137.551,235.087,2.639,15.53,66.209
JY1,2360.875,136.836,234.638,2.649,15.535,66.698
JY1,2361,137.61,235.183,2.655,15.336,66.638
JY1,2361.125,139.577,236.422,2.652,15.113,66.03
JY1,2361.25,141.532,238.076,2.641,14.979,65.077
JY1,2361.375,142.443,239.292,2.628,14.965,64.016
JY1,2361.5,141.958,239.565,2.618,15.099,62.994
JY1,2361.625,140.208,239.092,2.615,15.333,62.227
JY1,2361.75,137.653,238.072,2.616,15.43,62.048
JY1,2361.875,135.498,236.937,2.618,15.292,62.464
JY1,2362,134.886,236.544,2.622,15.058,63.096
JY1,2362.125,136.342,236.947,2.627,14.89,63.343
JY1,2362.25,139.321,237.912,2.63,14.889,62.801
JY1,2362.375,143.076,239.43,2.63,15.062,61.289
JY1,2362.5,146.809,241.132,2.628,15.273,59.26
JY1,2362.625,149.057,242.221,2.626,15.323,57.492
JY1,2362.75,148.882,242.294,2.626,15.192,56.721
JY1,2362.875,147.084,241.726,2.625,15.044,56.82
JY1,2363,145.984,241.428,2.623,15.047,57.226
JY1,2363.125,146.784,241.72,2.619,15.188,57.456
JY1,2363.25,148.477,242.313,2.616,15.36,57.617
JY1,2363.375,149.273,242.467,2.622,15.414,58.243
JY1,2363.5,148.634,241.244,2.633,15.276,59.872
JY1,2363.625,147.823,238.469,2.644,14.869,62.54
JY1,2363.75,148.592,235.622,2.65,14.28,65.731
JY1,2363.875,151.377,233.854,2.65,13.766,68.181
JY1,2364,154.398,233.461,2.641,13.535,68.869
JY1,2364.125,156.216,234.74,2.624,13.52,67.6
JY1,2364.25,156.664,237.18,2.607,13.534,65.605
JY1,2364.375,156.751,239.007,2.601,13.559,64.032
JY1,2364.5,156.743,239.716,2.606,13.733,63.278
JY1,2364.625,156.364,239.873,2.616,14.025,63.003
JY1,2364.75,156.165,239.725,2.622,14.329,62.859
JY1,2364.875,156.101,239.624,2.622,14.546,62.666
JY1,2365,155.235,239.706,2.62,14.542,62.547
JY1,2365.125,152.887,239.676,2.617,14.255,62.939
JY1,2365.25,148.925,239.338,2.619,13.852,64.243
JY1,2365.375,144.682,238.135,2.626,13.635,66.239
JY1,2365.5,141.71,236.235,2.637,13.754,68.143
JY1,2365.625,141.334,234.661,2.644,14.043,69.016
JY1,2365.75,143.695,234.015,2.642,14.344,68.389
JY1,2365.875,147.501,234.874,2.634,14.666,66.233
JY1,2366,150.997,237.534,2.626,14.991,63.369
JY1,2366.125,153.23,241.713,2.622,15.166,60.742
JY1,2366.25,153.99,246.741,2.618,15.081,59.281
JY1,2366.375,153.768,250.733,2.614,14.852,59.087
JY1,2366.5,153.363,251.642,2.61,14.778,59.586
JY1,2366.625,152.927,250.618,2.606,14.878,59.368
JY1,2366.75,152.334,248.165,2.605,14.924,57.423
JY1,2366.875,151.699,244.472,2.609,14.696,53.46
JY1,2367,151.661,241.27,2.617,14.261,48.139
JY1,2367.125,152.52,239.689,2.625,13.833,42.586
JY1,2367.25,153.682,239.145,2.626,13.536,38.434
JY1,2367.375,153.994,238.896,2.621,13.386,36.828
JY1,2367.5,153.38,237.925,2.614,13.482,37.622
JY1,2367.625,153.41,237.459,2.61,13.795,38.796
JY1,2367.75,157.005,239.414,2.604,14.239,37.565
JY1,2367.875,164.218,243.573,2.598,14.684,32.591
JY1,2368,173.31,248.411,2.596,14.983,25.197
JY1,2368.125,181.435,252.35,2.601,15.118,18.394
JY1,2368.25,188.806,252.714,2.611,15.131,14.282
JY1,2368.375,196.949,250.254,2.617,15.091,12.993
JY1,2368.5,204.078,247.522,2.617,15.208,13.752
JY1,2368.625,206.251,245.282,2.612,15.649,16.221
JY1,2368.75,199.543,243.563,2.608,16.293,19.933
JY1,2368.875,186.123,243.93,2.607,16.727,24.467
JY1,2369,171.748,245.393,2.612,16.628,29.437
JY1,2369.125,161.778,245.4,2.623,16.111,34.227
JY1,2369.25,157.538,243.901,2.631,15.43,38.202
JY1,2369.375,157.556,243.425,2.635,14.805,40.973
JY1,2369.5,158.865,243.294,2.635,14.454,42.775
JY1,2369.625,159.36,241.798,2.635,14.528,43.457
JY1,2369.75,158.639,240.057,2.635,14.868,41.96
JY1,2369.875,157.634,239.41,2.634,15.328,37.932
JY1,2370,157.27,241.05,2.635,15.868,32.43
JY1,2370.125,157.803,243.389,2.638,16.478,27.895
JY1,2370.25,158.708,243.629,2.641,17.012,25.76
JY1,2370.375,159.21,243.045,2.642,17.123,26.89
JY1,2370.5,158.624,241.762,2.646,16.738,30.998
JY1,2370.625,156.587,237.239,2.651,16.141,37.098
JY1,2370.75,153.507,232.952,2.655,15.687,43.18
JY1,2370.875,151.321,232.103,2.651,15.46,47.744
JY1,2371,151.764,233.136,2.64,15.337,50.79
JY1,2371.125,154.489,234.976,2.626,15.17,52.952
JY1,2371.25,156.379,237.528,2.613,14.98,54.133
JY1,2371.375,156.115,239.289,2.606,14.785,53.085
JY1,2371.5,154.924,240.014,2.604,14.63,47.918
JY1,2371.625,155.103,239.906,2.609,14.68,38.397
JY1,2371.75,156.882,239.322,2.618,14.997,26.591
JY1,2371.875,159.642,239.433,2.627,15.423,16.788
JY1,2372,162.721,240.404,2.63,15.714,11.234
JY1,2372.125,165.408,240.667,2.628,15.806,10.492
JY1,2372.25,166.385,240.214,2.629,15.84,13.593
JY1,2372.375,165.596,240.112,2.637,15.965,20.082
JY1,2372.5,163.513,239.581,2.643,16.127,28.131
JY1,2372.625,161.189,238.272,2.643,16.122,35.056
JY1,2372.75,158.368,237.708,2.639,15.711,40.215
JY1,2372.875,154.729,237.452,2.636,15.2,45.245
JY1,2373,150.943,236.563,2.632,15.031,50.857
JY1,2373.125,147.889,235.793,2.626,15.245,55.921
JY1,2373.25,146.198,235.045,2.62,15.399,59.322
JY1,2373.375,146.002,233.526,2.62,15.324,61.438
JY1,2373.5,147.011,232.611,2.628,15.342,63.188
JY1,2373.625,148.648,232.857,2.639,15.568,65.381
JY1,2373.75,149.41,232.103,2.65,15.587,68.299
JY1,2373.875,148.908,229.938,2.661,15.124,71.202
JY1,2374,148.131,228.377,2.669,14.517,71.67
JY1,2374.125,148.988,228.078,2.668,14.34,67.208
JY1,2374.25,151.485,228.111,2.657,14.577,57.499
JY1,2374.375,154.892,230.453,2.639,14.924,46.316
JY1,2374.5,159.051,236.324,2.624,15.011,37.438
JY1,2374.625,163.005,240.873,2.615,14.926,32.797
JY1,2374.75,163.811,241.316,2.616,14.925,31.863
JY1,2374.875,159.884,240.116,2.625,15.076,34.283
JY1,2375,153.385,237.816,2.633,15.207,38.683
JY1,2375.125,149.201,234.074,2.636,15.162,42.957
JY1,2375.25,147.989,231.824,2.633,14.997,43.762
JY1,2375.375,148.919,232.168,2.632,14.904,39.69
JY1,2375.5,151.989,233.287,2.635,15.039,32.11
JY1,2375.625,157.334,234.618,2.639,15.341,24.785
JY1,2375.75,162.664,237.052,2.64,15.657,20.6
JY1,2375.875,163.921,240.191,2.637,15.822,20.671
JY1,2376,160.271,242.799,2.631,15.901,25.571
JY1,2376.125,155.851,244.334,2.625,15.94,34.253
JY1,2376.25,154.384,244.383,2.625,15.952,43.869
JY1,2376.375,156.159,243.681,2.63,15.928,50.167
JY1,2376.5,157.536,243.005,2.639,15.727,52.409
JY1,2376.625,156.116,241.687,2.644,15.302,52.28
JY1,2376.75,152.667,239.886,2.642,14.823,52.286
JY1,2376.875,150.105,239.069,2.634,14.499,53.331
JY1,2377,150.037,239.046,2.626,14.395,55.623
JY1,2377.125,152.745,239.069,2.621,14.403,58.111
JY1,2377.25,156.022,240.06,2.619,14.463,59.606
JY1,2377.375,157.578,242.271,2.618,14.541,59.666
JY1,2377.5,156.158,243.389,2.62,14.539,59.309
JY1,2377.625,152.721,241.008,2.629,14.417,58.813
JY1,2377.75,149.047,237.915,2.642,14.366,57.138
JY1,2377.875,147.677,236.629,2.653,14.652,53.628
JY1,2378,150.002,237.36,2.655,15.342,48.704
JY1,2378.125,156.116,240.696,2.644,16.113,44.022
JY1,2378.25,162.566,246.423,2.627,16.548,40.712
JY1,2378.375,166.232,251.665,2.615,16.579,39.169
JY1,2378.5,166.688,255.85,2.61,16.464,38.468
JY1,2378.625,166.212,259.189,2.611,16.496,37.13
JY1,2378.75,165.919,261.049,2.614,16.736,33.734
JY1,2378.875,166.151,262.203,2.617,16.992,29.131
JY1,2379,166.711,263.578,2.616,17.083,25.132
JY1,2379.125,166.995,264.106,2.611,17.011,23.578
JY1,2379.25,165.944,263.259,2.604,16.731,24.649
JY1,2379.375,163.809,261.741,2.597,16.307,27.558
JY1,2379.5,161.753,260.36,2.592,15.883,29.75
JY1,2379.625,160.73,259.169,2.589,15.629,28.977
JY1,2379.75,160.802,258.234,2.591,15.673,24.956
JY1,2379.875,162.091,258.205,2.595,15.95,20.663
JY1,2380,164.183,259.438,2.596,16.346,18.675
JY1,2380.125,165.988,261.15,2.591,16.554,20.667
JY1,2380.25,166.16,262.83,2.586,16.439,26.499
JY1,2380.375,164.573,264.142,2.582,16.145,35.165
JY1,2380.5,162.002,264.476,2.581,15.966,43.609
JY1,2380.625,160.061,263.807,2.582,16.021,49.132
JY1,2380.75,159.24,263.135,2.587,16.312,51.315
JY1,2380.875,158.5,262.958,2.593,16.696,52.028
JY1,2381,156.02,262.495,2.604,16.959,53.008
JY1,2381.125,152.066,260.471,2.614,16.95,54.665
JY1,2381.25,148.649,257.362,2.621,16.732,56.032
JY1,2381.375,147.637,254.8,2.626,16.262,55.711
JY1,2381.5,149.197,253.574,2.63,15.63,53.025
JY1,2381.625,152.418,253.675,2.628,15.208,49.415
JY1,2381.75,155.404,255.617,2.615,15.404,46.587
JY1,2381.875,157.776,258.52,2.595,16.049,45.942
JY1,2382,160.422,260.839,2.574,16.651,47.397
JY1,2382.125,163.538,261.921,2.559,16.87,49.833
JY1,2382.25,165.422,262.62,2.551,16.84,51.075
JY1,2382.375,164.725,263.535,2.549,16.682,50.274
JY1,2382.5,162.929,264.335,2.551,16.326,48.533
JY1,2382.625,161.122,264.316,2.551,15.766,48.055
JY1,2382.75,159.393,263.532,2.549,15.113,49.484
JY1,2382.875,157.891,262.384,2.552,14.639,51.721
JY1,2383,157.379,261.311,2.561,14.51,52.751
JY1,2383.125,157.775,261.255,2.573,14.728,51.719
JY1,2383.25,158.544,262.285,2.579,15.126,49.247
JY1,2383.375,159.325,263.236,2.576,15.653,47.464
JY1,2383.5,159.567,262.623,2.571,16.269,47.811
JY1,2383.625,158.851,260.616,2.568,16.664,50.226
JY1,2383.75,157.976,258.576,2.568,16.466,52.786
JY1,2383.875,158.202,257.405,2.562,15.71,54.046
JY1,2384,159.231,257.136,2.554,14.977,53.893
JY1,2384.125,159.36,258.398,2.547,14.7,53.506
JY1,2384.25,158.172,260.544,2.547,14.923,54.046
JY1,2384.375,157.112,261.691,2.55,15.237,55.972
JY1,2384.5,158.441,261.465,2.552,15.221,58.567
JY1,2384.625,162.385,261.081,2.549,14.778,60.378
JY1,2384.75,167.153,261.108,2.543,14.209,60.673
JY1,2384.875,170.484,261.337,2.535,13.874,60.294
JY1,2385,171.894,261.213,2.528,13.888,60.382
JY1,2385.125,172.635,260.675,2.526,14.092,60.601
JY1,2385.25,173.839,260.032,2.531,14.199,60.012
JY1,2385.375,175.284,259.605,2.543,14.076,58.41
JY1,2385.5,176.081,259.563,2.555,13.848,56.569
JY1,2385.625,176.166,260.081,2.565,13.745,55.091
JY1,2385.75,176.081,261.318,2.576,13.847,54.358
JY1,2385.875,176.119,263.079,2.593,14.16,54.627
JY1,2386,176.09,264.394,2.607,14.597,55.731
JY1,2386.125,176.377,265.014,2.609,14.963,56.683
JY1,2386.25,177.285,265.5,2.591,15.07,56.908
JY1,2386.375,178.393,265.89,2.565,14.949,56.667
JY1,2386.5,178.762,266.06,2.543,14.767,56.517
JY1,2386.625,178.068,266.526,2.531,14.66,56.451
JY1,2386.75,177.421,267.261,2.523,14.586,56.334
JY1,2386.875,178.268,267.71,2.515,14.57,56.235
JY1,2387,180.12,267.723,2.511,14.712,56.192
JY1,2387.125,181.013,267.195,2.512,14.968,55.913
JY1,2387.25,179.6,266.001,2.517,15.147,54.602
JY1,2387.375,177.374,264.932,2.519,15.018,51.002
JY1,2387.5,176.818,264.935,2.517,14.637,44.595
JY1,2387.625,178.305,265.5,2.515,14.366,36.79
JY1,2387.75,179.643,264.634,2.52,14.421,29.981
JY1,2387.875,179.773,261.416,2.534,14.622,25.54
JY1,2388,181.385,257.139,2.554,14.684,23.021
JY1,2388.125,187.319,253.232,2.569,14.435,21.744
JY1,2388.25,195.833,250.195,2.572,13.982,21.343
JY1,2388.375,200.484,250.444,2.565,13.577,21.449
JY1,2388.5,198.151,255.102,2.555,13.503,21.491
JY1,2388.625,191.229,260.881,2.546,13.912,21.422
JY1,2388.75,184.637,264.345,2.541,14.598,21.324
JY1,2388.875,180.491,265.467,2.536,15.1,21.011
JY1,2389,178.262,263.899,2.534,15.164,20.759
JY1,2389.125,177.347,259.907,2.532,14.843,21.657
JY1,2389.25,179.185,255.669,2.53,14.368,24.735
