Well Name,Depth,GR,AC,DEN,CNL
JY53-1HF,2833.75,101.94,189.548,2.533,21.274
JY53-1HF,2833.875,101.008,189.571,2.528,21.315
JY53-1HF,2834,99.861,189.617,2.524,21.573
JY53-1HF,2834.125,98.935,189.697,2.52,21.666
JY53-1HF,2834.25,97.814,189.816,2.514,21.071
JY53-1HF,2834.375,96.802,189.982,2.508,20.206
JY53-1HF,2834.5,96.822,190.176,2.503,19.614
JY53-1HF,2834.625,98.355,190.374,2.501,19.383
JY53-1HF,2834.75,99.848,190.542,2.502,19.455
JY53-1HF,2834.875,100.081,190.652,2.503,19.736
JY53-1HF,2835,99.601,190.68,2.505,20.047
JY53-1HF,2835.125,99.493,190.62,2.508,19.991
JY53-1HF,2835.25,99.819,190.488,2.512,19.301
JY53-1HF,2835.375,100.429,190.305,2.518,18.46
JY53-1HF,2835.5,101.302,190.102,2.525,18.266
JY53-1HF,2835.625,102.41,189.906,2.531,19.01
JY53-1HF,2835.75,102.964,189.744,2.536,20.266
JY53-1HF,2835.875,102.402,189.639,2.54,21.047
JY53-1HF,2836,101.004,189.618,2.542,20.805
JY53-1HF,2836.125,98.956,189.733,2.547,19.931
JY53-1HF,2836.25,97.039,190.004,2.556,19.492
JY53-1HF,2836.375,96.366,190.45,2.572,19.943
JY53-1HF,2836.5,96.743,191.053,2.586,21.199
JY53-1HF,2836.625,96.646,191.725,2.596,22.587
JY53-1HF,2836.75,94.639,192.354,2.597,23.222
JY53-1HF,2836.875,92.469,192.801,2.586,22.4
JY53-1HF,2837,92.141,192.986,2.567,20.837
JY53-1HF,2837.125,94.353,192.844,2.547,19.643
JY53-1HF,2837.25,97.565,192.441,2.529,19.683
JY53-1HF,2837.375,100.172,191.875,2.514,20.586
JY53-1HF,2837.5,101.588,191.266,2.5,21.477
JY53-1HF,2837.625,102.171,190.727,2.49,21.616
JY53-1HF,2837.75,102.248,190.315,2.482,21.442
JY53-1HF,2837.875,101.952,190.06,2.479,21.652
JY53-1HF,2838,101.613,189.924,2.48,22.365
JY53-1HF,2838.125,101.666,189.878,2.485,22.849
JY53-1HF,2838.25,101.62,189.882,2.492,22.718
JY53-1HF,2838.375,101.582,189.903,2.501,22.458
JY53-1HF,2838.5,102.216,189.921,2.51,22.358
JY53-1HF,2838.625,103.02,189.923,2.52,22.176
JY53-1HF,2838.75,102.888,189.905,2.528,21.73
JY53-1HF,2838.875,102.211,189.869,2.532,21.133
JY53-1HF,2839,102.654,189.831,2.531,20.503
JY53-1HF,2839.125,104.437,189.801,2.529,19.956
JY53-1HF,2839.25,105.915,189.795,2.527,19.691
JY53-1HF,2839.375,106.569,189.813,2.527,20.1
JY53-1HF,2839.5,106.636,189.854,2.528,21.039
JY53-1HF,2839.625,106.099,189.911,2.529,21.948
JY53-1HF,2839.75,105.127,189.973,2.528,22.278
JY53-1HF,2839.875,104.212,190.035,2.525,22.247
JY53-1HF,2840,103.531,190.09,2.518,22.427
JY53-1HF,2840.125,103.685,190.134,2.511,22.977
JY53-1HF,2840.25,105.917,190.16,2.505,23.448
JY53-1HF,2840.375,109.325,190.167,2.502,23.349
JY53-1HF,2840.5,111.05,190.156,2.502,22.51
JY53-1HF,2840.625,109.171,190.127,2.506,21.111
JY53-1HF,2840.75,105.756,190.086,2.511,19.818
JY53-1HF,2840.875,103.37,190.033,2.517,19.446
JY53-1HF,2841,102.224,189.965,2.522,20.257
JY53-1HF,2841.125,101.415,189.879,2.526,21.549
JY53-1HF,2841.25,100.486,189.775,2.532,22.138
JY53-1HF,2841.375,99.684,189.658,2.537,21.55
