Well Name,Depth,GR,AC,DEN,CNL,Facies
JY59-3HF,2777.951,69.688,338.16,1.862,57.513,2
JY59-3HF,2778.026,72.094,320.456,1.856,57.217,2
JY59-3HF,2778.1,73.957,320.105,1.857,54.858,2
JY59-3HF,2778.175,74.727,341.24,1.869,50.905,2
JY59-3HF,2778.249,74.116,352.356,1.894,46.783,2
JY59-3HF,2778.323,72.273,350.893,1.932,44.772,2
JY59-3HF,2778.398,70.402,335.435,1.972,43.926,2
JY59-3HF,2778.472,68.969,308.398,2.001,43.511,2
JY59-3HF,2778.546,67.823,277.924,2.014,43.014,2
JY59-3HF,2778.621,66.618,273.127,2.011,42.335,2
JY59-3HF,2778.695,64.941,284.46,1.989,43.308,2
JY59-3HF,2778.769,62.478,294.853,1.968,45.419,2
JY59-3HF,2778.844,59.939,297.744,1.944,47.25,2
JY59-3HF,2778.918,57.939,295.519,1.915,47.94,2
JY59-3HF,2778.992,56.597,298.48,1.882,47.329,2
JY59-3HF,2779.067,55.91,305.728,1.849,46.616,2
JY59-3HF,2779.141,55.823,312.626,1.826,47.126,2
JY59-3HF,2779.216,56.084,316.612,1.812,48.338,2
JY59-3HF,2779.29,56.547,316.402,1.803,49.313,2
JY59-3HF,2779.364,57.446,312.503,1.799,49.442,2
JY59-3HF,2779.438,58.613,321.719,1.798,48.778,2
JY59-3HF,2779.513,59.646,342.723,1.8,47.138,2
JY59-3HF,2779.587,59.994,359.953,1.805,46.185,2
JY59-3HF,2779.662,59.782,370.876,1.819,46.326,2
JY59-3HF,2779.736,59.584,378.909,1.833,47.594,2
JY59-3HF,2779.81,59.779,383.956,1.84,49.478,2
JY59-3HF,2779.885,60.575,383.761,1.832,50.141,2
JY59-3HF,2779.959,61.959,381.045,1.819,49.84,2
JY59-3HF,2780.033,63.44,364.773,1.831,49.54,2
JY59-3HF,2780.108,64.789,337.469,1.854,48.967,2
JY59-3HF,2780.182,65.867,318.321,1.879,47.949,2
JY59-3HF,2780.256,66.464,317.025,1.907,46.597,2
JY59-3HF,2780.331,66.372,319.258,1.941,44.913,2
JY59-3HF,2780.405,65.395,322.892,1.981,43.314,2
JY59-3HF,2780.479,63.214,323.126,2.016,42.18,2
JY59-3HF,2780.554,60.643,313.194,2.035,42.439,2
