Well Name,Depth,GR,AC,DEN,CNL,LLS,K,Facies
JY37-4,3138.704,184.88,211.557,2.641,13.592,35.985,2.85,3
JY37-4,3139.079,180.149,212.482,2.611,14.739,39.285,3.028,3
JY37-4,3139.204,182.718,212.96,2.556,15.019,39.762,3.263,3
JY37-4,3139.329,186.393,213.754,2.524,15.137,39.628,3.512,3
JY37-4,3139.454,189.095,214.816,2.537,15.167,39.104,3.653,3
JY37-4,3139.579,190.301,215.974,2.575,15.142,38.593,3.694,3
JY37-4,3139.704,190.703,216.996,2.605,14.957,38.88,3.688,3
JY37-4,3139.829,190.656,217.584,2.617,14.547,40.3,3.667,3
JY37-4,3139.954,190.442,217.428,2.621,14.085,41.765,3.642,3
JY37-4,3140.079,190.631,216.56,2.626,13.716,41.075,3.623,3
JY37-4,3140.204,191.064,215.256,2.63,13.487,37.454,3.614,3
JY37-4,3140.329,190.92,213.803,2.632,13.465,32.408,3.615,3
JY37-4,3140.454,189.992,212.59,2.632,13.67,28.357,3.612,3
JY37-4,3140.579,188.566,211.948,2.635,14.017,26.272,3.586,3
JY37-4,3140.704,186.895,212.11,2.64,14.229,25.883,3.509,3
JY37-4,3140.954,186.264,214.015,2.641,14.441,24.289,3.211,3
JY37-4,3141.079,188.664,215.581,2.64,14.845,22.057,3.058,3
JY37-4,3141.204,191.528,217.286,2.643,15.379,21.182,2.965,3
JY37-4,3141.329,193.441,218.918,2.649,15.758,23.526,2.951,3
JY37-4,3141.704,194.383,223.056,2.642,15.852,36.31,3.211,3
JY37-4,3141.829,194.8,223.812,2.633,15.878,37.275,3.334,3
JY37-4,3141.954,195.552,224.266,2.625,15.932,38.101,3.431,3
JY37-4,3142.079,195.47,224.307,2.62,15.949,38.555,3.51,3
JY37-4,3142.204,193.857,224.017,2.617,15.839,38.212,3.587,3
JY37-4,3142.329,191.653,223.697,2.617,15.562,37.263,3.649,3
JY37-4,3142.454,191.037,223.649,2.621,15.256,36.202,3.686,3
JY37-4,3142.579,191.43,223.703,2.628,15.146,35.385,3.699,3
JY37-4,3142.704,190.439,223.608,2.635,15.276,34.916,3.678,3
JY37-4,3142.829,187.171,223.031,2.638,15.407,34.746,3.606,3
JY37-4,3143.079,182.419,220.002,2.649,15.338,34.912,3.408,3
JY37-4,3143.329,179.212,217.795,2.678,15.868,35.999,3.157,6
JY37-4,3143.454,177.215,218.194,2.683,16.253,37.234,3.049,6
JY37-4,3143.579,176.512,219.228,2.675,16.549,38.879,3.006,6
JY37-4,3143.829,180.212,221.238,2.645,16.987,41.033,3.121,3
JY37-4,3143.954,183.657,221.614,2.638,17.214,39.015,3.23,3
JY37-4,3144.704,184.963,223.283,2.634,16.746,35.914,3.283,3
JY37-4,3144.829,186.347,221.797,2.636,16.532,36.578,3.302,3
JY37-4,3144.954,186.709,220.053,2.639,16.393,36.611,3.315,3
JY37-4,3145.204,184.996,218.631,2.65,16.621,33.863,3.3,3
JY37-4,3145.329,185.23,219.753,2.651,16.895,33.298,3.259,3
JY37-4,3145.704,187.727,224.323,2.645,17.019,37.749,3.098,3
JY37-4,3145.829,186.621,224.185,2.637,16.813,37.701,3.08,3
JY37-4,3145.954,187.238,222.618,2.626,16.844,37.382,3.064,3
JY37-4,3146.079,189.938,220.405,2.616,16.973,37.307,3.055,3
JY37-4,3146.204,192.98,218.281,2.613,16.804,37.573,3.047,3
JY37-4,3146.329,194.045,217.03,2.618,16.317,37.706,3.018,3
JY37-4,3146.454,193.099,217.116,2.627,15.808,36.974,2.965,3
JY37-4,3146.579,191.858,218.64,2.635,15.688,35.085,2.913,3
JY37-4,3146.704,191.827,220.83,2.639,16.053,33.096,2.899,3
JY37-4,3146.829,192.878,222.945,2.637,16.733,32.397,2.92,3
JY37-4,3146.954,193.418,224.367,2.634,17.281,33.98,2.958,3
JY37-4,3147.079,191.844,224.776,2.634,17.507,36.812,3.056,3
JY37-4,3147.204,188.309,224.201,2.635,17.507,38.844,3.223,3
JY37-4,3147.329,184.902,222.987,2.634,17.2,38.944,3.377,3
JY37-4,3147.454,183.918,221.388,2.629,16.367,38.404,3.453,3
JY37-4,3147.579,185.236,219.51,2.62,15.226,38.261,3.498,3
JY37-4,3147.704,187.049,217.718,2.609,14.323,38.348,3.542,3
JY37-4,3147.829,188.341,216.338,2.604,13.816,37.937,3.578,3
JY37-4,3147.954,188.972,215.691,2.606,13.586,37.003,3.596,3
JY37-4,3148.079,189.126,216.169,2.611,13.578,36.369,3.612,3
JY37-4,3148.204,189.122,217.704,2.615,13.77,36.359,3.63,3
JY37-4,3148.329,189.155,219.517,2.614,14.003,36.586,3.642,3
JY37-4,3148.454,189.072,220.511,2.612,14.112,36.724,3.641,3
JY37-4,3148.579,188.74,220.047,2.614,14.038,36.921,3.64,3
JY37-4,3148.704,188.46,217.703,2.624,13.781,37.149,3.648,3
JY37-4,3148.954,186.754,210.429,2.666,13.015,37.372,3.648,3
JY37-4,3149.579,173.976,214.363,2.682,14.304,39.106,3.066,6
JY37-4,3149.704,173.368,216.546,2.669,14.504,39.742,2.981,6
JY37-4,3149.829,172.504,218.34,2.661,14.776,40.134,2.921,3
JY37-4,3150.079,170.741,221.741,2.646,14.746,38.387,2.92,3
JY37-4,3150.204,170.495,223.115,2.637,14.393,37.013,2.974,3
JY37-4,3150.329,171.028,223.7,2.632,14.193,36.378,3.05,3
JY37-4,3150.454,172.654,223.129,2.631,14.268,36.444,3.155,3
JY37-4,3150.579,174.919,221.608,2.635,14.582,36.706,3.246,3
JY37-4,3150.704,176.843,219.686,2.638,15.085,37.219,3.276,3
JY37-4,3151.079,176.039,217.837,2.618,16.294,40.476,3.037,3
JY37-4,3151.204,176.754,219.217,2.609,16.308,39.907,2.908,3
JY37-4,3151.329,180.496,221.162,2.608,16.579,37.911,2.806,3
JY37-4,3151.454,187.191,223.271,2.619,17.425,35.461,2.811,3
JY37-4,3151.579,195.122,225.204,2.639,18.644,33.942,2.987,3
JY37-4,3151.704,202.373,226.59,2.658,19.435,34.045,3.259,3
JY37-4,3152.204,199.704,221.701,2.631,15.728,32.674,3.721,3
JY37-4,3152.454,195.599,218.312,2.615,14.767,32.537,3.875,3
JY37-4,3152.579,194.063,218.208,2.614,14.841,33.8,3.951,3
JY37-4,3154.454,195.314,220.671,2.662,14.318,30.885,3.168,3
JY37-4,3154.954,197.314,220.153,2.66,15.809,31.642,3.179,3
JY37-4,3155.079,198.058,222.341,2.655,16.677,33.923,3.237,3
JY37-4,3155.204,196.762,224.697,2.647,17.435,34.564,3.289,3
JY37-4,3155.329,195.572,227.006,2.638,18.017,34.049,3.332,3
JY37-4,3155.454,196.238,229.356,2.632,18.159,33.936,3.357,3
JY37-4,3155.579,197.99,231.59,2.63,17.774,35.365,3.364,3
JY37-4,3155.704,198.846,233.18,2.629,17.155,38.408,3.364,3
JY37-4,3155.829,197.805,233.461,2.628,16.641,41.789,3.367,3
JY37-4,3155.954,195.145,231.854,2.63,16.313,42.606,3.366,3
JY37-4,3156.079,191.427,228.093,2.637,15.983,38.68,3.345,3
JY37-4,3156.204,187.133,222.269,2.652,15.475,31.088,3.288,3
JY37-4,3157.204,180.713,222.197,2.677,18.441,27.378,3.045,6
JY37-4,3157.329,181.735,227.63,2.655,19.523,28.731,3.023,3
JY37-4,3157.579,183.069,232.896,2.636,20.089,30.205,3.012,3
JY37-4,3157.704,183.295,233.569,2.637,19.732,29.762,3.041,3
JY37-4,3157.954,180.864,235.084,2.639,18.613,29.566,3.165,3
JY37-4,3158.204,185.507,235.579,2.619,17.547,30.24,3.292,3
JY37-4,3158.329,188.6,233.803,2.615,16.94,30.01,3.342,3
JY37-4,3158.454,183.676,230.699,2.62,16.533,29.653,3.315,3
JY37-4,3158.579,173.843,226.932,2.627,16.453,29.548,3.201,3
JY37-4,3158.704,170.331,223.778,2.627,16.51,29.563,3.125,3
JY37-4,3158.954,184.287,222.472,2.611,16.427,28.842,3.204,3
JY37-4,3159.079,187.835,223.854,2.606,16.409,28.169,3.274,3
JY37-4,3159.204,188.531,225.714,2.609,16.651,27.596,3.35,3
JY37-4,3159.329,187.433,227.632,2.619,17.227,27.287,3.42,3
JY37-4,3159.454,185.01,229.227,2.632,18.074,27.306,3.465,3
JY37-4,3160.079,188.345,233.018,2.625,18.356,26.688,3.723,3
JY37-4,3160.204,190.193,232.16,2.605,16.986,26.569,3.758,3
JY37-4,3160.329,192.597,230.554,2.591,15.913,26.615,3.747,3
JY37-4,3160.454,194.646,228.501,2.583,15.445,26.612,3.68,3
JY37-4,3160.579,194.988,226.368,2.577,15.483,26.389,3.549,3
JY37-4,3160.704,193.247,224.64,2.57,15.582,25.933,3.363,3
JY37-4,3160.829,190.554,223.795,2.563,15.496,25.369,3.185,3
JY37-4,3160.954,188.691,224.068,2.561,15.388,24.681,3.072,3
JY37-4,3161.079,189.093,225.294,2.566,15.562,23.72,3.014,3
JY37-4,3161.204,190.677,227.011,2.577,16.102,22.669,3.001,3
JY37-4,3161.329,191.497,228.99,2.587,16.874,22.08,2.999,3
JY37-4,3161.454,190.091,230.886,2.597,17.623,22.486,2.986,3
JY37-4,3161.579,188.353,232.328,2.61,18.119,23.489,2.944,3
JY37-4,3161.704,189.145,233.07,2.623,18.208,24.203,2.865,3
JY37-4,3161.829,191.816,232.972,2.632,18.078,24.158,2.747,3
JY37-4,3161.954,192.44,232.135,2.635,17.91,23.719,2.657,3
JY37-4,3162.079,189.097,230.669,2.638,17.789,23.238,2.618,3
JY37-4,3162.204,184.713,228.979,2.642,17.79,22.706,2.608,3
JY37-4,3162.579,180.273,225.99,2.626,17.591,20.758,2.715,3
JY37-4,3162.829,184.217,224.34,2.61,16.385,20.547,3.006,3
JY37-4,3162.954,187.884,222.954,2.605,15.822,21.316,3.26,3
JY37-4,3163.079,190.77,221.388,2.6,15.436,22.773,3.501,3
JY37-4,3163.204,191.69,220.025,2.597,15.326,25.228,3.655,3
JY37-4,3163.329,190.879,219.2,2.599,15.415,29.694,3.732,3
JY37-4,3163.454,189.524,219.123,2.605,15.218,39.972,3.767,3
JY37-4,3163.579,189.209,219.889,2.608,15.124,71.381,3.757,3
JY37-4,3164.454,188.534,221.801,2.61,15.404,46.513,4.082,3
JY37-4,3165.204,195.391,227.137,2.625,16.482,10.944,3.621,3
JY37-4,3165.329,196.453,228.466,2.606,16.87,11.582,3.705,3
JY37-4,3165.454,197.875,229.063,2.598,17.283,10.675,3.825,3
JY37-4,3165.579,199.229,229.113,2.595,17.569,11.264,3.937,3
JY37-4,3167.079,196.802,228.233,2.592,18.092,24.192,3.886,3
JY37-4,3167.329,195.887,226.007,2.607,18.417,22.21,3.664,3
JY37-4,3167.454,194.874,226,2.598,18.532,22.388,3.52,3
JY37-4,3167.579,193.683,226.479,2.592,18.601,22.93,3.405,3
JY37-4,3167.704,191.9,226.788,2.588,18.753,23.237,3.34,3
JY37-4,3167.829,189.342,226.483,2.578,19.114,22.773,3.346,3
JY37-4,3167.954,186.512,225.463,2.56,19.649,21.665,3.441,3
JY37-4,3168.079,184.33,223.883,2.541,20.047,20.717,3.581,3
JY37-4,3168.204,183.225,222.3,2.529,19.948,20.56,3.694,3
JY37-4,3168.829,183.767,224.289,2.579,15.564,22.922,3.661,3
JY37-4,3168.954,182.883,224.822,2.596,15.454,23.176,3.587,3
JY37-4,3169.079,181.616,224.759,2.608,15.66,23.623,3.531,3
JY37-4,3169.204,180.62,224.36,2.614,15.922,24.26,3.49,3
JY37-4,3169.329,180.894,223.869,2.611,15.924,25.047,3.445,3
JY37-4,3169.454,182.356,223.134,2.602,15.519,25.865,3.385,3
JY37-4,3169.579,183.782,222.041,2.593,14.861,26.54,3.314,3
JY37-4,3169.704,184.646,220.668,2.588,14.199,26.96,3.243,3
JY37-4,3169.829,185.536,219.1,2.585,13.733,27.097,3.165,3
JY37-4,3169.954,186.681,217.53,2.585,13.552,27.041,3.093,3
JY37-4,3170.079,187.118,216.379,2.591,13.658,26.948,3.063,3
JY37-4,3170.204,186.406,216.03,2.605,13.924,26.956,3.09,3
JY37-4,3170.329,185.836,216.508,2.624,14.195,27.156,3.162,3
JY37-4,3170.454,186.232,217.578,2.639,14.449,27.534,3.24,3
JY37-4,3170.704,185.506,220.387,2.638,15.19,28.431,3.285,3
JY37-4,3170.829,183.606,221.585,2.626,15.454,28.684,3.251,3
JY37-4,3170.954,183.208,222.513,2.614,15.513,28.718,3.194,3
JY37-4,3171.079,185.079,223.332,2.607,15.551,28.793,3.109,3
JY37-4,3171.204,187.36,224.073,2.606,15.691,29.233,3.013,3
JY37-4,3171.329,187.553,224.676,2.612,15.782,29.958,2.967,3
JY37-4,3171.454,185.947,225.274,2.622,15.605,30.309,2.972,3
JY37-4,3171.579,184.32,225.921,2.629,15.167,29.663,2.983,3
JY37-4,3171.704,184.384,226.318,2.632,14.713,27.904,2.945,3
JY37-4,3171.829,185.734,225.991,2.629,14.398,25.99,2.854,3
JY37-4,3171.954,186.826,224.48,2.623,14.23,26.359,2.744,3
JY37-4,3172.079,187.139,222.149,2.62,14.189,32.996,2.651,3
JY37-4,3172.204,186.666,219.466,2.635,14.347,51.904,2.582,3
JY37-4,3172.329,184.781,217.024,2.675,14.808,48.556,2.564,6
JY37-4,3172.954,186.91,224.851,2.676,15.923,25.987,2.943,6
JY37-4,3173.079,186.046,226.292,2.645,16.725,29.003,2.998,3
JY37-4,3173.204,184.095,226.837,2.634,17.732,31.224,3.047,3
JY37-4,3173.329,183.585,226.904,2.632,18.332,32.952,3.113,3
JY37-4,3173.454,185.3,227.135,2.63,18.36,34.094,3.205,3
JY37-4,3173.579,187.655,227.561,2.629,17.869,34.424,3.315,3
JY37-4,3173.704,190.146,228.046,2.63,17.103,34.112,3.455,3
JY37-4,3173.829,193.098,228.44,2.632,16.352,33.755,3.652,3
JY37-4,3174.704,201.302,223.697,2.589,16.641,33.456,3.932,3
JY37-4,3174.829,198.285,225.609,2.603,16.893,32.775,3.697,3
JY37-4,3174.954,194.753,228.129,2.621,17.165,32.932,3.491,3
JY37-4,3175.079,191.4,230.634,2.635,17.588,33.589,3.392,3
JY37-4,3175.204,188.354,232.671,2.636,18.246,34.253,3.385,3
JY37-4,3175.329,186.355,234.196,2.629,18.988,34.708,3.44,3
JY37-4,3175.454,186.256,235.152,2.621,19.448,34.874,3.52,3
JY37-4,3175.579,187.481,235.37,2.604,19.267,34.748,3.594,3
JY37-4,3175.704,188.948,234.755,2.584,18.463,34.4,3.659,3
JY37-4,3175.829,190.442,233.396,2.573,17.563,34.009,3.728,3
JY37-4,3175.954,192.246,231.478,2.577,17.081,33.806,3.787,3
JY37-4,3176.329,189.927,225.767,2.606,17.809,34.894,3.69,3
JY37-4,3176.454,188.635,224.882,2.602,17.988,35.085,3.611,3
JY37-4,3176.579,188.723,224.658,2.593,18.136,34.977,3.554,3
JY37-4,3176.704,189.037,225.166,2.592,18.214,34.796,3.501,3
JY37-4,3176.829,188.744,226.276,2.6,18.136,34.721,3.445,3
JY37-4,3176.954,188.04,227.713,2.615,18.023,34.77,3.392,3
JY37-4,3177.079,186.666,228.92,2.632,18.132,34.901,3.342,3
JY37-4,3177.204,183.935,229.117,2.646,18.466,35.105,3.278,3
JY37-4,3177.329,179.79,227.724,2.656,18.649,35.373,3.201,3
JY37-4,3177.454,175.95,224.724,2.661,18.425,35.66,3.149,3
JY37-4,3177.704,174.491,217.137,2.672,17.27,36.034,3.139,6
JY37-4,3178.329,174.096,214.029,2.678,15.31,35.506,2.89,6
JY37-4,3178.454,174.538,213.358,2.657,15.278,35.855,2.833,3
JY37-4,3178.579,174.73,212.388,2.647,14.911,36.294,2.812,3
JY37-4,3178.829,172.406,211.903,2.653,14.36,36.479,2.867,3
JY37-4,3179.204,166.15,218.507,2.646,15.239,36.461,2.947,3
JY37-4,3179.329,166.146,220.621,2.634,15.579,36.79,2.932,3
JY37-4,3179.454,166.385,221.898,2.619,15.958,37.011,2.906,3
JY37-4,3180.579,173.265,222.392,2.661,15.375,35.154,2.915,3
JY37-4,3180.704,176.133,222.736,2.624,15.12,36.151,2.961,3
JY37-4,3180.829,179.323,222.962,2.594,14.731,36.564,3.012,3
JY37-4,3180.954,182.572,223.023,2.573,14.343,36.506,3.075,3
JY37-4,3181.079,185.665,222.929,2.56,14.043,36.273,3.157,3
JY37-4,3181.204,187.505,222.78,2.557,13.777,36.155,3.29,3
JY37-4,3181.329,187.071,222.687,2.559,13.557,36.381,3.497,3
JY37-4,3182.579,188.125,226.354,2.654,15.677,38.815,3.996,3
JY37-4,3182.829,191.749,226.482,2.653,16.03,38.874,3.878,3
JY37-4,3183.204,191.15,222.856,2.606,15.868,38.324,3.699,3
JY37-4,3183.329,191.845,223.122,2.595,15.534,38.433,3.646,3
JY37-4,3183.454,192.236,224.242,2.588,15.19,38.528,3.583,3
JY37-4,3183.579,191.051,225.644,2.583,15.06,38.416,3.514,3
JY37-4,3183.704,189.128,226.649,2.58,15.227,38.077,3.463,3
JY37-4,3183.829,188.138,226.88,2.583,15.498,37.805,3.447,3
JY37-4,3183.954,188.028,226.586,2.593,15.618,37.869,3.476,3
JY37-4,3184.079,187.859,226.374,2.608,15.579,38.201,3.549,3
JY37-4,3184.204,187.736,226.674,2.622,15.635,38.512,3.641,3
JY37-4,3184.329,188.266,227.558,2.633,15.91,38.552,3.718,3
JY37-4,3184.829,189.616,225.734,2.637,15.584,37.985,3.571,3
JY37-4,3184.954,188.469,222.764,2.624,15.483,38.028,3.411,3
JY37-4,3185.079,187.465,220.169,2.611,15.35,37.909,3.229,3
JY37-4,3185.204,188.149,218.753,2.598,15.079,37.662,3.065,3
JY37-4,3185.329,190.048,218.895,2.586,14.738,37.47,2.962,3
JY37-4,3185.454,190.93,220.065,2.578,14.4,37.54,2.944,3
JY37-4,3185.579,189.578,221.274,2.579,14.073,37.726,3.01,3
JY37-4,3185.704,187.319,221.892,2.593,13.78,37.523,3.117,3
JY37-4,3185.829,185.871,221.907,2.614,13.617,36.933,3.224,3
JY37-4,3185.954,185.413,221.596,2.634,13.658,36.58,3.313,3
JY37-4,3186.329,184.662,222.32,2.624,14.206,37.668,3.352,3
JY37-4,3186.454,186.051,222.932,2.609,14.004,37.888,3.249,3
JY37-4,3186.579,187.097,223.132,2.599,13.56,37.986,3.125,3
JY37-4,3186.704,185.755,222.756,2.592,13.16,38.14,2.999,3
JY37-4,3186.829,182.621,221.947,2.586,13.089,38.609,2.882,3
JY37-4,3186.954,181.385,221.098,2.578,13.402,39.404,2.81,3
JY37-4,3187.079,181.112,220.558,2.572,13.852,40.158,2.84,3
JY37-4,3187.204,176.819,220.394,2.571,14.136,40.816,2.934,3
JY37-4,3187.329,174.663,220.38,2.579,14.106,41.049,2.97,3
JY37-4,3187.704,175.346,220.302,2.608,13.618,47.666,3.252,3
JY37-4,3187.829,180.985,219.876,2.621,13.674,45.027,3.345,3
JY37-4,3187.954,183.721,219.588,2.631,13.958,40.38,3.417,3
JY37-4,3188.204,185.109,220.473,2.648,14.75,36.761,3.403,3
JY37-4,3188.329,184.367,221.731,2.649,15.15,39.043,3.34,3
JY37-4,3188.579,184.314,224.899,2.626,15.657,42.545,3.159,3
JY37-4,3188.704,186.019,226.168,2.611,15.703,41.195,3.087,3
JY37-4,3188.829,187.659,226.799,2.6,15.7,38.631,3.059,3
JY37-4,3188.954,188.396,226.867,2.593,15.676,36.041,3.073,3
JY37-4,3189.079,188.626,226.624,2.586,15.608,34.271,3.118,3
JY37-4,3189.204,189.065,226.289,2.582,15.537,34.172,3.18,3
JY37-4,3189.329,189.727,226.024,2.581,15.607,36.502,3.245,3
JY37-4,3189.454,189.992,225.943,2.582,15.887,41.069,3.297,3
JY37-4,3189.579,189.37,226.088,2.586,16.263,45.734,3.33,3
JY37-4,3189.704,188.318,226.405,2.596,16.591,48.041,3.339,3
JY37-4,3189.829,187.803,226.828,2.616,16.864,47.261,3.327,3
JY37-4,3190.079,186.337,227.781,2.669,17.192,41.708,3.238,3
JY37-4,3190.329,181.448,227.591,2.674,16.686,39.505,3,3
JY37-4,3190.579,184.318,224.999,2.628,15.832,38.962,2.735,3
JY37-4,3190.704,186.661,223.169,2.611,15.578,38.569,2.633,3
JY37-4,3190.829,187.406,221.402,2.606,15.577,38.671,2.589,3
JY37-4,3190.954,186.811,220.037,2.609,15.765,39.353,2.604,3
JY37-4,3191.079,185.763,219.362,2.616,15.972,40.215,2.672,3
JY37-4,3191.204,184.895,219.498,2.623,16.103,40.804,2.784,3
JY37-4,3191.329,184.588,220.337,2.628,16.147,41.035,2.917,3
JY37-4,3191.454,184.573,221.698,2.629,16.126,41.132,3.054,3
JY37-4,3191.579,183.802,223.38,2.627,16.133,41.261,3.188,3
JY37-4,3191.704,181.499,225.072,2.624,16.258,41.381,3.296,3
JY37-4,3191.829,178.351,226.459,2.622,16.447,41.41,3.343,3
JY37-4,3191.954,176.115,227.389,2.624,16.587,41.371,3.326,3
JY37-4,3192.079,175.865,227.765,2.628,16.519,41.285,3.266,3
JY37-4,3192.204,176.77,227.485,2.632,16.18,41.036,3.187,3
JY37-4,3192.329,177.023,226.567,2.633,15.858,40.608,3.118,3
JY37-4,3192.454,175.736,225.081,2.627,15.576,40.385,3.083,3
JY37-4,3192.579,173.354,223.185,2.613,14.789,40.808,3.08,3
JY37-4,3194.954,168.413,225.436,2.632,14.808,41.468,2.508,3
JY37-4,3195.079,167.528,225.744,2.635,14.995,41.437,2.318,3
JY37-4,3195.204,166.599,225.9,2.623,15.241,41.564,2.259,3
JY37-4,3198.329,171.83,221.663,2.599,13.504,42.079,3.178,3
JY37-4,3198.454,173.378,221.332,2.606,13.328,41.413,3.184,3
JY37-4,3198.579,174.838,221.028,2.613,13.238,41.657,3.16,3
JY37-4,3198.704,175.46,220.639,2.62,13.232,42.866,3.11,3
JY37-4,3198.829,174.955,220.255,2.623,13.331,43.948,3.042,3
JY37-4,3198.954,174.082,220.066,2.619,13.544,43.753,2.974,3
JY37-4,3199.079,173.794,220.252,2.609,13.776,42.536,2.923,3
JY37-4,3199.204,173.898,220.948,2.596,13.854,41.511,2.898,3
JY37-4,3199.579,172.514,224.522,2.598,13.178,42.338,3.013,3
JY37-4,3199.704,172.379,224.946,2.606,12.944,42.647,3.057,3
JY37-4,3199.829,171.943,224.554,2.605,12.667,42.53,3.082,3
JY37-4,3199.954,171.173,223.384,2.597,12.397,42.108,3.099,3
JY37-4,3200.079,171.277,221.733,2.589,12.312,41.646,3.123,3
JY37-4,3200.454,181.113,218.523,2.584,13.037,41.366,3.252,3
JY37-4,3200.579,183.288,218.718,2.587,12.884,41.595,3.268,3
JY37-4,3200.704,182.97,219.3,2.589,12.631,41.795,3.282,3
JY37-4,3200.954,177.759,220.552,2.597,12.647,42.279,3.371,3
JY37-4,3201.704,176.107,222.341,2.574,13.214,41.648,3.601,3
JY37-4,3201.829,179.142,221.943,2.583,13.103,40.992,3.545,3
JY37-4,3201.954,182.639,221.353,2.593,13.106,40.565,3.5,3
JY37-4,3202.079,185.863,220.627,2.597,13.16,40.619,3.49,3
JY37-4,3202.204,188.223,220.017,2.595,13.144,41.012,3.514,3
JY37-4,3202.329,189.817,219.842,2.589,13.064,41.309,3.554,3
JY37-4,3202.454,190.759,219.963,2.584,13.05,41.368,3.583,3
JY37-4,3202.579,190.864,220.5,2.58,13.192,41.295,3.609,3
JY37-4,3202.704,190.356,221.947,2.578,13.334,41.194,3.657,3
JY37-4,3202.829,188.324,223.024,2.576,13.386,41.334,3.645,3
JY37-4,3202.954,186.848,223.797,2.572,13.571,41.393,3.619,3
JY37-4,3203.079,186.152,224.285,2.569,13.841,41.078,3.584,3
JY37-4,3203.204,185.672,224.707,2.568,14.075,40.405,3.536,3
JY37-4,3203.329,185.647,225.221,2.568,14.123,39.827,3.483,3
JY37-4,3203.454,186.975,225.826,2.57,14.09,39.744,3.439,3
JY37-4,3203.579,189.043,226.384,2.572,14.122,40.109,3.408,3
JY37-4,3203.704,189.607,226.612,2.574,14.118,40.412,3.38,3
JY37-4,3203.829,186.906,226.295,2.575,14.027,40.294,3.312,3
JY37-4,3203.954,181.406,225.496,2.572,14.035,39.853,3.189,3
JY37-4,3204.079,176.1,224.627,2.565,14.224,39.467,3.096,3
JY37-4,3204.204,172.922,224.111,2.561,14.443,39.321,3.094,3
JY37-4,3204.329,171.329,224.165,2.562,14.523,39.377,3.168,3
JY37-4,3204.829,172.647,226.072,2.613,14.616,39.057,3.516,3
JY37-4,3204.954,173.219,225.587,2.625,15.041,38.68,3.528,3
JY37-4,3205.079,171.492,224.693,2.631,15.355,38.494,3.493,3
JY37-4,3205.204,168.416,223.625,2.629,15.384,38.653,3.425,3
JY37-4,3205.454,162.816,221.937,2.609,15.258,39.255,3.254,3
JY37-4,3205.829,160.954,222.272,2.628,15.276,38.47,2.855,3
JY37-4,3205.954,160.978,222.62,2.653,15.394,38.174,2.735,6
JY37-4,3206.579,154.138,222.097,2.642,15.569,37.909,3.059,6
JY37-4,3212.954,160.92,216.297,2.598,13.535,39.34,3.288,3
JY37-4,3213.454,164.372,216.736,2.588,13.971,37.128,3.257,3
JY37-4,3214.954,172.74,214.27,2.604,12.596,39.962,2.242,3
JY37-4,3215.079,172.082,214.904,2.613,12.808,42.14,2.231,3
JY37-4,3215.204,167.46,215.723,2.629,13.024,43.317,2.288,3
JY37-4,3215.329,171.795,216.739,2.645,13.238,42.852,2.398,3
JY37-4,3215.454,171.795,217.81,2.652,13.385,41.381,2.53,3
JY37-4,3215.579,171.795,218.664,2.652,13.423,40.354,2.724,3
JY37-4,3215.704,170.023,219.128,2.652,13.403,40.889,2.942,3
JY37-4,3215.954,165.889,218.507,2.676,13.311,44.916,2.991,6
JY37-4,3216.579,170.502,214.126,2.678,13.643,43.767,2.764,6
JY37-4,3216.704,170.022,213.889,2.677,13.693,46.668,2.698,6
JY37-3,3210.125,110.851,239.504,2.031,44.59,7.134,1.62,3
JY37-3,3210.25,112.564,242.845,2.05,44.755,3.915,1.708,3
JY37-3,3253.75,154.942,198.096,2.677,12.634,56.642,2.892,6
JY37-3,3346.375,192.205,226.043,2.656,19.58,22.835,4.218,3
JY37-3,3346.75,195.291,227.136,2.655,20.767,13.222,4.429,3
JY37-3,3346.875,194.337,227.004,2.656,21.042,13.138,4.542,3
JY37-3,3350.125,191.73,222.47,2.656,19.517,23.893,4.198,3
JY37-3,3353,199.42,227.72,2.656,19.832,11.35,4.454,3
JY37-3,3354.5,197.31,229.339,2.601,17.86,50.644,3.727,3
JY37-3,3355.625,175.357,229.2,2.607,16.925,17.508,3.464,3
JY37-3,3355.75,173.322,229.308,2.602,16.851,20.554,3.579,3
JY37-3,3355.875,171.151,228.261,2.604,16.874,19.596,3.66,3
JY37-3,3356,169.25,226.243,2.611,16.698,17.093,3.694,3
JY37-3,3357.5,172.422,231.02,2.588,16.511,23.94,3.216,3
JY37-3,3374,190.588,227.573,2.656,19.671,22.238,4.348,3
JY37-3,3378.25,180.174,224.053,2.639,17.751,29.048,3.331,3
JY37-3,3396.125,198.935,235.929,2.655,21.59,20.683,4.44,3
JY37-3,3398.5,189.97,238.382,2.657,24.614,18.389,4.102,3
JY37-3,3404.25,193.85,233.873,2.657,24.292,31.961,3.991,3
JY37-3,3407.625,200.456,235.207,2.657,21.926,21.216,3.885,3
JY37-3,3409.625,212.83,233.684,2.664,21.701,6.58,3.704,3
JY37-3,3415.75,196,229.91,2.657,20.956,17.066,4.249,3
JY37-3,3417.75,196.404,228.887,2.656,23.381,20.76,4.039,3
JY37-3,3419.375,179.44,229.098,2.594,20.729,21.485,3.569,3
JY37-3,3419.625,182.502,219.319,2.629,19.662,22.268,3.472,3
JY37-3,3426,168.732,225.285,2.607,17.843,17.281,3.56,3
