GR,SP,AC,DEN,CNL,K,—“–‘£®œ‡£©
198.448,177.246,270.63,2.587,16.378,2.905,
206.855,177.308,268.563,2.594,15.977,2.901,
216.506,177.272,266.748,2.601,14.845,2.915,
224.332,177.171,265.706,2.608,13.827,2.93,
223.997,177.04,265.143,2.612,13.46,2.915,
214.735,176.868,265.197,2.609,13.66,2.829,
200.566,176.608,264.243,2.6,13.874,2.69,
188.12,176.225,260.206,2.591,13.695,2.58,
181.873,175.694,255.288,2.586,13.153,2.528,
184.478,175.057,253.087,2.585,12.73,2.525,
194.863,174.392,254.481,2.585,12.851,2.617,
206.525,173.804,258.125,2.59,13.628,2.834,
214.337,173.366,262.476,2.597,14.786,3.084,
216.226,173.096,265.748,2.603,15.861,3.271,
213.697,172.983,267.951,2.605,16.442,3.405,
209.332,172.939,269.917,2.604,16.559,3.495,
206.087,172.897,271.189,2.603,16.521,3.502,
205.397,172.79,271.861,2.601,16.539,3.416,
207.143,172.599,272.663,2.598,16.576,3.29,
208.752,172.327,272.479,2.596,16.564,3.194,
208.29,172.008,270.634,2.599,16.544,3.157,
205.605,171.685,268.352,2.604,16.576,3.179,
202.99,171.394,266.36,2.606,16.598,3.24,
201.283,171.159,264.642,2.604,16.566,3.335,
199.375,170.974,263.083,2.603,16.484,3.459,
196.362,170.818,260.902,2.607,16.333,3.577,
192.422,170.643,257.624,2.613,16.053,3.64,
188.826,170.408,253.416,2.617,15.58,3.648,
185.397,170.049,248.874,2.616,14.949,3.609,
181.85,169.542,245.262,2.615,14.287,3.518,
179.002,168.857,243.366,2.616,13.79,3.408,
177.646,167.984,242.935,2.619,13.552,3.318,
178.672,166.966,244.103,2.619,13.493,3.24,
180.306,165.854,246.542,2.617,13.456,3.149,
180.189,164.743,248.039,2.613,13.289,3.06,
177.109,163.712,247.243,2.611,12.998,2.983,
172.962,162.828,245.811,2.611,12.703,2.923,
171.389,162.084,244.403,2.612,12.526,2.881,
174.453,161.429,242.438,2.615,12.527,2.849,
179.444,160.799,240.697,2.617,12.662,2.824,
182.431,160.153,239.975,2.617,12.839,2.822,
182.045,159.511,239.408,2.617,12.946,2.832,
180.28,158.954,238.909,2.62,12.903,2.848,
180.276,158.551,239.578,2.626,12.777,2.887,
182.004,158.338,241.292,2.633,12.714,2.956,
207.596,218.312,253.133,2.503,11.065,1.679,
209.453,217.787,251.65,2.494,10.843,1.66,
211.003,217.258,250.656,2.487,10.753,1.666,
213.38,216.864,250.703,2.485,10.843,1.684,
216.699,216.739,251.314,2.487,11.035,1.698,
218.656,216.878,252.587,2.491,11.216,1.693,
217.274,217.244,253.937,2.496,11.293,1.696,
213.98,217.791,254.587,2.502,11.314,1.708,
213.854,218.471,254.63,2.507,11.403,1.708,
221.195,219.314,255.095,2.511,11.632,1.697,
237.566,220.374,256.913,2.512,12.058,1.719,
265.205,221.648,260.452,2.506,12.697,1.812,
300.858,223.108,264.009,2.493,13.354,1.833,
337.253,224.651,264.497,2.477,13.669,1.71,
356.106,226.176,258.039,2.472,13.389,1.533,
343.032,227.606,246.535,2.488,12.503,1.458,
295.984,228.933,235.175,2.529,11.219,1.413,
240.596,230.176,227.624,2.574,9.971,1.391,
202.596,231.34,225.583,2.602,9.459,1.413,
192.144,232.433,232.097,2.596,9.887,1.547,
194.418,233.445,243.761,2.571,11.011,1.692,
197.295,234.379,253.948,2.543,12.147,1.83,
195.852,235.271,257.657,2.524,12.77,1.908,
190.887,236.163,255.75,2.511,12.363,1.963,
183.363,237.089,250.557,2.503,11.274,2.013,
176.952,238.047,245.153,2.5,10.304,2.031,
176.363,239.003,241.871,2.504,10.227,1.971,
182.574,239.894,242.252,2.514,10.85,1.783,
188.524,240.676,243.966,2.524,11.432,1.529,
187.697,241.309,244.141,2.526,11.136,1.33,
180.706,241.829,244.078,2.519,10.201,1.234,
177.142,242.284,245.377,2.508,9.425,1.167,
181.327,242.729,246.697,2.499,9.398,1.204,
188.478,243.181,248.831,2.494,9.994,1.436,
190.62,243.606,252.168,2.494,10.776,1.697,
186.938,243.927,253.911,2.496,11.339,1.882,
181.015,244.107,252.122,2.498,11.434,2.03,
174.749,244.156,249.314,2.498,10.891,2.142,
166.82,244.189,247.208,2.495,10.204,2.233,
157.909,244.335,245.796,2.491,9.965,2.373,
151.482,244.709,245.079,2.49,10.493,2.513,
149.334,245.293,245.738,2.49,11.396,2.57,
148.899,245.999,246.141,2.489,11.986,2.557,
146.837,246.705,244.414,2.486,11.615,2.489,
142.439,247.318,242.037,2.485,10.55,2.268,
138.002,247.79,242.082,2.49,9.685,2.028,
134.772,248.093,244.083,2.501,9.823,1.905,
131.909,248.237,247.089,2.517,11.032,1.916,
127.772,248.22,251.469,2.536,12.891,1.949,
122.961,248.075,256.249,2.552,14.514,2.021,
120.891,247.887,258.705,2.56,15.3,2.12,
123.442,247.779,260.115,2.56,15.311,2.206,
130.404,247.873,263.127,2.555,15.373,2.28,
140.373,248.2,267.635,2.549,15.809,2.436,
151.567,248.704,271.647,2.544,16.323,2.738,
162.101,249.201,274.686,2.542,16.613,3.201,
170.721,249.535,278.307,2.542,16.912,3.774,
177.772,249.566,282.766,2.543,17.732,4.249,
182.967,249.363,284.712,2.545,18.963,4.429,
185.073,249.094,281.636,2.553,19.87,4.506,
182.017,249.077,275.18,2.572,19.784,4.626,
170.669,249.517,263.605,2.603,18.571,4.673,
151.212,250.499,244.577,2.637,16.34,4.407,
124.358,251.806,222.222,2.666,13.346,3.704,
94.763,253.063,202.887,2.694,9.933,2.731,
69.046,253.826,185.985,2.725,7.19,1.853,
52.523,253.839,173.716,2.757,5.66,1.389,
47.54,253.113,169.953,2.781,5.324,1.263,
51.243,251.813,172.611,2.792,5.79,1.213,
59.853,250.369,178.71,2.787,6.723,1.155,
